"X.....................................................................................................................................................................................................Tabulation.of.Result.by.Additional.Counting.Staff......................................................................................................................................................................................................"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"
"1"	"ENTRY FORM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Name of the Assembly  :  143 Teghra"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"130"	"119"	"30"	"95"	"0"	"149"	"50"	"0"	"1"	"0"	"0"	"1"	"0"	"28"	"0"	"0"	"2"	"2"	"1"	"0"	"1"	"360"	"0"	"360"	"0"
"131"	"120"	"15"	"79"	"2"	"160"	"41"	"0"	"0"	"2"	"0"	"1"	"2"	"17"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"324"	"0"	"324"	"0"
"132"	"121"	"28"	"71"	"5"	"150"	"14"	"0"	"1"	"1"	"0"	"2"	"1"	"37"	"1"	"1"	"2"	"2"	"0"	"2"	"2"	"320"	"0"	"320"	"0"
"133"	"122"	"60"	"87"	"3"	"191"	"93"	"6"	"1"	"4"	"2"	"7"	"5"	"56"	"6"	"4"	"8"	"16"	"5"	"11"	"7"	"572"	"0"	"572"	"0"
"134"	"123"	"62"	"62"	"2"	"175"	"250"	"4"	"2"	"0"	"2"	"2"	"3"	"40"	"2"	"0"	"4"	"7"	"2"	"2"	"0"	"621"	"0"	"621"	"0"
"135"	"124"	"32"	"109"	"5"	"109"	"68"	"3"	"0"	"1"	"0"	"1"	"2"	"15"	"3"	"0"	"5"	"13"	"3"	"0"	"0"	"369"	"0"	"369"	"0"
"136"	"125"	"24"	"51"	"2"	"128"	"85"	"2"	"2"	"1"	"1"	"0"	"3"	"15"	"1"	"1"	"2"	"2"	"1"	"4"	"0"	"325"	"0"	"325"	"0"
"137"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"138"	""	"Anil Chaudhary"	"Amita Bhushan"	"Chandrash ekhar Mahto"	"Dr. Monazir Hassan"	"Shatrughn a Prasad Singh"	"Kishori Prasad Mahto"	"Ram Sah"	"Amiya Kashyap 'Bikki'"	"Arun Kumar"	"Ashok Sah"	"Dilip Kumar"	"Narendra Kumar Singh"	"Narayan Prasad Hisariya"	"Ranjeet Paswan"	"Radha Raman Paswan"	"Ram Dayal Bharti"	"Ram Naresh Prasad Singh"	"Ramshray a Nishad"	"Sajjan Chaudhary"	""	""	""	""
"139"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"140"	"126"	"67"	"87"	"6"	"218"	"75"	"6"	"2"	"1"	"3"	"0"	"1"	"9"	"7"	"2"	"7"	"13"	"1"	"1"	"2"	"508"	"0"	"508"	"0"
"141"	"127"	"58"	"76"	"3"	"211"	"69"	"0"	"1"	"0"	"0"	"2"	"4"	"40"	"6"	"1"	"1"	"7"	"1"	"4"	"0"	"484"	"0"	"484"	"0"
"142"	"128"	"45"	"64"	"9"	"297"	"134"	"5"	"2"	"2"	"2"	"1"	"2"	"21"	"13"	"1"	"5"	"4"	"1"	"2"	"3"	"613"	"0"	"613"	"0"
"143"	"129"	"89"	"19"	"4"	"218"	"208"	"13"	"2"	"3"	"3"	"3"	"8"	"24"	"19"	"9"	"5"	"15"	"5"	"3"	"2"	"652"	"0"	"652"	"0"
"144"	"130"	"3"	"10"	"0"	"72"	"75"	"3"	"0"	"1"	"1"	"1"	"0"	"2"	"0"	"2"	"0"	"2"	"0"	"0"	"0"	"172"	"0"	"172"	"0"
"145"	"131"	"71"	"50"	"7"	"146"	"151"	"8"	"1"	"2"	"2"	"5"	"1"	"130"	"7"	"0"	"1"	"8"	"2"	"1"	"3"	"596"	"0"	"596"	"0"
"146"	"132"	"19"	"8"	"1"	"39"	"60"	"2"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"134"	"0"	"134"	"0"
"147"	"133"	"68"	"80"	"0"	"40"	"85"	"6"	"2"	"1"	"0"	"1"	"2"	"76"	"1"	"0"	"1"	"1"	"6"	"1"	"1"	"372"	"0"	"372"	"0"
"148"	"134"	"28"	"15"	"1"	"162"	"150"	"4"	"1"	"2"	"0"	"0"	"3"	"16"	"8"	"0"	"3"	"19"	"3"	"1"	"4"	"420"	"0"	"420"	"0"
"149"	"135"	"13"	"151"	"2"	"101"	"335"	"4"	"3"	"1"	"3"	"7"	"2"	"60"	"3"	"3"	"6"	"7"	"1"	"2"	"4"	"708"	"0"	"708"	"0"
"150"	"136"	"105"	"19"	"4"	"435"	"70"	"5"	"3"	"5"	"2"	"4"	"5"	"3"	"28"	"4"	"3"	"20"	"11"	"2"	"8"	"736"	"0"	"736"	"0"
"151"	"137"	"64"	"19"	"8"	"152"	"55"	"3"	"0"	"1"	"0"	"1"	"5"	"10"	"2"	"2"	"3"	"21"	"3"	"1"	"1"	"351"	"0"	"351"	"0"
"152"	"138"	"21"	"22"	"4"	"235"	"54"	"3"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"2"	"4"	"1"	"0"	"0"	"352"	"0"	"352"	"0"
"153"	"139"	"22"	"63"	"4"	"117"	"98"	"5"	"1"	"1"	"0"	"1"	"2"	"62"	"8"	"2"	"5"	"9"	"1"	"0"	"2"	"403"	"0"	"403"	"0"
"154"	"140"	"6"	"8"	"9"	"245"	"18"	"2"	"0"	"0"	"0"	"2"	"1"	"8"	"3"	"1"	"2"	"7"	"4"	"3"	"9"	"328"	"0"	"328"	"0"
"155"	"141"	"111"	"55"	"5"	"180"	"48"	"0"	"9"	"3"	"2"	"4"	"7"	"90"	"18"	"6"	"7"	"18"	"3"	"2"	"2"	"570"	"0"	"570"	"0"
"156"	"142"	"14"	"51"	"3"	"34"	"71"	"0"	"0"	"1"	"0"	"1"	"4"	"27"	"2"	"1"	"1"	"8"	"2"	"1"	"4"	"225"	"0"	"225"	"0"
"157"	"143"	"152"	"69"	"3"	"41"	"62"	"2"	"3"	"0"	"2"	"3"	"7"	"39"	"1"	"6"	"3"	"23"	"10"	"5"	"1"	"432"	"0"	"432"	"0"
"158"	"144"	"45"	"120"	"6"	"24"	"94"	"4"	"1"	"0"	"2"	"0"	"4"	"7"	"0"	"1"	"0"	"6"	"0"	"0"	"0"	"314"	"0"	"314"	"0"
"159"	"145"	"83"	"204"	"3"	"116"	"102"	"5"	"0"	"0"	"1"	"2"	"2"	"52"	"0"	"0"	"3"	"9"	"8"	"4"	"2"	"596"	"0"	"596"	"0"
"160"	"146"	"26"	"108"	"4"	"114"	"154"	"2"	"3"	"0"	"3"	"0"	"0"	"14"	"2"	"4"	"5"	"5"	"0"	"1"	"0"	"445"	"0"	"445"	"0"
"161"	"147"	"11"	"110"	"1"	"133"	"312"	"4"	"0"	"5"	"4"	"1"	"2"	"10"	"2"	"1"	"2"	"5"	"1"	"0"	"3"	"607"	"0"	"607"	"0"
"162"	"148"	"24"	"43"	"0"	"38"	"213"	"1"	"0"	"1"	"0"	"0"	"1"	"20"	"1"	"2"	"0"	"4"	"5"	"0"	"0"	"353"	"0"	"353"	"0"
"163"	"149"	"17"	"80"	"4"	"38"	"320"	"5"	"1"	"2"	"1"	"2"	"1"	"93"	"1"	"0"	"0"	"0"	"9"	"3"	"0"	"577"	"0"	"577"	"0"
"164"	"150"	"12"	"41"	"0"	"107"	"300"	"8"	"0"	"0"	"0"	"1"	"2"	"48"	"1"	"0"	"1"	"5"	"4"	"4"	"2"	"536"	"0"	"536"	"0"
"165"	"151"	"16"	"58"	"0"	"50"	"169"	"1"	"0"	"2"	"1"	"0"	"1"	"23"	"1"	"0"	"0"	"1"	"0"	"2"	"1"	"326"	"0"	"326"	"0"
"166"	"152"	"19"	"148"	"2"	"85"	"225"	"3"	"1"	"0"	"0"	"0"	"1"	"49"	"2"	"0"	"3"	"4"	"0"	"1"	"2"	"545"	"0"	"545"	"0"
"167"	"153"	"6"	"71"	"5"	"59"	"81"	"3"	"0"	"1"	"0"	"1"	"0"	"22"	"0"	"0"	"0"	"1"	"3"	"6"	"3"	"262"	"0"	"262"	"0"
"168"	"154"	"30"	"61"	"3"	"61"	"284"	"3"	"0"	"1"	"2"	"1"	"1"	"52"	"0"	"4"	"0"	"4"	"0"	"0"	"0"	"507"	"0"	"507"	"0"
"169"	"155"	"14"	"52"	"3"	"36"	"212"	"0"	"0"	"2"	"1"	"1"	"1"	"35"	"1"	"0"	"0"	"1"	"2"	"0"	"0"	"361"	"0"	"361"	"0"
"170"	"156"	"156"	"93"	"7"	"349"	"148"	"6"	"3"	"0"	"4"	"3"	"2"	"25"	"8"	"5"	"7"	"22"	"9"	"10"	"3"	"860"	"0"	"860"	"0"
"171"	"157"	"59"	"139"	"5"	"157"	"111"	"2"	"1"	"0"	"1"	"1"	"1"	"26"	"1"	"2"	"0"	"8"	"5"	"1"	"2"	"522"	"0"	"522"	"0"
"172"	"158"	"27"	"95"	"12"	"110"	"56"	"3"	"1"	"0"	"0"	"1"	"4"	"9"	"1"	"0"	"5"	"8"	"2"	"1"	"0"	"335"	"0"	"335"	"0"
"173"	"159"	"28"	"51"	"8"	"166"	"126"	"9"	"0"	"1"	"1"	"1"	"3"	"3"	"2"	"2"	"1"	"3"	"0"	"2"	"0"	"407"	"0"	"407"	"0"
"174"	"160"	"70"	"53"	"9"	"155"	"30"	"4"	"0"	"0"	"0"	"0"	"4"	"45"	"0"	"0"	"0"	"3"	"1"	"2"	"3"	"379"	"0"	"379"	"0"
"175"	"161"	"24"	"114"	"6"	"233"	"100"	"2"	"1"	"3"	"3"	"1"	"2"	"25"	"6"	"1"	"5"	"0"	"3"	"3"	"2"	"534"	"0"	"534"	"0"
"176"	"162"	"71"	"193"	"6"	"193"	"83"	"6"	"1"	"2"	"4"	"1"	"3"	"103"	"6"	"1"	"5"	"6"	"7"	"1"	"1"	"693"	"0"	"693"	"0"
"177"	"163"	"54"	"138"	"1"	"256"	"48"	"2"	"1"	"1"	"1"	"0"	"4"	"72"	"3"	"0"	"3"	"9"	"4"	"5"	"0"	"602"	"0"	"602"	"0"
"178"	"164"	"12"	"18"	"0"	"98"	"24"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"0"	"0"	"2"	"5"	"1"	"0"	"1"	"165"	"0"	"165"	"0"
"179"	"165"	"6"	"68"	"5"	"91"	"546"	"7"	"2"	"1"	"3"	"1"	"1"	"33"	"1"	"2"	"4"	"10"	"1"	"4"	"2"	"788"	"0"	"788"	"0"
"180"	"166"	"5"	"54"	"3"	"70"	"395"	"6"	"0"	"0"	"0"	"1"	"0"	"8"	"1"	"0"	"2"	"12"	"0"	"1"	"0"	"558"	"0"	"558"	"0"
"181"	"167"	"3"	"61"	"1"	"64"	"163"	"2"	"3"	"0"	"0"	"1"	"0"	"17"	"2"	"1"	"0"	"2"	"1"	"0"	"0"	"321"	"0"	"321"	"0"
"182"	"168"	"10"	"67"	"0"	"95"	"260"	"4"	"3"	"0"	"0"	"0"	"1"	"17"	"0"	"0"	"2"	"2"	"0"	"2"	"1"	"464"	"0"	"464"	"0"
"183"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"184"	""	"Anil Chaudhary"	"Amita Bhushan"	"Chandrash ekhar Mahto"	"Dr. Monazir Hassan"	"Shatrughn a Prasad Singh"	"Kishori Prasad Mahto"	"Ram Sah"	"Amiya Kashyap 'Bikki'"	"Arun Kumar"	"Ashok Sah"	"Dilip Kumar"	"Narendra Kumar Singh"	"Narayan Prasad Hisariya"	"Ranjeet Paswan"	"Radha Raman Paswan"	"Ram Dayal Bharti"	"Ram Naresh Prasad Singh"	"Ramshray a Nishad"	"Sajjan Chaudhary"	""	""	""	""
"185"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"186"	"169"	"12"	"53"	"1"	"65"	"449"	"13"	"1"	"3"	"3"	"0"	"4"	"27"	"3"	"2"	"2"	"8"	"0"	"2"	"1"	"649"	"0"	"649"	"0"
"187"	"170"	"8"	"34"	"2"	"73"	"249"	"1"	"0"	"1"	"0"	"2"	"1"	"22"	"1"	"1"	"0"	"2"	"1"	"2"	"0"	"400"	"0"	"400"	"0"
"188"	"171"	"16"	"17"	"3"	"147"	"259"	"5"	"3"	"0"	"1"	"3"	"0"	"10"	"2"	"2"	"3"	"5"	"5"	"6"	"4"	"491"	"0"	"491"	"0"
"189"	"172"	"12"	"93"	"1"	"186"	"84"	"3"	"0"	"1"	"0"	"0"	"0"	"12"	"0"	"0"	"2"	"5"	"1"	"1"	"1"	"402"	"0"	"402"	"0"
"190"	"173"	"6"	"64"	"1"	"69"	"162"	"1"	"2"	"0"	"2"	"0"	"2"	"13"	"1"	"3"	"3"	"1"	"3"	"5"	"3"	"341"	"0"	"341"	"0"
"191"	"174"	"29"	"103"	"4"	"70"	"95"	"1"	"2"	"2"	"1"	"2"	"4"	"168"	"1"	"1"	"1"	"6"	"4"	"13"	"4"	"511"	"0"	"511"	"0"
"192"	"175"	"30"	"98"	"5"	"135"	"97"	"3"	"3"	"5"	"1"	"1"	"2"	"107"	"5"	"2"	"1"	"15"	"1"	"0"	"0"	"511"	"0"	"511"	"0"
"193"	"176"	"33"	"89"	"4"	"103"	"309"	"12"	"3"	"2"	"1"	"2"	"5"	"93"	"5"	"3"	"5"	"9"	"2"	"1"	"2"	"683"	"0"	"683"	"0"
"194"	"177"	"43"	"66"	"2"	"133"	"273"	"5"	"2"	"2"	"4"	"1"	"2"	"32"	"0"	"5"	"1"	"8"	"13"	"8"	"3"	"603"	"0"	"603"	"0"
"195"	"178"	"20"	"40"	"0"	"99"	"296"	"3"	"1"	"1"	"0"	"0"	"1"	"17"	"0"	"0"	"0"	"3"	"1"	"0"	"0"	"482"	"0"	"482"	"0"
"196"	"179"	"8"	"20"	"2"	"125"	"176"	"3"	"1"	"1"	"0"	"4"	"1"	"36"	"2"	"1"	"1"	"5"	"0"	"0"	"0"	"386"	"0"	"386"	"0"
"197"	"180"	"82"	"83"	"15"	"95"	"185"	"14"	"2"	"5"	"3"	"8"	"8"	"97"	"5"	"5"	"5"	"18"	"0"	"0"	"1"	"631"	"0"	"631"	"0"
"198"	"181"	"24"	"111"	"7"	"147"	"131"	"5"	"1"	"3"	"1"	"4"	"4"	"52"	"7"	"2"	"4"	"17"	"0"	"0"	"0"	"520"	"0"	"520"	"0"
"199"	"182"	"15"	"42"	"0"	"97"	"48"	"1"	"0"	"0"	"0"	"5"	"2"	"150"	"5"	"2"	"3"	"11"	"0"	"4"	"6"	"391"	"0"	"391"	"0"
"200"	"183"	"16"	"10"	"0"	"60"	"82"	"1"	"1"	"1"	"1"	"7"	"2"	"156"	"3"	"0"	"1"	"3"	"1"	"3"	"4"	"352"	"0"	"352"	"0"
"201"	"184"	"56"	"85"	"4"	"163"	"26"	"0"	"0"	"0"	"2"	"0"	"1"	"28"	"1"	"0"	"0"	"2"	"0"	"0"	"1"	"369"	"0"	"369"	"0"
"202"	"185"	"34"	"75"	"3"	"225"	"166"	"2"	"3"	"1"	"2"	"3"	"3"	"5"	"8"	"1"	"5"	"10"	"0"	"1"	"0"	"547"	"0"	"547"	"0"
"203"	"186"	"26"	"99"	"2"	"76"	"24"	"3"	"0"	"1"	"1"	"2"	"3"	"18"	"1"	"1"	"2"	"7"	"1"	"3"	"0"	"270"	"0"	"270"	"0"
"204"	"187"	"31"	"93"	"3"	"77"	"154"	"4"	"2"	"1"	"4"	"2"	"2"	"44"	"1"	"5"	"3"	"4"	"0"	"6"	"3"	"439"	"0"	"439"	"0"
"205"	"188"	"65"	"81"	"8"	"128"	"41"	"3"	"0"	"1"	"1"	"1"	"1"	"7"	"3"	"3"	"1"	"3"	"0"	"1"	"1"	"349"	"0"	"349"	"0"
"206"	"189"	"23"	"103"	"5"	"161"	"16"	"1"	"0"	"0"	"0"	"3"	"0"	"30"	"2"	"4"	"3"	"6"	"3"	"4"	"1"	"365"	"0"	"365"	"0"
"207"	"190"	"96"	"88"	"7"	"64"	"188"	"4"	"7"	"4"	"3"	"2"	"6"	"6"	"1"	"1"	"2"	"2"	"5"	"2"	"0"	"488"	"0"	"488"	"0"
"208"	"191"	"45"	"32"	"6"	"251"	"141"	"7"	"3"	"1"	"7"	"6"	"2"	"15"	"18"	"2"	"5"	"24"	"2"	"3"	"3"	"573"	"0"	"573"	"0"
"209"	"192"	"29"	"15"	"4"	"154"	"25"	"4"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"2"	"13"	"1"	"0"	"1"	"251"	"0"	"251"	"0"
"210"	"193"	"97"	"13"	"20"	"69"	"154"	"6"	"0"	"1"	"2"	"2"	"8"	"14"	"6"	"2"	"1"	"14"	"5"	"0"	"0"	"414"	"0"	"414"	"0"
"211"	"194"	"10"	"5"	"1"	"197"	"4"	"6"	"0"	"0"	"1"	"0"	"1"	"3"	"6"	"1"	"1"	"9"	"1"	"0"	"0"	"246"	"0"	"246"	"0"
"212"	"195"	"35"	"28"	"4"	"322"	"33"	"0"	"0"	"0"	"0"	"0"	"2"	"7"	"8"	"3"	"2"	"5"	"3"	"0"	"1"	"453"	"0"	"453"	"0"
"213"	"196"	"115"	"97"	"7"	"148"	"68"	"2"	"0"	"2"	"4"	"3"	"2"	"14"	"0"	"1"	"4"	"13"	"16"	"8"	"7"	"511"	"0"	"511"	"0"
"214"	"197"	"24"	"10"	"5"	"123"	"54"	"2"	"1"	"1"	"1"	"2"	"5"	"16"	"5"	"3"	"4"	"20"	"1"	"1"	"0"	"278"	"0"	"278"	"0"
"215"	"198"	"57"	"62"	"2"	"32"	"284"	"5"	"2"	"0"	"4"	"5"	"5"	"116"	"1"	"1"	"3"	"3"	"4"	"0"	"2"	"588"	"0"	"588"	"0"
"216"	"199"	"119"	"7"	"2"	"67"	"222"	"2"	"2"	"0"	"0"	"2"	"3"	"5"	"3"	"0"	"0"	"3"	"1"	"4"	"0"	"442"	"0"	"442"	"0"
"217"	"200"	"411"	"17"	"3"	"30"	"153"	"6"	"2"	"2"	"3"	"2"	"9"	"39"	"3"	"2"	"4"	"21"	"17"	"2"	"6"	"732"	"0"	"732"	"0"
"218"	"201"	"211"	"41"	"3"	"132"	"101"	"8"	"3"	"0"	"6"	"7"	"8"	"78"	"4"	"2"	"1"	"11"	"13"	"9"	"2"	"640"	"0"	"640"	"0"
"219"	"202"	"364"	"43"	"3"	"11"	"120"	"9"	"2"	"1"	"6"	"2"	"16"	"16"	"4"	"2"	"6"	"60"	"5"	"0"	"0"	"670"	"0"	"670"	"0"
"220"	"203"	"37"	"12"	"2"	"409"	"27"	"4"	"2"	"0"	"0"	"5"	"5"	"40"	"10"	"1"	"4"	"13"	"3"	"5"	"2"	"581"	"0"	"581"	"0"
"221"	"204"	"72"	"49"	"9"	"349"	"41"	"6"	"2"	"2"	"1"	"3"	"3"	"43"	"10"	"3"	"0"	"11"	"2"	"0"	"3"	"609"	"0"	"609"	"0"
"222"	"205"	"2"	"10"	"2"	"56"	"224"	"10"	"1"	"3"	"1"	"3"	"2"	"46"	"15"	"5"	"4"	"13"	"9"	"7"	"8"	"421"	"0"	"421"	"0"
"223"	"206"	"17"	"37"	"9"	"319"	"24"	"3"	"0"	"4"	"0"	"1"	"1"	"3"	"0"	"1"	"10"	"12"	"18"	"20"	"25"	"504"	"0"	"504"	"0"
"224"	"207"	"32"	"62"	"4"	"142"	"41"	"0"	"2"	"0"	"1"	"0"	"0"	"8"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"296"	"0"	"296"	"0"
"225"	"208"	"21"	"42"	"5"	"175"	"33"	"0"	"1"	"0"	"0"	"0"	"1"	"18"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"301"	"0"	"301"	"0"
"226"	"Total Votes Polled"	"10025"	"12790"	"855"	"31236"	"29870"	"899"	"323"	"303"	"303"	"399"	"594"	"7228"	"863"	"456"	"728"	"2277"	"681"	"472"	"503"	"100805"	"0"	"100805"	"0"
"227"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"228"	""	"Anil Chaudhary"	"Amita Bhushan"	"Chandrash ekhar Mahto"	"Dr. Monazir Hassan"	"Shatrughn a Prasad Singh"	"Kishori Prasad Mahto"	"Ram Sah"	"Amiya Kashyap 'Bikki'"	"Arun Kumar"	"Ashok Sah"	"Dilip Kumar"	"Narendra Kumar Singh"	"Narayan Prasad Hisariya"	"Ranjeet Paswan"	"Radha Raman Paswan"	"Ram Dayal Bharti"	"Ram Naresh Prasad Singh"	"Ramshray a Nishad"	"Sajjan Chaudhary"	""	""	""	""
"229"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"230"	"Place :          Bazar Samitee Begusarai"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"231"	"Date :            16-05-2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"232"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"233"	"24- Begusarai Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
