"ANNEXURE...XLII"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"1"	"(CHAPTER XIV, PARA 25.9) FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"FINAL RESULT SHEET [SEE RULE 56C (2)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 26-BHAGALPUR PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"PART-I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Total No. of Electors in Assembly Segment  :-    253901"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"Name of Assembly Segement :- 154-Pirpainti (SC)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"111"	"90"	"90"	"47"	"101"	"72"	"9"	"115"	"4"	"0"	"0"	"2"	"1"	"4"	"4"	"1"	"4"	"7"	"11"	"4"	"3"	"1"	"3"	"0"	"393"	"0"	"393"	"0"
"112"	"91"	"91"	"96"	"259"	"7"	"0"	"20"	"1"	"1"	"1"	"1"	"4"	"2"	"0"	"0"	"0"	"5"	"3"	"4"	"0"	"0"	"0"	"2"	"406"	"0"	"406"	"0"
"113"	"92"	"92"	"35"	"54"	"76"	"27"	"205"	"12"	"6"	"4"	"6"	"53"	"16"	"8"	"8"	"4"	"5"	"13"	"11"	"3"	"3"	"2"	"16"	"567"	"0"	"567"	"0"
"114"	"93"	"93"	"2"	"59"	"98"	"13"	"117"	"3"	"0"	"1"	"2"	"0"	"1"	"2"	"1"	"1"	"1"	"5"	"1"	"1"	"1"	"0"	"1"	"310"	"0"	"310"	"0"
"115"	"94"	"94"	"120"	"22"	"22"	"2"	"105"	"3"	"4"	"1"	"0"	"1"	"4"	"2"	"1"	"0"	"4"	"16"	"4"	"3"	"1"	"1"	"4"	"320"	"0"	"320"	"0"
"116"	"95"	"95"	"48"	"16"	"74"	"1"	"167"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"6"	"2"	"0"	"0"	"0"	"0"	"317"	"0"	"317"	"0"
"117"	"96"	"96"	"226"	"39"	"37"	"0"	"37"	"3"	"0"	"1"	"2"	"1"	"3"	"1"	"4"	"1"	"3"	"19"	"5"	"0"	"0"	"0"	"4"	"386"	"0"	"386"	"0"
"118"	"97"	"97"	"9"	"89"	"15"	"1"	"77"	"1"	"1"	"0"	"0"	"0"	"6"	"1"	"1"	"0"	"2"	"7"	"3"	"4"	"1"	"4"	"2"	"224"	"0"	"224"	"0"
"119"	"98"	"98"	"122"	"249"	"88"	"6"	"73"	"7"	"1"	"4"	"4"	"5"	"2"	"3"	"5"	"6"	"14"	"20"	"15"	"13"	"3"	"0"	"7"	"647"	"0"	"647"	"0"
"120"	"99"	"99"	"5"	"154"	"29"	"1"	"102"	"3"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"2"	"6"	"4"	"8"	"1"	"0"	"0"	"0"	"318"	"0"	"318"	"0"
"121"	"100"	"100"	"2"	"5"	"25"	"0"	"121"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"3"	"3"	"1"	"2"	"0"	"0"	"1"	"168"	"0"	"168"	"0"
"122"	"101"	"101"	"7"	"91"	"25"	"3"	"133"	"2"	"0"	"0"	"0"	"1"	"2"	"2"	"1"	"1"	"0"	"6"	"10"	"0"	"2"	"1"	"1"	"288"	"0"	"288"	"0"
"123"	"102"	"102"	"9"	"52"	"20"	"1"	"131"	"2"	"0"	"1"	"1"	"0"	"9"	"2"	"3"	"3"	"2"	"4"	"3"	"1"	"1"	"1"	"1"	"247"	"0"	"247"	"0"
"124"	"103"	"103"	"110"	"135"	"26"	"2"	"145"	"10"	"3"	"0"	"2"	"1"	"5"	"3"	"3"	"4"	"8"	"19"	"11"	"2"	"2"	"5"	"6"	"502"	"0"	"502"	"0"
"125"	"104"	"104"	"5"	"17"	"75"	"6"	"146"	"8"	"0"	"2"	"9"	"2"	"5"	"5"	"3"	"0"	"2"	"7"	"1"	"0"	"1"	"0"	"1"	"295"	"0"	"295"	"0"
"126"	"105"	"105"	"3"	"50"	"54"	"7"	"245"	"12"	"0"	"2"	"2"	"5"	"22"	"21"	"6"	"7"	"3"	"11"	"0"	"1"	"0"	"1"	"8"	"460"	"0"	"460"	"0"
"127"	"106"	"106"	"19"	"112"	"69"	"4"	"123"	"6"	"0"	"2"	"0"	"0"	"7"	"0"	"2"	"4"	"1"	"13"	"4"	"3"	"0"	"0"	"6"	"375"	"0"	"375"	"0"
"128"	"107"	"107"	"64"	"244"	"15"	"7"	"56"	"4"	"1"	"2"	"3"	"1"	"4"	"0"	"3"	"3"	"6"	"2"	"5"	"7"	"5"	"2"	"6"	"440"	"0"	"440"	"0"
"129"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"130"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"131"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"132"	"108"	"108"	"23"	"365"	"17"	"7"	"45"	"0"	"0"	"2"	"1"	"0"	"1"	"2"	"1"	"1"	"6"	"8"	"9"	"6"	"1"	"0"	"6"	"501"	"0"	"501"	"0"
"133"	"109"	"109"	"23"	"142"	"92"	"9"	"264"	"26"	"6"	"4"	"5"	"4"	"10"	"22"	"4"	"7"	"14"	"23"	"7"	"7"	"8"	"6"	"35"	"718"	"0"	"718"	"0"
"134"	"110"	"110"	"11"	"21"	"102"	"2"	"83"	"3"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"1"	"4"	"5"	"2"	"0"	"0"	"0"	"0"	"238"	"0"	"238"	"0"
"135"	"111"	"111"	"73"	"233"	"121"	"8"	"164"	"5"	"3"	"2"	"1"	"7"	"9"	"4"	"4"	"0"	"3"	"7"	"9"	"1"	"4"	"0"	"7"	"665"	"0"	"665"	"0"
"136"	"112"	"112"	"16"	"5"	"31"	"8"	"146"	"6"	"0"	"3"	"1"	"0"	"2"	"1"	"2"	"3"	"2"	"9"	"41"	"1"	"0"	"1"	"2"	"280"	"0"	"280"	"0"
"137"	"113"	"113"	"26"	"87"	"131"	"11"	"164"	"10"	"4"	"24"	"7"	"2"	"6"	"4"	"4"	"3"	"3"	"13"	"121"	"1"	"4"	"1"	"3"	"629"	"0"	"629"	"0"
"138"	"114"	"114"	"21"	"36"	"15"	"6"	"85"	"5"	"2"	"10"	"3"	"33"	"11"	"6"	"3"	"1"	"6"	"28"	"46"	"101"	"13"	"9"	"18"	"458"	"0"	"458"	"0"
"139"	"115"	"115"	"40"	"103"	"42"	"6"	"236"	"12"	"3"	"2"	"4"	"4"	"7"	"3"	"2"	"1"	"4"	"3"	"15"	"4"	"0"	"2"	"9"	"502"	"0"	"502"	"0"
"140"	"116"	"116"	"28"	"51"	"29"	"5"	"42"	"6"	"1"	"6"	"0"	"0"	"0"	"2"	"1"	"1"	"1"	"9"	"11"	"1"	"0"	"0"	"11"	"205"	"0"	"205"	"0"
"141"	"117"	"117"	"27"	"30"	"102"	"83"	"167"	"5"	"2"	"21"	"5"	"11"	"10"	"5"	"3"	"8"	"4"	"32"	"96"	"1"	"1"	"5"	"4"	"622"	"0"	"622"	"0"
"142"	"118"	"118"	"7"	"25"	"30"	"28"	"162"	"9"	"3"	"6"	"2"	"5"	"5"	"6"	"7"	"5"	"3"	"29"	"1"	"3"	"4"	"14"	"11"	"365"	"0"	"365"	"0"
"143"	"119"	"119"	"13"	"117"	"28"	"14"	"141"	"11"	"2"	"3"	"3"	"6"	"13"	"2"	"9"	"8"	"7"	"21"	"2"	"0"	"1"	"0"	"4"	"405"	"0"	"405"	"0"
"144"	"120"	"120"	"45"	"87"	"41"	"121"	"144"	"14"	"8"	"4"	"7"	"4"	"9"	"3"	"11"	"6"	"1"	"21"	"6"	"25"	"7"	"6"	"7"	"577"	"0"	"577"	"0"
"145"	"121"	"121"	"3"	"114"	"8"	"12"	"80"	"6"	"2"	"3"	"8"	"0"	"17"	"3"	"8"	"7"	"9"	"41"	"5"	"71"	"1"	"1"	"2"	"401"	"0"	"401"	"0"
"146"	"122"	"122"	"10"	"6"	"57"	"13"	"164"	"5"	"2"	"9"	"5"	"0"	"12"	"3"	"1"	"1"	"6"	"13"	"19"	"271"	"7"	"8"	"5"	"617"	"0"	"617"	"0"
"147"	"123"	"123"	"21"	"32"	"22"	"34"	"87"	"10"	"8"	"6"	"7"	"2"	"13"	"4"	"4"	"4"	"6"	"42"	"6"	"144"	"5"	"1"	"12"	"470"	"0"	"470"	"0"
"148"	"124"	"124"	"7"	"51"	"15"	"21"	"87"	"5"	"2"	"8"	"4"	"9"	"10"	"5"	"6"	"2"	"2"	"32"	"2"	"90"	"8"	"2"	"10"	"378"	"0"	"378"	"0"
"149"	"125"	"125"	"14"	"7"	"162"	"15"	"123"	"8"	"3"	"8"	"4"	"7"	"18"	"11"	"14"	"17"	"21"	"31"	"1"	"11"	"3"	"0"	"8"	"486"	"0"	"486"	"0"
"150"	"126"	"126"	"17"	"2"	"20"	"6"	"104"	"7"	"1"	"3"	"5"	"9"	"22"	"6"	"5"	"7"	"10"	"46"	"7"	"144"	"4"	"5"	"6"	"436"	"0"	"436"	"0"
"151"	"127"	"127"	"47"	"12"	"13"	"8"	"160"	"5"	"2"	"3"	"0"	"4"	"7"	"4"	"10"	"3"	"5"	"30"	"6"	"44"	"4"	"1"	"7"	"375"	"0"	"375"	"0"
"152"	"128"	"128"	"28"	"7"	"12"	"7"	"172"	"10"	"1"	"5"	"1"	"1"	"8"	"3"	"2"	"1"	"5"	"22"	"11"	"46"	"3"	"0"	"16"	"361"	"0"	"361"	"0"
"153"	"129"	"129"	"15"	"12"	"26"	"4"	"238"	"10"	"5"	"5"	"3"	"2"	"13"	"4"	"7"	"6"	"6"	"12"	"3"	"3"	"0"	"5"	"8"	"387"	"0"	"387"	"0"
"154"	"130"	"130"	"180"	"64"	"16"	"2"	"261"	"10"	"3"	"4"	"2"	"4"	"17"	"4"	"6"	"4"	"8"	"16"	"10"	"2"	"0"	"5"	"5"	"623"	"0"	"623"	"0"
"155"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"156"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"157"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"158"	"131"	"131"	"11"	"43"	"45"	"6"	"387"	"18"	"4"	"1"	"6"	"4"	"19"	"3"	"5"	"2"	"4"	"21"	"2"	"1"	"1"	"0"	"1"	"584"	"0"	"584"	"0"
"159"	"132"	"132"	"16"	"24"	"3"	"1"	"284"	"7"	"1"	"2"	"4"	"4"	"12"	"2"	"12"	"6"	"5"	"14"	"4"	"0"	"2"	"5"	"5"	"413"	"0"	"413"	"0"
"160"	"133"	"133"	"10"	"16"	"23"	"4"	"255"	"20"	"4"	"2"	"1"	"7"	"19"	"6"	"5"	"10"	"7"	"19"	"0"	"2"	"3"	"1"	"5"	"419"	"0"	"419"	"0"
"161"	"134"	"134"	"24"	"56"	"55"	"7"	"312"	"12"	"8"	"3"	"5"	"3"	"4"	"5"	"6"	"5"	"6"	"12"	"3"	"1"	"2"	"0"	"6"	"535"	"0"	"535"	"0"
"162"	"135"	"135"	"18"	"85"	"14"	"5"	"217"	"15"	"3"	"0"	"3"	"3"	"7"	"3"	"6"	"7"	"8"	"26"	"1"	"19"	"2"	"0"	"1"	"443"	"0"	"443"	"0"
"163"	"136"	"136"	"8"	"172"	"15"	"4"	"197"	"5"	"0"	"3"	"2"	"3"	"14"	"7"	"9"	"10"	"6"	"16"	"1"	"5"	"2"	"1"	"18"	"498"	"0"	"498"	"0"
"164"	"137"	"137"	"15"	"2"	"9"	"2"	"170"	"0"	"0"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"0"	"202"	"0"
"165"	"138"	"138"	"34"	"245"	"35"	"49"	"72"	"6"	"2"	"13"	"4"	"4"	"18"	"1"	"2"	"3"	"4"	"57"	"3"	"57"	"1"	"3"	"3"	"616"	"0"	"616"	"0"
"166"	"139"	"139"	"91"	"250"	"18"	"14"	"90"	"13"	"7"	"4"	"5"	"3"	"8"	"4"	"6"	"3"	"8"	"23"	"15"	"8"	"9"	"3"	"6"	"588"	"0"	"588"	"0"
"167"	"140"	"140"	"20"	"77"	"3"	"6"	"238"	"12"	"6"	"3"	"2"	"2"	"15"	"1"	"8"	"1"	"4"	"33"	"2"	"46"	"4"	"1"	"13"	"497"	"0"	"497"	"0"
"168"	"141"	"141"	"7"	"114"	"8"	"4"	"180"	"8"	"1"	"4"	"1"	"1"	"10"	"2"	"2"	"1"	"2"	"25"	"11"	"72"	"2"	"3"	"7"	"465"	"0"	"465"	"0"
"169"	"142"	"142"	"29"	"389"	"19"	"7"	"17"	"3"	"0"	"2"	"0"	"1"	"7"	"2"	"7"	"2"	"11"	"32"	"22"	"3"	"2"	"1"	"5"	"561"	"0"	"561"	"0"
"170"	"143"	"143"	"14"	"57"	"6"	"2"	"362"	"13"	"1"	"1"	"2"	"2"	"8"	"2"	"5"	"2"	"0"	"2"	"5"	"2"	"2"	"1"	"4"	"493"	"0"	"493"	"0"
"171"	"144"	"144"	"10"	"58"	"1"	"1"	"111"	"5"	"1"	"0"	"0"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"4"	"201"	"0"	"201"	"0"
"172"	"145"	"145"	"41"	"84"	"28"	"8"	"173"	"18"	"0"	"9"	"6"	"5"	"25"	"14"	"6"	"2"	"9"	"58"	"4"	"75"	"1"	"2"	"3"	"571"	"0"	"571"	"0"
"173"	"146"	"146"	"25"	"139"	"50"	"8"	"231"	"14"	"6"	"2"	"1"	"3"	"13"	"5"	"5"	"2"	"5"	"30"	"6"	"11"	"3"	"2"	"4"	"565"	"0"	"565"	"0"
"174"	"147"	"147"	"45"	"204"	"4"	"6"	"126"	"5"	"0"	"4"	"0"	"3"	"5"	"3"	"3"	"1"	"3"	"2"	"4"	"0"	"0"	"0"	"2"	"420"	"0"	"420"	"0"
"175"	"148"	"148"	"39"	"282"	"8"	"4"	"30"	"1"	"2"	"3"	"3"	"0"	"4"	"1"	"2"	"2"	"5"	"6"	"15"	"5"	"1"	"1"	"5"	"419"	"0"	"419"	"0"
"176"	"149"	"149"	"17"	"81"	"34"	"6"	"226"	"7"	"3"	"3"	"4"	"3"	"10"	"1"	"6"	"3"	"1"	"6"	"5"	"1"	"3"	"0"	"1"	"421"	"0"	"421"	"0"
"177"	"150"	"150"	"34"	"78"	"25"	"6"	"191"	"0"	"0"	"2"	"1"	"4"	"8"	"4"	"1"	"2"	"2"	"12"	"2"	"6"	"1"	"2"	"4"	"385"	"0"	"385"	"0"
"178"	"151"	"151"	"15"	"56"	"4"	"4"	"532"	"12"	"3"	"1"	"2"	"8"	"19"	"3"	"5"	"7"	"11"	"12"	"28"	"9"	"11"	"8"	"22"	"772"	"0"	"772"	"0"
"179"	"152"	"152"	"16"	"22"	"0"	"5"	"406"	"16"	"4"	"5"	"1"	"8"	"38"	"10"	"8"	"7"	"3"	"28"	"4"	"2"	"1"	"2"	"21"	"607"	"0"	"607"	"0"
"180"	"153"	"153"	"134"	"6"	"5"	"9"	"272"	"3"	"2"	"0"	"4"	"5"	"20"	"8"	"7"	"2"	"3"	"6"	"6"	"0"	"2"	"2"	"6"	"502"	"0"	"502"	"0"
"181"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"182"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"183"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"184"	"154"	"154"	"135"	"26"	"10"	"7"	"380"	"2"	"1"	"1"	"0"	"0"	"3"	"1"	"2"	"1"	"4"	"23"	"2"	"0"	"0"	"1"	"4"	"603"	"0"	"603"	"0"
"185"	"155"	"155"	"84"	"93"	"10"	"3"	"288"	"8"	"2"	"0"	"0"	"2"	"5"	"1"	"6"	"0"	"0"	"3"	"1"	"0"	"1"	"1"	"2"	"510"	"0"	"510"	"0"
"186"	"156"	"156"	"36"	"114"	"37"	"15"	"204"	"13"	"4"	"2"	"1"	"4"	"6"	"4"	"6"	"3"	"2"	"9"	"8"	"0"	"4"	"1"	"8"	"481"	"0"	"481"	"0"
"187"	"157"	"157"	"11"	"61"	"33"	"2"	"198"	"10"	"3"	"2"	"8"	"1"	"6"	"7"	"6"	"3"	"4"	"14"	"3"	"4"	"6"	"2"	"6"	"390"	"0"	"390"	"0"
"188"	"158"	"158"	"21"	"51"	"29"	"2"	"149"	"4"	"1"	"1"	"1"	"3"	"2"	"1"	"0"	"1"	"0"	"5"	"2"	"6"	"1"	"1"	"2"	"283"	"0"	"283"	"0"
"189"	"159"	"159"	"23"	"69"	"14"	"10"	"107"	"5"	"0"	"1"	"3"	"3"	"4"	"4"	"3"	"4"	"2"	"10"	"6"	"3"	"3"	"3"	"6"	"283"	"0"	"283"	"0"
"190"	"160"	"160"	"16"	"126"	"42"	"14"	"256"	"7"	"6"	"5"	"3"	"5"	"11"	"5"	"5"	"2"	"3"	"23"	"25"	"3"	"1"	"2"	"7"	"567"	"0"	"567"	"0"
"191"	"161"	"161"	"6"	"287"	"14"	"1"	"170"	"4"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"492"	"0"	"492"	"0"
"192"	"162"	"162"	"3"	"78"	"19"	"9"	"153"	"5"	"1"	"0"	"1"	"2"	"4"	"2"	"2"	"0"	"0"	"3"	"2"	"2"	"1"	"1"	"9"	"297"	"0"	"297"	"0"
"193"	"163"	"163"	"4"	"162"	"39"	"17"	"188"	"1"	"1"	"1"	"1"	"4"	"4"	"2"	"4"	"4"	"3"	"11"	"1"	"3"	"1"	"3"	"3"	"457"	"0"	"457"	"0"
"194"	"164"	"164"	"2"	"37"	"16"	"2"	"208"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"269"	"0"	"269"	"0"
"195"	"165"	"165"	"12"	"277"	"31"	"4"	"199"	"7"	"1"	"0"	"6"	"1"	"2"	"0"	"0"	"2"	"3"	"5"	"6"	"0"	"5"	"0"	"8"	"569"	"0"	"569"	"0"
"196"	"166"	"166"	"12"	"466"	"42"	"5"	"103"	"7"	"0"	"0"	"2"	"4"	"4"	"2"	"2"	"5"	"9"	"5"	"11"	"16"	"3"	"6"	"13"	"717"	"0"	"717"	"0"
"197"	"167"	"167"	"3"	"145"	"13"	"1"	"99"	"4"	"0"	"0"	"2"	"2"	"1"	"0"	"0"	"1"	"3"	"3"	"0"	"15"	"1"	"1"	"13"	"307"	"0"	"307"	"0"
"198"	"168"	"168"	"22"	"228"	"26"	"1"	"99"	"6"	"3"	"4"	"0"	"1"	"6"	"2"	"2"	"0"	"3"	"2"	"11"	"5"	"5"	"3"	"9"	"438"	"0"	"438"	"0"
"199"	"169"	"169"	"16"	"214"	"28"	"4"	"14"	"4"	"0"	"2"	"2"	"1"	"4"	"4"	"2"	"8"	"10"	"22"	"14"	"19"	"2"	"0"	"5"	"375"	"0"	"375"	"0"
"200"	"170"	"170"	"6"	"64"	"79"	"7"	"176"	"8"	"0"	"2"	"1"	"2"	"7"	"9"	"8"	"10"	"5"	"20"	"6"	"7"	"19"	"4"	"13"	"453"	"0"	"453"	"0"
"201"	"171"	"171"	"20"	"167"	"19"	"4"	"114"	"10"	"8"	"5"	"5"	"2"	"12"	"3"	"4"	"6"	"2"	"12"	"9"	"7"	"2"	"0"	"2"	"413"	"0"	"413"	"0"
"202"	"172"	"172"	"47"	"93"	"26"	"7"	"266"	"3"	"1"	"2"	"2"	"1"	"5"	"4"	"2"	"3"	"4"	"5"	"1"	"1"	"0"	"0"	"2"	"475"	"0"	"475"	"0"
"203"	"173"	"173"	"32"	"20"	"20"	"11"	"219"	"2"	"1"	"2"	"0"	"1"	"4"	"6"	"1"	"2"	"2"	"4"	"3"	"0"	"1"	"0"	"1"	"332"	"0"	"332"	"0"
"204"	"174"	"174"	"37"	"101"	"7"	"0"	"118"	"4"	"2"	"1"	"0"	"2"	"2"	"1"	"1"	"1"	"4"	"6"	"4"	"0"	"0"	"3"	"2"	"296"	"0"	"296"	"0"
"205"	"175"	"175"	"14"	"173"	"19"	"8"	"155"	"10"	"1"	"1"	"1"	"4"	"4"	"2"	"3"	"3"	"8"	"21"	"1"	"0"	"0"	"1"	"1"	"430"	"0"	"430"	"0"
"206"	"176"	"176"	"51"	"46"	"19"	"15"	"190"	"8"	"2"	"3"	"2"	"2"	"11"	"7"	"4"	"5"	"11"	"19"	"3"	"10"	"1"	"5"	"5"	"419"	"0"	"419"	"0"
"207"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"208"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"209"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"210"	"177"	"177"	"91"	"7"	"15"	"3"	"273"	"7"	"2"	"0"	"4"	"0"	"3"	"4"	"2"	"1"	"2"	"5"	"0"	"1"	"0"	"1"	"4"	"425"	"0"	"425"	"0"
"211"	"178"	"178"	"32"	"248"	"32"	"7"	"76"	"4"	"0"	"3"	"0"	"3"	"8"	"8"	"8"	"3"	"6"	"25"	"13"	"8"	"3"	"3"	"7"	"497"	"0"	"497"	"0"
"212"	"179"	"179"	"62"	"23"	"56"	"14"	"347"	"15"	"2"	"1"	"3"	"1"	"4"	"1"	"2"	"3"	"2"	"1"	"0"	"11"	"1"	"0"	"3"	"552"	"0"	"552"	"0"
"213"	"180"	"180"	"8"	"111"	"34"	"6"	"244"	"9"	"4"	"2"	"7"	"4"	"16"	"4"	"2"	"3"	"6"	"8"	"0"	"3"	"1"	"2"	"2"	"476"	"0"	"476"	"0"
"214"	"181"	"181"	"19"	"129"	"15"	"13"	"233"	"14"	"6"	"6"	"3"	"3"	"16"	"6"	"7"	"3"	"1"	"30"	"15"	"30"	"2"	"3"	"1"	"555"	"0"	"555"	"0"
"215"	"182"	"182"	"31"	"20"	"19"	"5"	"207"	"8"	"2"	"1"	"0"	"0"	"6"	"2"	"2"	"3"	"2"	"14"	"3"	"0"	"0"	"2"	"0"	"327"	"0"	"327"	"0"
"216"	"183"	"183"	"36"	"333"	"8"	"8"	"86"	"11"	"4"	"6"	"0"	"3"	"3"	"6"	"4"	"3"	"7"	"4"	"10"	"2"	"2"	"0"	"2"	"538"	"0"	"538"	"0"
"217"	"184"	"184"	"8"	"42"	"49"	"16"	"82"	"3"	"0"	"4"	"3"	"0"	"2"	"7"	"6"	"3"	"3"	"15"	"1"	"0"	"1"	"0"	"2"	"247"	"0"	"247"	"0"
"218"	"185"	"185"	"23"	"93"	"22"	"3"	"187"	"10"	"3"	"4"	"3"	"2"	"7"	"2"	"9"	"4"	"6"	"9"	"3"	"1"	"6"	"3"	"11"	"411"	"0"	"411"	"0"
"219"	"186"	"186"	"8"	"207"	"11"	"4"	"99"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"2"	"2"	"5"	"2"	"0"	"2"	"0"	"347"	"0"	"347"	"0"
"220"	"187"	"187"	"20"	"292"	"6"	"12"	"16"	"4"	"1"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"14"	"6"	"1"	"1"	"1"	"382"	"0"	"382"	"0"
"221"	"188"	"188"	"6"	"187"	"9"	"1"	"140"	"5"	"1"	"0"	"4"	"1"	"3"	"1"	"4"	"2"	"1"	"8"	"2"	"0"	"1"	"0"	"8"	"384"	"0"	"384"	"0"
