"ANNEXURE...XLII"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"1"	"(CHAPTER XIV, PARA 25.9) FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"FINAL RESULT SHEET [SEE RULE 56C (2)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 26-BHAGALPUR PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"PART-I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Total No. of Electors in Assembly Segment  :-    241478"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"Name of Assembly Segement :- 158-Nathnagar"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"111"	"90"	"90"	"10"	"136"	"20"	"8"	"137"	"4"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"3"	"2"	"3"	"1"	"1"	"1"	"4"	"8"	"342"	"0"	"342"	"0"
"112"	"91"	"91"	"2"	"52"	"22"	"1"	"95"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"178"	"0"	"178"	"0"
"113"	"92"	"92"	"9"	"144"	"16"	"13"	"224"	"0"	"1"	"0"	"2"	"1"	"3"	"1"	"0"	"0"	"7"	"0"	"1"	"0"	"1"	"0"	"1"	"424"	"0"	"424"	"0"
"114"	"93"	"93"	"0"	"157"	"19"	"4"	"139"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"3"	"0"	"0"	"1"	"0"	"2"	"331"	"0"	"331"	"0"
"115"	"94"	"94"	"73"	"87"	"28"	"14"	"79"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"3"	"4"	"3"	"3"	"2"	"1"	"2"	"305"	"0"	"305"	"0"
"116"	"95"	"95"	"8"	"162"	"28"	"1"	"137"	"0"	"0"	"2"	"1"	"1"	"2"	"1"	"0"	"0"	"1"	"0"	"1"	"4"	"0"	"1"	"2"	"352"	"0"	"352"	"0"
"117"	"96"	"96"	"4"	"102"	"21"	"3"	"71"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"2"	"0"	"1"	"0"	"0"	"210"	"0"	"210"	"0"
"118"	"97"	"97"	"4"	"92"	"5"	"1"	"51"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"3"	"2"	"1"	"0"	"0"	"2"	"0"	"164"	"0"	"164"	"0"
"119"	"98"	"98"	"15"	"218"	"17"	"5"	"195"	"3"	"0"	"1"	"1"	"0"	"1"	"2"	"1"	"0"	"2"	"0"	"1"	"0"	"1"	"1"	"2"	"466"	"0"	"466"	"0"
"120"	"99"	"99"	"5"	"93"	"10"	"2"	"94"	"4"	"0"	"0"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"4"	"217"	"0"	"217"	"0"
"121"	"100"	"100"	"3"	"173"	"17"	"18"	"167"	"2"	"0"	"2"	"1"	"0"	"3"	"0"	"1"	"0"	"1"	"2"	"7"	"4"	"4"	"3"	"12"	"420"	"0"	"420"	"0"
"122"	"101"	"101"	"4"	"128"	"12"	"10"	"104"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"3"	"10"	"3"	"1"	"10"	"290"	"0"	"290"	"0"
"123"	"102"	"102"	"6"	"215"	"11"	"1"	"133"	"3"	"3"	"0"	"0"	"1"	"1"	"1"	"2"	"0"	"3"	"2"	"0"	"3"	"0"	"0"	"4"	"389"	"0"	"389"	"0"
"124"	"103"	"103"	"33"	"71"	"7"	"1"	"36"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"150"	"0"	"150"	"0"
"125"	"104"	"104"	"62"	"278"	"42"	"5"	"252"	"1"	"3"	"2"	"0"	"1"	"2"	"0"	"2"	"3"	"2"	"6"	"1"	"1"	"1"	"0"	"1"	"665"	"0"	"665"	"0"
"126"	"105"	"105"	"19"	"343"	"17"	"4"	"114"	"2"	"0"	"6"	"4"	"0"	"0"	"3"	"9"	"3"	"6"	"14"	"5"	"12"	"6"	"2"	"11"	"580"	"0"	"580"	"0"
"127"	"106"	"106"	"117"	"208"	"40"	"6"	"235"	"5"	"3"	"1"	"0"	"2"	"3"	"0"	"0"	"1"	"0"	"6"	"1"	"5"	"0"	"0"	"2"	"635"	"0"	"635"	"0"
"128"	"107"	"107"	"72"	"284"	"27"	"6"	"153"	"7"	"2"	"0"	"3"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"2"	"0"	"1"	"567"	"0"	"567"	"0"
"129"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"130"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"131"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"132"	"108"	"108"	"7"	"146"	"55"	"3"	"40"	"0"	"1"	"2"	"0"	"12"	"2"	"0"	"3"	"0"	"3"	"3"	"2"	"1"	"0"	"0"	"1"	"281"	"0"	"281"	"0"
"133"	"109"	"109"	"38"	"219"	"17"	"5"	"120"	"3"	"5"	"13"	"1"	"2"	"2"	"0"	"0"	"7"	"6"	"2"	"10"	"3"	"0"	"0"	"3"	"456"	"0"	"456"	"0"
"134"	"110"	"110"	"12"	"406"	"13"	"2"	"136"	"6"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"4"	"4"	"13"	"1"	"5"	"1"	"0"	"8"	"614"	"0"	"614"	"0"
"135"	"111"	"111"	"73"	"69"	"6"	"6"	"390"	"7"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"2"	"1"	"0"	"0"	"3"	"562"	"0"	"562"	"0"
"136"	"112"	"112"	"58"	"92"	"12"	"7"	"175"	"8"	"6"	"3"	"2"	"8"	"6"	"5"	"0"	"2"	"1"	"8"	"11"	"30"	"3"	"1"	"2"	"440"	"0"	"440"	"0"
"137"	"113"	"113"	"62"	"173"	"12"	"5"	"116"	"4"	"6"	"2"	"3"	"1"	"10"	"3"	"2"	"1"	"2"	"5"	"1"	"1"	"0"	"0"	"6"	"415"	"0"	"415"	"0"
"138"	"114"	"114"	"15"	"213"	"47"	"5"	"50"	"4"	"3"	"0"	"4"	"2"	"4"	"3"	"3"	"5"	"10"	"6"	"2"	"8"	"2"	"0"	"4"	"390"	"0"	"390"	"0"
"139"	"115"	"115"	"108"	"371"	"38"	"2"	"154"	"4"	"1"	"5"	"1"	"2"	"3"	"2"	"2"	"4"	"6"	"7"	"11"	"6"	"5"	"8"	"12"	"752"	"0"	"752"	"0"
"140"	"116"	"116"	"57"	"285"	"28"	"5"	"35"	"4"	"2"	"23"	"4"	"5"	"3"	"2"	"4"	"3"	"6"	"19"	"3"	"3"	"1"	"1"	"0"	"493"	"0"	"493"	"0"
"141"	"117"	"117"	"95"	"247"	"22"	"12"	"108"	"5"	"3"	"6"	"3"	"1"	"2"	"1"	"2"	"1"	"0"	"6"	"14"	"4"	"2"	"1"	"3"	"538"	"0"	"538"	"0"
"142"	"118"	"118"	"68"	"81"	"8"	"3"	"72"	"1"	"1"	"31"	"0"	"2"	"1"	"4"	"2"	"2"	"9"	"10"	"8"	"1"	"0"	"1"	"0"	"305"	"0"	"305"	"0"
"143"	"119"	"119"	"124"	"12"	"3"	"0"	"28"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"172"	"0"	"172"	"0"
"144"	"120"	"120"	"168"	"81"	"12"	"8"	"106"	"7"	"1"	"52"	"4"	"2"	"7"	"5"	"2"	"2"	"5"	"13"	"12"	"3"	"2"	"0"	"6"	"498"	"0"	"498"	"0"
"145"	"121"	"121"	"28"	"15"	"17"	"17"	"220"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"0"	"0"	"0"	"0"	"1"	"306"	"0"	"306"	"0"
"146"	"122"	"122"	"138"	"70"	"13"	"1"	"68"	"1"	"2"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"9"	"6"	"2"	"2"	"1"	"0"	"317"	"0"	"317"	"0"
"147"	"123"	"123"	"45"	"50"	"33"	"3"	"167"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"5"	"5"	"6"	"2"	"2"	"5"	"336"	"0"	"336"	"0"
"148"	"124"	"124"	"31"	"208"	"21"	"0"	"65"	"3"	"2"	"2"	"1"	"27"	"1"	"2"	"3"	"4"	"5"	"15"	"13"	"4"	"2"	"2"	"4"	"415"	"0"	"415"	"0"
"149"	"125"	"125"	"17"	"173"	"25"	"12"	"116"	"5"	"1"	"2"	"0"	"1"	"1"	"2"	"1"	"0"	"0"	"2"	"9"	"5"	"0"	"0"	"5"	"377"	"0"	"377"	"0"
"150"	"126"	"126"	"74"	"89"	"8"	"3"	"154"	"4"	"2"	"0"	"1"	"1"	"4"	"4"	"3"	"2"	"1"	"9"	"4"	"1"	"2"	"1"	"8"	"375"	"0"	"375"	"0"
"151"	"127"	"127"	"53"	"247"	"29"	"2"	"18"	"3"	"2"	"24"	"2"	"1"	"1"	"1"	"3"	"1"	"12"	"15"	"6"	"3"	"0"	"1"	"2"	"426"	"0"	"426"	"0"
"152"	"128"	"128"	"20"	"37"	"7"	"1"	"49"	"3"	"2"	"58"	"4"	"0"	"6"	"0"	"2"	"1"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"193"	"0"	"193"	"0"
"153"	"129"	"129"	"14"	"216"	"19"	"2"	"45"	"3"	"0"	"2"	"3"	"1"	"4"	"2"	"0"	"3"	"2"	"12"	"2"	"0"	"0"	"0"	"2"	"332"	"0"	"332"	"0"
"154"	"130"	"130"	"11"	"162"	"6"	"2"	"70"	"2"	"1"	"1"	"2"	"2"	"4"	"0"	"0"	"0"	"9"	"4"	"5"	"1"	"5"	"0"	"9"	"296"	"0"	"296"	"0"
"155"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"156"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"157"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"158"	"131"	"131"	"11"	"164"	"9"	"6"	"11"	"3"	"4"	"208"	"13"	"0"	"6"	"3"	"1"	"3"	"3"	"15"	"5"	"6"	"1"	"2"	"1"	"475"	"0"	"475"	"0"
"159"	"132"	"132"	"14"	"181"	"12"	"6"	"12"	"7"	"3"	"161"	"1"	"2"	"3"	"0"	"2"	"2"	"1"	"3"	"3"	"0"	"0"	"0"	"1"	"414"	"0"	"414"	"0"
"160"	"133"	"133"	"8"	"285"	"38"	"5"	"52"	"4"	"2"	"112"	"2"	"0"	"8"	"0"	"0"	"0"	"0"	"1"	"40"	"2"	"2"	"1"	"5"	"567"	"0"	"567"	"0"
"161"	"134"	"134"	"41"	"98"	"5"	"1"	"53"	"7"	"2"	"190"	"7"	"5"	"6"	"1"	"0"	"2"	"2"	"7"	"29"	"5"	"4"	"2"	"5"	"472"	"0"	"472"	"0"
"162"	"135"	"135"	"21"	"44"	"4"	"3"	"72"	"0"	"0"	"41"	"1"	"0"	"2"	"2"	"1"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"194"	"0"	"194"	"0"
"163"	"136"	"136"	"23"	"247"	"10"	"6"	"80"	"5"	"5"	"189"	"8"	"2"	"5"	"1"	"8"	"8"	"7"	"11"	"1"	"3"	"0"	"0"	"1"	"620"	"0"	"620"	"0"
"164"	"137"	"137"	"0"	"10"	"2"	"1"	"5"	"0"	"0"	"77"	"0"	"0"	"1"	"1"	"2"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"4"	"107"	"0"	"107"	"0"
"165"	"138"	"138"	"48"	"135"	"10"	"3"	"92"	"3"	"0"	"23"	"2"	"2"	"1"	"0"	"2"	"3"	"2"	"9"	"8"	"5"	"1"	"3"	"6"	"358"	"0"	"358"	"0"
"166"	"139"	"139"	"40"	"72"	"10"	"4"	"61"	"6"	"1"	"204"	"4"	"5"	"5"	"2"	"3"	"3"	"1"	"9"	"3"	"0"	"0"	"0"	"1"	"434"	"0"	"434"	"0"
"167"	"140"	"140"	"20"	"101"	"8"	"2"	"52"	"19"	"7"	"156"	"10"	"3"	"8"	"13"	"4"	"3"	"7"	"19"	"3"	"1"	"0"	"3"	"28"	"467"	"0"	"467"	"0"
"168"	"141"	"141"	"37"	"376"	"13"	"3"	"47"	"2"	"2"	"0"	"2"	"0"	"2"	"2"	"1"	"1"	"0"	"1"	"4"	"0"	"0"	"1"	"1"	"495"	"0"	"495"	"0"
"169"	"142"	"142"	"4"	"183"	"7"	"1"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"3"	"1"	"1"	"1"	"0"	"0"	"220"	"0"	"220"	"0"
"170"	"143"	"143"	"21"	"40"	"22"	"2"	"54"	"3"	"2"	"73"	"2"	"3"	"6"	"1"	"1"	"4"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"238"	"0"	"238"	"0"
"171"	"144"	"144"	"11"	"154"	"21"	"8"	"66"	"1"	"1"	"4"	"1"	"2"	"8"	"4"	"6"	"6"	"5"	"13"	"3"	"0"	"5"	"2"	"8"	"329"	"0"	"329"	"0"
"172"	"145"	"145"	"10"	"96"	"85"	"0"	"57"	"0"	"1"	"2"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"3"	"2"	"0"	"0"	"0"	"1"	"259"	"0"	"259"	"0"
"173"	"146"	"146"	"41"	"77"	"46"	"1"	"17"	"1"	"3"	"0"	"2"	"0"	"1"	"0"	"1"	"2"	"1"	"0"	"2"	"0"	"0"	"0"	"1"	"196"	"0"	"196"	"0"
"174"	"147"	"147"	"30"	"132"	"32"	"2"	"91"	"5"	"2"	"31"	"3"	"0"	"1"	"1"	"1"	"1"	"2"	"8"	"7"	"0"	"0"	"0"	"3"	"352"	"0"	"352"	"0"
"175"	"148"	"148"	"94"	"289"	"33"	"11"	"54"	"2"	"3"	"4"	"2"	"11"	"10"	"2"	"3"	"5"	"11"	"13"	"26"	"11"	"2"	"2"	"4"	"592"	"0"	"592"	"0"
"176"	"149"	"149"	"34"	"157"	"51"	"4"	"121"	"3"	"2"	"5"	"3"	"1"	"3"	"3"	"2"	"1"	"2"	"7"	"8"	"18"	"8"	"8"	"10"	"451"	"0"	"451"	"0"
"177"	"150"	"150"	"41"	"180"	"21"	"13"	"101"	"6"	"2"	"3"	"1"	"1"	"6"	"2"	"0"	"3"	"6"	"8"	"0"	"2"	"0"	"0"	"2"	"398"	"0"	"398"	"0"
"178"	"151"	"151"	"32"	"239"	"40"	"9"	"165"	"6"	"1"	"2"	"2"	"4"	"5"	"4"	"3"	"2"	"5"	"11"	"7"	"0"	"0"	"1"	"0"	"538"	"0"	"538"	"0"
"179"	"152"	"152"	"23"	"206"	"32"	"5"	"93"	"4"	"1"	"3"	"0"	"0"	"0"	"2"	"2"	"1"	"4"	"9"	"0"	"2"	"2"	"0"	"1"	"390"	"0"	"390"	"0"
"180"	"153"	"153"	"3"	"15"	"1"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"26"	"0"	"26"	"0"
"181"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"182"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"183"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"184"	"154"	"154"	"22"	"281"	"18"	"4"	"68"	"5"	"2"	"1"	"0"	"0"	"1"	"1"	"3"	"4"	"2"	"4"	"2"	"1"	"0"	"0"	"2"	"421"	"0"	"421"	"0"
"185"	"155"	"155"	"39"	"203"	"21"	"11"	"98"	"2"	"0"	"0"	"1"	"2"	"3"	"3"	"0"	"1"	"0"	"3"	"3"	"0"	"0"	"0"	"0"	"390"	"0"	"390"	"0"
"186"	"156"	"156"	"95"	"137"	"9"	"5"	"122"	"5"	"2"	"4"	"1"	"0"	"2"	"2"	"2"	"1"	"2"	"5"	"0"	"0"	"2"	"1"	"9"	"406"	"0"	"406"	"0"
"187"	"157"	"157"	"9"	"138"	"3"	"23"	"16"	"2"	"1"	"2"	"1"	"1"	"4"	"1"	"4"	"2"	"5"	"2"	"2"	"1"	"0"	"0"	"1"	"218"	"0"	"218"	"0"
"188"	"158"	"158"	"11"	"153"	"4"	"6"	"136"	"6"	"2"	"3"	"2"	"4"	"11"	"8"	"8"	"2"	"2"	"2"	"2"	"0"	"0"	"0"	"0"	"362"	"0"	"362"	"0"
"189"	"159"	"159"	"12"	"259"	"13"	"4"	"71"	"4"	"0"	"1"	"0"	"1"	"4"	"3"	"0"	"1"	"3"	"7"	"4"	"12"	"2"	"3"	"2"	"406"	"0"	"406"	"0"
"190"	"160"	"160"	"10"	"281"	"25"	"10"	"53"	"2"	"2"	"2"	"3"	"1"	"4"	"1"	"1"	"4"	"5"	"4"	"2"	"5"	"1"	"2"	"2"	"420"	"0"	"420"	"0"
"191"	"161"	"161"	"10"	"178"	"11"	"2"	"120"	"0"	"0"	"0"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"4"	"3"	"1"	"0"	"2"	"2"	"338"	"0"	"338"	"0"
"192"	"162"	"162"	"46"	"196"	"9"	"7"	"75"	"1"	"0"	"0"	"3"	"0"	"4"	"0"	"0"	"1"	"0"	"2"	"4"	"0"	"0"	"0"	"3"	"351"	"0"	"351"	"0"
"193"	"163"	"163"	"3"	"210"	"17"	"1"	"104"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"2"	"1"	"0"	"1"	"6"	"10"	"2"	"1"	"8"	"369"	"0"	"369"	"0"
"194"	"164"	"164"	"37"	"345"	"20"	"9"	"80"	"2"	"2"	"2"	"0"	"0"	"1"	"1"	"1"	"4"	"4"	"4"	"3"	"1"	"1"	"0"	"3"	"520"	"0"	"520"	"0"
"195"	"165"	"165"	"24"	"259"	"36"	"19"	"92"	"2"	"1"	"1"	"5"	"2"	"1"	"2"	"2"	"2"	"5"	"9"	"11"	"2"	"3"	"2"	"8"	"488"	"0"	"488"	"0"
"196"	"166"	"166"	"31"	"267"	"12"	"8"	"73"	"6"	"3"	"33"	"0"	"0"	"4"	"2"	"1"	"1"	"0"	"0"	"4"	"2"	"0"	"0"	"4"	"451"	"0"	"451"	"0"
"197"	"167"	"167"	"5"	"160"	"3"	"3"	"82"	"2"	"0"	"1"	"2"	"1"	"1"	"3"	"1"	"3"	"5"	"7"	"2"	"8"	"0"	"0"	"0"	"289"	"0"	"289"	"0"
"198"	"168"	"168"	"150"	"123"	"19"	"2"	"150"	"8"	"2"	"7"	"2"	"3"	"5"	"2"	"2"	"1"	"3"	"6"	"3"	"0"	"2"	"2"	"1"	"493"	"0"	"493"	"0"
"199"	"169"	"169"	"28"	"353"	"17"	"4"	"82"	"0"	"1"	"2"	"5"	"2"	"5"	"5"	"0"	"2"	"5"	"6"	"1"	"1"	"1"	"0"	"2"	"522"	"0"	"522"	"0"
"200"	"170"	"170"	"25"	"217"	"17"	"7"	"155"	"2"	"2"	"5"	"1"	"4"	"1"	"4"	"0"	"3"	"4"	"8"	"2"	"1"	"0"	"0"	"4"	"462"	"0"	"462"	"0"
"201"	"171"	"171"	"56"	"181"	"17"	"8"	"71"	"3"	"3"	"22"	"1"	"5"	"5"	"6"	"1"	"3"	"3"	"14"	"0"	"5"	"0"	"0"	"1"	"405"	"0"	"405"	"0"
"202"	"172"	"172"	"67"	"252"	"23"	"6"	"166"	"2"	"1"	"4"	"0"	"1"	"0"	"0"	"1"	"1"	"3"	"12"	"6"	"1"	"0"	"1"	"3"	"550"	"0"	"550"	"0"
"203"	"173"	"173"	"13"	"245"	"17"	"219"	"58"	"1"	"5"	"3"	"6"	"0"	"4"	"2"	"28"	"10"	"26"	"13"	"3"	"0"	"0"	"5"	"1"	"659"	"0"	"659"	"0"
"204"	"174"	"174"	"58"	"170"	"23"	"32"	"128"	"5"	"1"	"11"	"1"	"2"	"2"	"3"	"5"	"2"	"2"	"13"	"7"	"2"	"0"	"0"	"3"	"470"	"0"	"470"	"0"
"205"	"175"	"175"	"47"	"123"	"3"	"2"	"135"	"2"	"0"	"1"	"1"	"0"	"2"	"4"	"0"	"0"	"1"	"4"	"24"	"2"	"0"	"0"	"1"	"352"	"0"	"352"	"0"
"206"	"176"	"176"	"80"	"357"	"23"	"5"	"55"	"3"	"2"	"1"	"4"	"2"	"5"	"5"	"4"	"10"	"17"	"18"	"5"	"11"	"2"	"3"	"3"	"615"	"0"	"615"	"0"
"207"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"208"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"209"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"210"	"177"	"177"	"59"	"34"	"30"	"4"	"68"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"2"	"5"	"10"	"0"	"1"	"0"	"218"	"0"	"218"	"0"
"211"	"178"	"178"	"18"	"103"	"10"	"3"	"189"	"3"	"1"	"3"	"4"	"5"	"1"	"4"	"4"	"3"	"3"	"10"	"7"	"1"	"1"	"0"	"0"	"373"	"0"	"373"	"0"
"212"	"179"	"179"	"34"	"76"	"11"	"4"	"127"	"2"	"1"	"26"	"6"	"5"	"4"	"2"	"1"	"2"	"4"	"10"	"3"	"1"	"0"	"1"	"4"	"324"	"0"	"324"	"0"
"213"	"180"	"180"	"3"	"112"	"33"	"2"	"82"	"4"	"0"	"0"	"4"	"0"	"5"	"1"	"1"	"4"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"260"	"0"	"260"	"0"
"214"	"181"	"181"	"53"	"96"	"13"	"3"	"54"	"2"	"1"	"1"	"0"	"0"	"2"	"2"	"2"	"1"	"2"	"10"	"3"	"2"	"0"	"2"	"3"	"252"	"0"	"252"	"0"
"215"	"182"	"182"	"10"	"409"	"21"	"9"	"126"	"2"	"3"	"49"	"2"	"0"	"1"	"0"	"2"	"3"	"3"	"10"	"2"	"7"	"15"	"2"	"0"	"676"	"0"	"676"	"0"
"216"	"183"	"183"	"9"	"271"	"14"	"3"	"71"	"3"	"1"	"4"	"14"	"1"	"0"	"2"	"0"	"1"	"0"	"1"	"2"	"2"	"1"	"1"	"1"	"402"	"0"	"402"	"0"
"217"	"184"	"184"	"57"	"77"	"18"	"2"	"193"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"0"	"2"	"356"	"0"	"356"	"0"
"218"	"185"	"185"	"12"	"158"	"20"	"2"	"76"	"2"	"1"	"1"	"2"	"1"	"3"	"0"	"0"	"0"	"2"	"0"	"2"	"1"	"0"	"1"	"2"	"286"	"0"	"286"	"0"
"219"	"186"	"186"	"33"	"261"	"15"	"1"	"107"	"1"	"0"	"1"	"3"	"0"	"0"	"4"	"3"	"5"	"1"	"9"	"2"	"1"	"1"	"0"	"4"	"452"	"0"	"452"	"0"
"220"	"187"	"187"	"25"	"203"	"13"	"0"	"19"	"0"	"1"	"2"	"10"	"0"	"1"	"0"	"3"	"2"	"4"	"3"	"10"	"2"	"3"	"2"	"3"	"306"	"0"	"306"	"0"
"221"	"188"	"188"	"5"	"219"	"25"	"4"	"125"	"2"	"2"	"1"	"1"	"2"	"2"	"3"	"0"	"2"	"6"	"4"	"5"	"8"	"3"	"6"	"6"	"431"	"0"	"431"	"0"
