"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"159"	"32"	"195"	"115"	"9"	"17"	""	"0"	"1"	"2"	"179"	"4"	"5"	"0"	"0"	"1"	"2"	"0"	"0"	"3"	"2"	"225"
"160"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"161"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"162"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"163"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"164"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"165"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"166"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 195-Agioun"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"167"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"168"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Shaarma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"169"	"32"	"195"	"116"	"12"	"188"	""	"7"	"8"	"1"	"125"	"2"	"2"	"0"	"1"	"2"	"0"	"0"	"0"	"7"	"3"	"358"
"170"	"32"	"195"	"117"	"93"	"117"	""	"8"	"3"	"3"	"161"	"4"	"3"	"1"	"1"	"1"	"1"	"2"	"2"	"12"	"6"	"418"
"171"	"32"	"195"	"118"	"118"	"171"	""	"5"	"1"	"0"	"56"	"2"	"1"	"1"	"0"	"3"	"0"	"0"	"3"	"9"	"11"	"381"
"172"	"32"	"195"	"119"	"129"	"137"	""	"17"	"1"	"3"	"121"	"8"	"1"	"0"	"4"	"6"	"3"	"4"	"5"	"16"	"10"	"465"
"173"	"32"	"195"	"120"	"116"	"64"	""	"2"	"17"	"10"	"240"	"8"	"4"	"2"	"4"	"3"	"2"	"0"	"0"	"14"	"4"	"490"
"174"	"32"	"195"	"121"	"8"	"53"	""	"0"	"2"	"1"	"96"	"1"	"0"	"0"	"2"	"5"	"2"	"0"	"2"	"5"	"5"	"182"
"175"	"32"	"195"	"122"	"60"	"4"	""	"28"	"5"	"0"	"188"	"5"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"298"
"176"	"32"	"195"	"123"	"44"	"19"	""	"35"	"3"	"2"	"158"	"3"	"0"	"0"	"0"	"7"	"1"	"1"	"2"	"6"	"3"	"284"
"177"	"32"	"195"	"124"	"105"	"48"	""	"0"	"22"	"0"	"26"	"1"	"2"	"1"	"0"	"1"	"1"	"1"	"1"	"6"	"3"	"218"
"178"	"32"	"195"	"125"	"24"	"27"	""	"11"	"38"	"0"	"85"	"3"	"0"	"1"	"2"	"3"	"2"	"0"	"0"	"6"	"2"	"204"
"179"	"32"	"195"	"126"	"152"	"102"	""	"2"	"29"	"2"	"183"	"4"	"0"	"1"	"5"	"2"	"1"	"1"	"1"	"11"	"6"	"502"
"180"	"32"	"195"	"127"	"83"	"90"	""	"2"	"8"	"2"	"38"	"0"	"2"	"0"	"4"	"0"	"0"	"0"	"0"	"8"	"2"	"239"
"181"	"32"	"195"	"128"	"28"	"75"	""	"5"	"2"	"7"	"91"	"3"	"8"	"0"	"4"	"3"	"1"	"3"	"1"	"12"	"4"	"247"
"182"	"32"	"195"	"129"	"111"	"35"	""	"6"	"0"	"0"	"67"	"1"	"2"	"0"	"0"	"5"	"2"	"1"	"2"	"4"	"9"	"245"
"183"	"32"	"195"	"130"	"89"	"71"	""	"5"	"2"	"2"	"16"	"2"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"9"	"2"	"201"
"184"	"32"	"195"	"131"	"118"	"55"	""	"4"	"7"	"0"	"129"	"3"	"0"	"1"	"1"	"2"	"0"	"1"	"1"	"10"	"3"	"335"
"185"	"32"	"195"	"132"	"12"	"156"	""	"13"	"1"	"0"	"17"	"0"	"0"	"1"	"3"	"0"	"1"	"4"	"2"	"15"	"14"	"239"
"186"	"32"	"195"	"133"	"119"	"70"	""	"2"	"3"	"0"	"21"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"2"	"2"	"5"	"227"
"187"	"32"	"195"	"134"	"79"	"67"	""	"8"	"2"	"0"	"157"	"4"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"9"	"11"	"341"
"188"	"32"	"195"	"135"	"54"	"291"	""	"2"	"13"	"0"	"89"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"452"
"189"	"32"	"195"	"136"	"93"	"35"	""	"5"	"2"	"3"	"197"	"4"	"4"	"1"	"2"	"5"	"0"	"3"	"0"	"11"	"9"	"374"
"190"	"32"	"195"	"137"	"59"	"50"	""	"3"	"6"	"2"	"239"	"3"	"1"	"0"	"1"	"3"	"2"	"1"	"1"	"3"	"8"	"382"
"191"	"32"	"195"	"138"	"234"	"14"	""	"3"	"6"	"1"	"182"	"6"	"1"	"4"	"2"	"1"	"0"	"0"	"2"	"2"	"2"	"460"
"192"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"193"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"194"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"195"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"196"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"197"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"198"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 195-Agioun"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"199"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"200"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Shaarma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"201"	"32"	"195"	"139"	"4"	"2"	""	"0"	"2"	"3"	"74"	"4"	"0"	"2"	"1"	"1"	"0"	"0"	"1"	"3"	"5"	"102"
"202"	"32"	"195"	"140"	"19"	"70"	""	"2"	"0"	"1"	"139"	"2"	"9"	"1"	"7"	"9"	"4"	"8"	"3"	"13"	"8"	"295"
"203"	"32"	"195"	"141"	"126"	"10"	""	"0"	"1"	"2"	"132"	"2"	"2"	"3"	"3"	"9"	"0"	"1"	"1"	"4"	"6"	"302"
"204"	"32"	"195"	"142"	"256"	"31"	""	"3"	"1"	"0"	"168"	"3"	"2"	"0"	"1"	"1"	"0"	"4"	"0"	"13"	"7"	"490"
"205"	"32"	"195"	"143"	"159"	"86"	""	"6"	"6"	"4"	"68"	"3"	"1"	"2"	"2"	"6"	"4"	"3"	"5"	"13"	"11"	"379"
"206"	"32"	"195"	"144"	"0"	"0"	""	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"207"	"32"	"195"	"145"	"44"	"4"	""	"1"	"3"	"1"	"97"	"3"	"2"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"7"	"167"
"208"	"32"	"195"	"146"	"204"	"14"	""	"2"	"64"	"2"	"97"	"2"	"3"	"2"	"2"	"2"	"4"	"3"	"1"	"12"	"10"	"424"
"209"	"32"	"195"	"147"	"97"	"23"	""	"2"	"18"	"0"	"157"	"2"	"6"	"0"	"5"	"3"	"1"	"2"	"5"	"17"	"11"	"349"
"210"	"32"	"195"	"148"	"167"	"32"	""	"8"	"37"	"6"	"437"	"10"	"8"	"3"	"5"	"13"	"2"	"4"	"7"	"20"	"8"	"767"
"211"	"32"	"195"	"149"	"164"	"96"	""	"0"	"3"	"0"	"45"	"1"	"1"	"1"	"1"	"2"	"1"	"0"	"1"	"4"	"1"	"321"
"212"	"32"	"195"	"150"	"130"	"215"	""	"3"	"1"	"1"	"63"	"6"	"1"	"0"	"1"	"2"	"0"	"3"	"2"	"7"	"3"	"438"
"213"	"32"	"195"	"151"	"110"	"36"	""	"0"	"2"	"0"	"16"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"1"	"172"
"214"	"32"	"195"	"152"	"183"	"59"	""	"4"	"7"	"0"	"9"	"1"	"4"	"0"	"2"	"0"	"0"	"2"	"4"	"7"	"10"	"292"
"215"	"32"	"195"	"153"	"532"	"12"	""	"13"	"12"	"0"	"55"	"1"	"1"	"0"	"1"	"2"	"1"	"0"	"1"	"5"	"21"	"657"
"216"	"32"	"195"	"154"	"112"	"292"	""	"1"	"2"	"3"	"144"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"558"
"217"	"32"	"195"	"155"	"329"	"17"	""	"21"	"7"	"1"	"71"	"1"	"1"	"0"	"1"	"0"	"5"	"0"	"0"	"10"	"14"	"478"
"218"	"32"	"195"	"156"	"104"	"41"	""	"43"	"6"	"4"	"200"	"5"	"7"	"0"	"4"	"10"	"8"	"3"	"6"	"19"	"20"	"480"
"219"	"32"	"195"	"157"	"61"	"93"	""	"17"	"2"	"0"	"114"	"1"	"2"	"0"	"3"	"2"	"1"	"0"	"1"	"9"	"3"	"309"
"220"	"32"	"195"	"158"	"284"	"47"	""	"11"	"2"	"1"	"165"	"5"	"5"	"1"	"1"	"2"	"0"	"2"	"3"	"5"	"5"	"539"
"221"	"32"	"195"	"159"	"74"	"54"	""	"2"	"7"	"1"	"229"	"4"	"1"	"0"	"4"	"2"	"1"	"1"	"0"	"3"	"1"	"384"
"222"	"32"	"195"	"160"	"81"	"19"	""	"8"	"4"	"6"	"354"	"6"	"5"	"5"	"3"	"9"	"4"	"2"	"6"	"20"	"14"	"546"
"223"	"32"	"195"	"161"	"88"	"88"	""	"51"	"14"	"3"	"216"	"8"	"5"	"4"	"3"	"13"	"11"	"4"	"5"	"19"	"14"	"546"
"224"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"225"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"226"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"227"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"228"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"229"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"230"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 195-Agioun"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"231"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"232"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Shaarma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"233"	"32"	"195"	"162"	"151"	"28"	""	"58"	"5"	"0"	"131"	"7"	"2"	"0"	"5"	"7"	"2"	"1"	"4"	"5"	"7"	"413"
"234"	"32"	"195"	"163"	"70"	"7"	""	"187"	"8"	"1"	"113"	"7"	"1"	"1"	"5"	"2"	"2"	"1"	"5"	"5"	"13"	"428"
"235"	"32"	"195"	"164"	"138"	"8"	""	"107"	"2"	"4"	"125"	"5"	"5"	"2"	"1"	"1"	"2"	"3"	"1"	"3"	"10"	"417"
"236"	"32"	"195"	"165"	"32"	"158"	""	"32"	"45"	"0"	"62"	"2"	"0"	"0"	"1"	"0"	"1"	"0"	"3"	"6"	"5"	"347"
"237"	"32"	"195"	"166"	"44"	"52"	""	"38"	"31"	"2"	"121"	"2"	"2"	"2"	"4"	"3"	"3"	"3"	"2"	"13"	"10"	"332"
"238"	"32"	"195"	"167"	"31"	"72"	""	"28"	"2"	"0"	"9"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"1"	"2"	"1"	"149"
"239"	"32"	"195"	"168"	"35"	"110"	""	"32"	"3"	"3"	"218"	"7"	"3"	"3"	"2"	"9"	"1"	"1"	"5"	"12"	"5"	"449"
"240"	"32"	"195"	"169"	"64"	"4"	""	"1"	"2"	"3"	"167"	"6"	"3"	"0"	"3"	"6"	"2"	"2"	"4"	"10"	"3"	"280"
"241"	"32"	"195"	"170"	"218"	"33"	""	"5"	"2"	"0"	"111"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"7"	"1"	"382"
"242"	"32"	"195"	"171"	"111"	"18"	""	"2"	"2"	"3"	"262"	"9"	"2"	"1"	"4"	"3"	"3"	"1"	"2"	"14"	"8"	"445"
"243"	"32"	"195"	"172"	"134"	"12"	""	"6"	"5"	"6"	"189"	"5"	"3"	"2"	"4"	"2"	"1"	"4"	"1"	"3"	"6"	"383"
"244"	"32"	"195"	"173"	"125"	"8"	""	"4"	"4"	"6"	"188"	"6"	"8"	"1"	"3"	"3"	"2"	"1"	"0"	"6"	"0"	"365"
"245"	"32"	"195"	"174"	"0"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"246"	"32"	"195"	"175"	"51"	"7"	""	"1"	"0"	"0"	"56"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"118"
"247"	"32"	"195"	"176"	"131"	"109"	""	"8"	"19"	"6"	"134"	"8"	"8"	"5"	"10"	"9"	"7"	"4"	"8"	"33"	"37"	"536"
"248"	"32"	"195"	"177"	"174"	"6"	""	"6"	"5"	"2"	"150"	"2"	"2"	"1"	"3"	"6"	"1"	"1"	"1"	"9"	"17"	"386"
"249"	"32"	"195"	"178"	"84"	"34"	""	"0"	"2"	"2"	"99"	"0"	"3"	"0"	"2"	"3"	"1"	"1"	"5"	"7"	"7"	"250"
"250"	"32"	"195"	"179"	"154"	"21"	""	"1"	"1"	"2"	"92"	"0"	"0"	"3"	"2"	"2"	"3"	"7"	"0"	"8"	"6"	"302"
"251"	"32"	"195"	"180"	"100"	"11"	""	"15"	"1"	"8"	"337"	"3"	"4"	"3"	"4"	"7"	"4"	"4"	"3"	"14"	"14"	"532"
"252"	"32"	"195"	"181"	"117"	"14"	""	"3"	"0"	"1"	"70"	"4"	"2"	"1"	"4"	"6"	"1"	"0"	"3"	"9"	"4"	"239"
"253"	"32"	"195"	"182"	"50"	"141"	""	"2"	"0"	"1"	"20"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"4"	"1"	"222"
"254"	"32"	"195"	"183"	"315"	"5"	""	"1"	"17"	"2"	"80"	"7"	"2"	"1"	"1"	"0"	"3"	"1"	"0"	"11"	"4"	"450"
"255"	"32"	"195"	"184"	"250"	"2"	""	"1"	"7"	"3"	"32"	"4"	"3"	"0"	"0"	"1"	"0"	"2"	"0"	"4"	"7"	"316"
"256"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"257"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"258"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"259"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"260"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"261"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"262"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 195-Agioun"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"263"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"264"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Shaarma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"265"	"32"	"195"	"185"	"16"	"31"	""	"1"	"1"	"3"	"133"	"1"	"2"	"0"	"1"	"2"	"0"	"0"	"1"	"3"	"1"	"196"
"266"	"32"	"195"	"186"	"57"	"78"	""	"1"	"3"	"0"	"53"	"0"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"3"	"0"	"199"
"267"	"32"	"195"	"187"	"267"	"39"	""	"1"	"3"	"3"	"131"	"7"	"6"	"1"	"0"	"6"	"3"	"1"	"4"	"8"	"17"	"497"
"268"	"32"	"195"	"188"	"280"	"154"	""	"4"	"8"	"2"	"35"	"0"	"1"	"0"	"3"	"2"	"2"	"2"	"2"	"13"	"13"	"521"
"269"	"32"	"195"	"189"	"38"	"5"	""	"0"	"0"	"0"	"5"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"4"	"56"
"270"	"32"	"195"	"190"	"250"	"60"	""	"2"	"12"	"2"	"118"	"2"	"3"	"3"	"4"	"1"	"3"	"4"	"6"	"35"	"21"	"526"
"271"	"32"	"195"	"191"	"193"	"41"	""	"6"	"2"	"1"	"112"	"4"	"2"	"5"	"8"	"3"	"2"	"1"	"0"	"18"	"14"	"412"
"272"	"32"	"195"	"192"	"159"	"69"	""	"2"	"3"	"0"	"14"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"251"
"273"	"32"	"195"	"193"	"0"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"274"	"32"	"195"	"194"	"0"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"275"	"32"	"195"	"195"	"45"	"107"	""	"4"	"0"	"1"	"16"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"5"	"183"
"276"	"32"	"195"	"196"	"42"	"69"	""	"0"	"1"	"0"	"18"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"135"
"277"	"32"	"195"	"197"	"46"	"56"	""	"3"	"3"	"0"	"144"	"5"	"1"	"1"	"3"	"6"	"1"	"2"	"2"	"9"	"8"	"290"
"278"	"32"	"195"	"198"	"184"	"77"	""	"5"	"0"	"2"	"107"	"1"	"3"	"0"	"2"	"2"	"2"	"0"	"2"	"6"	"3"	"396"
"279"	"32"	"195"	"199"	"300"	"116"	""	"2"	"2"	"0"	"25"	"2"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"8"	"5"	"464"
"280"	"32"	"195"	"200"	"100"	"64"	""	"1"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"174"
"281"	"32"	"195"	"201"	"56"	"15"	""	"1"	"1"	"0"	"82"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"8"	"2"	"168"
"282"	"32"	"195"	"202"	"62"	"49"	""	"2"	"1"	"1"	"2"	"0"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"124"
"283"	"32"	"195"	"203"	"81"	"13"	""	"2"	"3"	"1"	"173"	"2"	"0"	"0"	"1"	"2"	"0"	"1"	"1"	"3"	"4"	"287"
"284"	"32"	"195"	"204"	"23"	"29"	""	"1"	"2"	"0"	"215"	"4"	"2"	"0"	"2"	"5"	"0"	"1"	"2"	"6"	"7"	"299"
"285"	"32"	"195"	"205"	"92"	"39"	""	"2"	"0"	"0"	"55"	"1"	"3"	"0"	"0"	"1"	"1"	"0"	"0"	"7"	"1"	"202"
"286"	"32"	"195"	"206"	"59"	"103"	""	"8"	"4"	"2"	"96"	"9"	"11"	"3"	"3"	"1"	"2"	"0"	"3"	"12"	"2"	"318"
"287"	"32"	"195"	"207"	"155"	"3"	""	"1"	"1"	"3"	"68"	"7"	"0"	"2"	"0"	"3"	"2"	"3"	"4"	"15"	"9"	"276"
"288"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"289"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"290"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"292"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"293"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"294"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 195-Agioun"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"295"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"296"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Shaarma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"297"	"32"	"195"	"208"	"70"	"41"	""	"1"	"3"	"0"	"14"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"134"
"298"	"32"	"195"	"209"	"200"	"43"	""	"8"	"1"	"3"	"222"	"5"	"6"	"8"	"2"	"4"	"1"	"1"	"0"	"4"	"4"	"512"
"299"	"32"	"195"	"210"	"83"	"69"	""	"4"	"4"	"5"	"69"	"3"	"6"	"2"	"4"	"3"	"2"	"2"	"4"	"7"	"8"	"275"
"300"	"32"	"195"	"211"	"142"	"14"	""	"4"	"14"	"3"	"78"	"1"	"3"	"2"	"4"	"0"	"1"	"2"	"1"	"9"	"6"	"284"
"301"	"32"	"195"	"212"	"251"	"0"	""	"2"	"1"	"1"	"75"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"335"
"302"	"32"	"195"	"213"	"123"	"56"	""	"1"	"13"	"0"	"5"	"0"	"3"	"0"	"0"	"1"	"1"	"0"	"0"	"5"	"6"	"214"
"303"	"32"	"195"	"214"	"96"	"45"	""	"3"	"7"	"5"	"164"	"5"	"8"	"2"	"4"	"5"	"1"	"0"	"2"	"12"	"1"	"360"
"304"	"32"	"195"	"215"	"138"	"45"	""	"3"	"6"	"2"	"50"	"0"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"6"	"1"	"256"
"305"	"32"	"195"	"216"	"170"	"136"	""	"6"	"8"	"0"	"76"	"2"	"0"	"1"	"5"	"0"	"2"	"0"	"4"	"17"	"12"	"439"
"306"	"32"	"195"	"217"	"21"	"79"	""	"0"	"2"	"0"	"143"	"2"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"4"	"2"	"258"
"307"	"32"	"195"	"218"	"94"	"22"	""	"3"	"2"	"1"	"158"	"4"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"5"	"0"	"292"
"308"	"32"	"195"	"219"	"196"	"30"	""	"1"	"3"	"0"	"204"	"3"	"2"	"0"	"1"	"4"	"3"	"3"	"3"	"3"	"28"	"484"
"309"	"32"	"195"	"220"	"137"	"83"	""	"2"	"1"	"3"	"31"	"0"	"4"	"0"	"1"	"1"	"0"	"1"	"2"	"7"	"5"	"278"
"310"	"32"	"195"	"221"	"49"	"5"	""	"7"	"3"	"13"	"314"	"9"	"4"	"2"	"1"	"4"	"2"	"6"	"6"	"12"	"3"	"440"
"311"	"32"	"195"	"222"	"143"	"8"	""	"2"	"4"	"9"	"239"	"7"	"5"	"1"	"1"	"3"	"0"	"0"	"0"	"11"	"4"	"437"
"312"	"32"	"195"	"223"	"79"	"16"	""	"36"	"3"	"1"	"235"	"3"	"3"	"0"	"0"	"3"	"1"	"1"	"1"	"3"	"1"	"386"
"313"	"32"	"195"	"224"	"23"	"34"	""	"5"	"3"	"8"	"330"	"8"	"3"	"0"	"4"	"4"	"1"	"3"	"1"	"6"	"1"	"434"
"314"	"32"	"195"	"225"	"175"	"7"	""	"1"	"2"	"10"	"261"	"6"	"3"	"2"	"11"	"10"	"8"	"3"	"1"	"19"	"18"	"537"
"315"	"Grand"	""	""	"22780"	"15642"	""	"2027"	"1241"	"428"	"24701"	"602"	"472"	"173"	"397"	"528"	"285"	"253"	"375"	"1619"	"1154"	"72677"
