"Candidate.Name.U.2192..Booth.No.U.2193."	"No.of.valid.votes.caste.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"Total.valid.votes"	"No..of.rejected.votes"	"Total"	"No..of.Tendere.d.votes"
"134"	"127"	"10"	"204"	"13"	"7"	"0"	"0"	"12"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"252"	"0"	"252"	"0"
"135"	"128"	"12"	"52"	"84"	"188"	"6"	"2"	"83"	"1"	"5"	"2"	"1"	"0"	"2"	"1"	"4"	"4"	"2"	"2"	"451"	"0"	"451"	"0"
"136"	"129"	"1"	"10"	"19"	"500"	"6"	"0"	"4"	"0"	"2"	"2"	"0"	"0"	"3"	"0"	"0"	"5"	"1"	"0"	"553"	"0"	"553"	"0"
"137"	"130"	"5"	"7"	"4"	"247"	"3"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"3"	"2"	"0"	"277"	"0"	"277"	"0"
"138"	"131"	"9"	"19"	"32"	"431"	"5"	"1"	"1"	"0"	"1"	"0"	"1"	"2"	"2"	"0"	"1"	"3"	"3"	"2"	"513"	"0"	"513"	"0"
"139"	"132"	"1"	"301"	"49"	"3"	"2"	"1"	"5"	"0"	"3"	"3"	"0"	"1"	"1"	"2"	"2"	"5"	"0"	"2"	"381"	"0"	"381"	"0"
"140"	"133"	"4"	"278"	"68"	"6"	"2"	"1"	"3"	"1"	"1"	"0"	"0"	"0"	"2"	"6"	"3"	"10"	"2"	"3"	"390"	"0"	"390"	"0"
"141"	"134"	"8"	"538"	"36"	"2"	"0"	"0"	"0"	"0"	"1"	"3"	"1"	"1"	"0"	"0"	"1"	"2"	"0"	"3"	"596"	"0"	"596"	"0"
"142"	"135"	"25"	"438"	"169"	"28"	"3"	"2"	"2"	"0"	"1"	"0"	"1"	"1"	"0"	"6"	"6"	"7"	"1"	"10"	"700"	"0"	"700"	"0"
"143"	"136"	"7"	"149"	"190"	"51"	"4"	"3"	"2"	"2"	"1"	"5"	"1"	"4"	"4"	"6"	"9"	"25"	"0"	"1"	"464"	"0"	"464"	"0"
"144"	"Candidate Name<U+2192> Booth No<U+2193>"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total valid votes"	"No. of rejected votes"	"Total"	"No. of Tendere d votes"
"145"	""	"ASARFI PRASAD MEHTA"	"CHOUDHARY MEHMOOB ALI KAISER"	"DINESH CHANDRA YADAV"	"RAVINDAR KR. RANA"	"PAWAN KUMAR \"SUMAN\""	"BABLOO PASWAN"	"BHARAT KUMAR YADAV"	"LAL BAHADUR HIMALAYA"	"HARINANDAN SINGH"	"GULAB RAJ"	"NAIMUDIN"	"NEHA CHAUHAN"	"PRADUMNA KUMAR"	"MANJU KUMARI"	"RAM NANDAN YADAV"	"SANGRAM KUMAR"	"SANJAY YADAV"	"SURESH PODDAR"	""	""	""	""
"146"	"137"	"9"	"73"	"119"	"63"	"1"	"0"	"1"	"1"	"5"	"2"	"2"	"1"	"1"	"6"	"4"	"7"	"0"	"4"	"299"	"0"	"299"	"0"
"147"	"138"	"22"	"317"	"127"	"40"	"3"	"1"	"2"	"3"	"3"	"1"	"1"	"0"	"4"	"6"	"16"	"24"	"7"	"19"	"596"	"0"	"596"	"0"
"148"	"139"	"15"	"120"	"368"	"39"	"3"	"6"	"1"	"3"	"1"	"2"	"1"	"0"	"1"	"5"	"1"	"5"	"4"	"1"	"576"	"0"	"576"	"0"
"149"	"140"	"5"	"9"	"241"	"288"	"8"	"5"	"2"	"1"	"3"	"4"	"5"	"4"	"8"	"8"	"5"	"14"	"3"	"7"	"620"	"0"	"620"	"0"
"150"	"141"	"24"	"88"	"109"	"50"	"1"	"1"	"2"	"2"	"2"	"3"	"0"	"2"	"1"	"3"	"0"	"6"	"4"	"2"	"300"	"0"	"300"	"0"
"151"	"142"	"5"	"4"	"61"	"108"	"0"	"1"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"0"	"2"	"188"	"0"	"188"	"0"
"152"	"143"	"4"	"18"	"20"	"402"	"10"	"2"	"5"	"1"	"2"	"2"	"2"	"5"	"11"	"3"	"0"	"14"	"2"	"0"	"503"	"0"	"503"	"0"
"153"	"144"	"5"	"19"	"131"	"10"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"2"	"6"	"2"	"5"	"2"	"1"	"185"	"0"	"185"	"0"
"154"	"145"	"17"	"109"	"240"	"112"	"2"	"3"	"0"	"1"	"5"	"3"	"1"	"2"	"0"	"2"	"2"	"3"	"6"	"3"	"511"	"0"	"511"	"0"
"155"	"146"	"7"	"83"	"167"	"92"	"1"	"0"	"0"	"2"	"3"	"0"	"0"	"0"	"1"	"5"	"1"	"1"	"0"	"0"	"363"	"0"	"363"	"0"
"156"	"147"	"1"	"100"	"72"	"86"	"3"	"1"	"2"	"0"	"0"	"1"	"2"	"4"	"2"	"3"	"4"	"8"	"0"	"2"	"291"	"0"	"291"	"0"
"157"	"148"	"8"	"95"	"208"	"121"	"3"	"0"	"14"	"1"	"4"	"1"	"1"	"0"	"1"	"4"	"4"	"15"	"0"	"0"	"480"	"0"	"480"	"0"
"158"	"149"	"3"	"52"	"199"	"134"	"3"	"4"	"6"	"2"	"5"	"3"	"0"	"1"	"0"	"3"	"2"	"14"	"0"	"1"	"432"	"0"	"432"	"0"
"159"	"150"	"0"	"125"	"129"	"79"	"1"	"1"	"1"	"2"	"0"	"1"	"2"	"3"	"4"	"4"	"2"	"10"	"1"	"1"	"366"	"0"	"366"	"0"
"160"	"151"	"2"	"94"	"188"	"112"	"4"	"4"	"0"	"1"	"1"	"0"	"1"	"2"	"2"	"1"	"4"	"7"	"2"	"4"	"429"	"0"	"429"	"0"
"161"	"152"	"49"	"100"	"157"	"47"	"2"	"3"	"5"	"2"	"2"	"2"	"1"	"0"	"2"	"0"	"4"	"7"	"5"	"9"	"397"	"0"	"397"	"0"
"162"	"153"	"22"	"163"	"164"	"33"	"3"	"5"	"5"	"2"	"5"	"1"	"0"	"1"	"2"	"5"	"5"	"11"	"1"	"2"	"430"	"0"	"430"	"0"
"163"	"154"	"9"	"149"	"177"	"99"	"4"	"3"	"6"	"2"	"5"	"2"	"0"	"1"	"3"	"9"	"0"	"6"	"1"	"0"	"476"	"0"	"476"	"0"
"164"	"155"	"21"	"125"	"153"	"202"	"31"	"4"	"12"	"7"	"6"	"4"	"9"	"4"	"4"	"1"	"11"	"38"	"3"	"8"	"643"	"0"	"643"	"0"
"165"	"156"	"81"	"7"	"161"	"145"	"2"	"5"	"0"	"0"	"6"	"4"	"0"	"1"	"3"	"2"	"4"	"12"	"2"	"1"	"436"	"0"	"436"	"0"
"166"	"157"	"26"	"4"	"120"	"14"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"171"	"0"	"171"	"0"
"167"	"158"	"11"	"157"	"38"	"337"	"8"	"1"	"3"	"0"	"0"	"3"	"0"	"1"	"0"	"1"	"3"	"15"	"8"	"16"	"602"	"0"	"602"	"0"
"168"	"159"	"5"	"24"	"151"	"81"	"1"	"3"	"0"	"0"	"1"	"0"	"1"	"2"	"1"	"0"	"13"	"1"	"1"	"0"	"285"	"0"	"285"	"0"
"169"	"160"	"1"	"10"	"312"	"21"	"1"	"0"	"0"	"0"	"2"	"4"	"1"	"1"	"2"	"2"	"3"	"13"	"1"	"0"	"374"	"0"	"374"	"0"
"170"	"161"	"13"	"35"	"148"	"96"	"2"	"4"	"2"	"6"	"2"	"3"	"1"	"3"	"0"	"3"	"3"	"8"	"2"	"3"	"334"	"0"	"334"	"0"
"171"	"162"	"3"	"45"	"241"	"10"	"3"	"2"	"0"	"1"	"0"	"2"	"1"	"2"	"3"	"3"	"3"	"1"	"0"	"4"	"324"	"0"	"324"	"0"
"172"	"163"	"2"	"18"	"131"	"19"	"2"	"5"	"20"	"0"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"8"	"3"	"1"	"219"	"0"	"219"	"0"
"173"	"164"	"5"	"11"	"256"	"5"	"1"	"3"	"3"	"1"	"3"	"0"	"0"	"1"	"3"	"2"	"0"	"11"	"1"	"2"	"308"	"0"	"308"	"0"
"174"	"165"	"8"	"4"	"28"	"379"	"6"	"1"	"21"	"2"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"456"	"0"	"456"	"0"
"175"	"166"	"9"	"3"	"6"	"293"	"5"	"3"	"31"	"3"	"1"	"1"	"4"	"1"	"1"	"0"	"0"	"5"	"7"	"2"	"375"	"0"	"375"	"0"
"176"	"167"	"0"	"19"	"99"	"77"	"2"	"2"	"36"	"0"	"0"	"1"	"1"	"1"	"0"	"2"	"1"	"6"	"0"	"3"	"250"	"0"	"250"	"0"
"177"	"168"	"0"	"37"	"204"	"29"	"0"	"3"	"29"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"6"	"0"	"1"	"312"	"0"	"312"	"0"
"178"	"169"	"1"	"22"	"230"	"54"	"1"	"1"	"2"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"2"	"319"	"0"	"319"	"0"
"179"	"170"	"0"	"27"	"439"	"5"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"475"	"0"	"475"	"0"
"180"	"Candidate Name<U+2192> Booth No<U+2193>"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total valid votes"	"No. of rejected votes"	"Total"	"No. of Tendere d votes"
"181"	""	"ASARFI PRASAD MEHTA"	"CHOUDHARY MEHMOOB ALI KAISER"	"DINESH CHANDRA YADAV"	"RAVINDAR KR. RANA"	"PAWAN KUMAR \"SUMAN\""	"BABLOO PASWAN"	"BHARAT KUMAR YADAV"	"LAL BAHADUR HIMALAYA"	"HARINANDAN SINGH"	"GULAB RAJ"	"NAIMUDIN"	"NEHA CHAUHAN"	"PRADUMNA KUMAR"	"MANJU KUMARI"	"RAM NANDAN YADAV"	"SANGRAM KUMAR"	"SANJAY YADAV"	"SURESH PODDAR"	""	""	""	""
"182"	"171"	"35"	"107"	"285"	"14"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"3"	"3"	"1"	"2"	"1"	"2"	"456"	"0"	"456"	"0"
"183"	"172"	"19"	"17"	"124"	"349"	"5"	"3"	"6"	"1"	"1"	"1"	"0"	"2"	"2"	"2"	"1"	"2"	"5"	"1"	"541"	"0"	"541"	"0"
"184"	"173"	"10"	"16"	"293"	"153"	"3"	"6"	"3"	"1"	"0"	"1"	"1"	"0"	"1"	"3"	"2"	"5"	"4"	"4"	"506"	"0"	"506"	"0"
"185"	"174"	"3"	"8"	"250"	"149"	"7"	"4"	"7"	"4"	"1"	"0"	"2"	"2"	"2"	"2"	"2"	"7"	"1"	"4"	"455"	"0"	"455"	"0"
"186"	"175"	"7"	"24"	"233"	"150"	"2"	"4"	"8"	"2"	"2"	"2"	"1"	"1"	"7"	"7"	"0"	"9"	"2"	"3"	"464"	"0"	"464"	"0"
"187"	"176"	"9"	"12"	"164"	"313"	"14"	"2"	"3"	"3"	"3"	"2"	"3"	"0"	"13"	"5"	"7"	"14"	"7"	"2"	"576"	"0"	"576"	"0"
"188"	"177"	"2"	"0"	"69"	"112"	"5"	"0"	"3"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"1"	"3"	"1"	"4"	"204"	"0"	"204"	"0"
"189"	"178"	"9"	"124"	"95"	"212"	"5"	"1"	"2"	"1"	"1"	"0"	"2"	"2"	"1"	"1"	"1"	"7"	"1"	"2"	"467"	"0"	"467"	"0"
"190"	"179"	"91"	"31"	"136"	"179"	"5"	"5"	"2"	"3"	"3"	"6"	"2"	"5"	"5"	"7"	"5"	"32"	"2"	"1"	"520"	"0"	"520"	"0"
"191"	"180"	"7"	"11"	"412"	"14"	"4"	"3"	"5"	"2"	"2"	"3"	"1"	"2"	"2"	"6"	"5"	"10"	"3"	"4"	"496"	"0"	"496"	"0"
"192"	"181"	"3"	"24"	"220"	"5"	"0"	"3"	"3"	"0"	"3"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"2"	"3"	"270"	"0"	"270"	"0"
"193"	"182"	"2"	"14"	"257"	"25"	"1"	"1"	"8"	"0"	"1"	"2"	"2"	"0"	"0"	"3"	"1"	"2"	"1"	"1"	"321"	"0"	"321"	"0"
"194"	"183"	"46"	"118"	"137"	"284"	"12"	"0"	"12"	"1"	"2"	"1"	"2"	"4"	"0"	"0"	"1"	"12"	"2"	"2"	"636"	"0"	"636"	"0"
"195"	"184"	"2"	"16"	"106"	"218"	"4"	"0"	"5"	"0"	"0"	"3"	"0"	"1"	"1"	"0"	"2"	"5"	"0"	"2"	"365"	"0"	"365"	"0"
"196"	"185"	"7"	"73"	"315"	"93"	"0"	"1"	"4"	"2"	"3"	"3"	"2"	"3"	"0"	"2"	"2"	"0"	"1"	"4"	"515"	"0"	"515"	"0"
"197"	"186"	"53"	"81"	"339"	"110"	"2"	"3"	"12"	"1"	"2"	"1"	"4"	"2"	"5"	"2"	"4"	"5"	"2"	"5"	"633"	"0"	"633"	"0"
"198"	"187"	"14"	"52"	"173"	"19"	"0"	"1"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"0"	"1"	"269"	"0"	"269"	"0"
"199"	"188"	"17"	"76"	"36"	"277"	"9"	"1"	"3"	"5"	"6"	"2"	"0"	"1"	"2"	"4"	"4"	"8"	"5"	"2"	"458"	"0"	"458"	"0"
"200"	"189"	"13"	"44"	"85"	"372"	"4"	"0"	"1"	"1"	"3"	"3"	"3"	"0"	"2"	"0"	"3"	"7"	"5"	"0"	"546"	"0"	"546"	"0"
"201"	"190"	"19"	"365"	"136"	"64"	"2"	"4"	"3"	"3"	"7"	"4"	"2"	"2"	"3"	"5"	"11"	"15"	"7"	"5"	"657"	"0"	"657"	"0"
"202"	"191"	"4"	"59"	"234"	"39"	"7"	"1"	"2"	"2"	"2"	"1"	"3"	"0"	"1"	"0"	"1"	"8"	"0"	"2"	"366"	"0"	"366"	"0"
"203"	"192"	"7"	"40"	"306"	"7"	"1"	"1"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"4"	"0"	"377"	"0"	"377"	"0"
"204"	"193"	"2"	"69"	"64"	"104"	"5"	"2"	"1"	"2"	"4"	"2"	"2"	"0"	"2"	"10"	"3"	"4"	"0"	"2"	"278"	"0"	"278"	"0"
"205"	"194"	"10"	"136"	"38"	"281"	"11"	"3"	"1"	"2"	"0"	"2"	"2"	"5"	"3"	"1"	"1"	"13"	"3"	"3"	"515"	"0"	"515"	"0"
"206"	"195"	"5"	"115"	"164"	"22"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"1"	"2"	"1"	"0"	"314"	"0"	"314"	"0"
"207"	"196"	"119"	"99"	"106"	"113"	"5"	"3"	"0"	"2"	"7"	"1"	"0"	"2"	"3"	"1"	"4"	"13"	"2"	"5"	"485"	"0"	"485"	"0"
"208"	"197"	"5"	"18"	"180"	"43"	"3"	"5"	"4"	"3"	"4"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"1"	"3"	"273"	"0"	"273"	"0"
"209"	"198"	"2"	"47"	"177"	"8"	"0"	"3"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"2"	"2"	"0"	"0"	"245"	"0"	"245"	"0"
"210"	"199"	"29"	"57"	"30"	"376"	"12"	"0"	"1"	"3"	"1"	"2"	"2"	"2"	"6"	"2"	"5"	"9"	"0"	"0"	"537"	"0"	"537"	"0"
"211"	"200"	"11"	"9"	"39"	"478"	"13"	"4"	"6"	"2"	"2"	"3"	"0"	"6"	"4"	"4"	"8"	"15"	"1"	"0"	"605"	"0"	"605"	"0"
"212"	"201"	"8"	"33"	"189"	"221"	"8"	"7"	"6"	"5"	"9"	"6"	"6"	"8"	"6"	"7"	"4"	"12"	"6"	"6"	"547"	"0"	"547"	"0"
"213"	"202"	"1"	"34"	"135"	"240"	"5"	"0"	"3"	"3"	"4"	"0"	"1"	"0"	"1"	"3"	"1"	"7"	"7"	"3"	"448"	"0"	"448"	"0"
"214"	"203"	"2"	"55"	"78"	"168"	"6"	"2"	"1"	"0"	"1"	"1"	"0"	"2"	"0"	"2"	"3"	"5"	"0"	"1"	"327"	"0"	"327"	"0"
"215"	"204"	"10"	"34"	"161"	"136"	"0"	"1"	"2"	"1"	"0"	"1"	"7"	"2"	"5"	"4"	"2"	"11"	"4"	"13"	"394"	"0"	"394"	"0"
"216"	"Candidate Name<U+2192> Booth No<U+2193>"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total valid votes"	"No. of rejected votes"	"Total"	"No. of Tendere d votes"
"217"	""	"ASARFI PRASAD MEHTA"	"CHOUDHARY MEHMOOB ALI KAISER"	"DINESH CHANDRA YADAV"	"RAVINDAR KR. RANA"	"PAWAN KUMAR \"SUMAN\""	"BABLOO PASWAN"	"BHARAT KUMAR YADAV"	"LAL BAHADUR HIMALAYA"	"HARINANDAN SINGH"	"GULAB RAJ"	"NAIMUDIN"	"NEHA CHAUHAN"	"PRADUMNA KUMAR"	"MANJU KUMARI"	"RAM NANDAN YADAV"	"SANGRAM KUMAR"	"SANJAY YADAV"	"SURESH PODDAR"	""	""	""	""
"218"	"205"	"5"	"29"	"48"	"210"	"8"	"4"	"1"	"0"	"1"	"4"	"0"	"3"	"8"	"5"	"0"	"12"	"2"	"2"	"342"	"0"	"342"	"0"
"219"	"206"	"8"	"212"	"157"	"68"	"3"	"3"	"7"	"1"	"8"	"0"	"5"	"1"	"4"	"5"	"7"	"7"	"5"	"10"	"511"	"0"	"511"	"0"
"220"	"207"	"6"	"96"	"50"	"69"	"0"	"4"	"1"	"1"	"3"	"2"	"0"	"2"	"1"	"1"	"0"	"2"	"2"	"2"	"242"	"0"	"242"	"0"
"221"	"208"	"10"	"128"	"198"	"18"	"5"	"5"	"2"	"3"	"5"	"4"	"3"	"2"	"8"	"9"	"5"	"30"	"2"	"4"	"441"	"0"	"441"	"0"
"222"	"209"	"9"	"120"	"335"	"22"	"2"	"4"	"1"	"0"	"2"	"2"	"2"	"0"	"2"	"2"	"3"	"11"	"3"	"5"	"525"	"0"	"525"	"0"
"223"	"210"	"9"	"30"	"185"	"308"	"9"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"5"	"7"	"2"	"18"	"0"	"3"	"588"	"0"	"588"	"0"
"224"	"211"	"2"	"19"	"304"	"125"	"1"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"0"	"0"	"458"	"0"	"458"	"0"
"225"	"212"	"0"	"113"	"468"	"8"	"0"	"1"	"1"	"0"	"2"	"0"	"1"	"1"	"0"	"13"	"4"	"4"	"0"	"3"	"619"	"0"	"619"	"0"
"226"	"213"	"2"	"69"	"507"	"21"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"607"	"0"	"607"	"0"
"227"	"214"	"4"	"110"	"402"	"76"	"1"	"1"	"2"	"0"	"2"	"0"	"1"	"1"	"2"	"1"	"4"	"5"	"1"	"1"	"614"	"0"	"614"	"0"
"228"	"215"	"34"	"184"	"249"	"110"	"5"	"4"	"8"	"0"	"0"	"1"	"2"	"1"	"3"	"4"	"3"	"11"	"1"	"0"	"620"	"0"	"620"	"0"
"229"	"216"	"26"	"102"	"215"	"130"	"2"	"3"	"2"	"7"	"4"	"0"	"0"	"3"	"4"	"0"	"6"	"14"	"2"	"2"	"522"	"0"	"522"	"0"
"230"	"217"	"8"	"62"	"190"	"251"	"7"	"0"	"0"	"3"	"5"	"1"	"2"	"1"	"7"	"5"	"3"	"15"	"0"	"1"	"561"	"0"	"561"	"0"
"231"	"218"	"50"	"38"	"282"	"179"	"5"	"7"	"7"	"0"	"6"	"2"	"2"	"1"	"6"	"2"	"3"	"8"	"1"	"2"	"601"	"0"	"601"	"0"
"232"	"219"	"1"	"84"	"334"	"2"	"2"	"2"	"0"	"0"	"3"	"0"	"1"	"0"	"1"	"2"	"10"	"9"	"3"	"0"	"454"	"0"	"454"	"0"
"233"	"220"	"12"	"5"	"95"	"456"	"10"	"3"	"3"	"2"	"2"	"0"	"3"	"8"	"7"	"4"	"5"	"18"	"2"	"3"	"638"	"0"	"638"	"0"
"234"	"221"	"19"	"37"	"140"	"103"	"3"	"5"	"3"	"2"	"3"	"1"	"0"	"1"	"0"	"2"	"1"	"4"	"1"	"0"	"325"	"0"	"325"	"0"
"235"	"222"	"5"	"82"	"126"	"92"	"3"	"1"	"1"	"3"	"9"	"0"	"3"	"3"	"5"	"4"	"6"	"14"	"3"	"5"	"365"	"0"	"365"	"0"
"236"	"223"	"5"	"61"	"56"	"230"	"10"	"2"	"5"	"1"	"5"	"0"	"3"	"4"	"3"	"2"	"0"	"10"	"1"	"3"	"401"	"0"	"401"	"0"
"237"	"224"	"0"	"13"	"100"	"66"	"3"	"0"	"10"	"5"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"200"	"0"	"200"	"0"
"238"	"225"	"0"	"19"	"284"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"305"	"0"	"305"	"0"
"239"	"226"	"1"	"20"	"278"	"4"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"3"	"0"	"2"	"0"	"2"	"313"	"0"	"313"	"0"
"240"	"227"	"5"	"89"	"428"	"20"	"3"	"7"	"9"	"1"	"3"	"3"	"0"	"1"	"3"	"15"	"4"	"17"	"0"	"2"	"610"	"0"	"610"	"0"
"241"	"228"	"34"	"99"	"159"	"26"	"2"	"2"	"5"	"2"	"2"	"1"	"0"	"1"	"3"	"3"	"4"	"11"	"1"	"1"	"356"	"0"	"356"	"0"
"242"	"229"	"21"	"49"	"151"	"86"	"0"	"5"	"3"	"1"	"2"	"2"	"1"	"0"	"1"	"3"	"1"	"9"	"1"	"2"	"338"	"0"	"338"	"0"
"243"	"230"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"244"	"231"	"3"	"89"	"252"	"110"	"4"	"3"	"3"	"0"	"1"	"1"	"4"	"0"	"7"	"3"	"0"	"7"	"0"	"4"	"491"	"0"	"491"	"0"
"245"	"232"	"11"	"158"	"95"	"6"	"0"	"2"	"2"	"3"	"1"	"1"	"0"	"5"	"0"	"2"	"1"	"11"	"1"	"0"	"299"	"0"	"299"	"0"
"246"	"233"	"9"	"79"	"187"	"52"	"6"	"2"	"4"	"1"	"4"	"0"	"4"	"2"	"2"	"8"	"2"	"16"	"1"	"1"	"380"	"0"	"380"	"0"
"247"	"Total"	"2764"	"19269"	"43894"	"25609"	"772"	"528"	"1095"	"259"	"534"	"323"	"322"	"363"	"562"	"731"	"659"	"1901"	"474"	"752"	"100811"	"0"	"100811"	"0"
