"P.S..No."	"No..of.Votes.Cast.in.Favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"Total.Valid.Votes"
"117"	"112"	"185"	"0"	"30"	"25"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"3"	"2"	"1"	"0"	"2"	"1"	"2"	"3"	"2"	"2"	"264"
"118"	"113"	"110"	"4"	"11"	"15"	"3"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"5"	"5"	"1"	"16"	"12"	"0"	"5"	"2"	"3"	"0"	"1"	"2"	"6"	"205"
"119"	"114"	"0"	"0"	"5"	"18"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"6"	"2"	"0"	"3"	"0"	"0"	"1"	"2"	"0"	"2"	"43"
"120"	"115"	"118"	"1"	"8"	"199"	"11"	"4"	"0"	"2"	"1"	"4"	"1"	"3"	"7"	"7"	"3"	"18"	"14"	"10"	"8"	"8"	"1"	"3"	"1"	"6"	"6"	"444"
"121"	"116"	"168"	"20"	"8"	"167"	"8"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"4"	"2"	"0"	"4"	"6"	"2"	"0"	"4"	"2"	"0"	"0"	"0"	"1"	"406"
"122"	"117"	"52"	"0"	"0"	"119"	"3"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"1"	"2"	"4"	"0"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"191"
"123"	"118"	"112"	"3"	"3"	"24"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"7"	"0"	"0"	"0"	"3"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"158"
"124"	"119"	"193"	"1"	"0"	"21"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"12"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"6"	"243"
"125"	"120"	"213"	"39"	"2"	"81"	"6"	"4"	"0"	"0"	"0"	"1"	"1"	"1"	"2"	"1"	"0"	"2"	"8"	"0"	"1"	"2"	"0"	"0"	"1"	"0"	"0"	"365"
"126"	"121"	"172"	"0"	"1"	"34"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"3"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"2"	"217"
"127"	"122"	"55"	"0"	"6"	"119"	"4"	"1"	"1"	"0"	"0"	"0"	"2"	"0"	"3"	"0"	"0"	"5"	"1"	"1"	"0"	"5"	"1"	"1"	"1"	"0"	"0"	"206"
"128"	"123"	"236"	"3"	"6"	"130"	"4"	"2"	"1"	"0"	"2"	"1"	"2"	"4"	"7"	"1"	"1"	"9"	"13"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"3"	"429"
"129"	"P.S.
No."	"No. of Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"
"130"	""	"Kaushalendra Kumar"	"Dev Kishore Rai"	"Ramswaroop Prasad"	"Satish Kumar"	"Anil Singh"	"Amar Kant Sah"	"Ujjwal Kant Hunkar"	"Devendra Pratap"	"Priyaranjan Kumar"	"Ranjeet Kumar"	"Rekha Kumari"	"Vijay Kumar"	"Vinod Kumar Patel"	"Shashi Yadav"	"Saudagar Ram"	"Haricharan Prasad"	"Arun Kumar"	"Kapil Dev Singh"	"Kumar Rajesh"	"Kaushal Kumar Kaushalendra Sinha"	"Chandramani Kumar ''Mani''"	"Jitendra Kumar"	"Naresh Paswan"	"Santosh Kumar"	"Saryug Prasad Sahasth"	""
"131"	"124"	"75"	"17"	"5"	"74"	"2"	"2"	"2"	"3"	"2"	"2"	"1"	"2"	"7"	"4"	"3"	"6"	"6"	"2"	"2"	"5"	"4"	"2"	"2"	"1"	"6"	"237"
"132"	"125"	"256"	"0"	"20"	"27"	"1"	"2"	"1"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"320"
"133"	"126"	"293"	"0"	"16"	"88"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"4"	"0"	"2"	"3"	"2"	"0"	"0"	"0"	"0"	"413"
"134"	"127"	"60"	"88"	"5"	"125"	"7"	"8"	"0"	"0"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"3"	"1"	"1"	"2"	"2"	"0"	"3"	"0"	"0"	"0"	"309"
"135"	"128"	"203"	"3"	"1"	"26"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"251"
"136"	"129"	"46"	"1"	"0"	"60"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"4"	"0"	"1"	"1"	"1"	"0"	"2"	"1"	"0"	"1"	"0"	"0"	"3"	"124"
"137"	"130"	"224"	"2"	"27"	"36"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"4"	"5"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"3"	"311"
"138"	"131"	"119"	"10"	"19"	"10"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"5"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"3"	"178"
"139"	"132"	"136"	"2"	"4"	"49"	"5"	"0"	"0"	"0"	"1"	"0"	"1"	"4"	"9"	"2"	"13"	"17"	"1"	"1"	"0"	"3"	"0"	"0"	"1"	"3"	"3"	"255"
"140"	"133"	"140"	"3"	"3"	"46"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"9"	"5"	"5"	"0"	"1"	"3"	"0"	"0"	"0"	"1"	"4"	"229"
"141"	"134"	"32"	"8"	"5"	"208"	"7"	"7"	"5"	"0"	"0"	"1"	"2"	"2"	"11"	"3"	"1"	"5"	"7"	"4"	"2"	"8"	"5"	"0"	"2"	"2"	"6"	"333"
"142"	"135"	"36"	"4"	"20"	"183"	"7"	"5"	"1"	"0"	"2"	"0"	"0"	"1"	"4"	"1"	"1"	"3"	"13"	"5"	"4"	"4"	"2"	"1"	"0"	"1"	"6"	"304"
"143"	"136"	"35"	"0"	"3"	"76"	"4"	"5"	"2"	"2"	"2"	"2"	"0"	"4"	"4"	"1"	"1"	"10"	"4"	"2"	"3"	"2"	"4"	"6"	"2"	"0"	"4"	"178"
"144"	"137"	"335"	"0"	"2"	"10"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"355"
"145"	"138"	"147"	"23"	"3"	"12"	"2"	"2"	"0"	"3"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"4"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"205"
"146"	"139"	"186"	"1"	"1"	"15"	"6"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"2"	"7"	"4"	"3"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"4"	"236"
"147"	"140"	"188"	"63"	"1"	"6"	"4"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"3"	"3"	"12"	"17"	"10"	"3"	"1"	"5"	"0"	"1"	"1"	"1"	"4"	"335"
"148"	"141"	"103"	"1"	"5"	"190"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"5"	"0"	"1"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"1"	"318"
"149"	"142"	"28"	"1"	"0"	"105"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"11"	"1"	"0"	"11"	"2"	"2"	"2"	"3"	"1"	"1"	"2"	"0"	"5"	"179"
"150"	"143"	"120"	"1"	"3"	"23"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"3"	"2"	"0"	"1"	"9"	"5"	"0"	"1"	"7"	"1"	"4"	"0"	"1"	"7"	"192"
"151"	"144"	"139"	"8"	"1"	"22"	"2"	"1"	"1"	"2"	"0"	"0"	"0"	"1"	"3"	"5"	"2"	"7"	"4"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"4"	"204"
"152"	"145"	"236"	"1"	"2"	"61"	"4"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"9"	"1"	"1"	"2"	"1"	"0"	"0"	"1"	"0"	"328"
"153"	"146"	"242"	"1"	"1"	"26"	"3"	"1"	"3"	"1"	"0"	"1"	"1"	"2"	"0"	"2"	"1"	"13"	"32"	"4"	"1"	"0"	"0"	"1"	"1"	"0"	"16"	"353"
"154"	"147"	"271"	"57"	"2"	"19"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"2"	"1"	"8"	"1"	"15"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"385"
"155"	"148"	"150"	"1"	"14"	"16"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"3"	"4"	"5"	"3"	"1"	"0"	"4"	"1"	"0"	"1"	"5"	"4"	"218"
"156"	"149"	"199"	"7"	"3"	"59"	"3"	"4"	"0"	"2"	"0"	"2"	"0"	"0"	"2"	"0"	"0"	"3"	"8"	"1"	"1"	"3"	"0"	"1"	"0"	"1"	"1"	"300"
"157"	"150"	"111"	"5"	"2"	"61"	"7"	"1"	"1"	"2"	"1"	"0"	"1"	"2"	"1"	"0"	"0"	"5"	"6"	"0"	"2"	"3"	"0"	"0"	"1"	"0"	"3"	"215"
"158"	"151"	"377"	"0"	"3"	"42"	"3"	"3"	"0"	"0"	"0"	"3"	"0"	"0"	"2"	"3"	"1"	"5"	"15"	"0"	"5"	"4"	"1"	"1"	"1"	"0"	"10"	"479"
"159"	"152"	"49"	"2"	"0"	"98"	"26"	"1"	"0"	"1"	"1"	"0"	"2"	"1"	"3"	"1"	"1"	"1"	"1"	"1"	"2"	"0"	"3"	"0"	"1"	"0"	"1"	"196"
"160"	"153"	"50"	"3"	"5"	"67"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"3"	"4"	"0"	"2"	"3"	"1"	"0"	"0"	"2"	"8"	"155"
"161"	"154"	"46"	"0"	"1"	"109"	"0"	"4"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"4"	"4"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"175"
"162"	"155"	"73"	"1"	"3"	"77"	"4"	"1"	"0"	"1"	"0"	"0"	"5"	"1"	"1"	"2"	"3"	"7"	"8"	"0"	"4"	"5"	"2"	"4"	"0"	"0"	"4"	"206"
"163"	"156"	"97"	"0"	"3"	"49"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"3"	"1"	"0"	"4"	"4"	"9"	"1"	"0"	"1"	"3"	"0"	"0"	"1"	"1"	"181"
"164"	"157"	"75"	"2"	"5"	"98"	"5"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"2"	"1"	"0"	"4"	"11"	"1"	"9"	"2"	"1"	"0"	"0"	"0"	"2"	"223"
"165"	"158"	"185"	"16"	"23"	"27"	"6"	"4"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"3"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"3"	"275"
"166"	"159"	"142"	"2"	"7"	"44"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"3"	"0"	"3"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"3"	"214"
"167"	"160"	"154"	"2"	"7"	"46"	"3"	"4"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"3"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	"229"
"168"	"161"	"56"	"0"	"3"	"114"	"3"	"4"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"186"
"169"	"162"	"64"	"0"	"2"	"145"	"7"	"4"	"2"	"0"	"0"	"1"	"0"	"1"	"11"	"0"	"3"	"6"	"8"	"1"	"5"	"7"	"0"	"2"	"0"	"2"	"2"	"273"
"170"	"163"	"155"	"4"	"14"	"52"	"4"	"1"	"3"	"0"	"0"	"0"	"0"	"1"	"5"	"1"	"0"	"9"	"4"	"1"	"2"	"2"	"1"	"2"	"0"	"0"	"4"	"265"
"171"	"164"	"136"	"4"	"11"	"53"	"16"	"5"	"0"	"0"	"1"	"0"	"1"	"2"	"3"	"0"	"0"	"1"	"6"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"241"
"172"	"P.S.
No."	"No. of Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"
"173"	""	"Kaushalendra Kumar"	"Dev Kishore Rai"	"Ramswaroop Prasad"	"Satish Kumar"	"Anil Singh"	"Amar Kant Sah"	"Ujjwal Kant Hunkar"	"Devendra Pratap"	"Priyaranjan Kumar"	"Ranjeet Kumar"	"Rekha Kumari"	"Vijay Kumar"	"Vinod Kumar Patel"	"Shashi Yadav"	"Saudagar Ram"	"Haricharan Prasad"	"Arun Kumar"	"Kapil Dev Singh"	"Kumar Rajesh"	"Kaushal Kumar Kaushalendra Sinha"	"Chandramani Kumar ''Mani''"	"Jitendra Kumar"	"Naresh Paswan"	"Santosh Kumar"	"Saryug Prasad Sahasth"	""
"174"	"165"	"133"	"1"	"3"	"94"	"2"	"2"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"244"
"175"	"166"	"124"	"12"	"6"	"99"	"5"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"3"	"1"	"6"	"2"	"3"	"1"	"1"	"0"	"0"	"3"	"270"
"176"	"167"	"74"	"9"	"3"	"181"	"7"	"4"	"2"	"3"	"3"	"2"	"2"	"2"	"9"	"2"	"4"	"15"	"1"	"2"	"2"	"1"	"0"	"1"	"0"	"1"	"1"	"331"
"177"	"168"	"37"	"3"	"3"	"90"	"5"	"2"	"2"	"2"	"1"	"0"	"1"	"0"	"2"	"1"	"1"	"6"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"5"	"166"
"178"	"169"	"71"	"10"	"3"	"140"	"2"	"2"	"0"	"0"	"1"	"1"	"1"	"3"	"4"	"1"	"1"	"8"	"12"	"6"	"7"	"20"	"5"	"8"	"1"	"3"	"10"	"320"
"179"	"170"	"223"	"12"	"1"	"42"	"7"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"292"
"180"	"171"	"177"	"2"	"8"	"43"	"8"	"1"	"0"	"1"	"2"	"0"	"0"	"1"	"1"	"1"	"0"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"253"
"181"	"172"	"216"	"2"	"0"	"20"	"5"	"2"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"81"	"7"	"6"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"2"	"348"
"182"	"173"	"120"	"13"	"2"	"163"	"6"	"3"	"0"	"0"	"1"	"1"	"0"	"3"	"2"	"0"	"0"	"1"	"11"	"0"	"0"	"2"	"4"	"1"	"0"	"0"	"2"	"335"
"183"	"174"	"77"	"1"	"2"	"94"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"3"	"1"	"3"	"2"	"2"	"3"	"2"	"1"	"0"	"1"	"3"	"201"
"184"	"175"	"48"	"0"	"19"	"159"	"4"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"1"	"3"	"2"	"2"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"4"	"250"
"185"	"176"	"107"	"2"	"3"	"111"	"8"	"2"	"0"	"2"	"0"	"2"	"1"	"6"	"4"	"1"	"0"	"2"	"16"	"3"	"1"	"6"	"2"	"0"	"1"	"0"	"2"	"282"
"186"	"177"	"39"	"1"	"0"	"89"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"2"	"1"	"0"	"3"	"6"	"3"	"2"	"2"	"0"	"1"	"0"	"0"	"2"	"156"
"187"	"178"	"35"	"0"	"2"	"58"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"106"
"188"	"179"	"26"	"6"	"2"	"145"	"4"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"6"	"0"	"1"	"7"	"3"	"2"	"0"	"0"	"4"	"213"
"189"	"180"	"155"	"5"	"1"	"139"	"9"	"3"	"2"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"1"	"8"	"4"	"1"	"14"	"5"	"4"	"0"	"0"	"3"	"358"
"190"	"181"	"278"	"2"	"2"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"1"	"3"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"304"
"191"	"182"	"29"	"6"	"1"	"153"	"3"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"5"	"1"	"0"	"2"	"2"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"2"	"210"
"192"	"183"	"63"	"1"	"7"	"152"	"4"	"2"	"1"	"0"	"0"	"0"	"0"	"8"	"9"	"6"	"4"	"7"	"3"	"4"	"4"	"5"	"2"	"2"	"2"	"1"	"4"	"291"
"193"	"184"	"16"	"0"	"4"	"399"	"7"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"434"
"194"	"185"	"111"	"2"	"2"	"107"	"7"	"5"	"1"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"246"
"195"	"186"	"118"	"3"	"11"	"161"	"3"	"4"	"0"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"2"	"7"	"2"	"5"	"3"	"6"	"4"	"1"	"0"	"4"	"339"
"196"	"187"	"240"	"2"	"5"	"73"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"6"	"5"	"0"	"0"	"3"	"1"	"1"	"0"	"0"	"6"	"348"
"197"	"188"	"37"	"22"	"31"	"163"	"3"	"2"	"1"	"0"	"0"	"0"	"1"	"2"	"8"	"1"	"2"	"3"	"6"	"6"	"8"	"14"	"5"	"0"	"3"	"2"	"9"	"329"
"198"	"189"	"61"	"2"	"9"	"149"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"4"	"1"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"2"	"238"
"199"	"190"	"196"	"5"	"14"	"158"	"7"	"1"	"0"	"2"	"1"	"2"	"3"	"2"	"14"	"8"	"4"	"9"	"6"	"1"	"1"	"2"	"1"	"0"	"1"	"1"	"5"	"444"
"200"	"191"	"176"	"1"	"12"	"25"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"2"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"225"
"201"	"192"	"20"	"2"	"1"	"93"	"4"	"0"	"2"	"0"	"2"	"0"	"0"	"1"	"3"	"0"	"0"	"1"	"5"	"1"	"4"	"3"	"6"	"3"	"1"	"1"	"5"	"158"
"202"	"193"	"45"	"15"	"0"	"77"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"2"	"2"	"3"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"150"
"203"	"194"	"56"	"12"	"3"	"156"	"3"	"2"	"0"	"0"	"1"	"1"	"1"	"14"	"0"	"1"	"0"	"2"	"20"	"4"	"6"	"4"	"3"	"2"	"0"	"1"	"2"	"294"
"204"	"195"	"39"	"1"	"2"	"115"	"4"	"3"	"0"	"0"	"1"	"0"	"1"	"1"	"3"	"1"	"1"	"3"	"2"	"0"	"1"	"4"	"2"	"5"	"0"	"0"	"2"	"191"
"205"	"196"	"169"	"3"	"5"	"141"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"7"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"333"
"206"	"197"	"83"	"0"	"3"	"34"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"126"
"207"	"198"	"69"	"6"	"3"	"62"	"3"	"4"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"153"
"208"	"199"	"46"	"0"	"0"	"11"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"61"
"209"	"200"	"70"	"0"	"2"	"6"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"19"	"2"	"2"	"5"	"0"	"0"	"0"	"0"	"6"	"115"
"210"	"201"	"105"	"0"	"6"	"23"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"2"	"0"	"0"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"143"
"211"	"202"	"45"	"4"	"3"	"117"	"1"	"3"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"178"
"212"	"203"	"75"	"2"	"3"	"9"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"1"	"0"	"2"	"0"	"3"	"106"
"213"	"204"	"268"	"2"	"2"	"10"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"3"	"8"	"4"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	"304"
"214"	"205"	"170"	"1"	"2"	"182"	"2"	"2"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"2"	"2"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"2"	"373"
"215"	"P.S.
No."	"No. of Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"
"216"	""	"Kaushalendra Kumar"	"Dev Kishore Rai"	"Ramswaroop Prasad"	"Satish Kumar"	"Anil Singh"	"Amar Kant Sah"	"Ujjwal Kant Hunkar"	"Devendra Pratap"	"Priyaranjan Kumar"	"Ranjeet Kumar"	"Rekha Kumari"	"Vijay Kumar"	"Vinod Kumar Patel"	"Shashi Yadav"	"Saudagar Ram"	"Haricharan Prasad"	"Arun Kumar"	"Kapil Dev Singh"	"Kumar Rajesh"	"Kaushal Kumar Kaushalendra Sinha"	"Chandramani Kumar ''Mani''"	"Jitendra Kumar"	"Naresh Paswan"	"Santosh Kumar"	"Saryug Prasad Sahasth"	""
"217"	"206"	"125"	"2"	"6"	"45"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"2"	"0"	"5"	"2"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"5"	"206"
"218"	"207"	"99"	"3"	"3"	"42"	"3"	"6"	"1"	"3"	"1"	"0"	"3"	"0"	"4"	"4"	"2"	"13"	"16"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"5"	"211"
"219"	"208"	"195"	"0"	"1"	"10"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"2"	"3"	"7"	"10"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"9"	"244"
"220"	"209"	"39"	"36"	"2"	"115"	"5"	"4"	"2"	"1"	"0"	"2"	"2"	"0"	"0"	"2"	"1"	"2"	"12"	"3"	"1"	"3"	"2"	"0"	"1"	"0"	"3"	"238"
"221"	"210"	"146"	"6"	"2"	"40"	"1"	"3"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"4"	"3"	"4"	"1"	"1"	"2"	"0"	"0"	"1"	"1"	"0"	"219"
"222"	"211"	"112"	"1"	"5"	"107"	"3"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"2"	"2"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"240"
"223"	"212"	"112"	"11"	"4"	"111"	"6"	"1"	"0"	"0"	"1"	"2"	"2"	"1"	"1"	"2"	"0"	"5"	"5"	"2"	"2"	"0"	"1"	"1"	"0"	"1"	"0"	"271"
"224"	"213"	"3"	"0"	"1"	"86"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"93"
"225"	"214"	"6"	"0"	"2"	"46"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"64"
"226"	"215"	"66"	"2"	"9"	"126"	"19"	"10"	"1"	"1"	"2"	"0"	"0"	"1"	"4"	"0"	"0"	"7"	"4"	"1"	"1"	"5"	"1"	"0"	"1"	"0"	"3"	"264"
"227"	"216"	"46"	"4"	"2"	"139"	"10"	"4"	"0"	"1"	"0"	"1"	"2"	"3"	"2"	"0"	"1"	"10"	"7"	"2"	"3"	"4"	"1"	"4"	"1"	"2"	"8"	"257"
"228"	"217"	"54"	"27"	"3"	"185"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"276"
"229"	"218"	"50"	"3"	"2"	"95"	"2"	"1"	"0"	"2"	"0"	"0"	"0"	"6"	"2"	"2"	"3"	"8"	"4"	"0"	"1"	"3"	"2"	"0"	"0"	"2"	"4"	"192"
"230"	"219"	"118"	"1"	"1"	"109"	"9"	"3"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"2"	"3"	"4"	"1"	"0"	"1"	"2"	"0"	"0"	"1"	"0"	"260"
"231"	"220"	"70"	"4"	"5"	"43"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"1"	"1"	"8"	"0"	"1"	"2"	"1"	"2"	"0"	"1"	"8"	"155"
"232"	"221"	"31"	"7"	"11"	"222"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"278"
"233"	"222"	"122"	"10"	"5"	"126"	"5"	"2"	"1"	"0"	"1"	"1"	"1"	"0"	"9"	"2"	"3"	"19"	"15"	"4"	"3"	"5"	"4"	"3"	"1"	"1"	"2"	"345"
"234"	"223"	"185"	"4"	"5"	"67"	"9"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"4"	"0"	"3"	"15"	"2"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"305"
