"X."	"X..1"	"No..of.valid.votes.cast.in.favour.of"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"114"	"12"	"82"	"3"	"129"	"2"	"579"	"6"	"1"	"0"	"0"	"0"	"20"	"0"	"0"	"2"	"0"	"1"	"3"	"6"	"0"	"0"	"2"	"2"	"756"	"0"	"756"	"0"
"115"	"13"	"83"	"3"	"7"	"52"	"7"	"37"	"5"	"1"	"1"	"1"	"5"	"3"	"3"	"2"	"0"	"2"	"2"	"121"	"4"	"3"	"4"	"2"	"265"	"0"	"265"	"0"
"116"	"14"	"84"	"8"	"104"	"6"	"35"	"12"	"7"	"6"	"4"	"0"	"157"	"1"	"2"	"5"	"7"	"11"	"8"	"67"	"8"	"2"	"1"	"10"	"461"	"0"	"461"	"0"
"117"	""	"ROUND- 6"	"107"	"1045"	"229"	"1470"	"625"	"52"	"23"	"27"	"26"	"319"	"66"	"126"	"45"	"27"	"48"	"55"	"438"	"40"	"18"	"33"	"98"	"4917"	"0"	"4917"	"0"
"118"	"Place - Nawada
Date -             25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"119"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"120"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"121"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"122"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"123"	"1"	"85"	"3"	"111"	"3"	"160"	"137"	"2"	"1"	"5"	"0"	"63"	"1"	"1"	"5"	"5"	"4"	"13"	"3"	"1"	"0"	"5"	"5"	"528"	"0"	"528"	"0"
"124"	"2"	"86"	"7"	"176"	"4"	"50"	"8"	"1"	"1"	"0"	"0"	"70"	"0"	"2"	"0"	"2"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"328"	"0"	"328"	"0"
"125"	"3"	"87"	"12"	"58"	"23"	"44"	"7"	"5"	"3"	"6"	"3"	"7"	"3"	"28"	"7"	"11"	"6"	"15"	"157"	"24"	"14"	"13"	"23"	"469"	"0"	"469"	"0"
"126"	"4"	"88"	"4"	"66"	"3"	"84"	"23"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"0"	"188"	"0"
"127"	"5"	"89"	"10"	"60"	"42"	"19"	"9"	"3"	"0"	"1"	"1"	"10"	"3"	"26"	"3"	"4"	"3"	"7"	"74"	"2"	"3"	"0"	"12"	"292"	"0"	"292"	"0"
"128"	"6"	"90"	"169"	"83"	"9"	"37"	"16"	"3"	"0"	"0"	"1"	"7"	"1"	"11"	"4"	"0"	"3"	"4"	"36"	"4"	"0"	"2"	"8"	"398"	"0"	"398"	"0"
"129"	"7"	"91"	"10"	"49"	"9"	"28"	"9"	"11"	"6"	"4"	"3"	"2"	"6"	"20"	"5"	"4"	"7"	"11"	"93"	"8"	"2"	"1"	"9"	"297"	"0"	"297"	"0"
"130"	"8"	"92"	"18"	"146"	"96"	"35"	"8"	"2"	"6"	"1"	"1"	"2"	"6"	"21"	"0"	"1"	"2"	"0"	"17"	"0"	"1"	"0"	"0"	"363"	"0"	"363"	"0"
"131"	"9"	"93"	"47"	"72"	"61"	"22"	"14"	"0"	"14"	"4"	"2"	"8"	"14"	"7"	"2"	"4"	"3"	"3"	"32"	"3"	"2"	"4"	"3"	"321"	"0"	"321"	"0"
"132"	"10"	"94"	"15"	"61"	"17"	"17"	"6"	"11"	"2"	"2"	"1"	"3"	"1"	"20"	"1"	"1"	"4"	"2"	"15"	"3"	"3"	"4"	"10"	"199"	"0"	"199"	"0"
"133"	"11"	"95"	"37"	"81"	"193"	"18"	"12"	"5"	"0"	"9"	"3"	"1"	"12"	"19"	"4"	"8"	"6"	"15"	"65"	"3"	"3"	"1"	"9"	"504"	"0"	"504"	"0"
"134"	"12"	"96"	"20"	"73"	"87"	"27"	"9"	"7"	"5"	"4"	"2"	"4"	"3"	"36"	"1"	"5"	"3"	"5"	"27"	"4"	"3"	"4"	"5"	"334"	"0"	"334"	"0"
"135"	"13"	"97"	"11"	"39"	"49"	"18"	"0"	"3"	"1"	"2"	"1"	"0"	"6"	"2"	"4"	"4"	"3"	"9"	"106"	"5"	"4"	"4"	"12"	"283"	"0"	"283"	"0"
"136"	"14"	"98"	"0"	"64"	"7"	"444"	"6"	"0"	"1"	"0"	"0"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"2"	"543"	"0"	"543"	"0"
"137"	""	"ROUND- 7"	"363"	"1139"	"603"	"1003"	"264"	"53"	"40"	"38"	"18"	"193"	"56"	"193"	"39"	"52"	"50"	"87"	"625"	"58"	"36"	"39"	"98"	"5047"	"0"	"5047"	"0"
"138"	"Place - Nawada
Date -             25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"139"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"140"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"141"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"142"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"143"	"1"	"99"	"10"	"70"	"2"	"36"	"17"	"2"	"1"	"3"	"0"	"1"	"0"	"2"	"5"	"2"	"1"	"1"	"13"	"1"	"0"	"1"	"5"	"173"	"0"	"173"	"0"
"144"	"2"	"100"	"84"	"34"	"60"	"62"	"4"	"1"	"0"	"0"	"1"	"3"	"1"	"1"	"6"	"1"	"1"	"9"	"16"	"0"	"0"	"7"	"1"	"292"	"0"	"292"	"0"
"145"	"3"	"101"	"4"	"142"	"8"	"106"	"5"	"1"	"0"	"0"	"2"	"1"	"1"	"2"	"1"	"1"	"4"	"7"	"4"	"4"	"2"	"1"	"0"	"296"	"0"	"296"	"0"
"146"	"4"	"102"	"4"	"36"	"63"	"22"	"1"	"6"	"2"	"4"	"4"	"1"	"48"	"5"	"4"	"4"	"0"	"7"	"73"	"7"	"6"	"2"	"4"	"303"	"0"	"303"	"0"
"147"	"5"	"103"	"3"	"90"	"2"	"122"	"5"	"0"	"0"	"0"	"1"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"237"	"0"	"237"	"0"
"148"	"6"	"104"	"10"	"43"	"100"	"41"	"16"	"14"	"6"	"4"	"6"	"6"	"46"	"3"	"2"	"6"	"2"	"4"	"48"	"6"	"1"	"2"	"5"	"371"	"0"	"371"	"0"
"149"	"7"	"105"	"4"	"140"	"6"	"108"	"31"	"1"	"0"	"3"	"0"	"16"	"1"	"3"	"9"	"3"	"10"	"10"	"7"	"2"	"1"	"1"	"2"	"358"	"0"	"358"	"0"
"150"	"8"	"106"	"3"	"73"	"16"	"164"	"28"	"0"	"0"	"1"	"0"	"7"	"1"	"1"	"1"	"0"	"2"	"1"	"5"	"1"	"0"	"1"	"3"	"308"	"0"	"308"	"0"
"151"	"9"	"107"	"9"	"71"	"8"	"49"	"11"	"1"	"0"	"2"	"1"	"4"	"74"	"2"	"3"	"0"	"1"	"1"	"0"	"2"	"1"	"3"	"4"	"247"	"0"	"247"	"0"
"152"	"10"	"108"	"23"	"21"	"2"	"20"	"13"	"5"	"0"	"1"	"1"	"2"	"5"	"20"	"4"	"1"	"3"	"4"	"108"	"24"	"5"	"9"	"12"	"283"	"0"	"283"	"0"
"153"	"11"	"109"	"7"	"224"	"13"	"113"	"3"	"2"	"0"	"3"	"0"	"18"	"1"	"2"	"5"	"3"	"8"	"10"	"9"	"2"	"0"	"0"	"2"	"425"	"0"	"425"	"0"
"154"	"12"	"110"	"19"	"98"	"18"	"98"	"19"	"15"	"1"	"2"	"5"	"1"	"0"	"2"	"5"	"3"	"4"	"12"	"53"	"9"	"1"	"8"	"13"	"386"	"0"	"386"	"0"
"155"	"13"	"111"	"19"	"111"	"54"	"39"	"19"	"6"	"3"	"1"	"2"	"4"	"0"	"12"	"2"	"5"	"10"	"9"	"124"	"19"	"9"	"8"	"15"	"471"	"0"	"471"	"0"
"156"	"14"	"112"	"11"	"180"	"27"	"22"	"9"	"8"	"1"	"1"	"1"	"3"	"22"	"3"	"4"	"3"	"8"	"14"	"365"	"7"	"2"	"4"	"6"	"701"	"0"	"701"	"0"
"157"	""	"ROUND- 8"	"210"	"1333"	"379"	"1002"	"181"	"62"	"14"	"25"	"24"	"80"	"200"	"58"	"51"	"32"	"54"	"89"	"826"	"84"	"28"	"47"	"72"	"4851"	"0"	"4851"	"0"
"158"	"Place - Nawada
Date -             25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"159"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"160"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"161"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"162"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"163"	"1"	"113"	"4"	"61"	"224"	"32"	"6"	"0"	"0"	"2"	"0"	"1"	"0"	"4"	"2"	"2"	"0"	"5"	"1"	"0"	"1"	"5"	"0"	"350"	"0"	"350"	"0"
"164"	"2"	"114"	"18"	"137"	"14"	"357"	"30"	"0"	"1"	"3"	"1"	"11"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"4"	"582"	"0"	"582"	"0"
"165"	"3"	"115"	"5"	"211"	"9"	"300"	"14"	"0"	"0"	"1"	"1"	"4"	"8"	"8"	"2"	"2"	"2"	"6"	"4"	"9"	"2"	"6"	"1"	"595"	"0"	"595"	"0"
"166"	"4"	"116"	"38"	"73"	"12"	"12"	"4"	"7"	"5"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"4"	"6"	"40"	"6"	"1"	"0"	"5"	"223"	"0"	"223"	"0"
"167"	"5"	"117"	"4"	"2"	"2"	"5"	"1"	"4"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"3"	"5"	"337"	"5"	"1"	"0"	"2"	"375"	"0"	"375"	"0"
"168"	"6"	"118"	"10"	"13"	"4"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"6"	"0"	"0"	"2"	"1"	"0"	"249"	"6"	"9"	"3"	"4"	"310"	"0"	"310"	"0"
"169"	"7"	"119"	"5"	"169"	"3"	"20"	"5"	"0"	"15"	"0"	"2"	"0"	"4"	"3"	"2"	"0"	"3"	"3"	"58"	"17"	"3"	"3"	"5"	"320"	"0"	"320"	"0"
"170"	"8"	"120"	"8"	"118"	"22"	"99"	"33"	"2"	"1"	"4"	"1"	"7"	"51"	"4"	"7"	"9"	"6"	"8"	"1"	"1"	"0"	"1"	"0"	"383"	"0"	"383"	"0"
"171"	"9"	"121"	"1"	"77"	"11"	"30"	"20"	"2"	"0"	"0"	"0"	"1"	"65"	"2"	"0"	"1"	"2"	"1"	"13"	"0"	"0"	"2"	"4"	"232"	"0"	"232"	"0"
"172"	"10"	"122"	"10"	"173"	"32"	"151"	"29"	"1"	"7"	"6"	"2"	"6"	"5"	"4"	"4"	"4"	"2"	"3"	"11"	"6"	"5"	"7"	"8"	"476"	"0"	"476"	"0"
"173"	"11"	"123"	"5"	"177"	"134"	"61"	"13"	"3"	"0"	"3"	"2"	"3"	"24"	"4"	"6"	"5"	"6"	"5"	"8"	"3"	"1"	"3"	"5"	"471"	"0"	"471"	"0"
"174"	"12"	"124"	"9"	"57"	"165"	"23"	"9"	"3"	"4"	"2"	"3"	"4"	"6"	"4"	"5"	"5"	"2"	"12"	"64"	"6"	"3"	"5"	"2"	"393"	"0"	"393"	"0"
"175"	"13"	"125"	"0"	"3"	"216"	"8"	"5"	"0"	"1"	"1"	"1"	"0"	"1"	"6"	"1"	"2"	"1"	"0"	"2"	"0"	"1"	"0"	"1"	"250"	"0"	"250"	"0"
"176"	"14"	"126"	"4"	"40"	"160"	"93"	"96"	"4"	"0"	"1"	"2"	"11"	"1"	"6"	"8"	"9"	"5"	"18"	"33"	"3"	"2"	"0"	"5"	"501"	"0"	"501"	"0"
"177"	""	"ROUND- 9"	"121"	"1311"	"1008"	"1191"	"267"	"26"	"34"	"25"	"17"	"50"	"174"	"47"	"41"	"43"	"38"	"73"	"822"	"63"	"29"	"35"	"46"	"5461"	"0"	"5461"	"0"
"178"	"Place - Nawada
Date -             25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"179"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"180"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"181"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"182"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"183"	"1"	"127"	"8"	"99"	"159"	"33"	"5"	"3"	"3"	"5"	"1"	"5"	"61"	"38"	"5"	"11"	"10"	"8"	"7"	"6"	"3"	"2"	"2"	"474"	"0"	"474"	"0"
"184"	"2"	"128"	"5"	"25"	"479"	"28"	"3"	"0"	"0"	"1"	"11"	"0"	"2"	"32"	"0"	"3"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"593"	"0"	"593"	"0"
"185"	"3"	"129"	"11"	"19"	"316"	"32"	"2"	"4"	"3"	"1"	"0"	"7"	"2"	"16"	"0"	"1"	"1"	"2"	"13"	"1"	"3"	"0"	"0"	"434"	"0"	"434"	"0"
"186"	"4"	"130"	"5"	"69"	"120"	"58"	"5"	"4"	"26"	"1"	"1"	"0"	"9"	"20"	"3"	"2"	"0"	"2"	"116"	"3"	"1"	"0"	"1"	"446"	"0"	"446"	"0"
"187"	"5"	"131"	"3"	"47"	"23"	"124"	"42"	"2"	"1"	"6"	"0"	"13"	"0"	"9"	"4"	"4"	"4"	"9"	"49"	"3"	"0"	"4"	"6"	"353"	"0"	"353"	"0"
"188"	"6"	"132"	"28"	"68"	"36"	"52"	"28"	"11"	"42"	"8"	"6"	"9"	"5"	"53"	"16"	"14"	"6"	"12"	"42"	"5"	"6"	"4"	"8"	"459"	"0"	"459"	"0"
"189"	"7"	"133"	"22"	"26"	"3"	"58"	"15"	"3"	"0"	"0"	"2"	"4"	"19"	"89"	"3"	"8"	"0"	"5"	"60"	"7"	"3"	"2"	"3"	"332"	"0"	"332"	"0"
"190"	"8"	"134"	"0"	"42"	"1"	"546"	"9"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"603"	"0"	"603"	"0"
"191"	"9"	"135"	"50"	"152"	"38"	"7"	"1"	"5"	"10"	"1"	"1"	"4"	"9"	"5"	"1"	"13"	"7"	"4"	"19"	"0"	"0"	"0"	"1"	"328"	"0"	"328"	"0"
"192"	"10"	"136"	"5"	"37"	"52"	"24"	"1"	"6"	"9"	"2"	"2"	"4"	"0"	"4"	"1"	"5"	"1"	"8"	"42"	"9"	"8"	"3"	"3"	"226"	"0"	"226"	"0"
"193"	"11"	"137"	"9"	"42"	"13"	"275"	"17"	"5"	"1"	"2"	"1"	"32"	"16"	"44"	"13"	"5"	"10"	"18"	"53"	"6"	"3"	"5"	"6"	"576"	"0"	"576"	"0"
"194"	"12"	"138"	"10"	"87"	"108"	"49"	"10"	"2"	"2"	"1"	"1"	"2"	"1"	"43"	"2"	"8"	"2"	"6"	"115"	"6"	"7"	"1"	"2"	"465"	"0"	"465"	"0"
"195"	"13"	"139"	"3"	"37"	"70"	"11"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"82"	"0"	"8"	"2"	"1"	"6"	"1"	"0"	"2"	"3"	"229"	"0"	"229"	"0"
"196"	"14"	"140"	"8"	"189"	"72"	"16"	"9"	"1"	"6"	"0"	"2"	"0"	"1"	"10"	"8"	"19"	"16"	"13"	"5"	"3"	"1"	"1"	"0"	"380"	"0"	"380"	"0"
"197"	""	"ROUND- 10"	"167"	"939"	"1490"	"1313"	"148"	"46"	"104"	"28"	"29"	"83"	"125"	"445"	"56"	"101"	"59"	"89"	"529"	"51"	"35"	"25"	"36"	"5898"	"0"	"5898"	"0"
"198"	"Place - Nawada
Date -             25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"199"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"200"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"201"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"202"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"203"	"1"	"141"	"3"	"101"	"10"	"97"	"31"	"1"	"1"	"0"	"1"	"3"	"0"	"3"	"3"	"3"	"3"	"4"	"7"	"10"	"3"	"2"	"5"	"291"	"0"	"291"	"0"
"204"	"2"	"142"	"10"	"134"	"48"	"1"	"2"	"4"	"1"	"0"	"2"	"5"	"14"	"45"	"3"	"10"	"3"	"4"	"203"	"8"	"2"	"0"	"2"	"501"	"0"	"501"	"0"
"205"	"3"	"143"	"35"	"17"	"84"	"25"	"6"	"10"	"0"	"1"	"3"	"3"	"19"	"26"	"20"	"4"	"2"	"11"	"82"	"11"	"4"	"5"	"10"	"378"	"0"	"378"	"0"
"206"	"4"	"144"	"5"	"87"	"51"	"12"	"4"	"2"	"2"	"0"	"1"	"0"	"1"	"15"	"6"	"5"	"4"	"11"	"98"	"1"	"0"	"1"	"4"	"310"	"0"	"310"	"0"
"207"	"5"	"145"	"37"	"108"	"49"	"42"	"2"	"2"	"1"	"1"	"0"	"3"	"40"	"3"	"1"	"1"	"2"	"3"	"65"	"4"	"1"	"0"	"2"	"367"	"0"	"367"	"0"
"208"	"6"	"146"	"7"	"3"	"87"	"51"	"5"	"1"	"0"	"1"	"2"	"1"	"12"	"9"	"2"	"5"	"0"	"11"	"28"	"1"	"1"	"1"	"3"	"231"	"0"	"231"	"0"
"209"	"7"	"147"	"11"	"36"	"12"	"29"	"0"	"3"	"2"	"1"	"1"	"3"	"5"	"89"	"5"	"8"	"6"	"5"	"181"	"26"	"6"	"9"	"12"	"450"	"0"	"450"	"0"
"210"	"8"	"148"	"10"	"25"	"12"	"36"	"2"	"2"	"0"	"1"	"1"	"3"	"96"	"3"	"4"	"1"	"1"	"2"	"251"	"0"	"2"	"0"	"3"	"455"	"0"	"455"	"0"
"211"	"9"	"149"	"5"	"38"	"84"	"29"	"6"	"3"	"1"	"5"	"2"	"1"	"14"	"32"	"2"	"5"	"1"	"5"	"56"	"3"	"2"	"1"	"3"	"298"	"0"	"298"	"0"
"212"	"10"	"150"	"5"	"41"	"4"	"135"	"5"	"1"	"0"	"2"	"0"	"0"	"0"	"17"	"2"	"1"	"0"	"0"	"52"	"0"	"0"	"3"	"3"	"271"	"0"	"271"	"0"
"213"	"11"	"151"	"18"	"117"	"70"	"52"	"7"	"1"	"5"	"2"	"2"	"52"	"1"	"2"	"3"	"6"	"5"	"6"	"18"	"4"	"2"	"6"	"8"	"387"	"0"	"387"	"0"
"214"	"12"	"152"	"1"	"13"	"29"	"373"	"8"	"2"	"0"	"0"	"0"	"23"	"1"	"0"	"2"	"1"	"0"	"0"	"6"	"0"	"0"	"1"	"1"	"461"	"0"	"461"	"0"
"215"	"13"	"153"	"11"	"79"	"57"	"50"	"4"	"3"	"0"	"3"	"1"	"17"	"55"	"68"	"6"	"10"	"4"	"16"	"36"	"7"	"0"	"7"	"3"	"437"	"0"	"437"	"0"
"216"	"14"	"154"	"3"	"98"	"7"	"2"	"1"	"1"	"0"	"0"	"0"	"1"	"185"	"0"	"0"	"2"	"0"	"0"	"174"	"1"	"1"	"1"	"1"	"478"	"0"	"478"	"0"
"217"	""	"ROUND- 11"	"161"	"897"	"604"	"934"	"83"	"36"	"13"	"17"	"16"	"115"	"443"	"312"	"59"	"62"	"31"	"78"	"1257"	"76"	"24"	"37"	"60"	"5315"	"0"	"5315"	"0"
"218"	"Place - Nawada
Date -             25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"219"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"220"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"221"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"222"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"223"	"1"	"155"	"12"	"95"	"104"	"21"	"3"	"0"	"1"	"2"	"0"	"6"	"9"	"51"	"4"	"8"	"3"	"3"	"68"	"7"	"5"	"2"	"7"	"411"	"0"	"411"	"0"
"224"	"2"	"156"	"4"	"74"	"4"	"27"	"2"	"6"	"3"	"1"	"2"	"9"	"0"	"60"	"5"	"6"	"3"	"10"	"54"	"6"	"5"	"4"	"2"	"287"	"0"	"287"	"0"
"225"	"3"	"157"	"1"	"31"	"13"	"18"	"3"	"0"	"0"	"0"	"1"	"2"	"5"	"32"	"0"	"4"	"1"	"0"	"7"	"1"	"0"	"0"	"6"	"125"	"0"	"125"	"0"
"226"	"4"	"158"	"4"	"9"	"20"	"15"	"5"	"8"	"3"	"2"	"2"	"4"	"2"	"98"	"4"	"4"	"5"	"18"	"133"	"14"	"5"	"5"	"16"	"376"	"0"	"376"	"0"
"227"	"5"	"159"	"1"	"10"	"2"	"3"	"0"	"1"	"1"	"0"	"0"	"3"	"18"	"0"	"0"	"0"	"0"	"2"	"132"	"1"	"1"	"0"	"0"	"175"	"0"	"175"	"0"
"228"	"6"	"160"	"9"	"24"	"1"	"183"	"6"	"5"	"2"	"0"	"6"	"5"	"4"	"105"	"3"	"7"	"3"	"1"	"19"	"0"	"1"	"2"	"0"	"386"	"0"	"386"	"0"
