state	region	District	VSno	Date	VSname	q1a	q1b	q1c	q1d	q1e	q1f	q1g	q1h	q1i	q1j	q1k	q2	q3	q4	q5a1	q5b1	q5c1	q5d1	q5e1	q5a2	q5b2	q5c2	q5d2	q5e2	c1	c2	c3	c4	c5	c6	c6b	c7	c8	c9	c10	c11a	c11b	c11c	c11d	c11e	c11f	c11g	c11h	c11i	c11j	c12	c13	c14	c15	c16	c17	c18
Bihar	MITHLANCHAL	MUZAFFARPUR 	96	10.4.2010  5:08:05 PM	Baruraj 	1	2	1	1	1	1	2	1	1	1	1	2	17	5	5	10	0	0	0	0	5	5	10	5	1	39	5	3	4	4	RAJPOOT	6	6	6	6	10	10	5	10	7	5	5	5	10	5	1	1	2	4	9	1	3
Bihar	PATNA	PATNA	184	10.5.2010  9:20:03 AM	Patna Sahib 	1		1	2		1	1	1	2	2	1	1	11	4	7	6	9	9		3	3	4	3		1	21	5	1	5	4	KAYASTHYA		2		1	7	5	5	6	6	7	8	3	5	5		1	4	0	14	3	1
Bihar	BHOJPUR	SIWAN	111	10.4.2010  2:27:39 PM	Goriakothi 	1	1	1	3	1	2	1	2	1	3	2	6	17	3	0	0	0	10	0	10	10	10	9	10	1	40	6	7	5	3	Yadav	4	4	4	4	5	5		5	0	3	3	5	0	10	2	0	4	4		0	3
Bihar	MITHLANCHAL	DARBHANGA	80	10.4.2010  12:21:47 PM	Benipur 	1	2	1	3	2	1	3	1	1	3	1	0	12	1	4	1	5	2	4	6	10	5	9	8	1	34	5	6	4	1	bantar	2		2	4	5	8	3	8	3	3	3	4	4	6	1	0	2	4	9	1	3
Bihar	MITHLANCHAL	MADHUBANI 	33	10.4.2010  5:20:15 PM	Khajauli 	1	1	1	1	1	1	1	1	1	1	1	4	11	0	10	4				0	7				1	40	2	3	0	3	Dhobi	7	1	1		10	10				10	10	0	10	10	1	0	2	0	9	3	3
Bihar	BHOJPUR	BHOJPUR	194	10.4.2010  11:50:16 AM	Arrah 	1	1	2	1	1	1	1	2	1	1	1	2	11	4	5	9	8	8	6	4	6	6	6	6	1	30	6	8	4	4	RAJPOOT	1	1	1	1	6	0	10	9	10	8	5	0	8	8	2	1	2	8		2	1
Bihar	MITHLANCHAL	MUZAFFARPUR 	97	10.4.2010  5:07:03 PM	Paroo 	2	2	1	3	1	2	3	3	3	3	2	1	18	5	3	0	2	2	3	3	4	2	2	5	1	57	5	4	2	4	Bhumihar	2	6	2	6	8	8	2	10	3	4	4	2	2	3	2	0	2	6	4	1	3
Bihar	MITHLANCHAL	VAISHALI 	125	10.4.2010  10:41:54 AM	Vaishali 	1	1	1	1	1	2	3	2	3	2	2	4	11	5	10	8	10	8	10	0	3	3	6	5	1	28	3	8	2	5	Muslim	2	2		2	4	2	5	2	1	8	10	0	4	0	2	0	2	1	3	6	3
Bihar	PATNA	PATNA	188	10.4.2010  1:12:38 PM	Phulwari (SC) 	1	3	3	1	2	1	1	1	1	3	1	1	11	4	8	7	8	8	8	0	0	0	0	4	1	35	5	8	3	4	Bhumihar	1	1	1	1	6	6	7		6	8	8	0	6	6	1	1	2	7	3	3	2
Bihar	MITHLANCHAL	BEGUSARAI 	146	10.4.2010  5:24:50 PM	Begusarai 	1	1	3	1	1	1	1	1	2	1	1	5	11	4	8	4	5	5	4	2	8	5	5	7	1	26	4	7	4	4	Bhumihar	2	2	2	2	7	6	4	5	9	8	8	3	6	8	1	1	2	1	3	7	1
Bihar	MITHLANCHAL	BEGUSARAI 	146	10.4.2010  5:24:50 PM	Begusarai 		1	3	1	1	1	1	1	1	2	2	0	0	0	10	10		10			5		10		1	26	2	9	2	1	paswan		5	5	5	10	10	10	5	5	5	6	8	10	5	1	0	4	1	99	0	3
Bihar	MITHLANCHAL	VAISHALI 	130	10.4.2010  10:44:42 AM	Patepur (SC) 	1	2	2	1	1	1	3	2	1	3	1	2	12	6	8	10	10	8	7	5	2	0	8	8	1	36	5	3	2	5	Muslim	4		4	6	8	9	7	5	0	0	0	8	2	8	2	0	2	0	1	6	3
Bihar	MITHLANCHAL	SAHARSA	76	10.6.2010  2:08:54 PM	Simri Bakhtiarpur 	1	1	1	1	1	1	1	3	1	1	1	1	11	5	9	8	5	5	5	0	0	0	0	0	1	35	4	3	4	1	chamar	2	2	2	2	6	8	9	10	5	10	10	0	9	8	1	1	2	6	8	3	2
Bihar	MITHLANCHAL	SAMASTIPUR	137	10.4.2010  3:31:28 PM	Mohiuddinnagar 	1	1	1	3	1	1	1	1	1	1	1	4	11	4	10	10	10	10	5	5	5	0	0	10	1	34	3	7	3	3	Yadav	4	2	2	2	5	5	8	8	8	10	10	0	10	0	1	1	2	6		3	3
Bihar	MITHLANCHAL	MUZAFFARPUR 	94	10.4.2010  11:56:48 AM	Muzaffarpur 	1	1	3	1	1	1	1	1	2	1	1	4	11	0	10	6	10	10	8	8	6	10	10	10	2	24	3	2	4	5	Muslim	4	4			5	8	8	8	5	7	9	9	9	9	3	1	2	0	3	7	1
Bihar	PATNA	PATNA	191	10.4.2010  5:29:18 PM	Bikram 	1	3	1	1	1	1	1	1	1	1	1	4	11	4	8	5	8	8	6	1	10	5	5	4	1	27	4	8	2	4	swarnsard	1	6	1	1	5	5	5		8	8	8	1	0	1	1	0	2	6	9	3	1
Bihar	#N/A	#N/A	#N/A	#N/A	#N/A	1	1	1	1	1	1	1	1	1	1	1	4	11	4	--	--	--	--	--	--	--	--	--	--	1	65	2	8	4	3	BANIYA	2	2	2	2	8						--	--	--	--	1	1	2	0		0	--
Bihar	MITHLANCHAL	BEGUSARAI 	146	10.4.2010  5:24:50 PM	Begusarai 	1	1	2	1	1	1	1	1	1	1	1	1	11	0	10	7	8	10	9	5	8	5	7	8	1	18	4	1	3	3	Kurmi 		2		2				6	7	10	10	8	7	4	1	1	2	0	9	0	1
Bihar	MITHLANCHAL	MUZAFFARPUR 	97	10.4.2010  5:07:03 PM	Paroo 	1		1	1	1	1	3		3	3	1	1	11	4	10	8	10	7	7	0	0	0	0	1	1	50	5	8	2	4	Bhumihar	1	6	2		5	6	10	5	8	8	10	0	3	0	1	0	2	7	8	2	3
Bihar	MAGADH	BHAGALPUR 	156	10.4.2010  12:33:58 PM	Bhagalpur 	1	1	1	1	1	1	1	1	1	3	1	4	11	0	10	5		7			1		2		1	35	3	8	5	3	KUSWAHA	1	1	1	1	5	5	5			6	6	2			1	1	2	0	9	2	3
Bihar	MAGADH	BHAGALPUR 	156	10.4.2010  12:33:58 PM	Bhagalpur 	1	1	1	1	1	1	1	1	1	3	1	4	11	0	10	5		7			1		2		1	35	3	8	5	3	KUSWAHA	1	1	1	1	5	5	5			6	6	2			1	1	2	0	9	2	3
Bihar	MAGADH	JAMUI 	240	10.4.2010  12:03:48 PM	Sikandra (SC) 	1	2	2	1	1	1	2	2	1	2	1	1	11	4	6	5	7	8	8	5	6	7	8	8	1	48	5	3	1	3	Yadav	5	4	4	4	8	9	8	9	7	8	7	7	6		1	3	1	1	8	6	3
Bihar	MITHLANCHAL	VAISHALI 	129	10.4.2010  11:33:22 AM	Mahnar 	1	2	2	1	1	1	3	2	3	2	1	1	11	0	10	7	10	10	7	4	4	0	0	5	1	45	3	0	4	3	KATHVECHOPAL	4	7	2	2	0	10	7	3	4	10	10	0	8	1	1	0	2	6	3	3	3
Bihar	BHOJPUR	KAIMUR (BHABUA)	205	10.4.2010  6:09:08 PM	Bhabua 	1	1	2	1	1	1	3	1	1	3	1	4	12	4	10	5	8	7	10	5	10	6	5	6	1	37	5	8	5	5	Muslim	4	2	4	6	10	8	6	10	8	10	10	6	6	4	1	1	2	5		3	1
Bihar	MITHLANCHAL	SAMASTIPUR	135	10.4.2010  11:06:38 AM	Morwa 	1	1	1	1	1	1	1	1	1	3	1	1	15	3	5	5	8	0	4	0	10	2	4	1	1	26	5	6	5	1	paswan	4	5	4	4	9	9	5	0	7	8	5	2	0	8	1	1	2	9		5	3
Bihar	PATNA	NALANDA 	174	10.4.2010  10:48:37 AM	Islampur 	1	1	1	1	1	1	1	2	1	1	1	4	11	4	10	8	8	10	10	0	0	6	2	2	1	45	7	7	7	3	Kurmi 	2	2	2	2	6	4	4	3	4	8	8	0	6	4	1	1	2	8	9	3	2
Bihar	PATNA	PATNA	184	10.5.2010  9:20:03 AM	Patna Sahib 	1	1	1	1	1	1	1	1	1	1	1	1	11	4	10	10	10	10	10	0	8	7	7	10	1	24	7	8	3	4	RAJPOOT	1	4	1	1	5	5	7	4	6	10	10	0	10	8	1	1	2	8	4	3	1
Bihar	MITHLANCHAL	KATIHAR 	67	10.5.2010  10:36:18 AM	Manihari (ST) 	3	1	2	1	1	1	1	1	1	1	2	4	11	4	9	0	10	6	5	1	10	8	4	5	1	23	4	1	3	4	RAJPOOT	1	1	1	1	8	5	5	4	3	7	6	3	4	3	1	0	2	0		7	3
Bihar	MITHLANCHAL	SAMASTIPUR	139	10.4.2010  6:04:00 PM	Rosera (SC) 	1	1	1	1	1	3	2	1	3	3	3	0	12	3	0	0	0	0	0	10	10	10	10	10	1	55	4	7	3	5	Muslim		4			0	0	3	0	0	0	1	10	0	0	3	1	3	--	3	4	3
Bihar	MITHLANCHAL	SAMASTIPUR	137	10.4.2010  3:31:28 PM	Mohiuddinnagar 	1	3	1	1	1	1	1	2	2	3		0	12	1	5	5	3	3	2	8	10	2	2	0	1	24	4	1	1	1	paswan	4	4	4	4	4	5		3	5	2	3	1		0	3	3	1	0	3	1	3
Bihar	PATNA	NALANDA 	174	10.4.2010  10:48:37 AM	Islampur 	1	1	2	1	1	1	1	1	1	2	1	4	11	5	10	9	6	6	7		6	2	3	2	1	35	7	7	4	3	Kurmi 	2	2	2	2	8	8	6			6	9		9	0	1	1	2	1	12	3	1
Bihar	MITHLANCHAL	KATIHAR 	63	10.4.2010  2:26:48 PM	Katihar 	1	3	3	3	1	1	1	3	3	1	1	1	12	0	5	4	4	4	4	6	6	6	6	6	1	55	3	3	2	5	Muslim	4	7	4	4	7	9	8	9	5	7	4	6	4	3	1	1	2	0	8	7	3
Bihar	MITHLANCHAL	MUZAFFARPUR 	98	10.6.2010  11:13:44 AM	Sahebganj 	1	1	1	1	1	1	1		1		1	1	11	5	10		9	9		7	8	8	9	7	1	30	4	8	6	4	Brahmin	2	2	2		9	9		8	7	9	9	7	9	9	1	1	2	0	3	3	3
Bihar	PATNA	NALANDA 	174	10.4.2010  10:48:37 AM	Islampur 	1	1	1	1	1	1	1	1	1	1	1	0	11	4	10	8	10	10	7	0	2	0	0	0	1	59	5	6	4	3	ob		2		2	5	5	9	8	8	8	10	0	8	8	1	1	2	1	99	6	3
Bihar	MITHLANCHAL	KISHANGANJ	53	10.6.2010  2:11:54 PM	Thakurganj 	1	1	1	1	1	1	1		1	1	1	1	12	0	1	1	4	1	5	9	8	8	5	10	--	30	1	3	1	3	Yadav	4		4		1	2	5	1	3	2	2	1	4	4		1		1		0	3
Bihar	BHOJPUR	Rohtas 	213	10.4.2010  10:40:48 AM	Karakat 	1	2	1	1	1	1	3	1	1	2	1	4	11	4	6	6	8	6	6	5	8	6	6	7	1	42	4	3	2	4	Brahmin	2	2	4	6	9	10	8	10	7	7	8	6	0	6	1	1	2	9	9	3	3
Bihar	MITHLANCHAL	SAHARSA	76	10.6.2010  2:08:54 PM	Simri Bakhtiarpur 	1	1	1	1	1	1	1	1	1	1	1	4	11	4	10	6	7	7	7	7	10	7	7	7	1	25	4	8	4	4	RAJPOOT	2	2	2	2	7	7	6	6	8	10	10	5	0	0	1	1	2	7	9	3	3
Bihar	MITHLANCHAL	BEGUSARAI 	146	10.4.2010  5:24:50 PM	Begusarai 	1	1	1	3	2	1	3	1	2	3	1	4	11	4	9	5	3	3	4	0	5	4	4	4	1	40	5	8	3	3	Kurmi 	2		2	1	0	0	10	10		6	7	0	0	0	2	1	2	0	99	6	1
Bihar	MITHLANCHAL	MADHUBANI 	33	10.4.2010  5:20:15 PM	Khajauli 	1	1	1	1	1	1	1	1	1	1	1	4	11	4	10	8	8	10	10		2	2			1	40	6	7	0	3	KUSWAHA	1	6	2		4	10	4	4	6	8	10	0	8	8	1	1	2	0	14	3	3
Bihar	#N/A	DARBHANGA		#N/A	<--Select-->	3	3	1	3	3	3	3	3	3		3	0	11	5	10	10	10	10	5	8	10	10	10	4	1	32	2	9	2	3	Malah	2	2			5	10		10		10	10	0	0	5	1	0	2	1	99	3	3
Bihar	BHOJPUR	PURVI CHAMPARAN 	15	10.4.2010  5:01:22 PM	Kesaria 	1	1	1	1	1	1	1	1	1	1	1	1	11	5	10	8	10	10	10	0	10	0	0	8	1	30	4	0	2	4	RAJPOOT	1	1	1	1	10	10	9	10	8	10	10	8	10	8	1	1	2	2	99	3	3
Bihar	MAGADH	BHAGALPUR 	154	10.5.2010  10:23:31 AM	Pirpainti (SC) 	2	2	3	1	1	2	3	1	1	3	1	1	11	1	5	0	5	8	2	6	5	7	5	5	1	31	2	7	2	3	Yadav	4	2	4	1	6	6	4	5		5	5		7	5	1	1	2	6	3	7	3
Bihar	MITHLANCHAL	VAISHALI 	125	10.4.2010  10:41:54 AM	Vaishali 	1	1	1	1	1	1	1	1	1	1	1	4	11	4	10	10	10	10	10	0	0	0	0	0	1	33	3	3	5	3	Kurmi 	2	2	1	1	10	10		10	10	10	10	10			1	1	2	8	3	3	3
Bihar	PATNA	PATNA	184	10.5.2010  9:20:03 AM	Patna Sahib 	1		1	1	1	1	2	2	1	2	1	1	11	5	7	7	7	7	7	5	6	6	6	6	1	58	6	6	6	4	Brahmin		2		6	8	8	7	8	7	8	8	6		6	1	0	2	0		3	1
Bihar	MITHLANCHAL	PURNIA	57	10.4.2010  11:55:05 AM	Baisi 	1	3	1	1	1	1	1	1	1	1	1	1	11	1	6	7	8	8	8	5	6	7	7	7	1	38	4	3	3	5	Muslim	7	6	2	6	6	8	5	6	5	7	8	6	6	3	1	1	2	6	3	7	3
Bihar	PATNA	PATNA	186	10.4.2010  12:02:53 PM	Danapur 	1	1	1	1	1	1	3	1	1	1	1	4	11	4	10	10	6	9	8	8	10	7	7	9	1	27	5	1	2	4	RAJPOOT	2	2	2	6	8	8	5	7	10	10	10	0	2	7	1	1	1	7	1	3	3
Bihar	MITHLANCHAL	MUZAFFARPUR 	88	10.4.2010  10:54:43 AM	Gaighat 	1	1	1	1	1	1	1	1	1	1	1	4	12	4	1	5	1	1	4	2	2	5	2	1	1	35	2	3	1	3	kanu	2	1	2	1	1	1	3	2	4	5	5		0	5	1	1	2	4	3	1	3
Bihar	PATNA	PATNA	184	10.5.2010  9:20:03 AM	Patna Sahib 	1	1	1	1	1	1	1	1	1	1	1	0	11	0	10	8	8	9	7	3	6	3	3	3	1	34	2	3	2	5	Muslim		2	4	2	8	9		8	7	8	10	4	4	4	1	1	2	0	9	3	3
Bihar	MITHLANCHAL	SAMASTIPUR	134	10.6.2010  5:05:08 PM	Ujiarpur 	1	2	1	1	1	1	1	1	1	1	1	4	11	5	10	5	10	10	5	2	10	5	5	5	1	32	3	8	4	3	KUSWAHA	4	2		2	8	7		8		10	10	5	5	10	1	1	2	1	9	1	3
Bihar	PATNA	PATNA	183	10.6.2010  5:16:50 PM	Kumhrar 	1	1	1	1	1	1	1	1	1	1	2	4	11	4	8	5	7	8	0	4	6	7	6	0	1	32	5	7	5	4	KAYASTHYA	2	2	1	2	7	5	5	5	5	8	8	0	2	2	1	0	2	3	9	0	1
Bihar	PATNA	PATNA	184	10.5.2010  9:20:03 AM	Patna Sahib 	1	1	1	1	1	1			1	1	1	1	11	4	9	10	8	5	5	5	2	9	2	8	2	19	4	1	2	4	RAJPOOT		1		1	--	--	--	--	--	5	9				1	1	2	0	--	--	1
Bihar	PATNA	Nalanda  	176	10.6.2010  2:10:31 PM	Nalanda 	1	1	1	1	1	1	1	2	2	3	1	4	11	4	10	10	10	10	5		0	5	5	5	1	42	3	3	2	3	Kurmi 	1	2	2	2	0	0	8	4	6	9	9	4	7	10	1	1	2	8	4	2	3
Bihar	MITHLANCHAL	ARARIA	51	10.4.2010  2:21:59 PM	Sikti 	2	2	2	1	2	1	1	3	2	3	2	0	11	5	8	7	6	9	8	5	8	9	9	0	1	31	5	7	4	3	Malah	2	2	6		7	8		9	7	10	9	9	6	0	1	1	2	6	3	0	1
Bihar	MITHLANCHAL	PURNIA	57	10.4.2010  11:55:05 AM	Baisi 	1	1	1	1	1	1	1	1	1	1	1	4	11	5	6	5	7	10	8	2	3	4	0	10	1	35	2	7	2	5	Muslim	2	2	2	2	5	1	1	2	0	5	6	2	1	1	1	1	2	6		3	3
Bihar	BHOJPUR	BHOJPUR	194	10.4.2010  11:50:16 AM	Pero	1	1	1	1	1	1	1	1	1	1	1	0	11	4	9	2	7	5	3	5	10	6	4	4	1	30	1	9	2	4	RAJPOOT	2		2		8	6	5	8	9	8	9	7	8	5	2	1	2	0	4	7	1
Bihar	MITHLANCHAL	VAISHALI 	127	10.5.2010  10:57:02 AM	Raja Pakar (SC) 	1	1	1	1	1	1	1	1	3	1	1	4	11	5	10		10	5	10	5	8	8	5	5	1	34	4	7	2	3	maali	5	2	2		10	10	8	10	8	10	8	2	2	0	1	0	2	1	99	6	3
Bihar	MITHLANCHAL	BEGUSARAI 	141	10.5.2010  9:57:18 AM	Cheria Bariarpur 	1	3	1	1	1	1	1	1	1	1	1	1	0	5	6	5	7	8	7	5	6	6	6	8	1	30	7	7	2	3	saudi	5	5	2		8	9		9	6	9	9	7		8	1	1	2	1	9	4	3
Bihar	MITHLANCHAL	VAISHALI 	127	10.5.2010  10:57:02 AM	Raja Pakar (SC) 	1	1	1	1	1	1	1	1	1	1	1	2	11	4	7	8	8	9	6	5	8	8	8	6	1	47	5	6	5	1	chamar	2	2	2	2	7	6	5	8	4	7	7	0	2	0	1	1	2	1	9	3	3
Bihar	MITHLANCHAL	SAMASTIPUR	133	10.5.2010  9:32:38 AM	Samastipur 	1	3	1	1	1	1	1	1	1	1	1	1	11	5	8	3	8	10	6	2	6	3	5	6	1	38	5	8	5	4	Bhumihar	2	6	2	6	8	10	8	10	8	8	5	2	0	0	1	1	2	1	9	1	3
Bihar	BHOJPUR	GOPALGANJ 	100	10.4.2010  3:54:53 PM	Barauli 	1	2	3	1	2	1	3	2	1	3	1	1	0	5	4	4	5	6	5	2	3	6	6	5	2	26	7	7	6	5	Muslim	4	6	1	6	8	8	6	8	7	4	4	2	3	1	1	1	2	5	1	1	2
Bihar	BHOJPUR	PURVI CHAMPARAN 	10	10.5.2010  11:20:29 AM	Raxaul 	1	2	1	1	2	1	1	2	2	3	3	0	11	4	8	10	8	10	10		10	10	8	8	1	32	1	7	2	3	viskarma	2	2	2	2	10	10	8	8	10	10	10	8	8	10	2	2	1	0	8	0	3
Bihar	MITHLANCHAL	KATIHAR 	68	10.5.2010  10:14:20 AM	Barari 	1	2	2	2	1	1	2	1	1	2	1	4	0	1	6	6	8	10	8	5	6	8	8	6	1	21	2	3	2	3	chorshiya	2				5	6	4	6	4	7	7	7	6	5	1	2	2	1	4	3	3
Bihar	MITHLANCHAL	KATIHAR 	63	10.4.2010  2:26:48 PM	Katihar 	1		1	1	1	1		2	1	1	1	1	0	0	10	9	9	9		8	10	9	9		1	21	2	7	2	5	Muslim		2		2	9	10	8	8	10	9	10	9	9	8	1	1	4	7	4	7	1
Bihar	MITHLANCHAL	SAMASTIPUR	133	10.5.2010  9:32:38 AM	Samastipur 	1	1	2	1	1	1	1	2	1	3	1	4	11	4	9		7	5		0		3	5		1	55	6	7	7	3	KUSWAHA		2			10	10	8	10	7	8	8	0	7	7	1	1	2	0	9	3	1
Bihar	MAGADH	Lakhisarai 	168	10.4.2010  2:23:02 PM	Lakhisarai 	1	1	1	1	1	1	1	1	1	1	1	4	11	4	7	7	8	8	9	3	4	3	3	2	1	51	7	6	5	3	BANIYA	1	2	2	2	5	5	5	7	4	6	6	0	0	4	1	1	2	9	12	2	1
Bihar	BHOJPUR	Buxar  	200	10.4.2010  12:13:24 PM	Buxar 	1	1	1	1	1	1	1	1	1	1	1	--	11	5	8	7	8	10	8	5	9	7	6	8	1	18	4	1	5	3	Yadav	2	2	1	4	9	9	7	8	3	9	9	6	10	5	1	1	2	6	14	3	1
Bihar	BHOJPUR	SARAN	114	10.5.2010  10:17:59 AM	Manjhi 	1	1	3	1	1	1	1	1	1	1	1	2	11	0											1	55	2	9	2	3	Malah	2	2		1											1	1	2	0	3	3	3
Bihar	MITHLANCHAL	ARARIA	51	10.4.2010  2:21:59 PM	Sikti 	1	2	1	3	3	1	1	1	1	1	1	4	11	4	8	6	7	7	6	4	6	5	5	4	1	39	7	7	5	4	Brahmin	2	2	6	6	8	8	4	7	6	8	8	4	5	2	1	1	2	6	14	3	1
Bihar	MITHLANCHAL	MADHUBANI 	31	10.4.2010  11:33:29 AM	Harlakhi 	1	3	1	1	1	1	1	2	1	1	1	2	11	4	7	5	8	8	5	5	8	7	6	6	1	40	4	8	3	3	KUSWAHA	1	4	1		8	8	6	8	7	8	8	6	6	7	1	1	2	1	4	3	3
Bihar	BHOJPUR	BUXAR 	200	10.4.2010  12:13:24 PM	Buxar 	1	1	1	1	1	1	1	1	1	1	1	1	11	0	10		10	10	10	0	0	0	0	0	1	45	4	8	2	3	viskarma	1		1		--	--	--	--	--	--	--	--	--	--	--	--	--	0	8	6	1
Bihar	BHOJPUR	GOPALGANJ 	104	10.4.2010  11:25:34 AM	Hathua 	1	1	1	1	1	1	1	1	1	1	1	1	11	0	10	6	7	10		8	8	8	8		1	50	4	1	1	3	Kurmi 	2				10	10		10	10	10	10	10	10	10	1	0	2	0	9	0	3
Bihar	BHOJPUR	SIWAN	108	10.4.2010  2:17:14 PM	Raghunathpur 	1	2	1	1	1	1	1	1	1	1	1	4	11	5	7	8	8		5	0	0	0	0	0	1	58	5	8	2	4	Brahmin	6	6	6	6	10	10	0	10	8	8	8	0	8	0	1	1	2	0		0	3
Bihar	MITHLANCHAL	PURNIA	60	10.4.2010  1:33:15 PM	Rupauli 	1	1	1	1	1	1	1	1	1	1	1	4	11	0	10	10	10	10	10	0	0	0	0	0	1	18	4	1	2	3	Shah	2		2		10	10	10	10	10	10	10	0	10	10	1	1	2	1	9	0	3
Bihar	MITHLANCHAL	SAHARSA	75	10.4.2010  12:43:11 PM	Saharsa 	1	2	1	1	1	1	2	1	1	2	1	4	11	4	6	5	5	5	5	5	7	6	6	5	1	45	6	8	5	4	KAYASTHYA	1		2	2	4	5	5	5	6	6	6	1	5	5	1	0	2	8	8	0	1
Bihar	MITHLANCHAL	SUPAUL	41	10.4.2010  3:20:16 PM	Nirmali 	1	1	3	1	3	1	1	1	3	3	1	2	12	4	10	7	10	8		0	10	5	1		1	52	4	0	1	3	Kalwar	2	6	6	6	8	7	4	10	6	8	10	0	5	0	1	1	1	0	3	3	3
Bihar	MITHLANCHAL	PURNIA	60	10.4.2010  1:33:15 PM	Rupauli 	1	1	3	1	3	1	1	3	2	1	3	0	11	0	8	7	10	10	5	2	3	10	4	5	1	18	3	1	1	3	Malah	2	2	2	2	10	10	0	5	8	9	10	5	7	10	1	0	4	1	4	0	3
Bihar	MITHLANCHAL	VAISHALI 	125	10.4.2010  10:41:54 AM	Vaishali 	1	1	1	1	1	1	3	1	1	1	1	2	11	5	10	8	10	10	8	7	6	9	8	7	1	40	5	6	1	4	Upper caste	6	1	1	1	10	10	10	10	8	10	10	5	10	8	1	1	2	1	4	5	3
Bihar	MITHLANCHAL	ARARIA	49	10.4.2010  2:08:43 AM	Araria 	1	1	1	1	1	1	1	1	1	1	1	4	11	4	10	6	10	10	10	0	8	2	0	0	1	28	5	7	5	4	Brahmin	1	1	1	6	10	10	8	10	8	10	10	0	0	0	1	1	2	1	3	3	3
Bihar	#N/A	PATNA		#N/A	<--Select-->	1	1	2	1	1	2	1	1	1	1	1	0	14	4	6	6	7	7	6	2	4	5	5	6	2	20	5	1	6	4	BANVAL		2		1	6	6		6		7	7	4	2	2	1	1	2	3	1	3	1
Bihar	BHOJPUR	ROHTAS 	207	10.4.2010  11:55:04 AM	Chenari (SC) 	1	2	2	1	1	1	1	1	1	3	1	1	11	4	5		8	5		0	7	7	4		1	55	3	8	2	3	viskarma	2	2	6	6	8	8		8	6	7	8	5	7	5	3	0	4	0	3	7	2
Bihar	PATNA	PATNA	186	10.4.2010  12:02:53 PM	Danapur 	1	1	1	1	1	1	1	1	1	3	1	4	11	4	10	10	10	10		10	10	10	10		1	30	4	7	4	3	BANIYA	2	2	2	2	0	10	10	10	10	10	10		10	10	1	1	2	0	99	3	3
Bihar	MAGADH	Purvi Champaran	165	10.4.2010  2:31:43 PM	Motihari	1	1	1	1	1	1	1	1	1	2	1	1	11	0	8	5	6	8		1	3	2	6		2	21	5	1	0	3	BANIYA		1			--	--	--	--	--	--	--	--	--	--	2	3	--	--	--	--	--
Bihar	MITHLANCHAL	Sitamarhi 	24	10.5.2010  11:20:22 AM	Bathnaha (SC) 	1	3	3	1	1	1	1	1	1	1	1	4	11	5	10	10	10	10	5	0	1	0	0	0	1	22	2	8	2	4	RAJPOOT	2	2	4		10	10	5	5	10	5	10	0	5	5	1	1	2	0	9	3	3
Bihar	MITHLANCHAL	SHEOHAR	22	10.5.2010  10:40:17 AM	Sheohar 	1	2	1	1	1	1	2	1	1	3	1	1	14	4	10	8	10	10	4	0	4	0	3	10	1	42	5	0	2	3	BANIYA	2	2	1	1	5	5	9	4	10	10	10	0	10	0	1	1	2	6		3	2
Bihar	BHOJPUR	SIWAN	111	10.4.2010  2:27:39 PM	Goriakothi 	1	2	2	1	1	1	1	1	1	1	1	4	11	4	10		8	10			10	2	2	2	1	36	2	3	2	3	KUSWAHA	4	2			6	10		4		10	10		4		1	0	2	0	9	0	3
Bihar	MITHLANCHAL	KATIHAR 	68	10.5.2010  10:14:20 AM	Barari 	1	1	1	1	1	1	3	1	1	1	1	4	11	4	10	10	8	8	6	8	8	7	9	9	1	26	6	8	2	3	Yadav	1	4	5	4	9	10	8	10	5	6	9	8	5	5	2	2	1	6	3	3	2
Bihar	MAGADH	NAWADA 	237	10.4.2010  12:00:44 PM	Nawada 	1	2	2	3	1	1	3	1	2	3	1	1	11	1	10	10	5	5	0	10	10	10	10	5	1	33	5	6	4	3	Yadav		4		6	5	5	5	8	0	5	10	10	5	5	1	1	2	0	3	7	1
Bihar	BHOJPUR	SARAN	122	10.5.2010  10:48:43 AM	Sonepur 	1	2	2	3	3	2	2	2	3	3	3	1	16	0			5	5			8	5	5	5	1	42	4	6	4	3	Yadav	2		2	2	7	7		3	0	5	5	0	5	5	2	0	4	1	14	3	3
Bihar	MAGADH	BHAGALPUR 	152	10.5.2010  10:48:47 AM	Bihpur 	1	1	3	1	1	1	1	1	2	2	1	1	11	4	10		10	0		5		5	0	8	1	28	3	8	0	3	HALVAI	2		2			5		5		6	6	0	5	4	3	0	4	0	3	7	3
Bihar	PATNA	PATNA	185	10.5.2010  10:50:39 AM	Fatuha 	1	3	1	1	2	1	1	1	1	1	1	4	11	4	10	9	4	4	6	0	10	1	3	3	1	34	4	3	1	3	Kurmi 	2	2	1	1	4	4	1	1	3	7	3	1	1	4	1	1	2	7	3	3	1
Bihar	MITHLANCHAL	ARARIA	49	10.4.2010  2:08:43 AM	Araria 	1	1	1	1	1	1	1	1	1	1	1	4	11	5	10	2	8	10	3	0	5	2	0	5	1	46	7	8	5	4	Brahmin	1	1	6	6	7	10	6	9	6	10	10	5	5	6	1	1	2	9	3	3	3
Bihar	PATNA	PATNA	184	10.5.2010  9:20:03 AM	Patna Sahib 	1	3	3	1	1	1	1	2	2	1	1	1	11	7	6	5	8	8	4	6	8	6	7	6	1	27	5	1	3	3	Yadav	4		2		9	7		10	5	8			4	5	1	1	2	0		1	3
