"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"
"218"	"175"	"224"	"1"	"18"	"9"	"0"	"0"	"0"	"0"	"2"	"254"	"-"	"254"	"-"
"219"	"176"	"292"	"8"	"12"	"5"	"0"	"0"	"2"	"0"	"2"	"321"	"-"	"321"	"-"
"220"	"177"	"101"	"53"	"144"	"154"	"13"	"7"	"9"	"15"	"17"	"513"	"-"	"513"	"-"
"221"	"178"	"12"	"36"	"169"	"130"	"6"	"2"	"2"	"1"	"7"	"365"	"-"	"365"	"-"
"222"	"179"	"71"	"23"	"114"	"113"	"4"	"0"	"5"	"1"	"7"	"338"	"-"	"338"	"-"
"223"	"180"	"98"	"146"	"205"	"104"	"5"	"5"	"5"	"5"	"2"	"575"	"-"	"575"	"-"
"224"	"181"	"259"	"10"	"39"	"3"	"4"	"0"	"2"	"5"	"13"	"335"	"-"	"335"	"-"
"225"	"182"	"302"	"24"	"59"	"5"	"5"	"4"	"1"	"1"	"3"	"404"	"-"	"404"	"-"
"226"	"183"	"371"	"26"	"69"	"32"	"5"	"3"	"5"	"4"	"4"	"519"	"-"	"519"	"-"
"227"	"184"	"22"	"17"	"206"	"132"	"11"	"8"	"2"	"9"	"12"	"419"	"-"	"419"	"-"
"228"	"184A"	"29"	"16"	"141"	"168"	"5"	"2"	"9"	"10"	"18"	"398"	"-"	"398"	"-"
"229"	"185"	"32"	"79"	"81"	"6"	"14"	"5"	"7"	"3"	"5"	"232"	"-"	"232"	"-"
"230"	"186"	"215"	"44"	"82"	"155"	"10"	"3"	"4"	"4"	"7"	"524"	"-"	"524"	"-"
"231"	"187"	"247"	"36"	"211"	"7"	"2"	"4"	"4"	"2"	"5"	"518"	"-"	"518"	"-"
"232"	"188"	"194"	"24"	"110"	"78"	"8"	"3"	"1"	"6"	"17"	"441"	"-"	"441"	"-"
"233"	"189"	"11"	"131"	"145"	"124"	"11"	"4"	"3"	"9"	"9"	"447"	"-"	"447"	"-"
"234"	"190"	"231"	"71"	"121"	"74"	"11"	"1"	"5"	"1"	"4"	"519"	"-"	"519"	"-"
"235"	"191"	"28"	"134"	"139"	"153"	"18"	"3"	"27"	"6"	"8"	"516"	"-"	"516"	"-"
"236"	"192"	"36"	"101"	"304"	"152"	"5"	"1"	"5"	"13"	"12"	"629"	"-"	"629"	"-"
"237"	"193"	"29"	"41"	"181"	"87"	"26"	"0"	"25"	"7"	"12"	"408"	"-"	"408"	"-"
"238"	"193A"	"46"	"24"	"99"	"87"	"15"	"2"	"90"	"4"	"6"	"373"	"-"	"373"	"-"
"239"	"194"	"42"	"48"	"102"	"83"	"26"	"1"	"32"	"9"	"13"	"356"	"-"	"356"	"-"
"240"	"194A"	"26"	"69"	"63"	"84"	"15"	"2"	"5"	"6"	"5"	"275"	"-"	"275"	"-"
"241"	"195"	"62"	"19"	"22"	"95"	"38"	"5"	"26"	"2"	"5"	"274"	"-"	"274"	"-"
"242"	"195A"	"18"	"86"	"57"	"32"	"65"	"7"	"48"	"8"	"15"	"336"	"-"	"336"	"-"
"243"	"Serial  No of Polling Station"	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	"Total of Vaild Votes"	"No. of Rejected Votes"	"Total"	"No. of Tendered Votes"
"244"	""	"Amzad Hussain Anwar"	"Mahendra Singh Yadav"	"Dr. Ram Chandra Purvey"	"Ram Naresh Prasad Yadav"	"Moimuddin Ansari"	"Jagdish Mahto"	"Ram Jeewan Prasad"	"Vidhan Chand Rai"	"Sarfuddin Ahmad"	""	""	""	""
"245"	"Total"	"23537"	"10637"	"35843"	"13952"	"2007"	"864"	"8205"	"1504"	"2542"	"99091"	"-"	"99091"	"-"
"246"	"Total No. of Valid Votes recorded on Postal Ballot Papers for Candidates and of rejected Postal Ballot Papers"	"_"	"_"	"_"	"_"	"_"	"_"	"_"	"_"	"_"	"_"	"_"	"_"	"_"
"247"	"Grand Total"	"23537"	"10637"	"35843"	"13952"	"2007"	"864"	"8205"	"1504"	"2542"	"99091"	"0"	"99091"	"0"
"248"	"Place :- Sitamarhi"	""	""	""	""	""	""	""	""	""	""	""	""	""
"249"	"Date :- 22 Nov. 2005"	""	""	""	""	""	""	""	""	""	""	""	""	""
"250"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""
