"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"184"	"169"	"36"	"112"	"261"	"3"	"2"	"3"	"4"	"3"	"2"	"17"	"9"	"19"	"471"	""	"471"	""	""
"185"	"170"	"7"	"45"	"386"	"6"	"5"	"7"	"4"	"1"	"1"	"3"	"1"	"0"	"466"	""	"466"	""	""
"186"	"PS.NO"	"BALDEO MAHATO"	"BRIJ KISHOR SINGH"	"SHASHI KUMAR RAY"	"SITA RAM SAHNI"	"RAM SAKAL RAY"	"AJAY KUMAR PASWAN"	"CHHABINDAR PASWAN"	"MAHENDRA MANJHI"	"MOHAMAD OMAIR"	"RAJ MANGAL RAM"	"RAMBHAROS PATEL"	"SHAMBHU RAM"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"	""
"187"	"171"	"30"	"113"	"203"	"5"	"4"	"6"	"2"	"3"	"4"	"5"	"6"	"15"	"396"	""	"396"	""	""
"188"	"172"	"15"	"205"	"222"	"19"	"5"	"6"	"1"	"3"	"8"	"14"	"7"	"6"	"511"	""	"511"	""	""
"189"	"173"	"18"	"146"	"317"	"5"	"3"	"8"	"1"	"7"	"1"	"4"	"6"	"11"	"527"	""	"527"	""	""
"190"	"174"	"12"	"126"	"121"	"4"	"7"	"1"	"0"	"4"	"2"	"9"	"7"	"15"	"308"	""	"308"	""	""
"191"	"175"	"23"	"130"	"228"	"17"	"13"	"9"	"3"	"7"	"4"	"9"	"12"	"31"	"486"	""	"486"	""	""
"192"	"176"	"201"	"126"	"123"	"21"	"46"	"9"	"9"	"4"	"3"	"11"	"10"	"23"	"586"	""	"586"	""	""
"193"	"176A"	"20"	"92"	"38"	"7"	"28"	"2"	"1"	"0"	"0"	"3"	"9"	"16"	"216"	""	"216"	""	""
"194"	"177"	"25"	"106"	"282"	"5"	"3"	"4"	"1"	"2"	"4"	"3"	"1"	"5"	"441"	""	"441"	""	""
"195"	"178"	"96"	"282"	"73"	"7"	"1"	"1"	"7"	"3"	"1"	"4"	"16"	"10"	"501"	""	"501"	""	""
"196"	"179"	"109"	"193"	"138"	"6"	"3"	"6"	"4"	"5"	"8"	"14"	"16"	"27"	"529"	""	"529"	""	""
"197"	"180"	"33"	"232"	"173"	"23"	"4"	"4"	"1"	"6"	"6"	"16"	"16"	"35"	"549"	""	"549"	""	""
"198"	"181"	"29"	"326"	"148"	"13"	"6"	"11"	"4"	"6"	"12"	"14"	"8"	"20"	"597"	""	"597"	""	""
"199"	"182"	"77"	"416"	"22"	"3"	"1"	"1"	"3"	"7"	"4"	"4"	"26"	"20"	"584"	""	"584"	""	""
"200"	"183"	"34"	"168"	"154"	"11"	"1"	"10"	"7"	"7"	"3"	"8"	"8"	"27"	"438"	""	"438"	""	""
"201"	"184"	"62"	"181"	"152"	"7"	"2"	"8"	"8"	"7"	"6"	"21"	"28"	"53"	"535"	""	"535"	""	""
"202"	"185"	"13"	"113"	"183"	"12"	"15"	"5"	"5"	"4"	"6"	"15"	"11"	"27"	"409"	""	"409"	""	""
"203"	"186"	"29"	"87"	"291"	"14"	"22"	"0"	"2"	"0"	"3"	"1"	"3"	"4"	"456"	""	"456"	""	""
"204"	"186A"	"19"	"117"	"50"	"17"	"2"	"1"	"3"	"3"	"3"	"6"	"13"	"13"	"247"	""	"247"	""	""
"205"	"187"	"16"	"69"	"164"	"31"	"9"	"6"	"4"	"7"	"2"	"8"	"3"	"12"	"331"	""	"331"	""	""
"206"	"188"	"39"	"192"	"234"	"34"	"18"	"13"	"1"	"5"	"4"	"4"	"5"	"10"	"559"	""	"559"	""	""
"207"	"189"	"57"	"252"	"108"	"13"	"10"	"4"	"10"	"13"	"12"	"26"	"25"	"42"	"572"	""	"572"	""	""
"208"	"190"	"78"	"44"	"105"	"16"	"4"	"5"	"3"	"5"	"6"	"9"	"11"	"19"	"305"	""	"305"	""	""
"209"	"191"	"85"	"176"	"227"	"98"	"32"	"8"	"4"	"14"	"8"	"18"	"20"	"54"	"744"	""	"744"	""	""
"210"	"192"	"39"	"252"	"231"	"56"	"27"	"10"	"6"	"5"	"9"	"11"	"6"	"13"	"665"	""	"665"	""	""
"211"	"193"	"38"	"157"	"101"	"67"	"15"	"6"	"5"	"18"	"21"	"14"	"19"	"23"	"484"	""	"484"	""	""
"212"	"194"	"11"	"120"	"40"	"35"	"1"	"2"	"0"	"2"	"3"	"3"	"2"	"1"	"220"	""	"220"	""	""
"213"	"195"	"47"	"84"	"87"	"23"	"33"	"6"	"2"	"1"	"7"	"8"	"16"	"18"	"332"	""	"332"	""	""
"214"	"195A"	"47"	"72"	"165"	"16"	"15"	"4"	"5"	"4"	"3"	"13"	"13"	"13"	"370"	""	"370"	""	""
"215"	"196"	"9"	"145"	"177"	"7"	"21"	"5"	"2"	"3"	"3"	"2"	"1"	"6"	"381"	""	"381"	""	""
"216"	"197"	"61"	"68"	"135"	"154"	"31"	"4"	"2"	"12"	"7"	"9"	"10"	"16"	"509"	""	"509"	""	""
"217"	"198"	"37"	"66"	"134"	"196"	"12"	"7"	"6"	"6"	"7"	"25"	"8"	"13"	"517"	""	"517"	""	""
"218"	"199"	"18"	"69"	"259"	"30"	"4"	"7"	"2"	"2"	"3"	"4"	"6"	"17"	"421"	""	"421"	""	""
"219"	"200"	"19"	"110"	"208"	"4"	"3"	"6"	"2"	"6"	"2"	"11"	"7"	"21"	"399"	""	"399"	""	""
"220"	"201"	"40"	"205"	"184"	"11"	"20"	"9"	"3"	"8"	"10"	"10"	"19"	"25"	"544"	""	"544"	""	""
"221"	"202"	"13"	"74"	"221"	"177"	"21"	"11"	"5"	"7"	"5"	"4"	"4"	"12"	"554"	""	"554"	""	""
"222"	"203"	"75"	"150"	"179"	"14"	"14"	"4"	"7"	"2"	"6"	"14"	"12"	"31"	"508"	""	"508"	""	""
"223"	"PS.NO"	"BALDEO MAHATO"	"BRIJ KISHOR SINGH"	"SHASHI KUMAR RAY"	"SITA RAM SAHNI"	"RAM SAKAL RAY"	"AJAY KUMAR PASWAN"	"CHHABINDAR PASWAN"	"MAHENDRA MANJHI"	"MOHAMAD OMAIR"	"RAJ MANGAL RAM"	"RAMBHAROS PATEL"	"SHAMBHU RAM"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"	""
"224"	"204"	"95"	"78"	"260"	"6"	"2"	"7"	"3"	"5"	"10"	"14"	"11"	"27"	"518"	""	"518"	""	""
"225"	"205"	"69"	"126"	"241"	"6"	"12"	"3"	"11"	"10"	"26"	"28"	"17"	"53"	"602"	""	"602"	""	""
"226"	"206"	"25"	"151"	"242"	"10"	"3"	"5"	"2"	"3"	"17"	"12"	"16"	"26"	"512"	""	"512"	""	""
"227"	"207"	"7"	"42"	"162"	"6"	"4"	"1"	"3"	"2"	"8"	"15"	"8"	"23"	"281"	""	"281"	""	""
"228"	"208"	"118"	"209"	"82"	"7"	"4"	"5"	"4"	"9"	"146"	"2"	"8"	"15"	"609"	""	"609"	""	""
"229"	"209"	"25"	"253"	"173"	"2"	"3"	"5"	"4"	"1"	"5"	"2"	"8"	"11"	"492"	""	"492"	""	""
"230"	"210"	"49"	"105"	"91"	"4"	"4"	"1"	"1"	"0"	"70"	"6"	"7"	"10"	"348"	""	"348"	""	""
"231"	"211"	"62"	"154"	"165"	"4"	"1"	"4"	"3"	"2"	"3"	"11"	"2"	"7"	"418"	""	"418"	""	""
"232"	"211A"	"27"	"107"	"122"	"8"	"7"	"3"	"0"	"3"	"1"	"3"	"3"	"2"	"286"	""	"286"	""	""
"233"	"212"	"31"	"304"	"142"	"10"	"9"	"4"	"4"	"7"	"12"	"13"	"14"	"28"	"578"	""	"578"	""	""
"234"	"213"	"278"	"22"	"113"	"7"	"8"	"1"	"1"	"2"	"3"	"3"	"8"	"20"	"466"	""	"466"	""	""
"235"	"213A"	"14"	"12"	"87"	"2"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"5"	"125"	""	"125"	""	""
"236"	"214"	"12"	"58"	"161"	"8"	"11"	"7"	"1"	"2"	"2"	"5"	"4"	"13"	"284"	""	"284"	""	""
"237"	"215"	"59"	"197"	"155"	"3"	"12"	"2"	"2"	"2"	"3"	"1"	"4"	"1"	"441"	""	"441"	""	""
"238"	"216"	"11"	"58"	"144"	"0"	"2"	"0"	"0"	"1"	"0"	"2"	"0"	"4"	"222"	""	"222"	""	""
"239"	"217"	"27"	"206"	"113"	"4"	"14"	"2"	"3"	"0"	"8"	"4"	"8"	"9"	"398"	""	"398"	""	""
"240"	"218"	"44"	"55"	"311"	"13"	"3"	"4"	"2"	"5"	"5"	"11"	"8"	"21"	"482"	""	"482"	""	""
"241"	"TOTAL"	"15431"	"30013"	"32988"	"2525"	"4762"	"931"	"644"	"846"	"1421"	"1772"	"2002"	"3979"	"97314"	"0"	"97314"	"0"	""
"242"	"P.B"	""	"5"	"4"	""	""	""	""	""	""	""	""	""	"9"	""	"9"	""	""
"243"	"G.TOT"	"15431"	"30018"	"32992"	"2525"	"4762"	"931"	"644"	"846"	"1421"	"1772"	"2002"	"3979"	"97323"	"0"	"97323"	"0"	""
"244"	"TOTAL NO OF VOTES RECORDED AT POLLING STATIONS"	""	""	""	""	""	""	""	""	"97314"	""	""	""	""	""	""	""	""
"245"	"NO OF VOTES RECORDED ON POSTAL BALLOT PAPERS."	""	""	""	""	""	""	""	""	"9"	""	""	""	""	""	""	""	""
"246"	"TOTAL VOTES POLLED"	""	""	""	""	""	""	""	""	"97323"	""	""	""	""	""	""	""	""
"247"	"PLACE : MUZAFFARPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"248"	"DATE : 22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"249"	"ASSISTANT RETURNING OFFICER"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
