"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"174"	"B/F"	"7125"	""	"488"	"27189"	"6582"	""	"419"	""	"904"	""	"471"	""	"252"	""	"672"	""	"44102"	"0"	"44102"	""
"175"	"100"	"170"	""	"11"	"78"	"120"	""	"14"	""	"12"	""	"18"	""	"15"	""	"16"	""	"454"	""	"454"	""
"176"	"100A"	"26"	""	"3"	"124"	"63"	""	"10"	""	"4"	""	"9"	""	"2"	""	"7"	""	"248"	""	"248"	""
"177"	"101"	"57"	""	"8"	"173"	"121"	""	"14"	""	"6"	""	"12"	""	"1"	""	"22"	""	"414"	""	"414"	""
"178"	"101A"	"82"	""	"3"	"76"	"27"	""	"1"	""	"1"	""	"3"	""	"0"	""	"0"	""	"193"	""	"193"	""
"179"	"102"	"21"	""	"10"	"411"	"14"	""	"8"	""	"29"	""	"14"	""	"11"	""	"25"	""	"543"	""	"543"	""
"180"	"103"	"165"	""	"15"	"266"	"14"	""	"5"	""	"17"	""	"12"	""	"16"	""	"20"	""	"530"	""	"530"	""
"181"	"104"	"62"	""	"3"	"249"	"53"	""	"5"	""	"5"	""	"6"	""	"4"	""	"5"	""	"392"	""	"392"	""
"182"	"105"	"214"	""	"13"	"188"	"11"	""	"5"	""	"7"	""	"7"	""	"4"	""	"3"	""	"452"	""	"452"	""
"183"	"106"	"78"	""	"29"	"251"	"19"	""	"2"	""	"19"	""	"9"	""	"9"	""	"20"	""	"436"	""	"436"	""
"184"	"107"	"32"	""	"26"	"212"	"7"	""	"7"	""	"7"	""	"4"	""	"2"	""	"5"	""	"302"	""	"302"	""
"185"	"108"	"24"	""	"12"	"182"	"3"	""	"0"	""	"8"	""	"1"	""	"2"	""	"2"	""	"234"	""	"234"	""
"186"	"109"	"27"	""	"53"	"37"	"175"	""	"7"	""	"10"	""	"9"	""	"9"	""	"19"	""	"346"	""	"346"	""
"187"	"110"	"100"	""	"4"	"279"	"10"	""	"5"	""	"5"	""	"3"	""	"1"	""	"4"	""	"411"	""	"411"	""
"188"	"111"	"41"	""	"0"	"301"	"4"	""	"1"	""	"5"	""	"3"	""	"2"	""	"1"	""	"358"	""	"358"	""
"189"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"190"	"TOTAL"	"8224"	""	"678"	"30016"	"7223"	""	"503"	""	"1039"	""	"581"	""	"330"	""	"821"	""	"49415"	""	"49415"	""
"191"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"192"	"SL NO OF POLLIN G ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL OF VALID VOTES"	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"
"193"	""	"UPENDRA PRASAD VERMA"	""	"RAM LAKHAN MANDAL"	"SHAILESH KUMAR"	"SADHNA DEVI"	""	"UPENDRA PRASAD YADAV"	""	"SHIVDANI SINGH"	""	"NAVEEN KUMAR"	""	"MANOJ PASWAN"	""	"BINDESHWARI RAJAK"	""	""	""	""	""
"194"	"1"	"2"	""	"3"	"4"	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	"12"	"13"	"14"
"195"	"B/F"	"8224"	""	"678"	"30016"	"7223"	""	"503"	""	"1039"	""	"581"	""	"330"	""	"821"	""	"49415"	"0"	"49415"	""
"196"	"112"	"89"	""	"4"	"305"	"18"	""	"5"	""	"16"	""	"12"	""	"4"	""	"15"	""	"468"	""	"468"	""
"197"	"112A"	"99"	""	"3"	"157"	"11"	""	"1"	""	"16"	""	"5"	""	"4"	""	"18"	""	"314"	""	"314"	""
"198"	"113"	"154"	""	"7"	"219"	"12"	""	"9"	""	"11"	""	"5"	""	"2"	""	"9"	""	"428"	""	"428"	""
"199"	"114"	"63"	""	"9"	"479"	"19"	""	"4"	""	"9"	""	"5"	""	"3"	""	"17"	""	"608"	""	"608"	""
"200"	"115"	"167"	""	"12"	"297"	"19"	""	"5"	""	"13"	""	"9"	""	"7"	""	"22"	""	"551"	""	"551"	""
"201"	"116"	"42"	""	"2"	"201"	"10"	""	"0"	""	"6"	""	"3"	""	"2"	""	"0"	""	"266"	""	"266"	""
"202"	"117"	"293"	""	"5"	"298"	"14"	""	"4"	""	"5"	""	"4"	""	"5"	""	"14"	""	"642"	""	"642"	""
"203"	"118"	"203"	""	"8"	"211"	"21"	""	"2"	""	"11"	""	"9"	""	"1"	""	"15"	""	"481"	""	"481"	""
"204"	"119"	"34"	""	"3"	"326"	"4"	""	"1"	""	"6"	""	"4"	""	"3"	""	"3"	""	"384"	""	"384"	""
"205"	"120"	"141"	""	"10"	"264"	"17"	""	"5"	""	"6"	""	"2"	""	"1"	""	"8"	""	"454"	""	"454"	""
"206"	"121"	"86"	""	"6"	"205"	"10"	""	"4"	""	"6"	""	"1"	""	"0"	""	"2"	""	"320"	""	"320"	""
"207"	"122"	"97"	""	"6"	"427"	"7"	""	"1"	""	"9"	""	"4"	""	"1"	""	"7"	""	"559"	""	"559"	""
"208"	"123"	"47"	""	"11"	"407"	"53"	""	"3"	""	"17"	""	"10"	""	"3"	""	"12"	""	"563"	""	"563"	""
"209"	"124"	"96"	""	"5"	"301"	"11"	""	"6"	""	"14"	""	"4"	""	"4"	""	"6"	""	"447"	""	"447"	""
"210"	"TOTAL"	"9835"	""	"769"	"34113"	"7449"	""	"553"	""	"1184"	""	"658"	""	"370"	""	"969"	""	"55900"	"0"	"55900"	""
"211"	"ROUND:-10                                                                                                                                                                                                                                                          SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"212"	"SL NO OF POLLIN G ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL OF VALID VOTES"	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"
"213"	""	"UPENDRA PRASAD VERMA"	""	"RAM LAKHAN MANDAL"	"SHAILESH KUMAR"	"SADHNA DEVI"	""	"UPENDRA PRASAD YADAV"	""	"SHIVDANI SINGH"	""	"NAVEEN KUMAR"	""	"MANOJ PASWAN"	""	"BINDESHWARI RAJAK"	""	""	""	""	""
"214"	"1"	"2"	""	"3"	"4"	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	"12"	"13"	"14"
"215"	"B/F"	"9835"	""	"769"	"34113"	"7449"	""	"553"	""	"1184"	""	"658"	""	"370"	""	"969"	""	"55900"	"0"	"55900"	""
"216"	"125"	"65"	""	"4"	"311"	"45"	""	"3"	""	"11"	""	"3"	""	"3"	""	"2"	""	"447"	""	"447"	""
"217"	"126"	"111"	""	"9"	"248"	"11"	""	"2"	""	"13"	""	"8"	""	"6"	""	"7"	""	"415"	""	"415"	""
"218"	"127"	"46"	""	"4"	"356"	"0"	""	"1"	""	"10"	""	"4"	""	"2"	""	"8"	""	"431"	""	"431"	""
"219"	"128"	"110"	""	"10"	"442"	"50"	""	"5"	""	"10"	""	"11"	""	"5"	""	"11"	""	"654"	""	"654"	""
"220"	"129"	"165"	""	"4"	"358"	"50"	""	"3"	""	"8"	""	"9"	""	"3"	""	"10"	""	"610"	""	"610"	""
"221"	"130"	"31"	""	"5"	"317"	"129"	""	"6"	""	"8"	""	"0"	""	"3"	""	"6"	""	"505"	""	"505"	""
"222"	"131"	"175"	""	"9"	"273"	"14"	""	"2"	""	"2"	""	"2"	""	"1"	""	"9"	""	"487"	""	"487"	""
"223"	"132"	"27"	""	"5"	"248"	"107"	""	"7"	""	"22"	""	"11"	""	"8"	""	"28"	""	"463"	""	"463"	""
"224"	"133"	"144"	""	"10"	"58"	"150"	""	"6"	""	"2"	""	"3"	""	"2"	""	"6"	""	"381"	""	"381"	""
"225"	"134"	"41"	""	"3"	"278"	"7"	""	"1"	""	"9"	""	"7"	""	"3"	""	"9"	""	"358"	""	"358"	""
"226"	"135"	"57"	""	"2"	"368"	"24"	""	"3"	""	"15"	""	"4"	""	"1"	""	"10"	""	"484"	""	"484"	""
"227"	"136"	"40"	""	"8"	"214"	"16"	""	"6"	""	"9"	""	"7"	""	"5"	""	"5"	""	"310"	""	"310"	""
"228"	"137"	"9"	""	"3"	"85"	"39"	""	"2"	""	"5"	""	"5"	""	"3"	""	"5"	""	"156"	""	"156"	""
"229"	"138"	"97"	""	"9"	"367"	"12"	""	"1"	""	"9"	""	"1"	""	"0"	""	"11"	""	"507"	""	"507"	""
"230"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"231"	"TOTAL"	"10953"	""	"854"	"38036"	"8103"	""	"601"	""	"1317"	""	"733"	""	"415"	""	"1096"	""	"62108"	"0"	"62108"	""
"232"	"SL NO OF POLLIN G ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL OF VALID VOTES"	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"
"233"	""	"UPENDRA PRASAD VERMA"	""	"RAM LAKHAN MANDAL"	"SHAILESH KUMAR"	"SADHNA DEVI"	""	"UPENDRA PRASAD YADAV"	""	"SHIVDANI SINGH"	""	"NAVEEN KUMAR"	""	"MANOJ PASWAN"	""	"BINDESHWARI RAJAK"	""	""	""	""	""
"234"	"1"	"2"	""	"3"	"4"	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	"12"	"13"	"14"
"235"	"B/F"	"10953"	""	"854"	"38036"	"8103"	""	"601"	""	"1317"	""	"733"	""	"415"	""	"1096"	""	"62108"	"0"	"62108"	""
"236"	"139"	"402"	""	"13"	"129"	"61"	""	"11"	""	"2"	""	"5"	""	"2"	""	"7"	""	"632"	""	"632"	""
"237"	"140"	"132"	""	"3"	"294"	"10"	""	"1"	""	"4"	""	"2"	""	"2"	""	"2"	""	"450"	""	"450"	""
"238"	"141"	"55"	""	"10"	"222"	"23"	""	"0"	""	"8"	""	"2"	""	"4"	""	"8"	""	"332"	""	"332"	""
"239"	"142"	"60"	""	"7"	"237"	"27"	""	"10"	""	"18"	""	"6"	""	"10"	""	"18"	""	"393"	""	"393"	""
"240"	"143"	"131"	""	"2"	"131"	"5"	""	"2"	""	"1"	""	"4"	""	"3"	""	"6"	""	"285"	""	"285"	""
"241"	"144"	"371"	""	"9"	"66"	"38"	""	"2"	""	"7"	""	"5"	""	"7"	""	"26"	""	"531"	""	"531"	""
"242"	"145"	"68"	""	"6"	"251"	"1"	""	"5"	""	"7"	""	"4"	""	"1"	""	"6"	""	"349"	""	"349"	""
"243"	"146"	"100"	""	"3"	"183"	"50"	""	"4"	""	"6"	""	"3"	""	"2"	""	"8"	""	"359"	""	"359"	""
"244"	"147"	"106"	""	"6"	"362"	"33"	""	"12"	""	"12"	""	"3"	""	"5"	""	"9"	""	"548"	""	"548"	""
"245"	"148"	"109"	""	"10"	"306"	"7"	""	"5"	""	"14"	""	"13"	""	"6"	""	"18"	""	"488"	""	"488"	""
"246"	"149"	"78"	""	"8"	"246"	"61"	""	"8"	""	"19"	""	"7"	""	"5"	""	"16"	""	"448"	""	"448"	""
"247"	"150"	"92"	""	"3"	"259"	"5"	""	"3"	""	"10"	""	"5"	""	"7"	""	"7"	""	"391"	""	"391"	""
"248"	"151"	"222"	""	"6"	"114"	"9"	""	"1"	""	"8"	""	"2"	""	"0"	""	"12"	""	"374"	""	"374"	""
"249"	"151A"	"18"	""	"3"	"201"	"3"	""	"2"	""	"6"	""	"4"	""	"3"	""	"8"	""	"248"	""	"248"	""
"250"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"251"	"TOTAL"	"12897"	""	"943"	"41037"	"8436"	""	"667"	""	"1439"	""	"798"	""	"472"	""	"1247"	""	"67936"	"0"	"67936"	""
"252"	"SL NO OF POLLIN G ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL OF VALID VOTES"	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"
"253"	""	"UPENDRA PRASAD VERMA"	""	"RAM LAKHAN MANDAL"	"SHAILESH KUMAR"	"SADHNA DEVI"	""	"UPENDRA PRASAD YADAV"	""	"SHIVDANI SINGH"	""	"NAVEEN KUMAR"	""	"MANOJ PASWAN"	""	"BINDESHWARI RAJAK"	""	""	""	""	""
"254"	"1"	"2"	""	"3"	"4"	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	"12"	"13"	"14"
"255"	"B/F"	"12897"	""	"943"	"41037"	"8436"	""	"667"	""	"1439"	""	"798"	""	"472"	""	"1247"	""	"67936"	"0"	"67936"	""
"256"	"152"	"68"	""	"1"	"486"	"10"	""	"2"	""	"12"	""	"5"	""	"4"	""	"8"	""	"596"	""	"596"	""
"257"	"153"	"54"	""	"11"	"322"	"33"	""	"8"	""	"12"	""	"11"	""	"6"	""	"9"	""	"466"	""	"466"	""
"258"	"154"	"56"	""	"5"	"398"	"58"	""	"11"	""	"9"	""	"5"	""	"2"	""	"7"	""	"551"	""	"551"	""
"259"	"155"	"80"	""	"13"	"208"	"20"	""	"6"	""	"9"	""	"5"	""	"4"	""	"3"	""	"348"	""	"348"	""
"260"	"156"	"25"	""	"4"	"242"	"78"	""	"7"	""	"17"	""	"17"	""	"7"	""	"12"	""	"409"	""	"409"	""
"261"	"157"	"157"	""	"7"	"204"	"44"	""	"3"	""	"3"	""	"2"	""	"1"	""	"3"	""	"424"	""	"424"	""
"262"	"158"	"94"	""	"4"	"131"	"18"	""	"2"	""	"7"	""	"6"	""	"10"	""	"13"	""	"285"	""	"285"	""
"263"	"159"	"183"	""	"14"	"130"	"6"	""	"7"	""	"7"	""	"6"	""	"9"	""	"13"	""	"375"	""	"375"	""
"264"	"159A"	"102"	""	"9"	"186"	"29"	""	"4"	""	"10"	""	"6"	""	"2"	""	"13"	""	"361"	""	"361"	""
"265"	"160"	"122"	""	"8"	"154"	"36"	""	"9"	""	"13"	""	"2"	""	"4"	""	"16"	""	"364"	""	"364"	""
"266"	"161"	"38"	""	"4"	"237"	"19"	""	"4"	""	"10"	""	"7"	""	"2"	""	"5"	""	"326"	""	"326"	""
"267"	"162"	"178"	""	"8"	"72"	"13"	""	"3"	""	"5"	""	"0"	""	"4"	""	"10"	""	"293"	""	"293"	""
"268"	"163"	"43"	""	"4"	"118"	"9"	""	"5"	""	"4"	""	"2"	""	"0"	""	"2"	""	"187"	""	"187"	""
"269"	"164"	"56"	""	"4"	"204"	"15"	""	"6"	""	"11"	""	"9"	""	"5"	""	"20"	""	"330"	""	"330"	""
"270"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"271"	"TOTAL"	"14153"	""	"1039"	"44129"	"8824"	""	"744"	""	"1568"	""	"881"	""	"532"	""	"1381"	""	"73251"	"0"	"73251"	""
"272"	"SL NO OF POLLIN G ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL OF VALID VOTES"	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"
"273"	""	"UPENDRA PRASAD VERMA"	""	"RAM LAKHAN MANDAL"	"SHAILESH KUMAR"	"SADHNA DEVI"	""	"UPENDRA PRASAD YADAV"	""	"SHIVDANI SINGH"	""	"NAVEEN KUMAR"	""	"MANOJ PASWAN"	""	"BINDESHWARI RAJAK"	""	""	""	""	""
"274"	"1"	"2"	""	"3"	"4"	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	"12"	"13"	"14"
"275"	"B/F"	"14153"	""	"1039"	"44129"	"8824"	""	"744"	""	"1568"	""	"881"	""	"532"	""	"1381"	""	"73251"	"0"	"73251"	""
"276"	"165"	"103"	""	"6"	"164"	"23"	""	"3"	""	"13"	""	"5"	""	"1"	""	"15"	""	"333"	""	"333"	""
"277"	"166"	"18"	""	"1"	"210"	"2"	""	"1"	""	"6"	""	"5"	""	"4"	""	"9"	""	"256"	""	"256"	""
"278"	"167"	"13"	""	"4"	"134"	"0"	""	"1"	""	"7"	""	"3"	""	"0"	""	"0"	""	"162"	""	"162"	""
"279"	"167A"	"20"	""	"0"	"51"	"3"	""	"0"	""	"2"	""	"1"	""	"1"	""	"0"	""	"78"	""	"78"	""
"280"	"168"	"36"	""	"3"	"132"	"7"	""	"1"	""	"3"	""	"1"	""	"1"	""	"6"	""	"190"	""	"190"	""
"281"	"169"	"84"	""	"8"	"152"	"15"	""	"0"	""	"4"	""	"1"	""	"3"	""	"5"	""	"272"	""	"272"	""
"282"	"169A"	"101"	""	"5"	"118"	"5"	""	"5"	""	"5"	""	"6"	""	"3"	""	"6"	""	"254"	""	"254"	""
"283"	"170"	"101"	""	"8"	"146"	"8"	""	"2"	""	"11"	""	"11"	""	"6"	""	"16"	""	"309"	""	"309"	""
"284"	"171"	"121"	""	"9"	"30"	"14"	""	"2"	""	"5"	""	"4"	""	"5"	""	"5"	""	"195"	""	"195"	""
"285"	"172"	"59"	""	"2"	"346"	"11"	""	"2"	""	"7"	""	"3"	""	"1"	""	"5"	""	"436"	""	"436"	""
"286"	"173"	"142"	""	"8"	"245"	"8"	""	"4"	""	"19"	""	"12"	""	"8"	""	"16"	""	"462"	""	"462"	""
"287"	"174"	"65"	""	"5"	"319"	"16"	""	"14"	""	"18"	""	"12"	""	"6"	""	"14"	""	"469"	""	"469"	""
"288"	"175"	"113"	""	"12"	"296"	"35"	""	"5"	""	"10"	""	"13"	""	"2"	""	"16"	""	"502"	""	"502"	""
"289"	"176"	"225"	""	"2"	"74"	"22"	""	"2"	""	"3"	""	"2"	""	"2"	""	"9"	""	"341"	""	"341"	""
"290"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	"TOTAL"	"15354"	""	"1112"	"46546"	"8993"	""	"786"	""	"1681"	""	"960"	""	"575"	""	"1503"	""	"77510"	"0"	"77510"	""
"292"	"SL NO OF POLLIN G ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL OF VALID VOTES"	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"
"293"	""	"UPENDRA PRASAD VERMA"	""	"RAM LAKHAN MANDAL"	"SHAILESH KUMAR"	"SADHNA DEVI"	""	"UPENDRA PRASAD YADAV"	""	"SHIVDANI SINGH"	""	"NAVEEN KUMAR"	""	"MANOJ PASWAN"	""	"BINDESHWARI RAJAK"	""	""	""	""	""
"294"	"1"	"2"	""	"3"	"4"	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	"12"	"13"	"14"
"295"	"B/F"	"15354"	""	"1112"	"46546"	"8993"	""	"786"	""	"1681"	""	"960"	""	"575"	""	"1503"	""	"77510"	"0"	"77510"	""
"296"	"177"	"55"	""	"2"	"201"	"112"	""	"10"	""	"11"	""	"12"	""	"7"	""	"13"	""	"423"	""	"423"	""
"297"	"178"	"52"	""	"9"	"316"	"19"	""	"5"	""	"6"	""	"7"	""	"5"	""	"6"	""	"425"	""	"425"	""
"298"	"179"	"117"	""	"9"	"256"	"106"	""	"5"	""	"6"	""	"7"	""	"5"	""	"9"	""	"520"	""	"520"	""
"299"	"180"	"212"	""	"12"	"296"	"18"	""	"5"	""	"17"	""	"8"	""	"6"	""	"17"	""	"591"	""	"591"	""
"300"	"181"	"90"	""	"4"	"185"	"45"	""	"4"	""	"4"	""	"8"	""	"4"	""	"11"	""	"355"	""	"355"	""
"301"	"182"	"95"	""	"5"	"98"	"289"	""	"27"	""	"13"	""	"23"	""	"7"	""	"14"	""	"571"	""	"571"	""
"302"	"183"	"127"	""	"5"	"237"	"68"	""	"3"	""	"14"	""	"8"	""	"1"	""	"17"	""	"480"	""	"480"	""
"303"	"184"	"59"	""	"7"	"221"	"14"	""	"1"	""	"8"	""	"4"	""	"2"	""	"6"	""	"322"	""	"322"	""
"304"	"185"	"49"	""	"0"	"240"	"9"	""	"2"	""	"6"	""	"3"	""	"0"	""	"8"	""	"317"	""	"317"	""
"305"	"186"	"35"	""	"3"	"316"	"9"	""	"0"	""	"8"	""	"1"	""	"2"	""	"4"	""	"378"	""	"378"	""
"306"	"187"	"52"	""	"1"	"180"	"6"	""	"2"	""	"4"	""	"1"	""	"1"	""	"1"	""	"248"	""	"248"	""
"307"	"188"	"163"	""	"11"	"196"	"76"	""	"13"	""	"7"	""	"6"	""	"1"	""	"7"	""	"480"	""	"480"	""
"308"	"189"	"188"	""	"8"	"90"	"15"	""	"6"	""	"3"	""	"2"	""	"3"	""	"7"	""	"322"	""	"322"	""
"309"	"190"	"165"	""	"6"	"67"	"1"	""	"1"	""	"4"	""	"3"	""	"4"	""	"11"	""	"262"	""	"262"	""
"310"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"311"	"TOTAL"	"16813"	""	"1194"	"49445"	"9780"	""	"870"	""	"1792"	""	"1053"	""	"623"	""	"1634"	""	"83204"	"0"	"83204"	""
"312"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"313"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"314"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SIGNATURE OF A.R.O."	""	""	""
"315"	"ROUND:-15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"316"	"SL NO OF POLLIN G ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL OF VALID VOTES"	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"
"317"	""	"UPENDRA PRASAD VERMA"	""	"RAM LAKHAN MANDAL"	"SHAILESH KUMAR"	"SADHNA DEVI"	""	"UPENDRA PRASAD YADAV"	""	"SHIVDANI SINGH"	""	"NAVEEN KUMAR"	""	"MANOJ PASWAN"	""	"BINDESHWARI RAJAK"	""	""	""	""	""
"318"	"1"	"2"	""	"3"	"4"	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	"12"	"13"	"14"
"319"	"B/F"	"16813"	""	"1194"	"49445"	"9780"	""	"870"	""	"1792"	""	"1053"	""	"623"	""	"1634"	""	"83204"	"0"	"83204"	""
"320"	"191"	"94"	""	"5"	"203"	"3"	""	"3"	""	"6"	""	"8"	""	"4"	""	"6"	""	"332"	""	"332"	""
"321"	"192"	"75"	""	"4"	"215"	"7"	""	"3"	""	"5"	""	"8"	""	"4"	""	"7"	""	"328"	""	"328"	""
"322"	"193"	"53"	""	"7"	"109"	"4"	""	"5"	""	"6"	""	"1"	""	"4"	""	"2"	""	"191"	""	"191"	""
"323"	"194"	"89"	""	"9"	"131"	"7"	""	"1"	""	"4"	""	"2"	""	"2"	""	"10"	""	"255"	""	"255"	""
"324"	"195"	"183"	""	"9"	"285"	"13"	""	"4"	""	"8"	""	"8"	""	"0"	""	"4"	""	"514"	""	"514"	""
"325"	"196"	"39"	""	"3"	"293"	"6"	""	"5"	""	"18"	""	"2"	""	"0"	""	"5"	""	"371"	""	"371"	""
"326"	"197"	"7"	""	"0"	"301"	"59"	""	"1"	""	"7"	""	"7"	""	"0"	""	"3"	""	"385"	""	"385"	""
"327"	"198"	"510"	""	"9"	"30"	"30"	""	"1"	""	"1"	""	"5"	""	"5"	""	"16"	""	"607"	""	"607"	""
"328"	"199"	"79"	""	"10"	"263"	"58"	""	"5"	""	"19"	""	"7"	""	"6"	""	"10"	""	"457"	""	"457"	""
"329"	"200"	"217"	""	"6"	"104"	"8"	""	"0"	""	"3"	""	"1"	""	"2"	""	"1"	""	"342"	""	"342"	""
"330"	"201"	"327"	""	"5"	"52"	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"1"	""	"385"	""	"385"	""
"331"	"202"	"237"	""	"3"	"34"	"9"	""	"0"	""	"0"	""	"2"	""	"1"	""	"7"	""	"293"	""	"293"	""
"332"	"203"	"114"	""	"3"	"69"	"6"	""	"0"	""	"4"	""	"1"	""	"2"	""	"3"	""	"202"	""	"202"	""
"333"	"204"	"186"	""	"7"	"115"	"25"	""	"1"	""	"7"	""	"3"	""	"1"	""	"1"	""	"346"	""	"346"	""
"334"	"TOTAL"	"19023"	""	"1274"	"51649"	"10015"	""	"899"	""	"1880"	""	"1108"	""	"654"	""	"1710"	""	"88212"	"0"	"88212"	""
"335"	"ROUND:-16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"336"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"337"	"SL NO OF POLLIN G ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL OF VALID VOTES"	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"
"338"	""	"UPENDRA PRASAD VERMA"	""	"RAM LAKHAN MANDAL"	"SHAILESH KUMAR"	"SADHNA DEVI"	""	"UPENDRA PRASAD YADAV"	""	"SHIVDANI SINGH"	""	"NAVEEN KUMAR"	""	"MANOJ PASWAN"	""	"BINDESHWARI RAJAK"	""	""	""	""	""
"339"	"1"	"2"	""	"3"	"4"	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	"12"	"13"	"14"
"340"	"B/F"	"19023"	""	"1274"	"51649"	"10015"	""	"899"	""	"1880"	""	"1108"	""	"654"	""	"1710"	""	"88212"	"0"	"0"	""
"341"	"205"	"194"	""	"3"	"91"	"18"	""	"2"	""	"0"	""	"3"	""	"0"	""	"0"	""	"311"	""	"311"	""
"342"	"206"	"122"	""	"8"	"113"	"38"	""	"4"	""	"11"	""	"10"	""	"6"	""	"16"	""	"328"	""	"328"	""
"343"	"207"	"27"	""	"1"	"9"	"4"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"41"	""	"41"	""
"344"	"208"	"92"	""	"6"	"150"	"18"	""	"1"	""	"4"	""	"0"	""	"0"	""	"1"	""	"272"	""	"272"	""
"345"	"209"	"219"	""	"6"	"196"	"38"	""	"3"	""	"8"	""	"4"	""	"2"	""	"3"	""	"479"	""	"479"	""
"346"	"210"	"53"	""	"8"	"224"	"113"	""	"11"	""	"19"	""	"11"	""	"4"	""	"3"	""	"446"	""	"446"	""
"347"	"211"	"82"	""	"0"	"148"	"5"	""	"0"	""	"2"	""	"5"	""	"1"	""	"6"	""	"249"	""	"249"	""
"348"	"211A"	"162                      10               94                22                              1                     3                       1                   2                          11            306"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"306"	""
"349"	"TOTAL"	"19974"	""	"1316"	"52674"	"10271"	""	"921"	""	"1927"	""	"1142"	""	"669"	""	"1750"	""	"90644"	"0"	"90644"	""
"350"	"Postal Ballot"	"2"	""	"0"	"8"	"2"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"12"	"0"	"12"	""
"351"	"Grand Total:"	"19976"	""	"1316"	"52682"	"10273"	""	"921"	""	"1927"	""	"1142"	""	"669"	""	"1750"	""	"90656"	"0"	"90656"	""
"352"	"ROUND:-17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"353"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
