"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"
"219"	"198"	"270"	"39"	"126"	"8"	"2"	"2"	"7"	"3"	"2"	"-459"	""	"-459"	""	""
"220"	"199"	"187"	"81"	"174"	"15"	"5"	"11"	"26"	"9"	"25"	"-533"	""	"-533"	""	""
"221"	"200"	"134"	"76"	"125"	"8"	"5"	"6"	"24"	"8"	"41"	"-427"	""	"-427"	""	""
"222"	"201"	"93"	"187"	"99"	"6"	"7"	"5"	"6"	"9"	"24"	"-436"	""	"-436"	""	""
"223"	"201A"	"246"	"46"	"35"	"6"	"3"	"4"	"6"	"7"	"16"	"-369"	""	"-369"	""	""
"224"	"202"	"37"	"158"	"45"	"5"	"1"	"4"	"2"	"2"	"2"	"-256"	""	"-256"	""	""
"225"	"203"	"79"	"242"	"138"	"13"	"11"	"14"	"13"	"8"	"21"	"-539"	""	"-539"	""	""
"226"	"204"	"61"	"204"	"66"	"1"	"8"	"6"	"8"	"6"	"7"	"-367"	""	"-367"	""	""
"227"	"205"	"101"	"111"	"107"	"7"	"7"	"6"	"11"	"10"	"18"	"-378"	""	"-378"	""	""
"228"	"206"	"338"	"98"	"28"	"0"	"5"	"4"	"1"	"3"	"12"	"-489"	""	"-489"	""	""
"229"	"207"	"38"	"261"	"69"	"8"	"4"	"5"	"14"	"7"	"13"	"-419"	""	"-419"	""	""
"230"	"208"	"187"	"19"	"198"	"10"	"3"	"2"	"11"	"11"	"19"	"-460"	""	"-460"	""	""
"231"	"209"	"72"	"26"	"173"	"6"	"3"	"4"	"9"	"5"	"8"	"-306"	""	"-306"	""	""
"232"	"210"	"187"	"10"	"180"	"1"	"2"	"0"	"3"	"1"	"6"	"-390"	""	"-390"	""	""
"233"	"211"	"158"	"9"	"250"	"8"	"8"	"5"	"13"	"5"	"14"	"-470"	""	"-470"	""	""
"234"	"TOT"	"35321"	"43692"	"16063"	"1433"	"1069"	"1182"	"2157"	"1352"	"2492"	"-104761"	"0"	"-104761"	"0"	""
"235"	"P.B."	"3"	"22"	""	""	""	""	""	""	""	"-25"	""	"-25"	""	""
"236"	"GTOT"	"35324"	"43714"	"16063"	"1433"	"1069"	"1182"	"2157"	"1352"	"2492"	"-104786"	"0"	"-104786"	"0"	""
"237"	"TOTAL NO OF VOTES RECORDED AT POLLING STATIONS"	""	""	""	""	""	""	""	""	"-104761"	""	""	""	""	""
"238"	"NO OF VOTES RECORDED ON POSTAL BALLOT PAPERS."	""	""	""	""	""	""	""	""	"-25"	""	""	""	""	""
"239"	"TOTAL VOTES POLLED"	""	""	""	""	""	""	""	""	"-104786"	""	""	""	""	""
"240"	"PLACE : MUZAFFARPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"241"	"DATE :22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"242"	"RETURNING OFFICER 57-KURHANI"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
