"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"
"235"	"149"	"550"	"10"	"17"	"11"	"2"	"10"	"12"	"612"	""	"612"	""
"236"	"149A"	"258"	"1"	"3"	"7"	"0"	"3"	"6"	"278"	""	"278"	""
"237"	"150"	"403"	"16"	"12"	"100"	"5"	"40"	"17"	"593"	""	"593"	""
"238"	"151"	"424"	"10"	"6"	"114"	"5"	"10"	"10"	"579"	""	"579"	""
"239"	"152"	"697"	"14"	"2"	"16"	"1"	"7"	"10"	"747"	""	"747"	""
"240"	"153"	"71"	"10"	"16"	"421"	"10"	"129"	"5"	"662"	""	"662"	""
"241"	"154"	"21"	"9"	"13"	"222"	"15"	"157"	"18"	"455"	""	"455"	""
"242"	"155"	"118"	"5"	"10"	"385"	"11"	"129"	"10"	"668"	""	"668"	""
"243"	"Round-12 Total"	"4645"	"109"	"124"	"1339"	"70"	"697"	"160"	"7144"	"0"	"7144"	"0"
"244"	"Cumm. Total"	"23111"	"1571"	"3297"	"22130"	"1546"	"22573"	"2721"	"76949"	"0"	"76949"	"0"
"245"	"164-CHAUTHAM ASSEMBLY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""
"246"	"Round No.- 13"	""	""	""	""	""	""	""	""	""	""	""
"247"	"Serial No. of Polling Station"	"No. of Valid voter casts in favour of"	""	""	""	""	""	""	"Total No. of Valid Votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"248"	""	"PANNALAL SINGH \"PATEL\" (JD(U))"	"PAWAN KUMAR    (BSP)"	"YUVRAJ JAY KRITI SINGH (INC)"	"SUNITA SHARMA (LJP)"	"DHIRENDRA KUMAR SINGH (SP)"	"BHARAT KUMAR YADAV (KVSP)"	"ANOOP LAL GUPTA      (IND)"	""	""	""	""
"249"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"
"250"	"B/F"	"23111"	"1571"	"3297"	"22130"	"1546"	"22573"	"2721"	"76949"	"0"	"76949"	"0"
"251"	"156"	"142"	"19"	"13"	"310"	"14"	"95"	"12"	"605"	""	"605"	""
"252"	"157"	"163"	"14"	"8"	"236"	"18"	"82"	"32"	"553"	""	"553"	""
"253"	"158"	"253"	"13"	"12"	"73"	"9"	"30"	"27"	"417"	""	"417"	""
"254"	"159"	"7"	"9"	"9"	"315"	"11"	"17"	"7"	"375"	""	"375"	""
"255"	"160"	"40"	"5"	"11"	"197"	"13"	"94"	"13"	"373"	""	"373"	""
"256"	"161"	"220"	"9"	"13"	"365"	"11"	"53"	"23"	"694"	""	"694"	""
"257"	"162"	"40"	"9"	"9"	"139"	"11"	"203"	"30"	"441"	""	"441"	""
"258"	"163"	"37"	"6"	"8"	"189"	"5"	"78"	"4"	"327"	""	"327"	""
"259"	"164"	"43"	"16"	"10"	"155"	"11"	"94"	"7"	"336"	""	"336"	""
"260"	"165"	"75"	"16"	"23"	"203"	"10"	"93"	"13"	"433"	""	"433"	""
"261"	"166"	"159"	"15"	"14"	"116"	"18"	"185"	"31"	"538"	""	"538"	""
"262"	"167"	"139"	"14"	"9"	"101"	"4"	"25"	"7"	"299"	""	"299"	""
"263"	"168"	"15"	"6"	"4"	"13"	"7"	"176"	"13"	"234"	""	"234"	""
"264"	"169"	"80"	"5"	"7"	"154"	"7"	"79"	"1"	"333"	""	"333"	""
"265"	"Round-13 Total"	"1413"	"156"	"150"	"2566"	"149"	"1304"	"220"	"5958"	"0"	"5958"	"0"
"266"	"Cumm. Total"	"24524"	"1727"	"3447"	"24696"	"1695"	"23877"	"2941"	"82907"	"0"	"82907"	"0"
"267"	"Serial No. of Polling Station"	"No. of Valid voter casts in favour of"	""	""	""	""	""	""	"Total No. of Valid Votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"268"	""	"PANNALAL SINGH \"PATEL\" (JD(U))"	"PAWAN KUMAR    (BSP)"	"YUVRAJ JAY KRITI SINGH (INC)"	"SUNITA SHARMA (LJP)"	"DHIRENDRA KUMAR SINGH (SP)"	"BHARAT KUMAR YADAV (KVSP)"	"ANOOP LAL GUPTA      (IND)"	""	""	""	""
"269"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"
"270"	"B/F"	"24524"	"1727"	"3447"	"24696"	"1695"	"23877"	"2941"	"82907"	"0"	"82907"	"0"
"271"	"170"	"68"	"5"	"17"	"57"	"5"	"141"	"13"	"306"	""	"306"	""
"272"	"170A"	"263"	"8"	"8"	"24"	"10"	"73"	"26"	"412"	""	"412"	""
"273"	"171"	"261"	"10"	"6"	"72"	"4"	"100"	"17"	"470"	""	"470"	""
"274"	"172"	"127"	"8"	"13"	"67"	"16"	"208"	"46"	"485"	""	"485"	""
"275"	"173"	"284"	"9"	"3"	"52"	"11"	"36"	"21"	"416"	""	"416"	""
"276"	"174"	"108"	"12"	"13"	"226"	"15"	"85"	"11"	"470"	""	"470"	""
"277"	"175"	"217"	"11"	"12"	"286"	"11"	"8"	"43"	"588"	""	"588"	""
"278"	"176"	"331"	"7"	"8"	"43"	"6"	"37"	"24"	"456"	""	"456"	""
"279"	"177"	"162"	"7"	"12"	"19"	"4"	"86"	"13"	"303"	""	"303"	""
"280"	"178"	"380"	"22"	"4"	"25"	"12"	"145"	"22"	"610"	""	"610"	""
"281"	"179"	"220"	"11"	"4"	"3"	"3"	"94"	"11"	"346"	""	"346"	""
"282"	"179A"	"201"	"8"	"2"	"7"	"1"	"96"	"15"	"330"	""	"330"	""
"283"	"180"	"121"	"1"	"3"	"4"	"12"	"136"	"12"	"289"	""	"289"	""
"284"	"181"	"53"	"10"	"14"	"30"	"12"	"227"	"26"	"372"	""	"372"	""
"285"	"Round-14 Total"	"2796"	"129"	"119"	"915"	"122"	"1472"	"300"	"5853"	"0"	"5853"	"0"
"286"	"Cumm. Total"	"27320"	"1856"	"3566"	"25611"	"1817"	"25349"	"3241"	"88760"	"0"	"88760"	"0"
"287"	"Serial No. of Polling Station"	"No. of Valid voter casts in favour of"	""	""	""	""	""	""	"Total No. of Valid Votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"288"	""	"PANNALAL SINGH \"PATEL\" (JD(U))"	"PAWAN KUMAR    (BSP)"	"YUVRAJ JAY KRITI SINGH (INC)"	"SUNITA SHARMA (LJP)"	"DHIRENDRA KUMAR SINGH (SP)"	"BHARAT KUMAR YADAV (KVSP)"	"ANOOP LAL GUPTA      (IND)"	""	""	""	""
"289"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"
"290"	"B/F"	"27320"	"1856"	"3566"	"25611"	"1817"	"25349"	"3241"	"88760"	"0"	"88760"	"0"
"291"	"182"	"49"	"4"	"19"	"19"	"22"	"239"	"27"	"379"	""	"379"	""
"292"	"183"	"191"	"6"	"9"	"53"	"6"	"48"	"5"	"318"	""	"318"	""
"293"	"184"	"198"	"6"	"9"	"7"	"2"	"161"	"41"	"424"	""	"424"	""
"294"	"185"	"71"	"5"	"3"	"37"	"6"	"195"	"16"	"333"	""	"333"	""
"295"	"186"	"14"	"1"	"5"	"10"	"2"	"179"	"7"	"218"	""	"218"	""
"296"	"187"	"14"	"3"	"6"	"97"	"5"	"171"	"15"	"311"	""	"311"	""
"297"	"188"	"149"	"4"	"0"	"0"	"0"	"28"	"7"	"188"	""	"188"	""
"298"	"188A"	"149"	"1"	"1"	"2"	"0"	"18"	"10"	"181"	""	"181"	""
"299"	"189"	"199"	"6"	"0"	"14"	"5"	"86"	"16"	"326"	""	"326"	""
"300"	"190"	"193"	"7"	"1"	"13"	"0"	"13"	"9"	"236"	""	"236"	""
"301"	"191"	"119"	"4"	"8"	"17"	"1"	"47"	"6"	"202"	""	"202"	""
"302"	"192"	"88"	"10"	"15"	"100"	"10"	"68"	"11"	"302"	""	"302"	""
"303"	"192A"	"145"	"15"	"17"	"91"	"16"	"62"	"27"	"373"	""	"373"	""
"304"	"193"	"86"	"4"	"8"	"152"	"19"	"42"	"20"	"331"	""	"331"	""
"305"	"Round-15 Total"	"1665"	"76"	"101"	"612"	"94"	"1357"	"217"	"4122"	"0"	"4122"	"0"
"306"	"Cumm. Total"	"28985"	"1932"	"3667"	"26223"	"1911"	"26706"	"3458"	"92882"	"0"	"92882"	"0"
"307"	"Serial No. of Polling Station"	"No. of Valid voter casts in favour of"	""	""	""	""	""	""	"Total No. of Valid Votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"308"	""	"PANNALAL SINGH \"PATEL\" (JD(U))"	"PAWAN KUMAR    (BSP)"	"YUVRAJ JAY KRITI SINGH (INC)"	"SUNITA SHARMA (LJP)"	"DHIRENDRA KUMAR SINGH (SP)"	"BHARAT KUMAR YADAV (KVSP)"	"ANOOP LAL GUPTA      (IND)"	""	""	""	""
"309"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"
"310"	"B/F"	"28985"	"1932"	"3667"	"26223"	"1911"	"26706"	"3458"	"92882"	"0"	"92882"	"0"
"311"	"194"	"225"	"4"	"9"	"6"	"4"	"54"	"11"	"313"	""	"313"	""
"312"	"195"	"227"	"10"	"12"	"1"	"3"	"37"	"18"	"308"	""	"308"	""
"313"	"196"	"295"	"2"	"2"	"3"	"3"	"23"	"24"	"352"	""	"352"	""
"314"	"197"	"69"	"8"	"3"	"111"	"4"	"17"	"7"	"219"	""	"219"	""
"315"	"198"	"52"	"16"	"14"	"335"	"16"	"34"	"9"	"476"	""	"476"	""
"316"	"199"	"213"	"13"	"22"	"168"	"7"	"12"	"19"	"454"	""	"454"	""
"317"	"200"	"18"	"7"	"21"	"291"	"7"	"48"	"6"	"398"	""	"398"	""
"318"	"201"	"39"	"16"	"20"	"515"	"29"	"58"	"44"	"721"	""	"721"	""
"319"	"202"	"24"	"6"	"19"	"254"	"18"	"31"	"16"	"368"	""	"368"	""
"320"	"203"	"27"	"5"	"5"	"523"	"16"	"10"	"14"	"600"	""	"600"	""
"321"	"204"	"47"	"4"	"13"	"253"	"28"	"23"	"22"	"390"	""	"390"	""
"322"	"204A"	"13"	"2"	"18"	"452"	"28"	"13"	"16"	"542"	""	"542"	""
"323"	"205"	"58"	"3"	"4"	"135"	"10"	"5"	"9"	"224"	""	"224"	""
"324"	"Round-16 Total"	"1307"	"96"	"162"	"3047"	"173"	"365"	"215"	"5365"	"0"	"5365"	"0"
"325"	"Grand Total"	"30292"	"2028"	"3829"	"29270"	"2084"	"27071"	"3673"	"98247"	"0"	"98247"	"0"
