"199"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""
"200"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 202-RAJPUR(SC) CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""
"201"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	"175225+662
202 RAJPUR (SC)"	""	""	""	""	""	""	""
"202"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"203"	""	"Serial No. of Polling Station"	""	"Amar Kumar Paswan"	"Chhedi Lal Ram"	"Shyam Pyari Devi"	"Santosh Kumar Nirala"	"Moti Chand Ram"	"Sukul Ram"	"Ganga Sagar Ram"	"Sanjay Paswan"	"TOTAL VALID VOTES"	"REJECTED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"
"204"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	""	""	""	""
"205"	"R
o u n d
1
0"	""	"114"	"7"	"2"	"230"	"146"	"4"	"1"	"1"	"0"	"391"	"0"	"391"	"0"
"206"	""	""	"114A"	"15"	"17"	"214"	"48"	"106"	"6"	"9"	"15"	"430"	"0"	"430"	"0"
"207"	""	""	"115"	"5"	"1"	"132"	"140"	"5"	"4"	"0"	"2"	"289"	"0"	"289"	"0"
"208"	""	""	"115A"	"24"	"36"	"165"	"222"	"155"	"2"	"3"	"6"	"613"	"0"	"613"	"0"
"209"	""	""	"116"	"84"	"91"	"181"	"239"	"24"	"2"	"7"	"7"	"635"	"0"	"635"	"0"
"210"	""	""	"117"	"23"	"73"	"267"	"219"	"16"	"8"	"9"	"8"	"623"	"0"	"623"	"0"
"211"	""	""	"118"	"16"	"168"	"31"	"23"	"1"	"2"	"0"	"3"	"244"	"0"	"244"	"0"
"212"	""	""	"118A"	"15"	"12"	"162"	"192"	"7"	"3"	"4"	"2"	"397"	"0"	"397"	"0"
"213"	""	""	"119"	"17"	"144"	"70"	"176"	"105"	"2"	"7"	"9"	"530"	"0"	"530"	"0"
"214"	""	""	"120"	"32"	"199"	"248"	"195"	"25"	"10"	"9"	"5"	"723"	"0"	"723"	"0"
"215"	""	""	"121"	"19"	"90"	"250"	"273"	"77"	"6"	"21"	"6"	"742"	"0"	"742"	"0"
"216"	""	""	"122"	"5"	"19"	"287"	"140"	"6"	"2"	"8"	"11"	"478"	"0"	"478"	"0"
"217"	""	""	"123"	"34"	"160"	"103"	"221"	"16"	"5"	"7"	"10"	"556"	"0"	"556"	"0"
"218"	""	""	"124"	"12"	"67"	"241"	"239"	"14"	"2"	"14"	"9"	"598"	"0"	"598"	"0"
"219"	"TOTAL"	""	""	"308"	"1079"	"2581"	"2473"	"561"	"55"	"99"	"93"	"7249"	"0"	"7249"	"0"
"220"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""
"221"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""
"222"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 202-RAJPUR(SC) CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""
"223"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	"175225+662
202 RAJPUR (SC)"	""	""	""	""	""	""	""
"224"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"225"	""	"Serial No. of Polling Station"	""	"Amar Kumar Paswan"	"Chhedi Lal Ram"	"Shyam Pyari Devi"	"Santosh Kumar Nirala"	"Moti Chand Ram"	"Sukul Ram"	"Ganga Sagar Ram"	"Sanjay Paswan"	"TOTAL VALID VOTES"	"REJECTED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"
"226"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	""	""	""	""
"227"	"R
o u n d
1
1"	""	"125"	"12"	"110"	"118"	"85"	"4"	"2"	"10"	"4"	"345"	"0"	"345"	"0"
"228"	""	""	"126"	"10"	"84"	"155"	"150"	"3"	"4"	"1"	"4"	"411"	"0"	"411"	"0"
"229"	""	""	"127"	"28"	"25"	"167"	"189"	"5"	"8"	"3"	"2"	"427"	"0"	"427"	"0"
"230"	""	""	"128"	"11"	"44"	"252"	"46"	"5"	"1"	"4"	"1"	"364"	"0"	"364"	"0"
"231"	""	""	"129"	"1"	"39"	"235"	"289"	"6"	"5"	"4"	"9"	"588"	"0"	"588"	"0"
"232"	""	""	"130"	"20"	"74"	"200"	"195"	"16"	"2"	"8"	"8"	"523"	"0"	"523"	"0"
"233"	""	""	"131"	"7"	"106"	"275"	"158"	"5"	"5"	"5"	"12"	"573"	"0"	"573"	"0"
"234"	""	""	"132"	"21"	"73"	"100"	"288"	"6"	"29"	"4"	"7"	"528"	"0"	"528"	"0"
"235"	""	""	"133"	"20"	"195"	"97"	"46"	"4"	"1"	"3"	"4"	"370"	"0"	"370"	"0"
"236"	""	""	"134"	"27"	"76"	"320"	"92"	"10"	"9"	"9"	"11"	"554"	"0"	"554"	"0"
"237"	""	""	"135"	"3"	"11"	"17"	"268"	"7"	"1"	"6"	"4"	"317"	"0"	"317"	"0"
"238"	""	""	"136"	"120"	"22"	"343"	"166"	"10"	"4"	"3"	"3"	"671"	"0"	"671"	"0"
"239"	""	""	"137"	"17"	"89"	"224"	"93"	"2"	"1"	"4"	"6"	"436"	"0"	"436"	"0"
"240"	""	""	"138"	"75"	"134"	"398"	"128"	"8"	"2"	"5"	"8"	"758"	"0"	"758"	"0"
"241"	"TOTAL"	""	""	"372"	"1082"	"2901"	"2193"	"91"	"74"	"69"	"83"	"6865"	"0"	"6865"	"0"
"242"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""
"243"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""
"244"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 202-RAJPUR(SC) CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""
"245"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	"175225+662
202 RAJPUR (SC)"	""	""	""	""	""	""	""
"246"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"247"	""	"Serial No. of Polling Station"	""	"Amar Kumar Paswan"	"Chhedi Lal Ram"	"Shyam Pyari Devi"	"Santosh Kumar Nirala"	"Moti Chand Ram"	"Sukul Ram"	"Ganga Sagar Ram"	"Sanjay Paswan"	"TOTAL VALID VOTES"	"REJECTED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"
"248"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	""	""	""	""
"249"	"R
o u n d
1
2"	""	"139"	"100"	"99"	"172"	"262"	"3"	"5"	"8"	"10"	"659"	"0"	"659"	"0"
"250"	""	""	"140"	"36"	"47"	"339"	"62"	"10"	"6"	"18"	"15"	"533"	"0"	"533"	"0"
"251"	""	""	"140A"	"18"	"42"	"140"	"107"	"9"	"3"	"13"	"7"	"339"	"0"	"339"	"0"
"252"	""	""	"141"	"22"	"261"	"33"	"121"	"9"	"12"	"7"	"8"	"473"	"0"	"473"	"0"
"253"	""	""	"142"	"30"	"9"	"557"	"63"	"9"	"7"	"14"	"12"	"701"	"0"	"701"	"0"
"254"	""	""	"143"	"42"	"6"	"203"	"86"	"8"	"2"	"5"	"3"	"355"	"0"	"355"	"0"
"255"	""	""	"143A"	"24"	"27"	"167"	"180"	"8"	"6"	"5"	"4"	"421"	"0"	"421"	"0"
"256"	""	""	"144"	"9"	"81"	"301"	"52"	"2"	"3"	"5"	"3"	"456"	"0"	"456"	"0"
"257"	""	""	"145"	"57"	"75"	"86"	"194"	"13"	"6"	"7"	"11"	"449"	"0"	"449"	"0"
"258"	""	""	"146"	"17"	"227"	"69"	"42"	"1"	"2"	"1"	"2"	"361"	"0"	"361"	"0"
"259"	""	""	"147"	"8"	"29"	"186"	"311"	"5"	"5"	"4"	"4"	"552"	"0"	"552"	"0"
"260"	""	""	"148"	"12"	"35"	"51"	"218"	"7"	"2"	"3"	"8"	"336"	"0"	"336"	"0"
"261"	""	""	"148A"	"14"	"7"	"106"	"54"	"5"	"5"	"3"	"1"	"195"	"0"	"195"	"0"
"262"	""	""	"149"	"23"	"138"	"191"	"58"	"13"	"4"	"8"	"18"	"453"	"0"	"453"	"0"
"263"	"TOTAL"	""	""	"412"	"1083"	"2601"	"1810"	"102"	"68"	"101"	"106"	"6283"	"0"	"6283"	"0"
"264"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""
"265"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""
"266"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 202-RAJPUR(SC) CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""
"267"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	"175225+662
202 RAJPUR (SC)"	""	""	""	""	""	""	""
"268"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"269"	""	"Serial No. of Polling Station"	""	"Amar Kumar Paswan"	"Chhedi Lal Ram"	"Shyam Pyari Devi"	"Santosh Kumar Nirala"	"Moti Chand Ram"	"Sukul Ram"	"Ganga Sagar Ram"	"Sanjay Paswan"	"TOTAL VALID VOTES"	"REJECTED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"
"270"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	""	""	""	""
"271"	"R
o u n d
1
3"	""	"150"	"29"	"219"	"72"	"194"	"6"	"8"	"4"	"9"	"541"	"0"	"541"	"0"
"272"	""	""	"151"	"16"	"62"	"58"	"135"	"8"	"4"	"6"	"4"	"293"	"0"	"293"	"0"
"273"	""	""	"152"	"26"	"7"	"199"	"129"	"13"	"4"	"5"	"6"	"389"	"0"	"389"	"0"
"274"	""	""	"152A"	"18"	"26"	"86"	"62"	"5"	"12"	"7"	"10"	"226"	"0"	"226"	"0"
"275"	""	""	"153"	"15"	"288"	"34"	"138"	"6"	"63"	"11"	"26"	"581"	"0"	"581"	"0"
"276"	""	""	"154"	"32"	"49"	"129"	"92"	"5"	"2"	"2"	"4"	"315"	"0"	"315"	"0"
"277"	""	""	"154A"	"60"	"131"	"115"	"77"	"3"	"4"	"8"	"7"	"405"	"0"	"405"	"0"
"278"	""	""	"155"	"16"	"96"	"230"	"146"	"4"	"5"	"13"	"7"	"517"	"0"	"517"	"0"
"279"	""	""	"156"	"24"	"220"	"150"	"236"	"5"	"4"	"4"	"5"	"648"	"0"	"648"	"0"
"280"	""	""	"157"	"21"	"101"	"38"	"219"	"4"	"9"	"3"	"2"	"397"	"0"	"397"	"0"
"281"	""	""	"158"	"30"	"126"	"130"	"157"	"8"	"4"	"13"	"11"	"479"	"0"	"479"	"0"
"282"	""	""	"159"	"7"	"78"	"237"	"126"	"9"	"6"	"6"	"5"	"474"	"0"	"474"	"0"
"283"	""	""	"160"	"113"	"75"	"334"	"75"	"8"	"8"	"10"	"8"	"631"	"0"	"631"	"0"
"284"	""	""	"161"	"28"	"94"	"137"	"274"	"13"	"10"	"7"	"14"	"577"	"0"	"577"	"0"
"285"	"TOTAL"	""	""	"435"	"1572"	"1949"	"2060"	"97"	"143"	"99"	"118"	"6473"	"0"	"6473"	"0"
"286"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""
"287"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""
"288"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 202-RAJPUR(SC) CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""
"289"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	"175225+662
202 RAJPUR (SC)"	""	""	""	""	""	""	""
"290"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""
"291"	""	"Serial No. of Polling Station"	""	"Amar Kumar Paswan"	"Chhedi Lal Ram"	"Shyam Pyari Devi"	"Santosh Kumar Nirala"	"Moti Chand Ram"	"Sukul Ram"	"Ganga Sagar Ram"	"Sanjay Paswan"	"TOTAL VALID VOTES"	"REJECTED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"
"292"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	""	""	""	""
"293"	"R
o u n d
1
4"	""	"162"	"6"	"92"	"271"	"17"	"3"	"2"	"4"	"5"	"400"	"0"	"400"	"0"
"294"	""	""	"162A"	"12"	"113"	"22"	"185"	"4"	"1"	"0"	"5"	"342"	"0"	"342"	"0"
"295"	""	""	"163"	"28"	"147"	"53"	"95"	"4"	"23"	"5"	"6"	"361"	"0"	"361"	"0"
"296"	""	""	"164"	"1"	"370"	"87"	"81"	"3"	"0"	"1"	"2"	"545"	"0"	"545"	"0"
"297"	""	""	"165"	"5"	"31"	"269"	"59"	"2"	"3"	"8"	"12"	"389"	"0"	"389"	"0"
"298"	""	""	"165A"	"13"	"89"	"120"	"65"	"8"	"3"	"8"	"13"	"319"	"0"	"319"	"0"
"299"	""	""	"166"	"5"	"51"	"321"	"130"	"12"	"1"	"7"	"7"	"534"	"0"	"534"	"0"
"300"	""	""	"167"	"23"	"268"	"142"	"26"	"3"	"3"	"7"	"4"	"476"	"0"	"476"	"0"
"301"	""	""	"168"	"24"	"153"	"73"	"119"	"4"	"6"	"3"	"2"	"384"	"0"	"384"	"0"
"302"	""	""	"169"	"41"	"321"	"271"	"153"	"17"	"5"	"9"	"17"	"834"	"0"	"834"	"0"
"303"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"304"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"305"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"306"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"307"	"TOTAL"	""	""	"158"	"1635"	"1629"	"930"	"60"	"47"	"52"	"73"	"4584"	"0"	"4584"	"0"
"308"	"Total No. of Votes recorded at Polling Stations"	""	""	"3353"	"18706"	"32128"	"26434"	"4603"	"1001"	"1351"	"1330"	"88906"	"0"	"88906"	"0"
"309"	"No. of Votes recorded on Postal Ballot Papers"	""	""	"1"	"8"	"9"	"3"	"0"	"0"	"0"	"0"	"21"	"0"	"21"	"0"
"310"	"Total Votes polled"	""	""	"3354"	"18714"	"32137"	"26437"	"4603"	"1001"	"1351"	"1330"	"88927"	"0"	"88927"	"0"
"311"	"Place"	""	""	""	""	""	""	""	""	""	""	"Returning Officer"	""	""	""
"312"	"Date"	""	""	""	""	""	""	""	""	""	""	""	"202 Rajpur"	""	""
