"193"	""	""	"103"	"6"	"47"	"212"	"190"	"9"	"4"	"2"	"2"	"472"	"0"	"472"	"0"	""
"194"	""	""	"104"	"47"	"6"	"13"	"343"	"9"	"1"	"2"	"2"	"423"	"0"	"423"	"0"	""
"195"	""	""	"105"	"5"	"7"	"92"	"275"	"5"	"3"	"2"	"9"	"398"	"0"	"398"	"0"	""
"196"	""	""	"106"	"16"	"29"	"263"	"33"	"4"	"3"	"3"	"2"	"353"	"0"	"353"	"0"	""
"197"	"TOTAL"	""	""	"216"	"448"	"2315"	"2408"	"81"	"64"	"39"	"81"	"5652"	"0"	"5652"	"0"	""
"198"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""
"199"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""
"200"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 201-BUXAR CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""
"201"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	"207197+578
201 BUXAR"	""	""	""	""	""	""	""	""
"202"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""
"203"	""	"Serial No. of Polling Station"	""	"Jawahar Lal Choudhary"	"Shiv Kumar Sharma"	"Prof.Sukhada Pandey"	"Hridaya Narayan Singh"	"Upendra Dubey"	"Jitendra Kumar Singh"	"Raghuwar Sharan Pathak"	"Surendra Singh"	"TOTAL VALID VOTES"	"REJECTED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"204"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	""	""	""	""	""
"205"	"R
o u n d
1
0"	""	"107"	"9"	"1"	"160"	"158"	"6"	"1"	"3"	"6"	"344"	"0"	"344"	"0"	""
"206"	""	""	"108"	"9"	"10"	"162"	"211"	"11"	"3"	"3"	"10"	"419"	"0"	"419"	"0"	""
"207"	""	""	"109"	"1"	"71"	"478"	"116"	"0"	"0"	"3"	"0"	"669"	"0"	"669"	"0"	""
"208"	""	""	"110"	"7"	"34"	"253"	"147"	"5"	"3"	"4"	"6"	"459"	"0"	"459"	"0"	""
"209"	""	""	"111"	"11"	"1"	"190"	"261"	"6"	"1"	"3"	"5"	"478"	"0"	"478"	"0"	""
"210"	""	""	"111A"	"2"	"1"	"39"	"147"	"3"	"0"	"3"	"3"	"198"	"0"	"198"	"0"	""
"211"	""	""	"112"	"56"	"11"	"238"	"365"	"15"	"7"	"3"	"9"	"704"	"0"	"704"	"0"	""
"212"	""	""	"113"	"38"	"6"	"193"	"172"	"9"	"6"	"3"	"10"	"437"	"0"	"437"	"0"	""
"213"	""	""	"113A"	"10"	"0"	"43"	"253"	"5"	"0"	"0"	"1"	"312"	"0"	"312"	"0"	""
"214"	""	""	"114"	"13"	"0"	"195"	"269"	"5"	"6"	"5"	"5"	"498"	"0"	"498"	"0"	""
"215"	""	""	"115"	"28"	"3"	"151"	"263"	"10"	"4"	"3"	"1"	"463"	"0"	"463"	"0"	""
"216"	""	""	"115A"	"77"	"5"	"79"	"133"	"6"	"1"	"2"	"4"	"307"	"0"	"307"	"0"	""
"217"	""	""	"116"	"19"	"8"	"426"	"173"	"7"	"4"	"7"	"8"	"652"	"0"	"652"	"0"	""
"218"	""	""	"117"	"4"	"57"	"222"	"169"	"10"	"3"	"6"	"7"	"478"	"0"	"478"	"0"	""
"219"	"TOTAL"	""	""	"284"	"208"	"2829"	"2837"	"98"	"39"	"48"	"75"	"6418"	"0"	"6418"	"0"	""
"220"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""
"221"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""
"222"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 201-BUXAR CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""
"223"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	"207197+578
201 BUXAR"	""	""	""	""	""	""	""	""
"224"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""
"225"	""	"Serial No. of Polling Station"	""	"Jawahar Lal Choudhary"	"Shiv Kumar Sharma"	"Prof.Sukhada Pandey"	"Hridaya Narayan Singh"	"Upendra Dubey"	"Jitendra Kumar Singh"	"Raghuwar Sharan Pathak"	"Surendra Singh"	"TOTAL VALID VOTES"	"REJECTED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"226"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	""	""	""	""	""
"227"	"R
o u n d
1
1"	""	"117A"	"7"	"6"	"34"	"275"	"10"	"0"	"1"	"11"	"344"	"0"	"344"	"0"	""
"228"	""	""	"118"	"44"	"23"	"257"	"234"	"7"	"4"	"5"	"10"	"584"	"0"	"584"	"0"	""
"229"	""	""	"119"	"2"	"0"	"0"	"536"	"2"	"1"	"0"	"0"	"541"	"0"	"541"	"0"	""
"230"	""	""	"120"	"1"	"40"	"223"	"310"	"5"	"1"	"1"	"2"	"583"	"0"	"583"	"0"	""
"231"	""	""	"121"	"10"	"12"	"175"	"313"	"4"	"6"	"5"	"5"	"530"	"0"	"530"	"0"	""
"232"	""	""	"122"	"0"	"7"	"113"	"414"	"3"	"1"	"1"	"5"	"544"	"0"	"544"	"0"	""
"233"	""	""	"123"	"13"	"8"	"125"	"216"	"4"	"3"	"2"	"9"	"380"	"0"	"380"	"0"	""
"234"	""	""	"124"	"6"	"6"	"184"	"260"	"10"	"9"	"5"	"4"	"484"	"0"	"484"	"0"	""
"235"	""	""	"124A"	"7"	"45"	"198"	"159"	"3"	"3"	"2"	"1"	"418"	"0"	"418"	"0"	""
"236"	""	""	"125"	"9"	"20"	"230"	"119"	"6"	"2"	"10"	"15"	"411"	"0"	"411"	"0"	""
"237"	""	""	"126"	"19"	"10"	"365"	"244"	"13"	"10"	"5"	"11"	"677"	"0"	"677"	"0"	""
"238"	""	""	"127"	"2"	"0"	"147"	"119"	"1"	"1"	"0"	"2"	"272"	"0"	"272"	"0"	""
"239"	""	""	"127A"	"14"	"16"	"116"	"247"	"9"	"3"	"3"	"10"	"418"	"0"	"418"	"0"	""
"240"	""	""	"128"	"14"	"13"	"211"	"468"	"10"	"6"	"4"	"13"	"739"	"0"	"739"	"0"	""
"241"	"TOTAL"	""	""	"148"	"206"	"2378"	"3914"	"87"	"50"	"44"	"98"	"6925"	"0"	"6925"	"0"	""
"242"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""
"243"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""
"244"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 201-BUXAR CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""
"245"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	"207197+578
201 BUXAR"	""	""	""	""	""	""	""	""
"246"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""
"247"	""	"Serial No. of Polling Station"	""	"Jawahar Lal Choudhary"	"Shiv Kumar Sharma"	"Prof.Sukhada Pandey"	"Hridaya Narayan Singh"	"Upendra Dubey"	"Jitendra Kumar Singh"	"Raghuwar Sharan Pathak"	"Surendra Singh"	"TOTAL VALID VOTES"	"REJECTED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"248"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	""	""	""	""	""
"249"	"R
o u n d
1
2"	""	"129"	"12"	"5"	"174"	"469"	"9"	"4"	"0"	"15"	"688"	"0"	"688"	"0"	""
"250"	""	""	"130"	"10"	"38"	"270"	"187"	"5"	"3"	"4"	"2"	"519"	"0"	"519"	"0"	""
"251"	""	""	"131"	"12"	"49"	"137"	"380"	"6"	"8"	"5"	"11"	"608"	"0"	"608"	"0"	""
"252"	""	""	"132"	"6"	"4"	"219"	"191"	"2"	"3"	"3"	"7"	"435"	"0"	"435"	"0"	""
"253"	""	""	"133"	"24"	"40"	"219"	"242"	"11"	"4"	"7"	"8"	"555"	"0"	"555"	"0"	""
"254"	""	""	"134"	"8"	"2"	"244"	"435"	"6"	"4"	"2"	"4"	"705"	"0"	"705"	"0"	""
"255"	""	""	"135"	"8"	"17"	"110"	"382"	"9"	"3"	"7"	"6"	"542"	"0"	"542"	"0"	""
"256"	""	""	"136"	"9"	"34"	"119"	"454"	"13"	"2"	"4"	"11"	"646"	"0"	"646"	"0"	""
"257"	""	""	"137"	"5"	"2"	"206"	"200"	"5"	"1"	"0"	"2"	"421"	"0"	"421"	"0"	""
"258"	""	""	"137A"	"5"	"50"	"100"	"292"	"9"	"1"	"3"	"9"	"469"	"0"	"469"	"0"	""
"259"	""	""	"138"	"7"	"21"	"232"	"153"	"7"	"3"	"1"	"3"	"427"	"0"	"427"	"0"	""
"260"	""	""	"138A"	"66"	"16"	"183"	"147"	"3"	"4"	"2"	"0"	"421"	"0"	"421"	"0"	""
"261"	""	""	"139"	"3"	"3"	"168"	"255"	"3"	"3"	"1"	"2"	"438"	"0"	"438"	"0"	""
"262"	""	""	"140"	"9"	"6"	"156"	"332"	"10"	"3"	"2"	"9"	"527"	"0"	"527"	"0"	""
"263"	"TOTAL"	""	""	"184"	"287"	"2537"	"4119"	"98"	"46"	"41"	"89"	"7401"	"0"	"7401"	"0"	""
"264"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""
"265"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""
"266"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 201-BUXAR CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""
"267"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	"207197+578
201 BUXAR"	""	""	""	""	""	""	""	""
"268"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""
"269"	""	"Serial No. of Polling Station"	""	"Jawahar Lal Choudhary"	"Shiv Kumar Sharma"	"Prof.Sukhada Pandey"	"Hridaya Narayan Singh"	"Upendra Dubey"	"Jitendra Kumar Singh"	"Raghuwar Sharan Pathak"	"Surendra Singh"	"TOTAL VALID VOTES"	"REJECTED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"270"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	""	""	""	""	""
"271"	"R
o u n d
1
3"	""	"141"	"29"	"5"	"79"	"497"	"17"	"3"	"2"	"14"	"646"	"0"	"646"	"0"	""
"272"	""	""	"142"	"7"	"1"	"33"	"303"	"10"	"5"	"1"	"5"	"365"	"0"	"365"	"0"	""
"273"	""	""	"143"	"6"	"11"	"447"	"316"	"6"	"4"	"1"	"29"	"820"	"0"	"820"	"0"	""
"274"	""	""	"144"	"8"	"12"	"322"	"307"	"12"	"5"	"7"	"15"	"688"	"0"	"688"	"0"	""
"275"	""	""	"145"	"16"	"27"	"150"	"230"	"6"	"4"	"10"	"14"	"457"	"0"	"457"	"0"	""
"276"	""	""	"145A"	"24"	"12"	"67"	"341"	"16"	"6"	"3"	"12"	"481"	"0"	"481"	"0"	""
"277"	""	""	"146"	"4"	"3"	"273"	"118"	"2"	"1"	"0"	"9"	"410"	"0"	"410"	"0"	""
"278"	""	""	"147"	"24"	"36"	"151"	"396"	"17"	"2"	"3"	"9"	"638"	"0"	"638"	"0"	""
"279"	""	""	"148"	"11"	"73"	"169"	"168"	"6"	"5"	"6"	"11"	"449"	"0"	"449"	"0"	""
"280"	""	""	"148A"	"8"	"5"	"107"	"283"	"13"	"4"	"3"	"5"	"428"	"0"	"428"	"0"	""
"281"	""	""	"149"	"17"	"30"	"344"	"142"	"10"	"6"	"5"	"24"	"578"	"0"	"578"	"0"	""
"282"	""	""	"149A"	"6"	"14"	"82"	"186"	"9"	"0"	"4"	"6"	"307"	"0"	"307"	"0"	""
"283"	""	""	"150"	"16"	"9"	"82"	"357"	"5"	"1"	"2"	"1"	"473"	"0"	"473"	"0"	""
"284"	""	""	"150A"	"9"	"24"	"151"	"247"	"11"	"1"	"2"	"15"	"460"	"0"	"460"	"0"	""
"285"	"TOTAL"	""	""	"185"	"262"	"2457"	"3891"	"140"	"47"	"49"	"169"	"7200"	"0"	"7200"	"0"	""
"286"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""
"287"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""
"288"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 201-BUXAR CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""
"289"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	"207197+578
201 BUXAR"	""	""	""	""	""	""	""	""
"290"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""
"291"	""	"Serial No. of Polling Station"	""	"Jawahar Lal Choudhary"	"Shiv Kumar Sharma"	"Prof.Sukhada Pandey"	"Hridaya Narayan Singh"	"Upendra Dubey"	"Jitendra Kumar Singh"	"Raghuwar Sharan Pathak"	"Surendra Singh"	"TOTAL VALID VOTES"	"REJECTED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"292"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	""	""	""	""	""
"293"	"R
o u n d
1
4"	""	"151"	"5"	"5"	"212"	"283"	"1"	"6"	"2"	"3"	"517"	"0"	"517"	"0"	""
"294"	""	""	"152"	"14"	"20"	"74"	"355"	"11"	"0"	"1"	"9"	"484"	"0"	"484"	"0"	""
"295"	""	""	"153"	"21"	"27"	"125"	"473"	"27"	"7"	"11"	"19"	"710"	"0"	"710"	"0"	""
"296"	""	""	"154"	"6"	"13"	"112"	"452"	"3"	"2"	"1"	"1"	"590"	"0"	"590"	"0"	""
"297"	""	""	"154A"	"7"	"35"	"81"	"102"	"5"	"6"	"1"	"2"	"239"	"0"	"239"	"0"	""
"298"	""	""	"155"	"6"	"3"	"144"	"282"	"10"	"2"	"1"	"6"	"454"	"0"	"454"	"0"	""
"299"	""	""	"155A"	"11"	"2"	"100"	"149"	"6"	"1"	"2"	"5"	"276"	"0"	"276"	"0"	""
"300"	""	""	"156"	"10"	"24"	"220"	"136"	"6"	"6"	"8"	"11"	"421"	"0"	"421"	"0"	""
"301"	""	""	"157"	"11"	"4"	"226"	"335"	"9"	"6"	"1"	"7"	"599"	"0"	"599"	"0"	""
"302"	""	""	"158"	"7"	"61"	"128"	"105"	"5"	"2"	"2"	"5"	"315"	"0"	"315"	"0"	""
"303"	""	""	"159"	"10"	"51"	"247"	"36"	"4"	"0"	"2"	"5"	"355"	"0"	"355"	"0"	""
"304"	""	""	"159A"	"3"	"9"	"229"	"68"	"2"	"1"	"4"	"6"	"322"	"0"	"322"	"0"	""
"305"	""	""	"160"	"5"	"73"	"222"	"49"	"2"	"6"	"4"	"11"	"372"	"0"	"372"	"0"	""
"306"	""	""	"160A"	"3"	"19"	"97"	"266"	"14"	"3"	"4"	"9"	"415"	"0"	"415"	"0"	""
"307"	"TOTAL"	""	""	"119"	"346"	"2217"	"3091"	"105"	"48"	"44"	"99"	"6069"	"0"	"6069"	"0"	""
"308"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""
"309"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""
"310"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 201-BUXAR CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""
"311"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	"207197+578
201 BUXAR"	""	""	""	""	""	""	""	""
"312"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""
"313"	""	"Serial No. of Polling Station"	""	"Jawahar Lal Choudhary"	"Shiv Kumar Sharma"	"Prof.Sukhada Pandey"	"Hridaya Narayan Singh"	"Upendra Dubey"	"Jitendra Kumar Singh"	"Raghuwar Sharan Pathak"	"Surendra Singh"	"TOTAL VALID VOTES"	"REJECTED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"314"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	""	""	""	""	""
"315"	"R
o u n d
1
5"	""	"161"	"2"	"0"	"257"	"171"	"1"	"3"	"4"	"6"	"444"	"0"	"444"	"0"	""
"316"	""	""	"162"	"19"	"6"	"59"	"373"	"14"	"15"	"5"	"17"	"508"	"0"	"508"	"0"	""
"317"	""	""	"163"	"24"	"23"	"262"	"214"	"11"	"10"	"9"	"14"	"567"	"0"	"567"	"0"	""
"318"	""	""	"164"	"8"	"2"	"38"	"409"	"31"	"6"	"6"	"9"	"509"	"0"	"509"	"0"	""
"319"	""	""	"165"	"2"	"5"	"154"	"54"	"4"	"2"	"2"	"3"	"226"	"0"	"226"	"0"	""
"320"	""	""	"165A"	"7"	"5"	"356"	"188"	"10"	"1"	"1"	"7"	"575"	"0"	"575"	"0"	""
"321"	""	""	"166"	"29"	"15"	"134"	"213"	"10"	"8"	"6"	"14"	"429"	"0"	"429"	"0"	""
"322"	""	""	"167"	"10"	"13"	"160"	"184"	"12"	"0"	"6"	"10"	"395"	"0"	"395"	"0"	""
"323"	""	""	"168"	"5"	"8"	"379"	"109"	"4"	"6"	"3"	"6"	"520"	"0"	"520"	"0"	""
"324"	""	""	"169"	"0"	"4"	"417"	"14"	"0"	"0"	"0"	"0"	"435"	"0"	"435"	"0"	""
"325"	""	""	"170"	"13"	"16"	"170"	"233"	"6"	"9"	"6"	"10"	"463"	"0"	"463"	"0"	""
"326"	""	""	"171"	"3"	"4"	"197"	"304"	"17"	"6"	"6"	"8"	"545"	"0"	"545"	"0"	""
"327"	""	""	"172"	"3"	"8"	"324"	"304"	"5"	"3"	"1"	"3"	"651"	"0"	"651"	"0"	""
"328"	""	""	"173"	"9"	"12"	"244"	"153"	"3"	"3"	"0"	"5"	"429"	"0"	"429"	"0"	""
"329"	"TOTAL"	""	""	"134"	"121"	"3151"	"2923"	"128"	"72"	"55"	"112"	"6696"	"0"	"6696"	"0"	""
"330"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""
"331"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""
"332"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 201-BUXAR CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""
"333"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	"207197+578
201 BUXAR"	""	""	""	""	""	""	""	""
"334"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""
"335"	""	"Serial No. of Polling Station"	""	"Jawahar Lal Choudhary"	"Shiv Kumar Sharma"	"Prof.Sukhada Pandey"	"Hridaya Narayan Singh"	"Upendra Dubey"	"Jitendra Kumar Singh"	"Raghuwar Sharan Pathak"	"Surendra Singh"	"TOTAL VALID VOTES"	"REJECTED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"336"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	""	""	""	""	""
"337"	"R
o u n d
1
6"	""	"174"	"5"	"4"	"94"	"227"	"11"	"4"	"5"	"3"	"353"	"0"	"353"	"0"	""
"338"	""	""	"175"	"14"	"142"	"213"	"131"	"2"	"16"	"7"	"2"	"527"	"0"	"527"	"0"	""
"339"	""	""	"176"	"6"	"40"	"194"	"172"	"14"	"12"	"5"	"16"	"459"	"0"	"459"	"0"	""
"340"	""	""	"177"	"7"	"6"	"208"	"223"	"2"	"1"	"2"	"2"	"451"	"0"	"451"	"0"	""
"341"	""	""	"178"	"4"	"43"	"184"	"259"	"15"	"5"	"5"	"11"	"526"	"0"	"526"	"0"	""
"342"	""	""	"179"	"7"	"15"	"253"	"183"	"8"	"7"	"4"	"5"	"482"	"0"	"482"	"0"	""
"343"	""	""	"180"	"3"	"8"	"61"	"440"	"5"	"6"	"3"	"3"	"529"	"0"	"529"	"0"	""
"344"	""	""	"181"	"9"	"17"	"97"	"153"	"5"	"8"	"3"	"14"	"306"	"0"	"306"	"0"	""
"345"	""	""	"182"	"18"	"8"	"219"	"280"	"11"	"8"	"3"	"23"	"570"	"0"	"570"	"0"	""
"346"	""	""	"183"	"15"	"31"	"187"	"262"	"4"	"5"	"3"	"6"	"513"	"0"	"513"	"0"	""
"347"	""	""	"184"	"10"	"10"	"187"	"340"	"7"	"3"	"2"	"4"	"563"	"0"	"563"	"0"	""
"348"	""	""	"185"	"9"	"4"	"184"	"81"	"7"	"4"	"2"	"10"	"301"	"0"	"301"	"0"	""
"349"	""	""	"185A"	"4"	"18"	"183"	"23"	"3"	"1"	"1"	"3"	"236"	"0"	"236"	"0"	""
"350"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"351"	"TOTAL"	""	""	"111"	"346"	"2264"	"2774"	"94"	"80"	"45"	"102"	"5816"	"0"	"5816"	"0"	""
"352"	"Total No. of Votes recorded at Polling Stations"	""	""	"2722"	"3656"	"45152"	"46187"	"1478"	"920"	"684"	"1450"	"102249"	"0"	"102249"	"0"	""
"353"	"No. of Votes recorded on Postal Ballot Papers"	""	""	"0"	"0"	"13"	"5"	"0"	"0"	"0"	"0"	"18"	"0"	"18"	"0"	""
"354"	"Total Votes polled"	""	""	"2722"	"3656"	"45165"	"46192"	"1478"	"920"	"684"	"1450"	"102267"	"0"	"102267"	"0"	""
"355"	"Place"	""	""	""	""	""	""	""	""	""	""	"Returning Officer"	""	""	""	""
"356"	"Date"	""	""	""	""	""	""	""	""	""	""	""	"201 Buxar"	""	""	""
