"212"	"103"	"254"	"32"	"1"	"112"	"9"	"7"	"3"	"6"	"9"	""	""	""
"213"	"104"	"59"	"25"	"2"	"93"	"1"	"4"	"0"	"0"	"1"	""	""	""
"214"	"105"	"16"	"52"	"1"	"241"	"10"	"11"	"2"	"2"	"0"	""	""	""
"215"	"106"	"92"	"4"	"2"	"199"	"3"	"4"	"1"	"1"	"6"	""	""	""
"216"	"¼vf/klwfpr ernku dsUnzksa ls fHkUu ernku dsUnzksa ij ernku dk ifj.kke vfHkfyf[kr djus ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"217"	"153&Lkqyrkuxat ¼v0  tk0½ fuokZpu {ks= esa"	""	""	""	""	""	""	""	""	""	""	""	""
"218"	"ds fy, fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""
"219"	"Hkkx 1"	""	""	""	""	""	""	""	""	""	""	""	""
"220"	"¼lalnh; vkSj fo/kku lHkk nksuksa fuokZpuksa ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"221"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"222"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"223"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	"izfr{ksfir
erksa dh la[;k
;ksx"	"fufonu
erksa dh la[;k"
"224"	""	"Xks.k'k
Ikkloku"	"fot;
dqekj Ikkloku"	"a';ke
fd'kksj gfjtu"	"Lkq/kka'kq
'ks[kj HkkLdj"	"vkse
Ikzdk'k Ikkloku"	"vfuy
nkl"	"nsosUnz
nkl"	";ksxsUnz
Ikkloku"	"Lkat;
dqekj"	""	""	""
"225"	"107"	"376"	"23"	"7"	"181"	"15"	"7"	"2"	"5"	"8"	""	""	""
"226"	"108"	"48"	"12"	"5"	"242"	"10"	"8"	"4"	"4"	"6"	""	""	""
"227"	"109"	"91"	"15"	"6"	"129"	"1"	"3"	"2"	"3"	"8"	""	""	""
"228"	"110"	"106"	"47"	"9"	"104"	"6"	"9"	"1"	"2"	"3"	""	""	""
"229"	"110d"	"174"	"23"	"10"	"117"	"3"	"7"	"4"	"2"	"14"	""	""	""
"230"	"111"	"46"	"4"	"4"	"132"	"4"	"6"	"2"	"5"	"11"	""	""	""
"231"	"111d"	"67"	"16"	"5"	"150"	"3"	"8"	"2"	"0"	"9"	""	""	""
"232"	"112"	"196"	"75"	"7"	"85"	"73"	"7"	"1"	"6"	"11"	""	""	""
"233"	"113"	"40"	"65"	"7"	"294"	"16"	"32"	"10"	"10"	"9"	""	""	""
"234"	"114"	"168"	"27"	"6"	"237"	"7"	"14"	"4"	"2"	"9"	""	""	""
"235"	"115"	"175"	"26"	"5"	"229"	"11"	"15"	"3"	"5"	"15"	""	""	""
"236"	"116"	"104"	"18"	"6"	"203"	"7"	"12"	"2"	"0"	"2"	""	""	""
"237"	"117"	"163"	"56"	"13"	"180"	"3"	"6"	"1"	"1"	"11"	""	""	""
"238"	"118"	"52"	"41"	"6"	"166"	"5"	"16"	"2"	"0"	"3"	""	""	""
"239"	"119"	"67"	"85"	"8"	"134"	"5"	"15"	"1"	"0"	"12"	""	""	""
"240"	"¼vf/klwfpr ernku dsUnzksa ls fHkUu ernku dsUnzksa ij ernku dk ifj.kke vfHkfyf[kr djus ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"241"	"153&Lkqyrkuxat ¼v0  tk0½ fuokZpu {ks= esa"	""	""	""	""	""	""	""	""	""	""	""	""
"242"	"ds fy, fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""
"243"	"Hkkx 1"	""	""	""	""	""	""	""	""	""	""	""	""
"244"	"¼lalnh; vkSj fo/kku lHkk nksuksa fuokZpuksa ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"245"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"246"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"247"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	"izfr{ksfir
erksa dh la[;k
;ksx"	"fufonu
erksa dh la[;k"
"248"	""	"Xks.k'k
Ikkloku"	"fot;
dqekj Ikkloku"	"a';ke
fd'kksj gfjtu"	"Lkq/kka'kq
'ks[kj HkkLdj"	"vkse
Ikzdk'k Ikkloku"	"vfuy
nkl"	"nsosUnz
nkl"	";ksxsUnz
Ikkloku"	"Lkat;
dqekj"	""	""	""
"249"	"119d"	"79"	"16"	"7"	"5"	"6"	"2"	"2"	"5"	"4"	""	""	""
"250"	"120"	"23"	"50"	"4"	"324"	"9"	"14"	"1"	"5"	"15"	""	""	""
"251"	"121"	"15"	"20"	"3"	"242"	"11"	"17"	"1"	"6"	"21"	""	""	""
"252"	"121d"	"15"	"43"	"3"	"110"	"4"	"12"	"2"	"5"	"10"	""	""	""
"253"	"122"	"97"	"150"	"6"	"195"	"18"	"7"	"2"	"4"	"5"	""	""	""
"254"	"123"	"77"	"128"	"10"	"111"	"6"	"5"	"5"	"3"	"10"	""	""	""
"255"	"124"	"86"	"7"	"29"	"120"	"3"	"4"	"3"	"2"	"5"	""	""	""
"256"	"125"	"4"	"4"	"0"	"195"	"5"	"7"	"2"	"1"	"6"	""	""	""
"257"	"126"	"118"	"31"	"5"	"473"	"17"	"24"	"5"	"6"	"16"	""	""	""
"258"	"127"	"369"	"23"	"6"	"197"	"4"	"12"	"6"	"7"	"12"	""	""	""
"259"	"128"	"68"	"8"	"9"	"473"	"11"	"17"	"4"	"7"	"17"	""	""	""
"260"	"129"	"56"	"15"	"1"	"447"	"8"	"13"	"3"	"0"	"4"	""	""	""
"261"	"130"	"61"	"9"	"4"	"347"	"7"	"14"	"3"	"4"	"14"	""	""	""
"262"	"131"	"20"	"7"	"4"	"343"	"11"	"15"	"3"	"1"	"9"	""	""	""
"263"	"132"	"349"	"16"	"4"	"62"	"1"	"2"	"0"	"2"	"14"	""	""	""
"264"	"¼vf/klwfpr ernku dsUnzksa ls fHkUu ernku dsUnzksa ij ernku dk ifj.kke vfHkfyf[kr djus ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"265"	"153&Lkqyrkuxat ¼v0  tk0½ fuokZpu {ks= esa"	""	""	""	""	""	""	""	""	""	""	""	""
"266"	"ds fy, fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""
"267"	"Hkkx 1"	""	""	""	""	""	""	""	""	""	""	""	""
"268"	"¼lalnh; vkSj fo/kku lHkk nksuksa fuokZpuksa ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"269"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"270"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"271"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	"izfr{ksfir
erksa dh la[;k
;ksx"	"fufonu
erksa dh la[;k"
"272"	""	"Xks.k'k
Ikkloku"	"fot;
dqekj Ikkloku"	"a';ke
fd'kksj gfjtu"	"Lkq/kka'kq
'ks[kj HkkLdj"	"vkse
Ikzdk'k Ikkloku"	"vfuy
nkl"	"nsosUnz
nkl"	";ksxsUnz
Ikkloku"	"Lkat;
dqekj"	""	""	""
"273"	"133"	"18"	"7"	"3"	"23"	"9"	"1"	"0"	"0"	"0"	""	""	""
"274"	"133d"	"9"	"7"	"2"	"40"	"5"	"5"	"0"	"0"	"2"	""	""	""
"275"	"134"	"46"	"50"	"12"	"185"	"5"	"12"	"4"	"3"	"9"	""	""	""
"276"	"135"	"178"	"8"	"4"	"132"	"8"	"9"	"2"	"5"	"11"	""	""	""
"277"	"135d"	"158"	"16"	"9"	"216"	"8"	"21"	"3"	"0"	"9"	""	""	""
"278"	"136"	"70"	"25"	"8"	"261"	"12"	"14"	"4"	"6"	"11"	""	""	""
"279"	"137"	"34"	"15"	"9"	"378"	"28"	"25"	"11"	"10"	"9"	""	""	""
"280"	"138"	"123"	"14"	"3"	"46"	"3"	"4"	"0"	"2"	"9"	""	""	""
"281"	"139"	"354"	"33"	"4"	"110"	"12"	"6"	"3"	"5"	"15"	""	""	""
"282"	"140"	"93"	"12"	"0"	"22"	"3"	"0"	"1"	"0"	"2"	""	""	""
"283"	"140d"	"200"	"12"	"2"	"102"	"2"	"2"	"3"	"1"	"11"	""	""	""
"284"	"141"	"189"	"20"	"5"	"333"	"7"	"7"	"2"	"0"	"3"	""	""	""
"285"	"142"	"188"	"8"	"7"	"412"	"5"	"11"	"1"	"0"	"13"	""	""	""
"286"	"143"	"186"	"58"	"65"	"162"	"3"	"16"	"3"	"5"	"4"	""	""	""
"287"	"114"	"105"	"12"	"26"	"229"	"5"	"23"	"16"	"5"	"15"	""	""	""
"288"	"¼vf/klwfpr ernku dsUnzksa ls fHkUu ernku dsUnzksa ij ernku dk ifj.kke vfHkfyf[kr djus ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"289"	"153&Lkqyrkuxat ¼v0  tk0½ fuokZpu {ks= esa"	""	""	""	""	""	""	""	""	""	""	""	""
"290"	"ds fy, fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""
"291"	"Hkkx 1"	""	""	""	""	""	""	""	""	""	""	""	""
"292"	"¼lalnh; vkSj fo/kku lHkk nksuksa fuokZpuksa ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"293"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"294"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"295"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	"izfr{ksfir
erksa dh la[;k
;ksx"	"fufonu
erksa dh la[;k"
"296"	""	"Xks.k'k
Ikkloku"	"fot;
dqekj Ikkloku"	"a';ke
fd'kksj gfjtu"	"Lkq/kka'kq
'ks[kj HkkLdj"	"vkse
Ikzdk'k Ikkloku"	"vfuy
nkl"	"nsosUnz
nkl"	";ksxsUnz
Ikkloku"	"Lkat;
dqekj"	""	""	""
"297"	"145"	"262"	"16"	"8"	"148"	"5"	"26"	"5"	"6"	"21"	""	""	""
"298"	"146"	"243"	"32"	"10"	"318"	"15"	"21"	"4"	"5"	"10"	""	""	""
"299"	"147"	"296"	"12"	"28"	"116"	"2"	"5"	"3"	"2"	"1"	""	""	""
"300"	"148"	"230"	"10"	"2"	"64"	"4"	"7"	"2"	"2"	"9"	""	""	""
"301"	"148d"	"200"	"16"	"60"	"84"	"2"	"2"	"0"	"3"	"5"	""	""	""
"302"	"149"	"131"	"14"	"6"	"246"	"17"	"7"	"3"	"3"	"4"	""	""	""
"303"	"150"	"318"	"84"	"11"	"95"	"7"	"6"	"5"	"9"	"13"	""	""	""
"304"	"151"	"12"	"3"	"1"	"155"	"2"	"1"	"0"	"0"	"0"	""	""	""
"305"	"151d"	"18"	"6"	"59"	"188"	"2"	"1"	"0"	"0"	"3"	""	""	""
"306"	"152"	"24"	"0"	"0"	"142"	"2"	"0"	"0"	"0"	"2"	""	""	""
"307"	"153"	"138"	"8"	"1"	"74"	"6"	"1"	"1"	"1"	"2"	""	""	""
"308"	"154"	"198"	"12"	"29"	"209"	"7"	"13"	"2"	"2"	"8"	""	""	""
"309"	"155"	"233"	"14"	"28"	"287"	"4"	"8"	"3"	"3"	"14"	""	""	""
"310"	"156"	"36"	"43"	"8"	"388"	"12"	"10"	"1"	"0"	"1"	""	""	""
"311"	"157"	"158"	"15"	"3"	"252"	"3"	"9"	"3"	"4"	"6"	""	""	""
"312"	"¼vf/klwfpr ernku dsUnzksa ls fHkUu ernku dsUnzksa ij ernku dk ifj.kke vfHkfyf[kr djus ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"313"	"153&Lkqyrkuxat ¼v0  tk0½ fuokZpu {ks= esa"	""	""	""	""	""	""	""	""	""	""	""	""
"314"	"ds fy, fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""
"315"	"Hkkx 1"	""	""	""	""	""	""	""	""	""	""	""	""
"316"	"¼lalnh; vkSj fo/kku lHkk nksuksa fuokZpuksa ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"317"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"318"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"319"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	"izfr{ksfir
erksa dh la[;k
;ksx"	"fufonu
erksa dh la[;k"
"320"	""	"Xks.k'k
Ikkloku"	"fot;
dqekj Ikkloku"	"a';ke
fd'kksj gfjtu"	"Lkq/kka'kq
'ks[kj HkkLdj"	"vkse
Ikzdk'k Ikkloku"	"vfuy
nkl"	"nsosUnz
nkl"	";ksxsUnz
Ikkloku"	"Lkat;
dqekj"	""	""	""
"321"	"158"	"289"	"19"	"6"	"214"	"3"	"8"	"0"	"4"	"3"	""	""	""
"322"	"159"	"123"	"46"	"28"	"132"	"13"	"23"	"6"	"6"	"15"	""	""	""
"323"	"160"	"282"	"16"	"12"	"224"	"0"	"4"	"1"	"1"	"7"	""	""	""
"324"	"161"	"18"	"2"	"5"	"215"	"11"	"8"	"3"	"1"	"2"	""	""	""
"325"	"162"	"170"	"128"	"11"	"109"	"3"	"7"	"2"	"1"	"3"	""	""	""
"326"	"163"	"112"	"34"	"3"	"137"	"9"	"6"	"2"	"7"	"0"	""	""	""
"327"	"164"	"116"	"21"	"4"	"157"	"4"	"3"	"1"	"4"	"2"	""	""	""
"328"	"165"	"88"	"24"	"2"	"191"	"7"	"5"	"0"	"1"	"2"	""	""	""
"329"	"166"	"279"	"27"	"8"	"56"	"0"	"5"	"2"	"9"	"19"	""	""	""
"330"	"167"	"46"	"9"	"2"	"316"	"9"	"4"	"1"	"0"	"1"	""	""	""
"331"	"167d"	"57"	"17"	"34"	"208"	"21"	"10"	"2"	"2"	"3"	""	""	""
"332"	"168"	"120"	"34"	"4"	"136"	"7"	"11"	"1"	"1"	"5"	""	""	""
"333"	"169"	"80"	"12"	"7"	"226"	"10"	"11"	"3"	"2"	"10"	""	""	""
"334"	"170"	"13"	"9"	"1"	"278"	"7"	"4"	"1"	"0"	"2"	""	""	""
"335"	"171"	"227"	"112"	"12"	"158"	"9"	"11"	"6"	"7"	"27"	""	""	""
"336"	"¼vf/klwfpr ernku dsUnzksa ls fHkUu ernku dsUnzksa ij ernku dk ifj.kke vfHkfyf[kr djus ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"337"	"153&Lkqyrkuxat ¼v0  tk0½ fuokZpu {ks= esa"	""	""	""	""	""	""	""	""	""	""	""	""
"338"	"ds fy, fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""
"339"	"Hkkx 1"	""	""	""	""	""	""	""	""	""	""	""	""
"340"	"¼lalnh; vkSj fo/kku lHkk nksuksa fuokZpuksa ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"341"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"342"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"343"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	"izfr{ksfir
erksa dh la[;k
;ksx"	"fufonu
erksa dh la[;k"
"344"	""	"Xks.k'k
Ikkloku"	"fot;
dqekj Ikkloku"	"a';ke
fd'kksj gfjtu"	"Lkq/kka'kq
'ks[kj HkkLdj"	"vkse
Ikzdk'k Ikkloku"	"vfuy
nkl"	"nsosUnz
nkl"	";ksxsUnz
Ikkloku"	"Lkat;
dqekj"	""	""	""
"345"	"172"	"110"	"7"	"12"	"176"	"7"	"15"	"3"	"1"	"12"	""	""	""
"346"	"173"	"43"	"6"	"3"	"157"	"1"	"4"	"2"	"1"	"1"	""	""	""
"347"	"173d"	"66"	"5"	"15"	"132"	"3"	"6"	"2"	"3"	"16"	""	""	""
"348"	"174"	"64"	"3"	"0"	"202"	"1"	"4"	"2"	"0"	"1"	""	""	""
"349"	"175"	"390"	"15"	"1"	"8"	"1"	"0"	"1"	"0"	"5"	""	""	""
"350"	"176"	"146"	"24"	"0"	"26"	"0"	"0"	"0"	"2"	"3"	""	""	""
"351"	"177"	"51"	"20"	"6"	"384"	"14"	"31"	"3"	"6"	"12"	""	""	""
"352"	"178"	"112"	"18"	"174"	"167"	"16"	"13"	"13"	"5"	"20"	""	""	""
"353"	"179"	"117"	"16"	"102"	"197"	"3"	"15"	"5"	"4"	"11"	""	""	""
"354"	"180"	"36"	"32"	"165"	"126"	"8"	"24"	"25"	"8"	"31"	""	""	""
"355"	"181"	"430"	"12"	"37"	"37"	"6"	"11"	"0"	"4"	"15"	""	""	""
"356"	"182"	"84"	"3"	"32"	"219"	"4"	"12"	"1"	"4"	"6"	""	""	""
"357"	"183"	"59"	"10"	"71"	"246"	"3"	"4"	"3"	"0"	"2"	""	""	""
"358"	"184"	"40"	"34"	"3"	"236"	"2"	"20"	"5"	"6"	"3"	""	""	""
"359"	"186"	"188"	"23"	"45"	"373"	"7"	"17"	"2"	"9"	"19"	""	""	""
"360"	"¼vf/klwfpr ernku dsUnzksa ls fHkUu ernku dsUnzksa ij ernku dk ifj.kke vfHkfyf[kr djus ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"361"	"153&Lkqyrkuxat ¼v0  tk0½ fuokZpu {ks= esa"	""	""	""	""	""	""	""	""	""	""	""	""
"362"	"ds fy, fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""
"363"	"Hkkx 1"	""	""	""	""	""	""	""	""	""	""	""	""
"364"	"¼lalnh; vkSj fo/kku lHkk nksuksa fuokZpuksa ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"365"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"366"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"367"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	"izfr{ksfir
erksa dh la[;k
;ksx"	"fufonu
erksa dh la[;k"
"368"	""	"Xks.k'k
Ikkloku"	"fot;
dqekj Ikkloku"	"a';ke
fd'kksj gfjtu"	"Lkq/kka'kq
'ks[kj HkkLdj"	"vkse
Ikzdk'k Ikkloku"	"vfuy
nkl"	"nsosUnz
nkl"	";ksxsUnz
Ikkloku"	"Lkat;
dqekj"	""	""	""
"369"	"186"	"102"	"9"	"2"	"237"	"12"	"18"	"4"	"2"	"14"	""	""	""
"370"	"187"	"330"	"22"	"6"	"37"	"5"	"4"	"5"	"4"	"22"	""	""	""
"371"	"188"	"50"	"60"	"20"	"378"	"6"	"26"	"3"	"5"	"22"	""	""	""
"372"	"189"	"120"	"25"	"11"	"47"	"13"	"2"	"3"	"1"	"1"	""	""	""
"373"	"189d"	"33"	"10"	"6"	"277"	"13"	"5"	"2"	"1"	"7"	""	""	""
"374"	"190"	"188"	"8"	"7"	"196"	"6"	"22"	"2"	"8"	"17"	""	""	""
"375"	"191"	"256"	"36"	"5"	"234"	"5"	"16"	"1"	"5"	"26"	""	""	""
"376"	"192"	"151"	"49"	"32"	"176"	"4"	"11"	"7"	"4"	"12"	""	""	""
"377"	"192d"	"58"	"40"	"18"	"132"	"3"	"7"	"1"	"2"	"4"	""	""	""
"378"	"193"	"219"	"18"	"5"	"127"	"3"	"13"	"2"	"10"	"6"	""	""	""
"379"	"193d"	"54"	"10"	"14"	"283"	"3"	"21"	"7"	"4"	"18"	""	""	""
"380"	"194"	"145"	"9"	"16"	"162"	"4"	"12"	"3"	"1"	"0"	""	""	""
"381"	"195"	"301"	"11"	"11"	"92"	"3"	"9"	"1"	"2"	"9"	""	""	""
"382"	"196"	"336"	"18"	"6"	"44"	"2"	"5"	"1"	"1"	"3"	""	""	""
"383"	"97"	"236"	"14"	"5"	"119"	"24"	"16"	"1"	"8"	"13"	""	""	""
"384"	"¼vf/klwfpr ernku dsUnzksa ls fHkUu ernku dsUnzksa ij ernku dk ifj.kke vfHkfyf[kr djus ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"385"	"153&Lkqyrkuxat ¼v0  tk0½ fuokZpu {ks= esa"	""	""	""	""	""	""	""	""	""	""	""	""
"386"	"ds fy, fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""
"387"	"Hkkx 1"	""	""	""	""	""	""	""	""	""	""	""	""
"388"	"¼lalnh; vkSj fo/kku lHkk nksuksa fuokZpuksa ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"389"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"390"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"391"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	"izfr{ksfir
erksa dh la[;k
;ksx"	"fufonu
erksa dh la[;k"
"392"	""	"Xks.k'k
Ikkloku"	"fot;
dqekj Ikkloku"	"a';ke
fd'kksj gfjtu"	"Lkq/kka'kq
'ks[kj HkkLdj"	"vkse
Ikzdk'k Ikkloku"	"vfuy
nkl"	"nsosUnz
nkl"	";ksxsUnz
Ikkloku"	"Lkat;
dqekj"	""	""	""
"393"	"198"	"301"	"6"	"2"	"29"	"6"	"1"	"1"	"0"	"2"	""	""	""
"394"	"199"	"249"	"17"	"8"	"87"	"33"	"14"	"2"	"3"	"21"	""	""	""
"395"	"200"	"251"	"17"	"21"	"132"	"5"	"12"	"3"	"2"	"15"	""	""	""
"396"	"201"	"205"	"13"	"12"	"99"	"8"	"6"	"4"	"5"	"6"	""	""	""
"397"	"202"	"268"	"21"	"28"	"179"	"4"	"11"	"2"	"5"	"17"	""	""	""
"398"	"203"	"305"	"11"	"4"	"21"	"2"	"3"	"0"	"2"	"2"	""	""	""
"399"	"203d"	"253"	"9"	"17"	"31"	"2"	"2"	"0"	"3"	"5"	""	""	""
"400"	"204"	"76"	"3"	"2"	"29"	"2"	"1"	"0"	"1"	"3"	""	""	""
"401"	"204d"	"274"	"8"	"32"	"121"	"3"	"10"	"2"	"5"	"10"	""	""	""
"402"	"205"	"91"	"15"	"36"	"147"	"1"	"4"	"2"	"1"	"5"	""	""	""
"403"	"206"	"87"	"51"	"8"	"212"	"7"	"2"	"4"	"3"	"16"	""	""	""
"404"	"207"	"56"	"9"	"30"	"297"	"7"	"16"	"9"	"4"	"12"	""	""	""
"405"	"208"	"93"	"63"	"51"	"226"	"9"	"21"	"11"	"8"	"7"	""	""	""
"406"	"209"	"166"	"15"	"24"	"240"	"17"	"20"	"3"	"3"	"22"	""	""	""
"407"	"210"	"134"	"12"	"29"	"119"	"2"	"5"	"3"	"4"	"3"	""	""	""
"408"	"¼vf/klwfpr ernku dsUnzksa ls fHkUu ernku dsUnzksa ij ernku dk ifj.kke vfHkfyf[kr djus ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"409"	"153&Lkqyrkuxat ¼v0  tk0½ fuokZpu {ks= esa"	""	""	""	""	""	""	""	""	""	""	""	""
"410"	"ds fy, fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""
"411"	"Hkkx 1"	""	""	""	""	""	""	""	""	""	""	""	""
"412"	"¼lalnh; vkSj fo/kku lHkk nksuksa fuokZpuksa ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"413"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"414"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"415"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	"izfr{ksfir
erksa dh la[;k
;ksx"	"fufonu
erksa dh la[;k"
"416"	""	"Xks.k'k
Ikkloku"	"fot;
dqekj Ikkloku"	"a';ke
fd'kksj gfjtu"	"Lkq/kka'kq
'ks[kj HkkLdj"	"vkse
Ikzdk'k Ikkloku"	"vfuy
nkl"	"nsosUnz
nkl"	";ksxsUnz
Ikkloku"	"Lkat;
dqekj"	""	""	""
"417"	"211"	"58"	"25"	"76"	"257"	"6"	"18"	"13"	"1"	"33"	""	""	""
"418"	"212"	"157"	"7"	"4"	"154"	"3"	"7"	"2"	"1"	"6"	""	""	""
"419"	"213"	"8"	"3"	"35"	"115"	"5"	"9"	"1"	"1"	"3"	""	""	""
"420"	"213d"	"74"	"10"	"12"	"124"	"2"	"4"	"2"	"4"	"5"	""	""	""
"421"	"214"	"183"	"16"	"13"	"221"	"7"	"25"	"3"	"5"	"18"	""	""	""
"422"	"214d"	"149"	"2"	"5"	"50"	"4"	"1"	"1"	"2"	"3"	""	""	""
"423"	"215"	"98"	"5"	"18"	"135"	"5"	"9"	"1"	"2"	"9"	""	""	""
"424"	"216"	"230"	"20"	"3"	"129"	"2"	"12"	"1"	"0"	"7"	""	""	""
"425"	"217"	"149"	"15"	"18"	"248"	"10"	"20"	"3"	"4"	"9"	""	""	""
