"ANNEXURE.XLI"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"
"205"	"153"	"10"	"3"	"3"	"188"	"349"	"18"	"2"	"3"	"8"	"15"	"599"	"0"	"599"	"0"
"206"	"154"	"10"	"4"	"6"	"394"	"57"	"14"	"0"	"0"	"1"	"7"	"493"	"0"	"493"	"0"
"207"	"155"	"4"	"2"	"1"	"2"	"463"	"12"	"3"	"1"	"2"	"7"	"497"	"0"	"497"	"0"
"208"	"156"	"3"	"2"	"0"	"6"	"318"	"3"	"1"	"1"	"2"	"3"	"339"	"0"	"339"	"0"
"209"	"157"	"9"	"4"	"5"	"35"	"466"	"16"	"3"	"1"	"3"	"2"	"544"	"0"	"544"	"0"
"210"	"158"	"6"	"2"	"0"	"15"	"342"	"6"	"1"	"0"	"0"	"2"	"374"	"0"	"374"	"0"
"211"	"Serial no. of Polling Station"	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"212"	""	"Masudan Sharma"	"Wasim Hasan"	"Saryug Prasad Sahasth"	"Dr. Sunil Kumar"	"Syed Naushadun Navi"	"Gholam Rabbani"	"Nayab Ali"	"Mohan Sao"	"Subhash Kumar"	"Hira Lal Sao"	""	""	""	""
"213"	"159"	"8"	"3"	"3"	"253"	"187"	"16"	"2"	"2"	"3"	"6"	"483"	"0"	"483"	"0"
"214"	"160"	"0"	"3"	"0"	"85"	"170"	"3"	"0"	"0"	"0"	"3"	"264"	"0"	"264"	"0"
"215"	"161"	"2"	"2"	"0"	"4"	"185"	"1"	"0"	"0"	"0"	"2"	"196"	"0"	"196"	"0"
"216"	"162"	"1"	"0"	"1"	"24"	"187"	"7"	"1"	"1"	"2"	"5"	"229"	"0"	"229"	"0"
"217"	"163"	"5"	"0"	"0"	"1"	"405"	"9"	"5"	"1"	"1"	"3"	"430"	"0"	"430"	"0"
"218"	"164"	"4"	"1"	"1"	"221"	"67"	"10"	"2"	"0"	"0"	"5"	"311"	"0"	"311"	"0"
"219"	"165"	"8"	"1"	"1"	"124"	"150"	"11"	"0"	"1"	"0"	"5"	"301"	"0"	"301"	"0"
"220"	"166"	"5"	"18"	"2"	"389"	"6"	"13"	"4"	"4"	"3"	"8"	"452"	"0"	"452"	"0"
"221"	"167"	"6"	"2"	"3"	"317"	"97"	"9"	"5"	"4"	"4"	"6"	"453"	"0"	"453"	"0"
"222"	"168"	"6"	"12"	"0"	"172"	"24"	"6"	"4"	"0"	"0"	"4"	"228"	"0"	"228"	"0"
"223"	"169"	"6"	"0"	"2"	"199"	"8"	"5"	"3"	"0"	"0"	"3"	"226"	"0"	"226"	"0"
"224"	"170"	"9"	"4"	"1"	"319"	"25"	"13"	"4"	"0"	"0"	"5"	"380"	"0"	"380"	"0"
"225"	"171"	"20"	"21"	"11"	"455"	"100"	"18"	"7"	"4"	"4"	"32"	"672"	"0"	"672"	"0"
"226"	"172"	"13"	"42"	"7"	"383"	"49"	"16"	"6"	"2"	"4"	"5"	"527"	"0"	"527"	"0"
"227"	"173"	"7"	"31"	"10"	"204"	"40"	"12"	"3"	"2"	"4"	"6"	"319"	"0"	"319"	"0"
"228"	"173¼d½"	"15"	"19"	"16"	"377"	"29"	"16"	"4"	"3"	"3"	"8"	"490"	"0"	"490"	"0"
"229"	"174"	"13"	"2"	"2"	"56"	"242"	"11"	"3"	"3"	"4"	"8"	"344"	"0"	"344"	"0"
"230"	"175"	"11"	"8"	"2"	"128"	"140"	"21"	"6"	"1"	"3"	"7"	"327"	"0"	"327"	"0"
"231"	"175¼d½"	"6"	"1"	"3"	"159"	"24"	"9"	"2"	"0"	"0"	"2"	"206"	"0"	"206"	"0"
"232"	"176"	"6"	"73"	"4"	"89"	"38"	"10"	"7"	"6"	"5"	"9"	"247"	"0"	"247"	"0"
"233"	"177"	"7"	"1"	"0"	"259"	"11"	"3"	"0"	"0"	"0"	"0"	"281"	"0"	"281"	"0"
"234"	"178"	"16"	"10"	"7"	"378"	"1"	"17"	"5"	"2"	"2"	"10"	"448"	"0"	"448"	"0"
"235"	"179"	"24"	"6"	"10"	"277"	"47"	"14"	"5"	"1"	"5"	"4"	"393"	"0"	"393"	"0"
"236"	"180"	"14"	"46"	"6"	"76"	"131"	"14"	"6"	"5"	"12"	"12"	"322"	"0"	"322"	"0"
"237"	"181"	"2"	"9"	"7"	"94"	"178"	"7"	"9"	"4"	"4"	"3"	"317"	"0"	"317"	"0"
"238"	"182"	"10"	"4"	"7"	"126"	"162"	"22"	"10"	"2"	"3"	"12"	"358"	"0"	"358"	"0"
"239"	"Total"	"266"	"336"	"121"	"5809"	"4698"	"362"	"113"	"54"	"82"	"209"	"12050"	"0"	"12050"	"0"
"240"	"183"	"9"	"1"	"5"	"462"	"6"	"4"	"3"	"0"	"1"	"0"	"491"	"0"	"491"	"0"
"241"	"184"	"10"	"3"	"1"	"109"	"117"	"12"	"4"	"0"	"4"	"21"	"281"	"0"	"281"	"0"
"242"	"185"	"12"	"68"	"7"	"77"	"104"	"6"	"6"	"8"	"11"	"9"	"308"	"0"	"308"	"0"
"243"	"186"	"11"	"4"	"3"	"349"	"71"	"8"	"3"	"0"	"3"	"6"	"458"	"0"	"458"	"0"
"244"	"187"	"4"	"1"	"1"	"394"	"3"	"5"	"7"	"0"	"1"	"3"	"419"	"0"	"419"	"0"
"245"	"188"	"6"	"1"	"4"	"380"	"6"	"11"	"2"	"2"	"0"	"4"	"416"	"0"	"416"	"0"
"246"	"189"	"9"	"3"	"2"	"142"	"45"	"10"	"4"	"2"	"5"	"7"	"229"	"0"	"229"	"0"
"247"	"Serial no. of Polling Station"	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"248"	""	"Masudan Sharma"	"Wasim Hasan"	"Saryug Prasad Sahasth"	"Dr. Sunil Kumar"	"Syed Naushadun Navi"	"Gholam Rabbani"	"Nayab Ali"	"Mohan Sao"	"Subhash Kumar"	"Hira Lal Sao"	""	""	""	""
"249"	"190"	"3"	"1"	"1"	"228"	"31"	"7"	"2"	"0"	"3"	"4"	"280"	"0"	"280"	"0"
"250"	"191"	"15"	"11"	"6"	"307"	"12"	"12"	"5"	"3"	"1"	"17"	"389"	"0"	"389"	"0"
"251"	"192"	"9"	"10"	"5"	"52"	"178"	"25"	"5"	"9"	"6"	"2"	"301"	"0"	"301"	"0"
"252"	"193"	"29"	"27"	"7"	"249"	"139"	"15"	"6"	"6"	"8"	"25"	"511"	"0"	"511"	"0"
"253"	"194"	"4"	"16"	"2"	"137"	"41"	"8"	"2"	"1"	"1"	"4"	"216"	"0"	"216"	"0"
"254"	"195"	"14"	"9"	"11"	"521"	"57"	"11"	"8"	"0"	"3"	"8"	"642"	"0"	"642"	"0"
"255"	"196"	"15"	"8"	"2"	"353"	"9"	"7"	"3"	"2"	"1"	"8"	"408"	"0"	"408"	"0"
"256"	"197"	"9"	"2"	"3"	"318"	"19"	"6"	"3"	"1"	"0"	"4"	"365"	"0"	"365"	"0"
"257"	"198"	"14"	"69"	"5"	"146"	"175"	"12"	"7"	"5"	"6"	"7"	"446"	"0"	"446"	"0"
"258"	"199"	"31"	"11"	"6"	"238"	"74"	"9"	"1"	"1"	"1"	"3"	"375"	"0"	"375"	"0"
"259"	"200"	"11"	"4"	"6"	"180"	"226"	"20"	"9"	"3"	"9"	"15"	"483"	"0"	"483"	"0"
"260"	"201"	"5"	"1"	"3"	"370"	"6"	"4"	"4"	"1"	"2"	"9"	"405"	"0"	"405"	"0"
"261"	"201¼d½"	"6"	"5"	"3"	"118"	"78"	"9"	"6"	"2"	"2"	"12"	"241"	"0"	"241"	"0"
"262"	"202"	"28"	"21"	"5"	"233"	"108"	"28"	"19"	"4"	"3"	"18"	"467"	"0"	"467"	"0"
"263"	"203"	"30"	"7"	"5"	"600"	"84"	"10"	"4"	"1"	"4"	"18"	"763"	"0"	"763"	"0"
"264"	"204"	"20"	"8"	"10"	"301"	"111"	"20"	"2"	"3"	"5"	"17"	"497"	"0"	"497"	"0"
"265"	"205"	"0"	"8"	"2"	"274"	"49"	"1"	"1"	"1"	"0"	"1"	"337"	"0"	"337"	"0"
"266"	"206"	"4"	"4"	"0"	"177"	"32"	"5"	"3"	"1"	"0"	"8"	"234"	"0"	"234"	"0"
"267"	"206¼d½"	"6"	"12"	"0"	"160"	"51"	"4"	"3"	"3"	"0"	"1"	"240"	"0"	"240"	"0"
"268"	"207"	"4"	"8"	"1"	"136"	"4"	"9"	"2"	"3"	"3"	"5"	"175"	"0"	"175"	"0"
"269"	"208"	"20"	"18"	"8"	"324"	"26"	"5"	"3"	"0"	"1"	"2"	"407"	"0"	"407"	"0"
"270"	"209"	"4"	"38"	"2"	"178"	"191"	"3"	"11"	"3"	"2"	"3"	"435"	"0"	"435"	"0"
"271"	"210"	"5"	"2"	"2"	"28"	"207"	"7"	"4"	"1"	"3"	"7"	"266"	"0"	"266"	"0"
"272"	"211"	"12"	"4"	"1"	"115"	"162"	"20"	"5"	"0"	"4"	"12"	"335"	"0"	"335"	"0"
"273"	"212"	"20"	"19"	"4"	"254"	"139"	"17"	"18"	"6"	"2"	"21"	"500"	"0"	"500"	"0"
"274"	"Total"	"379"	"404"	"123"	"7910"	"2561"	"330"	"165"	"72"	"95"	"281"	"12320"	"0"	"12320"	"0"
"275"	"213"	"7"	"8"	"3"	"396"	"2"	"2"	"2"	"2"	"1"	"1"	"424"	"0"	"424"	"0"
"276"	"214"	"12"	"12"	"8"	"301"	"105"	"13"	"5"	"1"	"6"	"18"	"481"	"0"	"481"	"0"
"277"	"215"	"4"	"1"	"2"	"547"	"17"	"6"	"0"	"0"	"0"	"2"	"579"	"0"	"579"	"0"
"278"	"216"	"2"	"1"	"0"	"402"	"0"	"1"	"2"	"0"	"2"	"0"	"410"	"0"	"410"	"0"
"279"	"216¼d½"	"1"	"1"	"3"	"269"	"24"	"2"	"0"	"0"	"0"	"0"	"300"	"0"	"300"	"0"
"280"	"217"	"3"	"3"	"1"	"224"	"35"	"1"	"0"	"0"	"2"	"0"	"269"	"0"	"269"	"0"
"281"	"218"	"6"	"19"	"1"	"88"	"278"	"11"	"4"	"4"	"9"	"13"	"433"	"0"	"433"	"0"
"282"	"219"	"19"	"0"	"3"	"275"	"260"	"15"	"7"	"3"	"4"	"3"	"589"	"0"	"589"	"0"
"283"	"Serial no. of Polling Station"	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"284"	""	"Masudan Sharma"	"Wasim Hasan"	"Saryug Prasad Sahasth"	"Dr. Sunil Kumar"	"Syed Naushadun Navi"	"Gholam Rabbani"	"Nayab Ali"	"Mohan Sao"	"Subhash Kumar"	"Hira Lal Sao"	""	""	""	""
"285"	"220"	"2"	"10"	"0"	"56"	"324"	"16"	"3"	"3"	"3"	"12"	"429"	"0"	"429"	"0"
"286"	"221"	"9"	"4"	"3"	"366"	"3"	"1"	"0"	"0"	"0"	"0"	"386"	"0"	"386"	"0"
"287"	"222"	"9"	"20"	"1"	"209"	"59"	"2"	"3"	"0"	"4"	"6"	"313"	"0"	"313"	"0"
"288"	"223"	"4"	"113"	"4"	"170"	"57"	"9"	"4"	"2"	"5"	"7"	"375"	"0"	"375"	"0"
"289"	"224"	"42"	"9"	"4"	"224"	"48"	"10"	"7"	"3"	"4"	"3"	"354"	"0"	"354"	"0"
"290"	"225"	"0"	"4"	"3"	"117"	"281"	"11"	"3"	"1"	"1"	"1"	"422"	"0"	"422"	"0"
"291"	"226"	"20"	"43"	"9"	"527"	"24"	"11"	"8"	"6"	"8"	"8"	"664"	"0"	"664"	"0"
"292"	"227"	"6"	"61"	"6"	"174"	"79"	"13"	"7"	"2"	"4"	"3"	"355"	"0"	"355"	"0"
"293"	"228"	"12"	"7"	"2"	"254"	"116"	"4"	"8"	"2"	"3"	"13"	"421"	"0"	"421"	"0"
"294"	"229"	"11"	"1"	"1"	"15"	"398"	"12"	"3"	"0"	"3"	"2"	"446"	"0"	"446"	"0"
"295"	"230"	"6"	"14"	"5"	"25"	"250"	"8"	"4"	"0"	"5"	"7"	"324"	"0"	"324"	"0"
"296"	"231"	"10"	"2"	"1"	"237"	"16"	"3"	"0"	"0"	"1"	"5"	"275"	"0"	"275"	"0"
"297"	"231¼d½"	"7"	"72"	"23"	"99"	"47"	"8"	"8"	"3"	"7"	"5"	"279"	"0"	"279"	"0"
"298"	"232"	"14"	"79"	"6"	"210"	"112"	"2"	"5"	"1"	"5"	"0"	"434"	"0"	"434"	"0"
"299"	"233"	"8"	"6"	"3"	"248"	"5"	"3"	"2"	"1"	"0"	"4"	"280"	"0"	"280"	"0"
"300"	"234"	"8"	"72"	"3"	"140"	"242"	"20"	"9"	"2"	"7"	"12"	"515"	"0"	"515"	"0"
"301"	"235"	"10"	"8"	"5"	"463"	"41"	"12"	"9"	"3"	"6"	"12"	"569"	"0"	"569"	"0"
"302"	"236"	"6"	"12"	"1"	"288"	"5"	"6"	"6"	"2"	"5"	"8"	"339"	"0"	"339"	"0"
"303"	"237"	"12"	"22"	"23"	"295"	"54"	"14"	"3"	"8"	"4"	"13"	"448"	"0"	"448"	"0"
"304"	"238"	"9"	"2"	"2"	"191"	"7"	"4"	"3"	"1"	"0"	"2"	"221"	"0"	"221"	"0"
"305"	"239"	"6"	"0"	"2"	"18"	"103"	"15"	"1"	"3"	"3"	"13"	"164"	"0"	"164"	"0"
"306"	"240"	"12"	"23"	"4"	"91"	"83"	"8"	"4"	"1"	"3"	"6"	"235"	"0"	"235"	"0"
"307"	"241"	"22"	"30"	"3"	"217"	"163"	"13"	"12"	"3"	"4"	"28"	"495"	"0"	"495"	"0"
"308"	"242"	"3"	"8"	"3"	"418"	"10"	"11"	"5"	"4"	"1"	"8"	"471"	"0"	"471"	"0"
"309"	"Total"	"302"	"667"	"138"	"7554"	"3248"	"267"	"137"	"61"	"110"	"215"	"12699"	"0"	"12699"	"0"
"310"	"243"	"32"	"10"	"3"	"188"	"37"	"4"	"2"	"5"	"1"	"4"	"286"	"0"	"286"	"0"
"311"	"244"	"3"	"1"	"1"	"76"	"166"	"3"	"0"	"0"	"1"	"1"	"252"	"0"	"252"	"0"
"312"	"245"	"12"	"12"	"2"	"74"	"46"	"19"	"11"	"10"	"11"	"37"	"234"	"0"	"234"	"0"
"313"	"246"	"16"	"10"	"5"	"314"	"16"	"26"	"15"	"3"	"9"	"15"	"429"	"0"	"429"	"0"
"314"	"247"	"8"	"22"	"9"	"243"	"38"	"8"	"5"	"1"	"3"	"3"	"340"	"0"	"340"	"0"
"315"	"248"	"13"	"105"	"9"	"248"	"65"	"10"	"13"	"8"	"4"	"2"	"477"	"0"	"477"	"0"
"316"	"249"	"12"	"28"	"3"	"167"	"165"	"13"	"7"	"4"	"3"	"9"	"411"	"0"	"411"	"0"
"317"	"250"	"10"	"3"	"6"	"69"	"189"	"8"	"6"	"3"	"3"	"8"	"305"	"0"	"305"	"0"
"318"	"251"	"10"	"4"	"1"	"152"	"14"	"6"	"5"	"1"	"0"	"3"	"196"	"0"	"196"	"0"
"319"	"Serial no. of Polling Station"	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"320"	""	"Masudan Sharma"	"Wasim Hasan"	"Saryug Prasad Sahasth"	"Dr. Sunil Kumar"	"Syed Naushadun Navi"	"Gholam Rabbani"	"Nayab Ali"	"Mohan Sao"	"Subhash Kumar"	"Hira Lal Sao"	""	""	""	""
"321"	"252"	"8"	"8"	"2"	"261"	"127"	"22"	"7"	"1"	"6"	"6"	"448"	"0"	"448"	"0"
"322"	"253"	"12"	"12"	"3"	"136"	"79"	"19"	"8"	"1"	"5"	"26"	"301"	"0"	"301"	"0"
"323"	"254"	"8"	"3"	"3"	"49"	"162"	"8"	"3"	"1"	"3"	"2"	"242"	"0"	"242"	"0"
"324"	"255"	"11"	"16"	"3"	"130"	"13"	"4"	"5"	"1"	"2"	"10"	"195"	"0"	"195"	"0"
"325"	"256"	"10"	"10"	"5"	"175"	"7"	"8"	"4"	"2"	"6"	"16"	"243"	"0"	"243"	"0"
"326"	"257"	"14"	"4"	"4"	"149"	"13"	"4"	"3"	"2"	"6"	"4"	"203"	"0"	"203"	"0"
"327"	"258"	"19"	"2"	"2"	"179"	"16"	"5"	"5"	"1"	"4"	"14"	"247"	"0"	"247"	"0"
"328"	"259"	"16"	"6"	"7"	"324"	"22"	"29"	"10"	"5"	"6"	"35"	"460"	"0"	"460"	"0"
"329"	"260"	"8"	"4"	"4"	"289"	"44"	"12"	"8"	"0"	"3"	"11"	"383"	"0"	"383"	"0"
"330"	"261"	"5"	"1"	"1"	"53"	"49"	"4"	"2"	"1"	"1"	"8"	"125"	"0"	"125"	"0"
"331"	"262"	"16"	"21"	"8"	"302"	"41"	"14"	"12"	"6"	"8"	"34"	"462"	"0"	"462"	"0"
"332"	"263"	"1"	"0"	"0"	"211"	"11"	"2"	"1"	"0"	"0"	"0"	"226"	"0"	"226"	"0"
"333"	"264"	"2"	"1"	"1"	"201"	"34"	"2"	"3"	"1"	"4"	"1"	"250"	"0"	"250"	"0"
"334"	"265"	"0"	"0"	"0"	"198"	"17"	"1"	"0"	"0"	"0"	"0"	"216"	"0"	"216"	"0"
"335"	"266"	"9"	"39"	"31"	"155"	"62"	"16"	"11"	"6"	"9"	"9"	"347"	"0"	"347"	"0"
"336"	"Total"	"255"	"322"	"113"	"4343"	"1433"	"247"	"146"	"63"	"98"	"258"	"7278"	"0"	"7278"	"0"
"337"	"Total No. of Votes recorded at Polling Stations"	"2382"	"2319"	"897"	"62634"	"39227"	"2728"	"1040"	"466"	"733"	"1855"	"114281"	"0"	"114281"	"0"
"338"	"No. of Votes recorded on Postal ballot Paper"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
"339"	"Grand Total of
Votes"	"2382"	"2319"	"897"	"62634"	"39227"	"2728"	"1040"	"466"	"733"	"1855"	"114281"	"0"	"114281"	"0"
