"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"
"247"	"222"	"45"	"2"	"102"	"308"	"22"	"7"	"36"	"0"	"522"	"522"	"0"
"248"	"223"	"4"	"19"	"184"	"31"	"23"	"5"	"7"	"0"	"273"	"273"	"0"
"249"	"224"	"5"	"6"	"134"	"17"	"3"	"2"	"9"	"0"	"176"	"176"	"0"
"250"	"225"	"40"	"11"	"289"	"55"	"25"	"8"	"17"	"0"	"445"	"445"	"0"
"251"	"226"	"4"	"0"	"44"	"124"	"6"	"0"	"3"	"0"	"181"	"181"	"0"
"252"	"227"	"0"	"1"	"43"	"27"	"9"	"0"	"3"	"0"	"83"	"83"	"0"
"253"	"228"	"5"	"16"	"142"	"8"	"3"	"0"	"6"	"0"	"180"	"180"	""
"254"	"Booth No"	"ARUN YADAV"	"DEO NATH SHRIRANJAN"	"RAJESH KUMAR SINGH ALIAS RAJU YADAV"	"RAMCHARITRA PRASAD SINGH"	"VEENA DEVI"	"KUMAR RAJ MANORANJ AN SINGH"	"DWARIKA SINGH"	"NO OF REJECTED VOTES"	"TOTAL VALID VOTES"	"TOTAL"	"NO OF TENDERED VOTES"
"255"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"10"	"11"	"12"	"13"
"256"	"229"	"3"	"8"	"29"	"281"	"26"	"0"	"1"	"0"	"348"	"348"	""
"257"	"230"	"2"	"0"	"29"	"133"	"2"	"0"	"1"	"0"	"167"	"167"	""
"258"	"231"	"11"	"16"	"178"	"244"	"15"	"9"	"13"	"0"	"486"	"486"	""
"259"	"232"	"4"	"2"	"188"	"169"	"4"	"1"	"3"	"0"	"371"	"371"	""
"260"	"233"	"20"	"4"	"194"	"97"	"12"	"2"	"9"	"0"	"338"	"338"	""
"261"	"234"	"6"	"5"	"98"	"295"	"6"	"3"	"2"	"0"	"415"	"415"	""
"262"	"235"	"26"	"4"	"32"	"187"	"5"	"3"	"7"	"0"	"264"	"264"	""
"263"	"236"	"122"	"10"	"48"	"227"	"6"	"2"	"10"	"0"	"425"	"425"	""
"264"	"237"	"21"	"10"	"174"	"202"	"20"	"5"	"16"	"0"	"448"	"448"	""
"265"	"238"	"12"	"11"	"126"	"107"	"21"	"4"	"5"	"0"	"286"	"286"	""
"266"	"239"	"3"	"0"	"98"	"229"	"7"	"1"	"4"	"0"	"342"	"342"	""
"267"	"240"	"1"	"0"	"164"	"1"	"1"	"0"	"0"	"0"	"167"	"167"	""
"268"	"241"	"43"	"5"	"57"	"137"	"14"	"4"	"7"	"0"	"267"	"267"	""
"269"	"242"	"32"	"8"	"130"	"139"	"9"	"4"	"10"	"0"	"332"	"332"	""
"270"	"243"	"16"	"6"	"74"	"158"	"16"	"5"	"15"	"0"	"290"	"290"	""
"271"	"Total"	"7616"	"2108"	"29111"	"41371"	"3401"	"850"	"2260"	"0"	"86717"	"86717"	"0"
"272"	"Place                    NALANDA COLLEGE, BIHARSHARIF"	""	""	""	""	""	""	""	""	""	""	""
"273"	"Date                        11/22/2005"	""	""	""	""	""	""	""	""	""	""	""
