"239"	"159"	"19"	"252"	"20"	"297"	"8"	"6"	"11"	"3"	"7"	"14"	"637"
"240"	"160"	"28"	"309"	"57"	"197"	"8"	"2"	"7"	"7"	"5"	"18"	"638"
"241"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"Total Votes Polled"
"242"	""	"JAMUN"	"DILIP KUMAR"	"NEELAM"	"LESHI SINGH"	"SANDHYA VERMA"	"ARUN"	"SHIV SHANKAR"	"BALRAM"	"RAJENDRA"	"RAMPADARATH"	""
"243"	""	"MURMU"	"YADAV"	"DEVI"	""	""	"MEHTA"	"THAKUR"	"SINGH"	"MANDAL"	"SINGH"	""
"244"	""	"Bahujan"	"Rashtriya"	"Lok Jan"	"Janata Dal"	"Communist party of India"	"Apna"	"Samajwadi"	"Independent"	"Independent"	"Independent"	""
"245"	""	"Samaj Party"	"Janata Dal"	"Shakti Party"	"(United)"	"(marxist-Leninist)(Liberation)"	"Dal"	"Party"	""	""	""	""
"246"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"
"247"	"161"	"21"	"128"	"13"	"177"	"6"	"7"	"6"	"7"	"4"	"4"	"373"
"248"	"162"	"5"	"41"	"4"	"172"	"3"	"2"	"1"	"1"	"2"	"1"	"232"
"249"	"163"	"19"	"218"	"15"	"498"	"11"	"9"	"16"	"4"	"16"	"30"	"836"
"250"	"164"	"15"	"176"	"182"	"350"	"12"	"7"	"10"	"6"	"6"	"10"	"774"
"251"	"165"	"12"	"157"	"15"	"269"	"9"	"6"	"7"	"9"	"5"	"18"	"507"
"252"	"165A"	"10"	"178"	"16"	"157"	"6"	"0"	"3"	"7"	"0"	"13"	"390"
"253"	"166"	"18"	"306"	"23"	"37"	"2"	"0"	"0"	"5"	"6"	"14"	"411"
"254"	"166A"	"5"	"288"	"92"	"23"	"1"	"1"	"4"	"3"	"6"	"7"	"430"
"255"	"167"	"5"	"138"	"12"	"182"	"5"	"1"	"0"	"3"	"3"	"4"	"353"
"256"	"167A"	"13"	"38"	"23"	"205"	"1"	"1"	"5"	"0"	"0"	"2"	"288"
"257"	"168"	"8"	"77"	"4"	"254"	"3"	"0"	"2"	"1"	"1"	"1"	"351"
"258"	"169"	"37"	"309"	"15"	"273"	"7"	"3"	"5"	"2"	"9"	"14"	"674"
"259"	"170"	"18"	"296"	"8"	"122"	"2"	"2"	"6"	"2"	"5"	"1"	"462"
"260"	"170A"	"15"	"257"	"12"	"123"	"3"	"2"	"3"	"3"	"4"	"6"	"428"
"261"	"171"	"23"	"369"	"19"	"168"	"5"	"2"	"1"	"4"	"4"	"14"	"609"
"262"	"172"	"10"	"151"	"12"	"257"	"5"	"0"	"0"	"0"	"0"	"2"	"437"
"263"	"172A"	"11"	"78"	"6"	"318"	"11"	"7"	"9"	"4"	"3"	"18"	"465"
"264"	"173"	"3"	"20"	"8"	"188"	"2"	"2"	"1"	"0"	"4"	"5"	"233"
"265"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"Total Votes Polled"
"266"	""	"JAMUN"	"DILIP KUMAR"	"NEELAM"	"LESHI SINGH"	"SANDHYA VERMA"	"ARUN"	"SHIV SHANKAR"	"BALRAM"	"RAJENDRA"	"RAMPADARATH"	""
"267"	""	"MURMU"	"YADAV"	"DEVI"	""	""	"MEHTA"	"THAKUR"	"SINGH"	"MANDAL"	"SINGH"	""
"268"	""	"Bahujan"	"Rashtriya"	"Lok Jan"	"Janata Dal"	"Communist party of India"	"Apna"	"Samajwadi"	"Independent"	"Independent"	"Independent"	""
"269"	""	"Samaj Party"	"Janata Dal"	"Shakti Party"	"(United)"	"(marxist-Leninist)(Liberation)"	"Dal"	"Party"	""	""	""	""
"270"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"
"271"	"174"	"22"	"221"	"76"	"365"	"20"	"11"	"19"	"11"	"11"	"33"	"789"
"272"	"175"	"16"	"73"	"27"	"418"	"10"	"0"	"9"	"14"	"13"	"14"	"594"
"273"	"176"	"9"	"145"	"14"	"563"	"10"	"1"	"13"	"2"	"3"	"6"	"766"
"274"	"177"	"12"	"213"	"7"	"203"	"3"	"1"	"4"	"4"	"5"	"11"	"463"
"275"	"178"	"11"	"200"	"8"	"182"	"1"	"4"	"5"	"2"	"7"	"11"	"431"
"276"	"179"	"23"	"273"	"19"	"301"	"6"	"3"	"9"	"15"	"8"	"21"	"678"
"277"	"180"	"28"	"255"	"26"	"282"	"5"	"2"	"12"	"2"	"7"	"7"	"626"
"278"	"181"	"11"	"103"	"8"	"167"	"0"	"1"	"4"	"3"	"2"	"4"	"303"
"279"	"182"	"25"	"105"	"8"	"356"	"4"	"3"	"9"	"4"	"2"	"6"	"522"
"280"	"183"	"27"	"224"	"26"	"232"	"5"	"7"	"4"	"4"	"4"	"6"	"539"
"281"	"184"	"14"	"244"	"15"	"395"	"10"	"1"	"17"	"10"	"12"	"29"	"747"
"282"	"TOTAL GENERAL VOTES"	"4184"	"39175"	"11900"	"35578"	"1510"	"804"	"1519"	"1013"	"1113"	"2588"	"99384"
"283"	""	"JAMUN
MURMU"	"DILIP KUMAR
YADAV"	"NEELAM
DEVI"	"LESHI SINGH"	"SANDHYA VERMA"	"ARUN
MEHTA"	"SHIV SHANKAR
THAKUR"	"BALRAM
SINGH"	"RAJENDRA
MANDAL"	"RAMPADARATH
SINGH"	""
"284"	""	"Bahujan
Samaj Party"	"Rashtriya
Janata Dal"	"Lok Jan
Shakti Party"	"Janata Dal
(United)"	"Communist party of India
(marxist-Leninist)(Liberation)"	"Apna
Dal"	"Samajwadi
Party"	"Independent"	"Independent"	"Independent"	""
"285"	"Returning Officer                                                               Observer"	""	""	""	""	""	""	""	""	""	""	""
