"225"	"125"	"201"	"46"	"279"	"14"	"6"	"9"	"15"	"570"	"_"	"_"
"226"	"126"	"157"	"13"	"165"	"9"	"4"	"6"	"12"	"366"	"_"	"_"
"227"	"126A"	"144"	"35"	"125"	"4"	"11"	"8"	"15"	"342"	"_"	"_"
"228"	"127"	"184"	"9"	"102"	"5"	"1"	"3"	"8"	"312"	"_"	"_"
"229"	";ksx"	"27325"	"6808"	"22881"	"1150"	"963"	"961"	"1997"	"62085"	"_"	"_"
"230"	"ernku  dsUnz
dh  Øe  la0"	"fuEufyf[kr  ds  i{k  esa  fn,  x,  fof/kekU;  erksa  dh  la[;k"	""	""	""	""	""	""	"dqy fof/kekU; er"	"izfr{ksfir  erksa  dh  la[;k  ;ksx"	"fufonr  erksa  dh  la[;k"
"231"	""	"dqekj 'kSysUnz"	"iwue  nso"	"'kSys'k  dqekj mQZ     cqyks eaMy"	"Mkseh  ikloku"	"/kuut; jk;"	"izdk'k  uanu  iadt"	"fcUns'ojh  iz0  flag"	""	""	""
"232"	"fiNys  i`\"B  dk
;ksx"	"27325"	"6808"	"22881"	"1150"	"963"	"961"	"1997"	"62085"	"_"	"_"
"233"	"127A"	"151"	"29"	"124"	"6"	"2"	"2"	"2"	"316"	"_"	"_"
"234"	"128"	"266"	"45"	"2"	"1"	"0"	"4"	"8"	"326"	"_"	"_"
"235"	"128A"	"260"	"15"	"3"	"3"	"1"	"2"	"8"	"292"	"_"	"_"
"236"	"129"	"265"	"49"	"243"	"8"	"9"	"14"	"38"	"626"	"_"	"_"
"237"	"130"	"176"	"29"	"191"	"5"	"12"	"13"	"16"	"442"	"_"	"_"
"238"	"131"	"28"	"17"	"377"	"16"	"3"	"1"	"4"	"446"	"_"	"_"
"239"	"132"	"241"	"47"	"54"	"3"	"6"	"4"	"6"	"361"	"_"	"_"
"240"	"133"	"172"	"15"	"48"	"1"	"2"	"1"	"11"	"250"	"_"	"_"
"241"	"134"	"292"	"25"	"102"	"10"	"9"	"5"	"5"	"448"	"_"	"_"
"242"	"135"	"78"	"16"	"200"	"8"	"5"	"7"	"7"	"321"	"_"	"_"
"243"	"136"	"376"	"23"	"22"	"1"	"3"	"2"	"15"	"442"	"_"	"_"
"244"	"136A"	"281"	"23"	"7"	"0"	"1"	"5"	"2"	"319"	"_"	"_"
"245"	";ksx"	"29911"	"7141"	"24254"	"1212"	"1016"	"1021"	"2119"	"66674"	"_"	"_"
"246"	"ernku  dsUnz
dh  Øe  la0"	"fuEufyf[kr  ds  i{k  esa  fn,  x,  fof/kekU;  erksa  dh  la[;k"	""	""	""	""	""	""	"dqy fof/kekU; er"	"izfr{ksfir  erksa  dh  la[;k  ;ksx"	"fufonr  erksa  dh  la[;k"
"247"	""	"dqekj 'kSysUnz"	"iwue  nso"	"'kSys'k  dqekj mQZ     cqyks eaMy"	"Mkseh  ikloku"	"/kuut; jk;"	"izdk'k  uanu  iadt"	"fcUns'ojh  iz0  flag"	""	""	""
"248"	"fiNys  i`\"B  dk
;ksx"	"29911"	"7141"	"24254"	"1212"	"1016"	"1021"	"2119"	"66674"	"_"	"_"
"249"	"137"	"279"	"8"	"12"	"1"	"1"	"0"	"7"	"308"	"_"	"_"
"250"	"137A"	"361"	"9"	"3"	"1"	"0"	"1"	"5"	"380"	"_"	"_"
"251"	"138"	"635"	"44"	"14"	"4"	"1"	"5"	"17"	"720"	"_"	"_"
"252"	"139"	"128"	"20"	"179"	"5"	"2"	"1"	"16"	"351"	"_"	"_"
"253"	"140"	"18"	"9"	"245"	"9"	"1"	"1"	"1"	"284"	"_"	"_"
"254"	"140A"	"50"	"13"	"121"	"6"	"6"	"3"	"12"	"211"	"_"	"_"
"255"	"141"	"180"	"16"	"184"	"7"	"12"	"9"	"17"	"425"	"_"	"_"
"256"	"141A"	"27"	"21"	"273"	"18"	"16"	"11"	"24"	"390"	"_"	"_"
"257"	"142"	"171"	"22"	"226"	"10"	"7"	"2"	"18"	"456"	"_"	"_"
"258"	"143"	"25"	"12"	"324"	"8"	"12"	"7"	"12"	"400"	"_"	"_"
"259"	"143A"	"125"	"5"	"220"	"9"	"4"	"2"	"4"	"369"	"_"	"_"
"260"	"144"	"24"	"44"	"575"	"25"	"10"	"9"	"11"	"698"	"_"	"_"
"261"	";ksx"	"31934"	"7364"	"26630"	"1315"	"1088"	"1072"	"2263"	"71666"	"_"	"_"
"262"	"ernku  dsUnz
dh  Øe  la0"	"fuEufyf[kr  ds  i{k  esa  fn,  x,  fof/kekU;  erksa  dh  la[;k"	""	""	""	""	""	""	"dqy fof/kekU; er"	"izfr{ksfir  erksa  dh  la[;k  ;ksx"	"fufonr  erksa  dh  la[;k"
"263"	""	"dqekj 'kSysUnz"	"iwue  nso"	"'kSys'k  dqekj mQZ     cqyks eaMy"	"Mkseh  ikloku"	"/kuut; jk;"	"izdk'k  uanu  iadt"	"fcUns'ojh  iz0  flag"	""	""	""
"264"	"fiNys  i`\"B  dk
;ksx"	"31934"	"7364"	"26630"	"1315"	"1088"	"1072"	"2263"	"71666"	"_"	"_"
"265"	"145"	"17"	"30"	"482"	"20"	"9"	"7"	"10"	"575"	"_"	"_"
"266"	"146"	"19"	"12"	"325"	"17"	"12"	"5"	"13"	"403"	"_"	"_"
"267"	"147"	"13"	"8"	"336"	"5"	"9"	"7"	"6"	"384"	"_"	"_"
"268"	"147A"	"17"	"31"	"313"	"10"	"6"	"6"	"16"	"399"	"_"	"_"
"269"	"148"	"73"	"10"	"238"	"15"	"13"	"3"	"18"	"370"	"_"	"_"
"270"	"148A"	"28"	"3"	"397"	"18"	"15"	"8"	"8"	"477"	"_"	"_"
"271"	"149"	"119"	"23"	"332"	"16"	"4"	"6"	"17"	"517"	"_"	"_"
"272"	"150"	"147"	"17"	"371"	"11"	"7"	"4"	"5"	"562"	"_"	"_"
"273"	"151"	"15"	"8"	"309"	"7"	"12"	"1"	"19"	"371"	"_"	"_"
"274"	"152"	"15"	"6"	"341"	"9"	"6"	"7"	"18"	"402"	"_"	"_"
"275"	"153"	"301"	"15"	"191"	"2"	"0"	"1"	"2"	"512"	"_"	"_"
"276"	"154"	"17"	"7"	"413"	"4"	"5"	"1"	"2"	"449"	"_"	"_"
"277"	";ksx"	"32715"	"7534"	"30678"	"1449"	"1186"	"1128"	"2397"	"77087"	"_"	"_"
"278"	"ernku  dsUnz
dh  Øe  la0"	"fuEufyf[kr  ds  i{k  esa  fn,  x,  fof/kekU;  erksa  dh  la[;k"	""	""	""	""	""	""	"dqy fof/kekU; er"	"izfr{ksfir  erksa  dh  la[;k  ;ksx"	"fufonr  erksa  dh  la[;k"
"279"	""	"dqekj 'kSysUnz"	"iwue  nso"	"'kSys'k  dqekj mQZ     cqyks eaMy"	"Mkseh  ikloku"	"/kuut; jk;"	"izdk'k  uanu  iadt"	"fcUns'ojh  iz0  flag"	""	""	""
"280"	"fiNys  i`\"B  dk
;ksx"	"32715"	"7534"	"30678"	"1449"	"1186"	"1128"	"2397"	"77087"	"_"	"_"
"281"	"154A"	"11"	"5"	"457"	"12"	"5"	"5"	"11"	"506"	"_"	"_"
"282"	"155"	"24"	"13"	"728"	"26"	"11"	"3"	"13"	"818"	"_"	"_"
"283"	"156"	"39"	"12"	"515"	"14"	"7"	"6"	"10"	"603"	"_"	"_"
"284"	"157"	"34"	"6"	"500"	"10"	"4"	"5"	"4"	"563"	"_"	"_"
"285"	"158"	"19"	"11"	"406"	"28"	"14"	"6"	"16"	"500"	"_"	"_"
"286"	"ernku  dsUnzksa ij
vfHkfyf[kr erksa dh  dqy  la[;k"	"32842"	"7581"	"33284"	"1539"	"1227"	"1153"	"2451"	"80077"	"_"	"_"
"287"	"Mkd  eri=ksa  ij
vfHkfyf[kr erksa dh  la[;k  ¼fo/kku lHkk  fuokZpu  {ks= ds  fuokZpu  dh n'kk  esa  Hkjk  tk;½"	"_"	"_"	"_"	"_"	"_"	"_"	"_"	"_"	"_"	"_"
"288"	"Mkys x,  dqy
er"	"32842"	"7581"	"33284"	"1539"	"1227"	"1153"	"2451"	"80077"	"_"	"_"
"289"	"LFkku  &  Hkkxyiqj                                                                                                                          lgk;d  fuokZph  inkf/kdkjh"	""	""	""	""	""	""	""	""	""	""
"290"	"rkjh[k  &22-11-2005                                                                                                                152&fcgiqj fo/kku  lHkk  fuokZpu  {ks="	""	""	""	""	""	""	""	""	""	""
