"X..FORM.20.."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"[ See rule 56 C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE185 - BAKHTIARPUR  ASSEMBLY CONSTITUNECY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"(To be used both for Parliamentary and Assembly elections) Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"ROUND-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 185 BAKHTIARUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	""	""	"Total"	""	""	"No. of tendered votes"	""	""	""	""
"9"	"Serial no. of polling station"	"Anirudh Kumar"	""	"Pramod Kumar NIrala"	""	""	""	"Lal Krishna Yadav"	""	"Vinode Yadav"	"Kumar Indradeo
Prasad"	""	"Dayanand Paswan"	""	""	"Ram Jatan Chaudhary"	""	""	"Md. Sarfaraj Ahmad"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"119"	"72"	""	"229"	""	"4"	""	"50"	""	""	"11"	""	"1"	""	""	"4"	""	""	"4"	""	""	"16"	""	""	"319"	""	""	""	""	"319"	""	""	""	""	""	""	""
"120"	"73"	""	"208"	""	"8"	""	"9"	""	""	"61"	""	"7"	""	""	"2"	""	""	"1"	""	""	"27"	""	""	"323"	""	""	""	""	"323"	""	""	""	""	""	""	""
"121"	"74"	""	"53"	""	"26"	""	"95"	""	""	"80"	""	"10"	""	""	"6"	""	""	"7"	""	""	"15"	""	""	"292"	""	""	""	""	"292"	""	""	""	""	""	""	""
"122"	"75"	""	"343"	""	"8"	""	"8"	""	""	"83"	""	"3"	""	""	"2"	""	""	"3"	""	""	"8"	""	""	"458"	""	""	""	""	"458"	""	""	""	""	""	""	""
"123"	"76"	""	"313"	""	"11"	""	"8"	""	""	"90"	""	"18"	""	""	"5"	""	""	"4"	""	""	"2"	""	""	"451"	""	""	""	""	"451"	""	""	""	""	""	""	""
"124"	"77"	""	"152"	""	"2"	""	"1"	""	""	"5"	""	"1"	""	""	"0"	""	""	"1"	""	""	"2"	""	""	"164"	""	""	""	""	"164"	""	""	""	""	""	""	""
"125"	"78"	""	"4"	""	"3"	""	"46"	""	""	"232"	""	"10"	""	""	"2"	""	""	"13"	""	""	"18"	""	""	"328"	""	""	""	""	"328"	""	""	""	""	""	""	""
"126"	"79"	""	"37"	""	"42"	""	"33"	""	""	"253"	""	"16"	""	""	"5"	""	""	"9"	""	""	"10"	""	""	"405"	""	""	""	""	"405"	""	""	""	""	""	""	""
"127"	"80"	""	"9"	""	"3"	""	"65"	""	""	"51"	""	"4"	""	""	"9"	""	""	"5"	""	""	"6"	""	""	"152"	""	""	""	""	"152"	""	""	""	""	""	""	""
"128"	"Total"	""	"2282"	""	"184"	""	"613"	""	""	"1707"	""	"111"	""	""	"72"	""	""	"84"	""	""	"188"	""	""	"5241"	""	""	""	""	"5241"	""	"0"	""	""	""	""	""
"129"	"Till Last Round"	""	"8329"	""	"1156"	""	"2943"	""	""	"12334"	""	"527"	""	""	"307"	""	""	"439"	""	""	"749"	""	""	"26784"	""	""	"0"	""	"26784"	""	"0"	""	""	""	""	""
"130"	"Grand Total"	""	"10611"	""	"1340"	""	"3556"	""	""	"14041"	""	"638"	""	""	"379"	""	""	"523"	""	""	"937"	""	""	"32025"	""	""	"0"	""	"32025"	""	"0"	""	""	""	""	""
"131"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :-  185 BAKHTIARPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"132"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	"Total"	""	"No. of tendered votes"	""	""	""	""	""
"133"	"Serial no. of polling station"	""	"Anirudh Kumar"	""	"Pramod Kumar NIrala"	""	"Lal Krishna Yadav"	""	""	"Vinode Yadav"	""	"Kumar Indradeo
Prasad"	""	""	"Dayanand Paswan"	""	""	"Ram Jatan Chaudhary"	""	""	"Md. Sarfaraj Ahmad"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"134"	"81"	""	"10"	""	"40"	""	"64"	""	""	"221"	""	"11"	""	""	"7"	""	""	"6"	""	""	"10"	""	""	"369"	""	""	""	""	"369"	""	""	""	""	""	""	""
"135"	"82"	""	"15"	""	"3"	""	"2"	""	""	"271"	""	"19"	""	""	"0"	""	""	"7"	""	""	"11"	""	""	"328"	""	""	""	""	"328"	""	""	""	""	""	""	""
"136"	"83"	""	"148"	""	"19"	""	"86"	""	""	"212"	""	"7"	""	""	"4"	""	""	"15"	""	""	"20"	""	""	"511"	""	""	""	""	"511"	""	""	""	""	""	""	""
"137"	"84"	""	"203"	""	"4"	""	"159"	""	""	"106"	""	"3"	""	""	"11"	""	""	"8"	""	""	"15"	""	""	"509"	""	""	""	""	"509"	""	""	""	""	""	""	""
"138"	"85"	""	"92"	""	"1"	""	"16"	""	""	"464"	""	"6"	""	""	"8"	""	""	"0"	""	""	"6"	""	""	"593"	""	""	""	""	"593"	""	""	""	""	""	""	""
"139"	"86"	""	"117"	""	"17"	""	"24"	""	""	"345"	""	"6"	""	""	"3"	""	""	"6"	""	""	"9"	""	""	"527"	""	""	""	""	"527"	""	""	""	""	""	""	""
"140"	"87"	""	"85"	""	"2"	""	"10"	""	""	"563"	""	"8"	""	""	"4"	""	""	"7"	""	""	"16"	""	""	"695"	""	""	""	""	"695"	""	""	""	""	""	""	""
"141"	"88"	""	"41"	""	"5"	""	"69"	""	""	"130"	""	"9"	""	""	"5"	""	""	"1"	""	""	"4"	""	""	"264"	""	""	""	""	"264"	""	""	""	""	""	""	""
"142"	"88A"	""	"41"	""	"5"	""	"71"	""	""	"254"	""	"7"	""	""	"7"	""	""	"3"	""	""	"10"	""	""	"398"	""	""	""	""	"398"	""	""	""	""	""	""	""
"143"	"89"	""	"87"	""	"3"	""	"56"	""	""	"425"	""	"15"	""	""	"12"	""	""	"8"	""	""	"21"	""	""	"627"	""	""	""	""	"627"	""	""	""	""	""	""	""
"144"	"90"	""	"77"	""	"28"	""	"10"	""	""	"206"	""	"4"	""	""	"2"	""	""	"3"	""	""	"7"	""	""	"337"	""	""	""	""	"337"	""	""	""	""	""	""	""
"145"	"91"	""	"161"	""	"17"	""	"34"	""	""	"80"	""	"4"	""	""	"3"	""	""	"1"	""	""	"2"	""	""	"302"	""	""	""	""	"302"	""	""	""	""	""	""	""
"146"	"92"	""	"263"	""	"34"	""	"37"	""	""	"70"	""	"8"	""	""	"4"	""	""	"6"	""	""	"13"	""	""	"435"	""	""	""	""	"435"	""	""	""	""	""	""	""
"147"	"93"	""	"216"	""	"18"	""	"18"	""	""	"72"	""	"7"	""	""	"3"	""	""	"1"	""	""	"12"	""	""	"347"	""	""	""	""	"347"	""	""	""	""	""	""	""
"148"	"Total"	""	"1556"	""	"196"	""	"656"	""	""	"3419"	""	"114"	""	""	"73"	""	""	"72"	""	""	"156"	""	""	"6242"	""	""	""	""	"6242"	""	"0"	""	""	""	""	""
"149"	"Till Last Round"	""	"10611"	""	"1340"	""	"3556"	""	""	"14041"	""	"638"	""	""	"379"	""	""	"523"	""	""	"937"	""	""	"32025"	""	""	"0"	""	"32025"	""	"0"	""	""	""	""	""
"150"	"Grand Total"	""	"12167"	""	"1536"	""	"4212"	""	""	"17460"	""	"752"	""	""	"452"	""	""	"595"	""	""	"1093"	""	""	"38267"	""	""	"0"	""	"38267"	""	"0"	""	""	""	""	""
"151"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :-  185 BAKHTIARPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"152"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	"Total"	""	"No. of tendered votes"	""	""	""	""	""
"153"	"Serial no. of polling station"	""	"Anirudh Kumar"	""	"Pramod Kumar NIrala"	""	"Lal Krishna Yadav"	""	""	"Vinode Yadav"	""	"Kumar Indradeo
Prasad"	""	""	"Dayanand Paswan"	""	""	"Ram Jatan Chaudhary"	""	""	"Md. Sarfaraj Ahmad"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"154"	"94"	""	"139"	""	"7"	""	"9"	""	""	"79"	""	"4"	""	""	"6"	""	""	"4"	""	""	"5"	""	""	"253"	""	""	""	""	"253"	""	""	""	""	""	""	""
"155"	"94A"	""	"236"	""	"2"	""	"9"	""	""	"59"	""	"6"	""	""	"2"	""	""	"17"	""	""	"16"	""	""	"347"	""	""	""	""	"347"	""	""	""	""	""	""	""
"156"	"95"	""	"286"	""	"12"	""	"21"	""	""	"102"	""	"5"	""	""	"0"	""	""	"4"	""	""	"11"	""	""	"441"	""	""	""	""	"441"	""	""	""	""	""	""	""
"157"	"96"	""	"49"	""	"2"	""	"56"	""	""	"195"	""	"9"	""	""	"5"	""	""	"6"	""	""	"4"	""	""	"326"	""	""	""	""	"326"	""	""	""	""	""	""	""
"158"	"97"	""	"100"	""	"3"	""	"62"	""	""	"37"	""	"3"	""	""	"3"	""	""	"2"	""	""	"3"	""	""	"213"	""	""	""	""	"213"	""	""	""	""	""	""	""
"159"	"98"	""	"66"	""	"12"	""	"49"	""	""	"92"	""	"4"	""	""	"6"	""	""	"2"	""	""	"14"	""	""	"245"	""	""	""	""	"245"	""	""	""	""	""	""	""
"160"	"99"	""	"241"	""	"12"	""	"44"	""	""	"96"	""	"14"	""	""	"2"	""	""	"10"	""	""	"11"	""	""	"430"	""	""	""	""	"430"	""	""	""	""	""	""	""
"161"	"100"	""	"360"	""	"4"	""	"4"	""	""	"59"	""	"6"	""	""	"1"	""	""	"5"	""	""	"21"	""	""	"460"	""	""	""	""	"460"	""	""	""	""	""	""	""
"162"	"101"	""	"84"	""	"13"	""	"238"	""	""	"34"	""	"10"	""	""	"13"	""	""	"12"	""	""	"23"	""	""	"427"	""	""	""	""	"427"	""	""	""	""	""	""	""
"163"	"101A"	""	"131"	""	"6"	""	"145"	""	""	"34"	""	"3"	""	""	"6"	""	""	"6"	""	""	"14"	""	""	"345"	""	""	""	""	"345"	""	""	""	""	""	""	""
"164"	"102"	""	"167"	""	"9"	""	"137"	""	""	"45"	""	"6"	""	""	"6"	""	""	"13"	""	""	"17"	""	""	"400"	""	""	""	""	"400"	""	""	""	""	""	""	""
"165"	"102A"	""	"135"	""	"6"	""	"91"	""	""	"33"	""	"3"	""	""	"2"	""	""	"4"	""	""	"6"	""	""	"280"	""	""	""	""	"280"	""	""	""	""	""	""	""
"166"	"103"	""	"176"	""	"6"	""	"93"	""	""	"15"	""	"2"	""	""	"4"	""	""	"8"	""	""	"8"	""	""	"312"	""	""	""	""	"312"	""	""	""	""	""	""	""
"167"	"104"	""	"155"	""	"9"	""	"157"	""	""	"34"	""	"1"	""	""	"1"	""	""	"7"	""	""	"14"	""	""	"378"	""	""	""	""	"378"	""	""	""	""	""	""	""
"168"	"Total"	""	"2325"	""	"103"	""	"1115"	""	""	"914"	""	"76"	""	""	"57"	""	""	"100"	""	""	"167"	""	""	"4857"	""	""	""	""	"4857"	""	"0"	""	""	""	""	""
"169"	"Till Last Round"	""	"12167"	""	"1536"	""	"4212"	""	""	"17460"	""	"752"	""	""	"452"	""	""	"595"	""	""	"1093"	""	""	"38267"	""	""	"0"	""	"38267"	""	"0"	""	""	""	""	""
"170"	"Grand Total"	""	"14492"	""	"1639"	""	"5327"	""	""	"18374"	""	"828"	""	""	"509"	""	""	"695"	""	""	"1260"	""	""	"43124"	""	""	"0"	""	"43124"	""	"0"	""	""	""	""	""
"171"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :-  185 BAKHTIARPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"172"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	"Total"	""	"No. of tendered votes"	""	""	""	""	""
"173"	"Serial no. of polling station"	""	"Anirudh Kumar"	""	"Pramod Kumar NIrala"	""	"Lal Krishna Yadav"	""	""	"Vinode Yadav"	""	"Kumar Indradeo
Prasad"	""	""	"Dayanand Paswan"	""	""	"Ram Jatan Chaudhary"	""	""	"Md. Sarfaraj Ahmad"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"174"	"105"	""	"266"	""	"10"	""	"161"	""	""	"11"	""	"5"	""	""	"17"	""	""	"11"	""	""	"27"	""	""	"508"	""	""	""	""	"508"	""	""	""	""	""	""	""
"175"	"105A"	""	"65"	""	"4"	""	"67"	""	""	"4"	""	"2"	""	""	"10"	""	""	"4"	""	""	"10"	""	""	"166"	""	""	""	""	"166"	""	""	""	""	""	""	""
"176"	"106"	""	"77"	""	"4"	""	"76"	""	""	"34"	""	"3"	""	""	"2"	""	""	"10"	""	""	"8"	""	""	"214"	""	""	""	""	"214"	""	""	""	""	""	""	""
"177"	"107"	""	"74"	""	"1"	""	"14"	""	""	"131"	""	"6"	""	""	"2"	""	""	"1"	""	""	"12"	""	""	"241"	""	""	""	""	"241"	""	""	""	""	""	""	""
"178"	"108"	""	"69"	""	"1"	""	"65"	""	""	"199"	""	"11"	""	""	"6"	""	""	"7"	""	""	"14"	""	""	"372"	""	""	""	""	"372"	""	""	""	""	""	""	""
"179"	"109"	""	"148"	""	"7"	""	"4"	""	""	"87"	""	"2"	""	""	"2"	""	""	"2"	""	""	"9"	""	""	"261"	""	""	""	""	"261"	""	""	""	""	""	""	""
"180"	"110"	""	"119"	""	"0"	""	"5"	""	""	"162"	""	"1"	""	""	"2"	""	""	"3"	""	""	"7"	""	""	"299"	""	""	""	""	"299"	""	""	""	""	""	""	""
"181"	"111"	""	"357"	""	"5"	""	"4"	""	""	"13"	""	"0"	""	""	"3"	""	""	"3"	""	""	"5"	""	""	"390"	""	""	""	""	"390"	""	""	""	""	""	""	""
"182"	"112"	""	"414"	""	"13"	""	"31"	""	""	"100"	""	"5"	""	""	"3"	""	""	"2"	""	""	"18"	""	""	"586"	""	""	""	""	"586"	""	""	""	""	""	""	""
"183"	"113"	""	"46"	""	"2"	""	"40"	""	""	"17"	""	"2"	""	""	"1"	""	""	"2"	""	""	"4"	""	""	"114"	""	""	""	""	"114"	""	""	""	""	""	""	""
"184"	"114"	""	"285"	""	"34"	""	"28"	""	""	"55"	""	"10"	""	""	"8"	""	""	"5"	""	""	"43"	""	""	"468"	""	""	""	""	"468"	""	""	""	""	""	""	""
"185"	"114A"	""	"288"	""	"10"	""	"7"	""	""	"30"	""	"2"	""	""	"0"	""	""	"0"	""	""	"6"	""	""	"343"	""	""	""	""	"343"	""	""	""	""	""	""	""
"186"	"115"	""	"457"	""	"18"	""	"7"	""	""	"59"	""	"9"	""	""	"6"	""	""	"4"	""	""	"17"	""	""	"577"	""	""	""	""	"577"	""	""	""	""	""	""	""
"187"	"116"	""	"230"	""	"29"	""	"28"	""	""	"93"	""	"5"	""	""	"1"	""	""	"3"	""	""	"6"	""	""	"395"	""	""	""	""	"395"	""	""	""	""	""	""	""
"188"	"Total"	""	"2895"	""	"138"	""	"537"	""	""	"995"	""	"63"	""	""	"63"	""	""	"57"	""	""	"186"	""	""	"4934"	""	""	""	""	"4934"	""	"0"	""	""	""	""	""
"189"	"Till Last Round"	""	"14492"	""	"1639"	""	"5327"	""	""	"18374"	""	"828"	""	""	"509"	""	""	"695"	""	""	"1260"	""	""	"43124"	""	""	"0"	""	"43124"	""	"0"	""	""	""	""	""
"190"	"Grand Total"	""	"17387"	""	"1777"	""	"5864"	""	""	"19369"	""	"891"	""	""	"572"	""	""	"752"	""	""	"1446"	""	""	"48058"	""	""	"0"	""	"48058"	""	"0"	""	""	""	""	""
"191"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :-  185 BAKHTIARPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"192"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	"Total"	""	"No. of tendered votes"	""	""	""	""	""
"193"	"Serial no. of polling station"	""	"Anirudh Kumar"	""	"Pramod Kumar NIrala"	""	"Lal Krishna Yadav"	""	""	"Vinode Yadav"	""	"Kumar Indradeo
Prasad"	""	""	"Dayanand Paswan"	""	""	"Ram Jatan Chaudhary"	""	""	"Md. Sarfaraj Ahmad"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"194"	"117"	""	"295"	""	"20"	""	"22"	""	""	"134"	""	"6"	""	""	"5"	""	""	"6"	""	""	"15"	""	""	"503"	""	""	""	""	"503"	""	""	""	""	""	""	""
"195"	"118"	""	"216"	""	"16"	""	"92"	""	""	"43"	""	"6"	""	""	"2"	""	""	"4"	""	""	"7"	""	""	"386"	""	""	""	""	"386"	""	""	""	""	""	""	""
"196"	"119"	""	"50"	""	"15"	""	"37"	""	""	"222"	""	"6"	""	""	"2"	""	""	"6"	""	""	"10"	""	""	"348"	""	""	""	""	"348"	""	""	""	""	""	""	""
"197"	"120"	""	"133"	""	"1"	""	"8"	""	""	"298"	""	"6"	""	""	"2"	""	""	"1"	""	""	"7"	""	""	"456"	""	""	""	""	"456"	""	""	""	""	""	""	""
"198"	"121"	""	"119"	""	"106"	""	"42"	""	""	"147"	""	"6"	""	""	"4"	""	""	"10"	""	""	"15"	""	""	"449"	""	""	""	""	"449"	""	""	""	""	""	""	""
"199"	"122"	""	"100"	""	"7"	""	"39"	""	""	"134"	""	"3"	""	""	"1"	""	""	"1"	""	""	"14"	""	""	"299"	""	""	""	""	"299"	""	""	""	""	""	""	""
"200"	"123"	""	"73"	""	"36"	""	"93"	""	""	"223"	""	"6"	""	""	"1"	""	""	"7"	""	""	"18"	""	""	"457"	""	""	""	""	"457"	""	""	""	""	""	""	""
"201"	"124"	""	"119"	""	"11"	""	"120"	""	""	"34"	""	"6"	""	""	"0"	""	""	"8"	""	""	"12"	""	""	"310"	""	""	""	""	"310"	""	""	""	""	""	""	""
"202"	"125"	""	"125"	""	"5"	""	"27"	""	""	"267"	""	"5"	""	""	"4"	""	""	"0"	""	""	"24"	""	""	"457"	""	""	""	""	"457"	""	""	""	""	""	""	""
"203"	"126"	""	"197"	""	"110"	""	"13"	""	""	"153"	""	"1"	""	""	"2"	""	""	"2"	""	""	"1"	""	""	"479"	""	""	""	""	"479"	""	""	""	""	""	""	""
"204"	"127"	""	"281"	""	"5"	""	"1"	""	""	"163"	""	"10"	""	""	"1"	""	""	"2"	""	""	"17"	""	""	"480"	""	""	""	""	"480"	""	""	""	""	""	""	""
"205"	"128"	""	"370"	""	"6"	""	"5"	""	""	"42"	""	"1"	""	""	"3"	""	""	"2"	""	""	"23"	""	""	"452"	""	""	""	""	"452"	""	""	""	""	""	""	""
"206"	"129"	""	"74"	""	"7"	""	"24"	""	""	"223"	""	"7"	""	""	"2"	""	""	"6"	""	""	"13"	""	""	"356"	""	""	""	""	"356"	""	""	""	""	""	""	""
"207"	"129A"	""	"136"	""	"41"	""	"4"	""	""	"83"	""	"6"	""	""	"1"	""	""	"3"	""	""	"10"	""	""	"284"	""	""	""	""	"284"	""	""	""	""	""	""	""
"208"	"Total"	""	"2288"	""	"386"	""	"527"	""	""	"2166"	""	"75"	""	""	"30"	""	""	"58"	""	""	"186"	""	""	"5716"	""	""	""	""	"5716"	""	"0"	""	""	""	""	""
"209"	"Till Last Round"	""	"17387"	""	"1777"	""	"5864"	""	""	"19369"	""	"891"	""	""	"572"	""	""	"752"	""	""	"1446"	""	""	"48058"	""	""	"0"	""	"48058"	""	"0"	""	""	""	""	""
"210"	"Grand Total"	""	"19675"	""	"2163"	""	"6391"	""	""	"21535"	""	"966"	""	""	"602"	""	""	"810"	""	""	"1632"	""	""	"53774"	""	""	"0"	""	"53774"	""	"0"	""	""	""	""	""
"211"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :-  185 BAKHTIARPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"212"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	"Total"	""	"No. of tendered votes"	""	""	""	""	""
"213"	"Serial no. of polling station"	""	"Anirudh Kumar"	""	"Pramod Kumar NIrala"	""	"Lal Krishna Yadav"	""	""	"Vinode Yadav"	""	"Kumar Indradeo
Prasad"	""	""	"Dayanand Paswan"	""	""	"Ram Jatan Chaudhary"	""	""	"Md. Sarfaraj Ahmad"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"214"	"130"	""	"202"	""	"21"	""	"40"	""	""	"34"	""	"4"	""	""	"4"	""	""	"9"	""	""	"23"	""	""	"337"	""	""	""	""	"337"	""	""	""	""	""	""	""
"215"	"131"	""	"109"	""	"5"	""	"3"	""	""	"149"	""	"2"	""	""	"3"	""	""	"3"	""	""	"7"	""	""	"281"	""	""	""	""	"281"	""	""	""	""	""	""	""
"216"	"132"	""	"136"	""	"4"	""	"17"	""	""	"298"	""	"9"	""	""	"2"	""	""	"7"	""	""	"12"	""	""	"485"	""	""	""	""	"485"	""	""	""	""	""	""	""
"217"	"133"	""	"40"	""	"3"	""	"71"	""	""	"218"	""	"6"	""	""	"11"	""	""	"5"	""	""	"10"	""	""	"364"	""	""	""	""	"364"	""	""	""	""	""	""	""
"218"	"134"	""	"340"	""	"59"	""	"18"	""	""	"61"	""	"5"	""	""	"1"	""	""	"4"	""	""	"16"	""	""	"504"	""	""	""	""	"504"	""	""	""	""	""	""	""
"219"	"135"	""	"129"	""	"28"	""	"123"	""	""	"129"	""	"3"	""	""	"3"	""	""	"7"	""	""	"14"	""	""	"436"	""	""	""	""	"436"	""	""	""	""	""	""	""
"220"	"136"	""	"21"	""	"0"	""	"18"	""	""	"302"	""	"7"	""	""	"0"	""	""	"1"	""	""	"5"	""	""	"354"	""	""	""	""	"354"	""	""	""	""	""	""	""
"221"	"136A"	""	"64"	""	"17"	""	"24"	""	""	"202"	""	"5"	""	""	"0"	""	""	"1"	""	""	"5"	""	""	"318"	""	""	""	""	"318"	""	""	""	""	""	""	""
"222"	"137"	""	"89"	""	"9"	""	"35"	""	""	"342"	""	"7"	""	""	"7"	""	""	"7"	""	""	"9"	""	""	"505"	""	""	""	""	"505"	""	""	""	""	""	""	""
"223"	"138"	""	"52"	""	"23"	""	"142"	""	""	"336"	""	"9"	""	""	"7"	""	""	"5"	""	""	"10"	""	""	"584"	""	""	""	""	"584"	""	""	""	""	""	""	""
"224"	"139"	""	"300"	""	"36"	""	"22"	""	""	"48"	""	"3"	""	""	"7"	""	""	"4"	""	""	"13"	""	""	"433"	""	""	""	""	"433"	""	""	""	""	""	""	""
"225"	"140"	""	"183"	""	"35"	""	"23"	""	""	"57"	""	"4"	""	""	"5"	""	""	"4"	""	""	"24"	""	""	"335"	""	""	""	""	"335"	""	""	""	""	""	""	""
"226"	"140A"	""	"165"	""	"8"	""	"7"	""	""	"27"	""	"0"	""	""	"0"	""	""	"2"	""	""	"7"	""	""	"216"	""	""	""	""	"216"	""	""	""	""	""	""	""
"227"	"141"	""	"42"	""	"4"	""	"19"	""	""	"222"	""	"3"	""	""	"1"	""	""	"3"	""	""	"2"	""	""	"296"	""	""	""	""	"296"	""	""	""	""	""	""	""
"228"	"Total"	""	"1872"	""	"252"	""	"562"	""	""	"2425"	""	"67"	""	""	"51"	""	""	"62"	""	""	"157"	""	""	"5448"	""	""	""	""	"5448"	""	"0"	""	""	""	""	""
"229"	"Till Last Round"	""	"19675"	""	"2163"	""	"6391"	""	""	"21535"	""	"966"	""	""	"602"	""	""	"810"	""	""	"1632"	""	""	"53774"	""	""	"0"	""	"53774"	""	"0"	""	""	""	""	""
"230"	"Grand Total"	""	"21547"	""	"2415"	""	"6953"	""	""	"23960"	""	"1033"	""	""	"653"	""	""	"872"	""	""	"1789"	""	""	"59222"	""	""	"0"	""	"59222"	""	"0"	""	""	""	""	""
"231"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :-  185 BAKHTIARPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"232"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	"Total"	""	"No. of tendered votes"	""	""	""	""	""
"233"	"Serial no. of polling station"	""	"Anirudh Kumar"	""	"Pramod Kumar NIrala"	""	"Lal Krishna Yadav"	""	""	"Vinode Yadav"	""	"Kumar Indradeo
Prasad"	""	""	"Dayanand Paswan"	""	""	"Ram Jatan Chaudhary"	""	""	"Md. Sarfaraj Ahmad"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"234"	"142"	""	"59"	""	"23"	""	"6"	""	""	"284"	""	"1"	""	""	"0"	""	""	"0"	""	""	"4"	""	""	"377"	""	""	""	""	"377"	""	""	""	""	""	""	""
"235"	"143"	""	"177"	""	"101"	""	"29"	""	""	"95"	""	"7"	""	""	"3"	""	""	"3"	""	""	"6"	""	""	"421"	""	""	""	""	"421"	""	""	""	""	""	""	""
"236"	"144"	""	"212"	""	"9"	""	"8"	""	""	"113"	""	"1"	""	""	"1"	""	""	"4"	""	""	"21"	""	""	"369"	""	""	""	""	"369"	""	""	""	""	""	""	""
"237"	"144A"	""	"63"	""	"18"	""	"2"	""	""	"109"	""	"4"	""	""	"5"	""	""	"8"	""	""	"9"	""	""	"218"	""	""	""	""	"218"	""	""	""	""	""	""	""
