"174"	"ernku
dsUnz dh la[;k"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/k
ekU; er"	"izfr{ksfir
erksa dh la[;k"	";ksx"	"fufonr
erksa dh la[;k"
"175"	""	"bUnznso izlkn"	"uFkquh
izlkn"	"us;kuqnhu [kka"	"HkwesUnz ukjk;.k
flag"	"gfjfd'kskj
frokjh"	"xxu nso
izlkn"	"prqxqZ.k
izlkn pkSgku"	"fjtoku
vgen"	"rkjds'oj flag"	"/kesZnso pkScs
mQZ /kesZUnz pkScs"	"foUnk pkS0"	"g`n;k uUn
flag"	""	""	""	""
"176"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	""	""	""	""
"177"	"iwoZ I`\"V
dk ;ksx"	"20101"	"886"	"864"	"20940"	"3793"	"411"	"480"	"343"	"569"	"261"	"357"	"1563"	"50568"	""	""	""
"178"	"104"	"265"	"8"	"20"	"175"	"16"	"2"	"2"	"2"	"7"	"0"	"7"	"25"	"529"	""	""	""
"179"	"105"	"247"	"7"	"3"	"203"	"22"	"1"	"6"	"0"	"10"	"3"	"4"	"31"	"537"	""	""	""
"180"	"106"	"200"	"5"	"9"	"167"	"24"	"4"	"27"	"5"	"9"	"11"	"12"	"39"	"512"	""	""	""
"181"	"107"	"210"	"8"	"2"	"46"	"14"	"0"	"1"	"1"	"2"	"0"	"1"	"11"	"296"	""	""	""
"182"	"107A"	"194"	"7"	"8"	"130"	"15"	"4"	"1"	"0"	"2"	"5"	"1"	"10"	"377"	""	""	""
"183"	"108"	"113"	"4"	"81"	"163"	"98"	"3"	"6"	"9"	"9"	"3"	"10"	"26"	"525"	""	""	""
"184"	"109"	"145"	"5"	"27"	"266"	"39"	"2"	"6"	"11"	"15"	"6"	"6"	"34"	"562"	""	""	""
"185"	"110"	"187"	"12"	"24"	"95"	"66"	"8"	"6"	"8"	"2"	"5"	"6"	"20"	"439"	""	""	""
"186"	"111"	"130"	"9"	"117"	"243"	"42"	"1"	"4"	"5"	"4"	"6"	"3"	"26"	"590"	""	""	""
"187"	"112"	"283"	"10"	"13"	"35"	"49"	"1"	"1"	"2"	"1"	"7"	"4"	"25"	"431"	""	""	""
"188"	"113"	"92"	"2"	"33"	"218"	"44"	"4"	"1"	"5"	"1"	"1"	"1"	"10"	"412"	""	""	""
"189"	"114"	"78"	"1"	"18"	"378"	"55"	"7"	"3"	"1"	"10"	"2"	"3"	"13"	"569"	""	""	""
"190"	"115"	"137"	"2"	"44"	"156"	"86"	"2"	"3"	"12"	"3"	"4"	"3"	"21"	"473"	""	""	""
"191"	"115A"	"126"	"0"	"59"	"100"	"10"	"4"	"2"	"3"	"1"	"0"	"0"	"8"	"313"	""	""	""
"192"	";ksx %&"	"22508"	"966"	"1322"	"23315"	"4373"	"454"	"549"	"407"	"645"	"314"	"418"	"1862"	"57133"	""	""	""
"193"	"28&xksjs;kdksBh fo/kku lHkk {ks= esa fcgkj fo/kku lHkk ds fy, fuokZpu A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"194"	"Hkkx&1                     &                  fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k %& ------------------------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"195"	"ernku
dsUnz dh la[;k"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/k
ekU; er"	"izfr{ksfir
erksa dh la[;k"	";ksx"	"fufonr
erksa dh la[;k"
"196"	""	"bUnznso izlkn"	"uFkquh
izlkn"	"us;kuqnhu [kka"	"HkwesUnz ukjk;.k
flag"	"gfjfd'kskj
frokjh"	"xxu nso
izlkn"	"prqxqZ.k
izlkn pkSgku"	"fjtoku
vgen"	"rkjds'oj flag"	"/kesZnso pkScs
mQZ /kesZUnz pkScs"	"foUnk pkS0"	"g`n;k uUn
flag"	""	""	""	""
"197"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	""	""	""	""
"198"	"iwoZ I`\"V
dk ;ksx"	"22508"	"966"	"1322"	"23315"	"4373"	"454"	"549"	"407"	"645"	"314"	"418"	"1862"	"57133"	""	""	""
"199"	"116"	"94"	"8"	"94"	"65"	"26"	"3"	"3"	"13"	"8"	"10"	"3"	"14"	"341"	""	""	""
"200"	"117"	"260"	"3"	"45"	"25"	"14"	"1"	"3"	"3"	"3"	"2"	"2"	"20"	"381"	""	""	""
"201"	"118"	"130"	"2"	"13"	"93"	"14"	"1"	"3"	"3"	"3"	"1"	"2"	"11"	"276"	""	""	""
"202"	"119"	"510"	"10"	"13"	"191"	"10"	"1"	"2"	"0"	"2"	"0"	"0"	"6"	"745"	""	""	""
"203"	"120"	"141"	"10"	"154"	"90"	"11"	"0"	"1"	"4"	"2"	"2"	"1"	"4"	"420"	""	""	""
"204"	"121"	"70"	"6"	"142"	"181"	"50"	"7"	"1"	"5"	"17"	"3"	"2"	"19"	"503"	""	""	""
"205"	"122"	"164"	"6"	"42"	"21"	"16"	"0"	"1"	"28"	"1"	"2"	"3"	"8"	"292"	""	""	""
"206"	"123"	"302"	"16"	"30"	"183"	"31"	"5"	"6"	"10"	"9"	"4"	"3"	"25"	"624"	""	""	""
"207"	"124"	"339"	"19"	"43"	"68"	"14"	"5"	"0"	"15"	"3"	"6"	"13"	"16"	"541"	""	""	""
"208"	"125"	"199"	"9"	"43"	"145"	"37"	"2"	"6"	"8"	"6"	"2"	"9"	"6"	"472"	""	""	""
"209"	"126"	"276"	"21"	"99"	"24"	"5"	"3"	"1"	"6"	"4"	"1"	"5"	"13"	"458"	""	""	""
"210"	"127"	"104"	"8"	"3"	"61"	"4"	"0"	"2"	"4"	"3"	"0"	"0"	"9"	"198"	""	""	""
"211"	"128"	"90"	"13"	"61"	"454"	"10"	"0"	"1"	"3"	"3"	"3"	"3"	"10"	"651"	""	""	""
"212"	"129"	"217"	"5"	"78"	"75"	"27"	"2"	"2"	"25"	"3"	"3"	"1"	"5"	"443"	""	""	""
"213"	";ksx %&"	"25404"	"1102"	"2182"	"24991"	"4642"	"484"	"581"	"534"	"712"	"353"	"465"	"2028"	"63478"	""	""	""
"214"	"28&xksjs;kdksBh fo/kku lHkk {ks= esa fcgkj fo/kku lHkk ds fy, fuokZpu A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"215"	"Hkkx&1                     &                  fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k %& ------------------------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"216"	"ernku
dsUnz dh la[;k"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/k
ekU; er"	"izfr{ksfir
erksa dh la[;k"	";ksx"	"fufonr
erksa dh la[;k"
"217"	""	"bUnznso izlkn"	"uFkquh
izlkn"	"us;kuqnhu [kka"	"HkwesUnz ukjk;.k
flag"	"gfjfd'kskj
frokjh"	"xxu nso
izlkn"	"prqxqZ.k
izlkn pkSgku"	"fjtoku
vgen"	"rkjds'oj flag"	"/kesZnso pkScs
mQZ /kesZUnz pkScs"	"foUnk pkS0"	"g`n;k uUn
flag"	""	""	""	""
"218"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	""	""	""	""
"219"	"iwoZ I`\"V
dk ;ksx"	"25404"	"1102"	"2182"	"24991"	"4642"	"484"	"581"	"534"	"712"	"353"	"465"	"2028"	"63478"	""	""	""
"220"	"130"	"147"	"1"	"21"	"98"	"35"	"6"	"1"	"8"	"6"	"3"	"7"	"13"	"346"	""	""	""
"221"	"131"	"66"	"1"	"30"	"124"	"28"	"4"	"3"	"7"	"2"	"4"	"5"	"9"	"283"	""	""	""
"222"	"132"	"238"	"5"	"16"	"250"	"41"	"7"	"2"	"14"	"6"	"4"	"0"	"15"	"598"	""	""	""
"223"	"133"	"252"	"7"	"30"	"100"	"21"	"3"	"6"	"75"	"3"	"1"	"4"	"5"	"507"	""	""	""
"224"	"134"	"64"	"2"	"96"	"116"	"11"	"2"	"2"	"6"	"2"	"3"	"4"	"9"	"317"	""	""	""
"225"	"135"	"131"	"0"	"4"	"118"	"16"	"2"	"1"	"30"	"3"	"0"	"2"	"7"	"314"	""	""	""
"226"	"136"	"107"	"8"	"35"	"93"	"85"	"12"	"2"	"11"	"4"	"6"	"8"	"17"	"388"	""	""	""
"227"	"137"	"205"	"8"	"35"	"217"	"77"	"5"	"14"	"11"	"17"	"5"	"20"	"51"	"665"	""	""	""
"228"	"138"	"190"	"3"	"12"	"184"	"24"	"3"	"3"	"7"	"6"	"1"	"11"	"20"	"464"	""	""	""
"229"	"139"	"154"	"5"	"11"	"292"	"60"	"8"	"2"	"4"	"7"	"2"	"4"	"27"	"576"	""	""	""
"230"	"140"	"178"	"5"	"12"	"179"	"24"	"5"	"8"	"6"	"9"	"3"	"2"	"21"	"452"	""	""	""
"231"	"141"	"461"	"4"	"4"	"179"	"35"	"1"	"1"	"3"	"2"	"1"	"2"	"15"	"708"	""	""	""
"232"	"142"	"268"	"3"	"4"	"64"	"60"	"0"	"14"	"3"	"4"	"2"	"4"	"16"	"442"	""	""	""
"233"	"143"	"290"	"9"	"4"	"229"	"18"	"4"	"2"	"5"	"6"	"1"	"7"	"16"	"591"	""	""	""
"234"	";ksx %&"	"28155"	"1163"	"2496"	"27234"	"5177"	"546"	"642"	"724"	"789"	"389"	"545"	"2269"	"70129"	""	""	""
"235"	"28&xksjs;kdksBh fo/kku lHkk {ks= esa fcgkj fo/kku lHkk ds fy, fuokZpu A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"236"	"Hkkx&1                     &                  fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k %& ------------------------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"237"	"ernku
dsUnz dh la[;k"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/k
ekU; er"	"izfr{ksfir
erksa dh la[;k"	";ksx"	"fufonr
erksa dh la[;k"
"238"	""	"bUnznso izlkn"	"uFkquh
izlkn"	"us;kuqnhu [kka"	"HkwesUnz ukjk;.k
flag"	"gfjfd'kskj
frokjh"	"xxu nso
izlkn"	"prqxqZ.k
izlkn pkSgku"	"fjtoku
vgen"	"rkjds'oj flag"	"/kesZnso pkScs
mQZ /kesZUnz pkScs"	"foUnk pkS0"	"g`n;k uUn
flag"	""	""	""	""
"239"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	""	""	""	""
"240"	"iwoZ I`\"V
dk ;ksx"	"28155"	"1163"	"2496"	"27234"	"5177"	"546"	"642"	"724"	"789"	"389"	"545"	"2269"	"70129"	""	""	""
"241"	"144"	"276"	"4"	"6"	"15"	"90"	"9"	"2"	"3"	"1"	"4"	"3"	"8"	"421"	""	""	""
"242"	"145"	"115"	"10"	"6"	"179"	"105"	"5"	"5"	"7"	"5"	"1"	"3"	"24"	"465"	""	""	""
"243"	"146"	"263"	"4"	"8"	"390"	"32"	"2"	"3"	"3"	"7"	"1"	"6"	"14"	"733"	""	""	""
"244"	"147"	"184"	"12"	"9"	"312"	"66"	"9"	"8"	"9"	"10"	"4"	"2"	"22"	"647"	""	""	""
"245"	"148"	"299"	"7"	"17"	"82"	"23"	"2"	"1"	"3"	"3"	"3"	"1"	"9"	"450"	""	""	""
"246"	"149"	"270"	"10"	"7"	"105"	"62"	"4"	"1"	"11"	"6"	"2"	"3"	"15"	"496"	""	""	""
"247"	"150"	"182"	"4"	"11"	"138"	"64"	"5"	"3"	"6"	"8"	"2"	"1"	"14"	"438"	""	""	""
"248"	"151"	"399"	"9"	"0"	"78"	"7"	"1"	"1"	"1"	"3"	"0"	"2"	"15"	"516"	""	""	""
"249"	"152"	"318"	"10"	"4"	"81"	"13"	"4"	"1"	"1"	"1"	"1"	"2"	"7"	"443"	""	""	""
"250"	"153"	"188"	"7"	"15"	"194"	"12"	"4"	"3"	"1"	"4"	"2"	"2"	"7"	"439"	""	""	""
"251"	"154"	"220"	"13"	"44"	"54"	"39"	"3"	"1"	"2"	"0"	"3"	"2"	"8"	"389"	""	""	""
"252"	"155"	"238"	"3"	"82"	"64"	"8"	"1"	"1"	"3"	"1"	"1"	"1"	"1"	"404"	""	""	""
"253"	"155A"	"190"	"3"	"64"	"110"	"7"	"1"	"2"	"3"	"1"	"1"	"0"	"12"	"394"	""	""	""
"254"	"156"	"154"	"5"	"37"	"136"	"15"	"3"	"13"	"3"	"11"	"3"	"4"	"27"	"411"	""	""	""
"255"	";ksx %&"	"31451"	"1264"	"2806"	"29172"	"5720"	"599"	"687"	"780"	"850"	"417"	"577"	"2452"	"76775"	""	""	""
"256"	"28&xksjs;kdksBh fo/kku lHkk {ks= esa fcgkj fo/kku lHkk ds fy, fuokZpu A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"257"	"Hkkx&1                     &                  fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k %& ------------------------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"258"	"ernku
dsUnz dh la[;k"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/k
ekU; er"	"izfr{ksfir
erksa dh la[;k"	";ksx"	"fufonr
erksa dh la[;k"
"259"	""	"bUnznso izlkn"	"uFkquh
izlkn"	"us;kuqnhu [kka"	"HkwesUnz ukjk;.k
flag"	"gfjfd'kskj
frokjh"	"xxu nso
izlkn"	"prqxqZ.k
izlkn pkSgku"	"fjtoku
vgen"	"rkjds'oj flag"	"/kesZnso pkScs
mQZ /kesZUnz pkScs"	"foUnk pkS0"	"g`n;k uUn
flag"	""	""	""	""
"260"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	""	""	""	""
"261"	"iwoZ I`\"V
dk ;ksx"	"31451"	"1264"	"2806"	"29172"	"5720"	"599"	"687"	"780"	"850"	"417"	"577"	"2452"	"76775"	""	""	""
"262"	"156A"	"68"	"5"	"201"	"101"	"10"	"3"	"4"	"4"	"4"	"8"	"3"	"13"	"424"	""	""	""
"263"	"157"	"178"	"5"	"40"	"60"	"15"	"4"	"2"	"5"	"6"	"2"	"1"	"11"	"329"	""	""	""
"264"	"158"	"88"	"6"	"62"	"60"	"82"	"7"	"1"	"2"	"2"	"5"	"2"	"9"	"326"	""	""	""
"265"	"159"	"332"	"9"	"8"	"146"	"11"	"3"	"0"	"5"	"9"	"2"	"5"	"21"	"551"	""	""	""
"266"	"160"	"31"	"10"	"48"	"158"	"21"	"5"	"0"	"1"	"4"	"6"	"3"	"9"	"296"	""	""	""
"267"	"161"	"75"	"4"	"15"	"202"	"19"	"1"	"2"	"4"	"0"	"1"	"1"	"1"	"325"	""	""	""
"268"	"162"	"275"	"7"	"35"	"106"	"19"	"5"	"3"	"1"	"1"	"2"	"0"	"3"	"457"	""	""	""
"269"	"162A"	"145"	"3"	"5"	"21"	"13"	"0"	"1"	"2"	"1"	"2"	"0"	"3"	"196"	""	""	""
"270"	"163"	"259"	"5"	"46"	"196"	"22"	"6"	"4"	"2"	"8"	"4"	"4"	"10"	"566"	""	""	""
"271"	"164"	"304"	"10"	"13"	"212"	"18"	"3"	"5"	"3"	"4"	"2"	"2"	"9"	"585"	""	""	""
"272"	"165"	"137"	"3"	"21"	"218"	"10"	"6"	"3"	"2"	"1"	"1"	"2"	"0"	"404"	""	""	""
"273"	"166"	"337"	"9"	"5"	"151"	"9"	"4"	"3"	"1"	"4"	"0"	"4"	"4"	"531"	""	""	""
"274"	"167"	"263"	"3"	"31"	"20"	"8"	"6"	"4"	"5"	"3"	"3"	"4"	"18"	"368"	""	""	""
"275"	"167A"	"239"	"4"	"21"	"60"	"15"	"2"	"2"	"5"	"2"	"3"	"9"	"20"	"382"	""	""	""
"276"	";ksx %&"	"34182"	"1347"	"3357"	"30883"	"5992"	"654"	"721"	"822"	"899"	"458"	"617"	"2583"	"82515"	""	""	""
"277"	"28&xksjs;kdksBh fo/kku lHkk {ks= esa fcgkj fo/kku lHkk ds fy, fuokZpu A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"278"	"Hkkx&1                     &                  fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k %& ------------------------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"279"	"ernku
dsUnz dh la[;k"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/k
ekU; er"	"izfr{ksfir
erksa dh la[;k"	";ksx"	"fufonr
erksa dh la[;k"
"280"	""	"bUnznso izlkn"	"uFkquh
izlkn"	"us;kuqnhu [kka"	"HkwesUnz ukjk;.k
flag"	"gfjfd'kskj
frokjh"	"xxu nso
izlkn"	"prqxqZ.k
izlkn pkSgku"	"fjtoku
vgen"	"rkjds'oj flag"	"/kesZnso pkScs
mQZ /kesZUnz pkScs"	"foUnk pkS0"	"g`n;k uUn
flag"	""	""	""	""
"281"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	""	""	""	""
"282"	"iwoZ I`\"V
dk ;ksx"	"34182"	"1347"	"3357"	"30883"	"5992"	"654"	"721"	"822"	"899"	"458"	"617"	"2583"	"82515"	""	""	""
"283"	"168"	"335"	"4"	"37"	"82"	"14"	"1"	"1"	"4"	"4"	"1"	"2"	"11"	"496"	""	""	""
"284"	"169"	"317"	"15"	"30"	"184"	"17"	"3"	"2"	"4"	"7"	"2"	"6"	"13"	"600"	""	""	""
"285"	"170"	"105"	"6"	"23"	"133"	"8"	"5"	"0"	"2"	"9"	"7"	"2"	"29"	"329"	""	""	""
"286"	"171"	"103"	"8"	"25"	"149"	"26"	"3"	"3"	"2"	"4"	"0"	"6"	"11"	"340"	""	""	""
"287"	"171A"	"50"	"1"	"8"	"113"	"21"	"10"	"1"	"1"	"4"	"1"	"5"	"1"	"216"	""	""	""
"288"	"172"	"167"	"12"	"88"	"140"	"18"	"3"	"1"	"5"	"5"	"3"	"3"	"30"	"475"	""	""	""
"289"	"173"	"130"	"5"	"29"	"155"	"28"	"4"	"6"	"6"	"15"	"8"	"3"	"27"	"416"	""	""	""
"290"	"174"	"114"	"3"	"5"	"96"	"15"	"2"	"1"	"2"	"6"	"3"	"5"	"19"	"271"	""	""	""
"291"	"175"	"221"	"5"	"4"	"76"	"11"	"2"	"3"	"1"	"5"	"2"	"0"	"18"	"348"	""	""	""
"292"	"176"	"451"	"5"	"1"	"11"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"472"	""	""	""
"293"	"177"	"195"	"11"	"10"	"192"	"21"	"1"	"6"	"3"	"2"	"0"	"1"	"9"	"451"	""	""	""
"294"	"177A"	"85"	"4"	"4"	"191"	"10"	"3"	"2"	"5"	"5"	"1"	"3"	"13"	"326"	""	""	""
"295"	"178"	"292"	"7"	"30"	"120"	"19"	"2"	"1"	"4"	"6"	"5"	"6"	"20"	"512"	""	""	""
"296"	"179"	"94"	"9"	"16"	"137"	"73"	"6"	"1"	"5"	"3"	"0"	"4"	"4"	"352"	""	""	""
"297"	";ksx %&"	"36841"	"1442"	"3667"	"32662"	"6274"	"699"	"749"	"867"	"974"	"491"	"663"	"2790"	"88119"	""	""	""
"298"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"299"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"301"	"vfHkfyf
[kr erksa  dh"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"302"	"Mkd  er
i=ksa  dh"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"303"	"Mkys
x;s  dqy"	"36841"	"1442"	"3667"	"32662"	"6274"	"699"	"749"	"867"	"974"	"491"	"663"	"2790"	"88119"	""	""	""
"304"	"fuokZph  inkf/kdkjh"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
