"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"154"	"121"	"30"	"314"	"7"	"2"	"0"	"0"	"2"	"3"	"0"	"1"	"0"	"0"	"0"	"46"	"5"	"410"	""	"410"	""	""
"155"	"122"	"3"	"161"	"6"	"1"	"0"	"0"	"3"	"27"	"0"	"1"	"0"	"0"	"1"	"131"	"9"	"343"	""	"343"	""	""
"156"	"123"	"8"	"75"	"6"	"1"	"0"	"0"	"2"	"32"	"2"	"0"	"0"	"0"	"1"	"162"	"6"	"295"	""	"295"	""	""
"157"	"124"	"2"	"84"	"3"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"2"	"124"	"2"	"221"	""	"221"	""	""
"158"	"124A"	"13"	"53"	"6"	"1"	"0"	"2"	"1"	"17"	"1"	"0"	"0"	"1"	"0"	"133"	"7"	"235"	""	"235"	""	""
"159"	"125"	"5"	"40"	"10"	"0"	"0"	"0"	"1"	"7"	"0"	"0"	"1"	"0"	"5"	"166"	"6"	"241"	""	"241"	""	""
"160"	"126"	"1"	"162"	"26"	"1"	"0"	"0"	"3"	"14"	"1"	"0"	"0"	"1"	"0"	"176"	"12"	"397"	""	"397"	""	""
"161"	"127"	"13"	"145"	"11"	"0"	"0"	"0"	"1"	"42"	"2"	"0"	"1"	"0"	"0"	"166"	"11"	"392"	""	"392"	""	""
"162"	"128"	"2"	"71"	"9"	"2"	"1"	"2"	"2"	"18"	"2"	"0"	"1"	"0"	"2"	"121"	"16"	"249"	""	"249"	""	""
"163"	"128A"	"13"	"125"	"6"	"0"	"0"	"0"	"1"	"6"	"0"	"0"	"0"	"0"	"1"	"88"	"4"	"244"	""	"244"	""	""
"164"	"129"	"0"	"181"	"13"	"1"	"5"	"1"	"1"	"20"	"0"	"0"	"0"	"1"	"0"	"156"	"9"	"388"	""	"388"	""	""
"165"	"130"	"1"	"102"	"17"	"1"	"1"	"0"	"1"	"7"	"0"	"0"	"0"	"1"	"0"	"122"	"8"	"261"	""	"261"	""	""
"166"	"130A"	"11"	"108"	"9"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"118"	"10"	"260"	""	"260"	""	""
"167"	"131"	"8"	"85"	"6"	"0"	"0"	"0"	"0"	"8"	"1"	"0"	"0"	"1"	"2"	"243"	"13"	"367"	""	"367"	""	""
"168"	"132"	"19"	"69"	"5"	"0"	"1"	"0"	"2"	"20"	"0"	"0"	"0"	"0"	"2"	"240"	"15"	"373"	""	"373"	""	""
"169"	"133"	"9"	"63"	"75"	"1"	"2"	"0"	"0"	"23"	"3"	"3"	"1"	"2"	"13"	"292"	"32"	"519"	""	"519"	""	""
"170"	"134"	"11"	"44"	"6"	"0"	"0"	"0"	"1"	"9"	"0"	"1"	"1"	"0"	"2"	"216"	"21"	"312"	""	"312"	""	""
"171"	"134A"	"9"	"86"	"17"	"0"	"2"	"0"	"1"	"10"	"3"	"0"	"0"	"1"	"3"	"231"	"21"	"384"	""	"384"	""	""
"172"	"135"	"4"	"26"	"11"	"0"	"1"	"0"	"0"	"35"	"1"	"0"	"0"	"1"	"1"	"194"	"20"	"294"	""	"294"	""	""
"173"	"135A"	"5"	"42"	"6"	"3"	"1"	"0"	"1"	"11"	"0"	"3"	"0"	"0"	"2"	"136"	"9"	"219"	""	"219"	""	""
"174"	"136"	"5"	"25"	"10"	"2"	"0"	"0"	"0"	"20"	"2"	"1"	"0"	"0"	"1"	"254"	"16"	"336"	""	"336"	""	""
"175"	"136A"	"3"	"75"	"7"	"0"	"0"	"0"	"1"	"9"	"1"	"1"	"0"	"1"	"4"	"228"	"13"	"343"	""	"343"	""	""
"176"	"137"	"3"	"65"	"33"	"1"	"0"	"0"	"0"	"22"	"0"	"0"	"0"	"0"	"2"	"123"	"5"	"254"	""	"254"	""	""
"177"	"137A"	"6"	"41"	"37"	"2"	"0"	"1"	"2"	"17"	"2"	"0"	"1"	"1"	"8"	"146"	"6"	"270"	""	"270"	""	""
"178"	"138"	"4"	"43"	"14"	"0"	"0"	"0"	"0"	"10"	"0"	"0"	"0"	"0"	"1"	"141"	"2"	"215"	""	"215"	""	""
"179"	"139"	"9"	"106"	"47"	"0"	"0"	"1"	"0"	"26"	"2"	"1"	"1"	"0"	"12"	"349"	"23"	"577"	""	"577"	""	""
"180"	"140"	"10"	"19"	"3"	"0"	"1"	"1"	"0"	"41"	"2"	"0"	"0"	"0"	"1"	"298"	"13"	"389"	""	"389"	""	""
"181"	"140A"	"1"	"82"	"11"	"0"	"1"	"0"	"1"	"21"	"1"	"0"	"0"	"0"	"0"	"109"	"1"	"228"	""	"228"	""	""
"182"	"141"	"11"	"15"	"8"	"0"	"1"	"0"	"0"	"13"	"3"	"0"	"2"	"0"	"8"	"288"	"21"	"370"	""	"370"	""	""
"183"	"141A"	"10"	"81"	"19"	"1"	"0"	"0"	"0"	"8"	"3"	"1"	"0"	"0"	"1"	"168"	"10"	"302"	""	"302"	""	""
"184"	"142"	"8"	"42"	"27"	"1"	"2"	"0"	"2"	"66"	"0"	"1"	"0"	"1"	"4"	"162"	"16"	"332"	""	"332"	""	""
"185"	"142A"	"5"	"54"	"21"	"2"	"1"	"1"	"1"	"47"	"0"	"0"	"0"	"0"	"2"	"171"	"12"	"317"	""	"317"	""	""
"186"	"PS NO."	"DEVI LAL"	"VINITA VIJAY"	"SAMEER KUMAR"	"ATIRANJAN PR. SRIVA."	"JAGDISH VECHAIN"	"DEEPAK KUMAR"	"REYAZ AHMAD"	"ARVIND KUMAR"	"KISHORI LAL AGRAWAL"	"GAYASUDDIN"	"BALENDRA SINGH"	"MOHAMMAD NAZEEB KADARI"	"RAM NARESH PRASAD"	"VIJENDRA CHOUDHARY"	"SIYA SHARAN PRASAD"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"	""
"187"	"143"	"16"	"52"	"18"	"2"	"1"	"2"	"0"	"27"	"3"	"0"	"2"	"0"	"5"	"322"	"11"	"461"	""	"461"	""	""
"188"	"144"	"8"	"88"	"45"	"2"	"3"	"0"	"3"	"44"	"1"	"0"	"1"	"0"	"4"	"262"	"26"	"487"	""	"487"	""	""
"189"	"145"	"5"	"67"	"4"	"2"	"0"	"0"	"0"	"39"	"2"	"0"	"0"	"1"	"5"	"344"	"12"	"481"	""	"481"	""	""
"190"	"146"	"6"	"37"	"31"	"1"	"1"	"1"	"1"	"24"	"0"	"0"	"1"	"1"	"3"	"239"	"13"	"359"	""	"359"	""	""
"191"	"147"	"9"	"120"	"7"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"12"	"0"	"150"	""	"150"	""	""
"192"	"148"	"5"	"187"	"60"	"1"	"2"	"0"	"4"	"19"	"3"	"2"	"1"	"1"	"3"	"218"	"16"	"522"	""	"522"	""	""
"193"	"149"	"1"	"191"	"15"	"1"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"53"	"4"	"269"	""	"269"	""	""
"194"	"149A"	"6"	"222"	"3"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"22"	"7"	"267"	""	"267"	""	""
"195"	"150"	"15"	"348"	"42"	"2"	"2"	"0"	"4"	"9"	"0"	"1"	"1"	"0"	"3"	"142"	"25"	"594"	""	"594"	""	""
"196"	"151"	"15"	"133"	"26"	"0"	"0"	"0"	"5"	"4"	"1"	"3"	"0"	"0"	"10"	"298"	"38"	"533"	""	"533"	""	""
"197"	"152"	"5"	"48"	"44"	"1"	"5"	"1"	"3"	"7"	"2"	"2"	"0"	"2"	"11"	"231"	"43"	"405"	""	"405"	""	""
"198"	"152A"	"5"	"17"	"29"	"0"	"0"	"2"	"1"	"71"	"0"	"1"	"0"	"1"	"4"	"171"	"12"	"314"	""	"314"	""	""
"199"	"153"	"17"	"81"	"12"	"1"	"2"	"1"	"1"	"23"	"2"	"0"	"1"	"0"	"3"	"331"	"5"	"480"	""	"480"	""	""
"200"	"154"	"13"	"68"	"13"	"0"	"0"	"0"	"1"	"28"	"0"	"0"	"0"	"2"	"1"	"218"	"23"	"367"	""	"367"	""	""
"201"	"155"	"15"	"81"	"2"	"1"	"0"	"0"	"1"	"22"	"1"	"0"	"0"	"0"	"3"	"276"	"6"	"408"	""	"408"	""	""
"202"	"156"	"1"	"40"	"10"	"0"	"0"	"0"	"1"	"31"	"0"	"0"	"0"	"1"	"0"	"206"	"5"	"295"	""	"295"	""	""
"203"	"157"	"20"	"234"	"27"	"1"	"1"	"0"	"2"	"11"	"3"	"4"	"0"	"1"	"2"	"162"	"8"	"476"	""	"476"	""	""
"204"	"158"	"6"	"39"	"5"	"1"	"0"	"0"	"1"	"23"	"2"	"1"	"0"	"0"	"2"	"203"	"5"	"288"	""	"288"	""	""
"205"	"159"	"4"	"99"	"31"	"2"	"2"	"0"	"2"	"30"	"3"	"1"	"0"	"0"	"2"	"258"	"22"	"456"	""	"456"	""	""
"206"	"160"	"0"	"64"	"17"	"0"	"2"	"0"	"0"	"19"	"2"	"0"	"0"	"0"	"2"	"146"	"8"	"260"	""	"260"	""	""
"207"	"161"	"10"	"134"	"29"	"4"	"2"	"0"	"0"	"14"	"2"	"7"	"0"	"0"	"3"	"366"	"28"	"599"	""	"599"	""	""
"208"	"162"	"6"	"110"	"7"	"0"	"1"	"1"	"1"	"13"	"0"	"1"	"0"	"1"	"3"	"153"	"14"	"311"	""	"311"	""	""
"209"	"163"	"0"	"76"	"22"	"0"	"0"	"0"	"0"	"15"	"0"	"0"	"1"	"0"	"1"	"145"	"5"	"265"	""	"265"	""	""
"210"	"164"	"0"	"34"	"60"	"3"	"1"	"1"	"2"	"12"	"1"	"2"	"1"	"1"	"2"	"196"	"15"	"331"	""	"331"	""	""
"211"	"164A"	"1"	"36"	"4"	"0"	"0"	"3"	"0"	"17"	"2"	"0"	"0"	"0"	"1"	"158"	"16"	"238"	""	"238"	""	""
"212"	"165"	"9"	"211"	"4"	"2"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"98"	"10"	"339"	""	"339"	""	""
"213"	"166"	"8"	"280"	"4"	"1"	"0"	"0"	"2"	"2"	"0"	"0"	"0"	"1"	"1"	"80"	"4"	"383"	""	"383"	""	""
"214"	"167"	"5"	"99"	"8"	"1"	"1"	"0"	"0"	"9"	"2"	"0"	"0"	"0"	"2"	"267"	"19"	"413"	""	"413"	""	""
"215"	"168"	"6"	"104"	"7"	"4"	"0"	"0"	"1"	"19"	"2"	"0"	"0"	"0"	"3"	"300"	"18"	"464"	""	"464"	""	""
"216"	"169"	"8"	"41"	"7"	"1"	"0"	"0"	"1"	"11"	"1"	"0"	"0"	"1"	"1"	"253"	"13"	"338"	""	"338"	""	""
"217"	"170"	"6"	"181"	"7"	"1"	"3"	"1"	"3"	"2"	"0"	"0"	"1"	"1"	"2"	"224"	"25"	"457"	""	"457"	""	""
"218"	"171"	"3"	"95"	"4"	"2"	"1"	"1"	"1"	"17"	"2"	"0"	"3"	"0"	"4"	"192"	"15"	"340"	""	"340"	""	""
"219"	"171A"	"4"	"93"	"5"	"1"	"2"	"1"	"2"	"13"	"1"	"1"	"1"	"2"	"5"	"184"	"18"	"333"	""	"333"	""	""
"220"	"172"	"3"	"161"	"13"	"0"	"0"	"0"	"1"	"13"	"0"	"0"	"0"	"2"	"4"	"229"	"18"	"444"	""	"444"	""	""
"221"	"172A"	"3"	"61"	"6"	"1"	"1"	"0"	"3"	"20"	"1"	"1"	"1"	"0"	"4"	"142"	"8"	"252"	""	"252"	""	""
"222"	"173"	"4"	"169"	"9"	"0"	"1"	"2"	"0"	"2"	"2"	"1"	"1"	"1"	"9"	"179"	"22"	"402"	""	"402"	""	""
"223"	"PS NO."	"DEVI LAL"	"VINITA VIJAY"	"SAMEER KUMAR"	"ATIRANJAN PR. SRIVA."	"JAGDISH VECHAIN"	"DEEPAK KUMAR"	"REYAZ AHMAD"	"ARVIND KUMAR"	"KISHORI LAL AGRAWAL"	"GAYASUDDIN"	"BALENDRA SINGH"	"MOHAMMAD NAZEEB KADARI"	"RAM NARESH PRASAD"	"VIJENDRA CHOUDHARY"	"SIYA SHARAN PRASAD"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"	""
"224"	"173A"	"57"	"43"	"12"	"1"	"0"	"0"	"1"	"2"	"0"	"0"	"2"	"0"	"5"	"136"	"8"	"267"	""	"267"	""	""
"225"	"174"	"1"	"92"	"13"	"0"	"1"	"3"	"2"	"39"	"2"	"0"	"0"	"2"	"6"	"332"	"25"	"518"	""	"518"	""	""
"226"	"175"	"2"	"30"	"11"	"0"	"0"	"2"	"0"	"8"	"0"	"1"	"0"	"0"	"2"	"104"	"7"	"167"	""	"167"	""	""
"227"	"176"	"4"	"73"	"12"	"0"	"12"	"0"	"2"	"90"	"3"	"3"	"1"	"3"	"3"	"261"	"21"	"488"	""	"488"	""	""
"228"	"177"	"4"	"33"	"13"	"0"	"1"	"0"	"1"	"60"	"3"	"0"	"0"	"0"	"1"	"172"	"15"	"303"	""	"303"	""	""
"229"	"178"	"8"	"84"	"22"	"0"	"1"	"1"	"3"	"15"	"1"	"4"	"0"	"1"	"9"	"257"	"15"	"421"	""	"421"	""	""
"230"	"179"	"12"	"63"	"87"	"4"	"2"	"2"	"3"	"28"	"3"	"2"	"1"	"1"	"13"	"167"	"21"	"409"	""	"409"	""	""
"231"	"179A"	"3"	"49"	"43"	"1"	"5"	"1"	"1"	"34"	"1"	"0"	"1"	"0"	"4"	"172"	"21"	"336"	""	"336"	""	""
"232"	"180"	"3"	"68"	"19"	"0"	"0"	"1"	"0"	"11"	"0"	"1"	"1"	"0"	"5"	"232"	"14"	"355"	""	"355"	""	""
"233"	"180A"	"8"	"117"	"23"	"2"	"0"	"1"	"4"	"29"	"2"	"2"	"0"	"1"	"4"	"79"	"3"	"275"	""	"275"	""	""
"234"	"181"	"9"	"105"	"5"	"0"	"3"	"0"	"3"	"14"	"1"	"0"	"0"	"0"	"2"	"372"	"24"	"538"	""	"538"	""	""
"235"	"182"	"5"	"76"	"97"	"1"	"5"	"0"	"2"	"33"	"1"	"1"	"1"	"0"	"9"	"285"	"23"	"539"	""	"539"	""	""
"236"	"182A"	"1"	"139"	"48"	"0"	"0"	"0"	"0"	"16"	"1"	"0"	"0"	"1"	"0"	"154"	"4"	"364"	""	"364"	""	""
"237"	"183"	"7"	"54"	"34"	"4"	"6"	"2"	"2"	"4"	"2"	"0"	"0"	"5"	"19"	"305"	"41"	"485"	""	"485"	""	""
"238"	"184"	"10"	"112"	"12"	"0"	"2"	"1"	"4"	"21"	"4"	"6"	"0"	"1"	"11"	"263"	"32"	"479"	""	"479"	""	""
"239"	"185"	"5"	"312"	"18"	"1"	"0"	"1"	"1"	"2"	"0"	"1"	"1"	"1"	"2"	"167"	"34"	"546"	""	"546"	""	""
"240"	"186"	"5"	"332"	"24"	"2"	"1"	"0"	"1"	"4"	"1"	"1"	"2"	"3"	"5"	"251"	"33"	"665"	""	"665"	""	""
"241"	"187"	"31"	"115"	"27"	"3"	"3"	"2"	"3"	"8"	"3"	"6"	"2"	"4"	"17"	"314"	"82"	"620"	""	"620"	""	""
"242"	"188"	"5"	"129"	"54"	"5"	"0"	"1"	"1"	"3"	"4"	"1"	"1"	"2"	"14"	"311"	"58"	"589"	""	"589"	""	""
"243"	"189"	"8"	"267"	"16"	"0"	"9"	"1"	"1"	"2"	"0"	"0"	"2"	"2"	"4"	"314"	"50"	"676"	""	"676"	""	""
"244"	"190"	"11"	"162"	"4"	"2"	"3"	"3"	"1"	"0"	"0"	"2"	"1"	"2"	"8"	"199"	"33"	"431"	""	"431"	""	""
"245"	"191"	"5"	"385"	"9"	"1"	"1"	"0"	"0"	"0"	"2"	"3"	"0"	"1"	"1"	"87"	"11"	"506"	""	"506"	""	""
"246"	"192"	"13"	"109"	"11"	"0"	"4"	"3"	"1"	"4"	"2"	"1"	"3"	"3"	"13"	"410"	"52"	"629"	""	"629"	""	""
"247"	"193"	"33"	"173"	"12"	"0"	"0"	"3"	"40"	"3"	"3"	"7"	"1"	"6"	"12"	"304"	"56"	"653"	""	"653"	""	""
"248"	"194"	"5"	"166"	"24"	"5"	"0"	"2"	"4"	"2"	"3"	"0"	"1"	"2"	"10"	"288"	"49"	"561"	""	"561"	""	""
"249"	"195"	"44"	"131"	"28"	"7"	"7"	"5"	"3"	"21"	"3"	"1"	"4"	"5"	"14"	"322"	"71"	"666"	""	"666"	""	""
"250"	"196"	"61"	"75"	"5"	"0"	"0"	"0"	"1"	"20"	"2"	"0"	"1"	"0"	"1"	"121"	"10"	"297"	""	"297"	""	""
"251"	"197"	"52"	"76"	"2"	"0"	"0"	"0"	"1"	"13"	"0"	"0"	"1"	"0"	"0"	"39"	"1"	"185"	""	"185"	""	""
"252"	"198"	"27"	"190"	"4"	"2"	"0"	"0"	"0"	"8"	"0"	"1"	"2"	"0"	"5"	"248"	"14"	"501"	""	"501"	""	""
"253"	"199"	"24"	"267"	"29"	"1"	"1"	"3"	"0"	"5"	"3"	"0"	"1"	"2"	"6"	"182"	"23"	"547"	""	"547"	""	""
"254"	"200"	"6"	"226"	"49"	"0"	"1"	"1"	"1"	"14"	"4"	"0"	"1"	"0"	"6"	"182"	"20"	"511"	""	"511"	""	""
"255"	"201"	"2"	"191"	"20"	"0"	"0"	"1"	"0"	"11"	"0"	"1"	"1"	"2"	"2"	"151"	"6"	"388"	""	"388"	""	""
"256"	"202"	"5"	"118"	"5"	"3"	"1"	"0"	"0"	"6"	"1"	"0"	"1"	"2"	"2"	"123"	"9"	"276"	""	"276"	""	""
"257"	"202A"	"2"	"78"	"3"	"0"	"0"	"0"	"0"	"10"	"0"	"0"	"2"	"0"	"2"	"134"	"0"	"231"	""	"231"	""	""
"258"	"203"	"6"	"112"	"8"	"0"	"1"	"0"	"2"	"41"	"1"	"0"	"0"	"0"	"2"	"132"	"6"	"311"	""	"311"	""	""
"259"	"204"	"4"	"229"	"6"	"0"	"1"	"0"	"1"	"14"	"0"	"1"	"0"	"3"	"1"	"183"	"9"	"452"	""	"452"	""	""
"260"	"PS NO."	"DEVI LAL"	"VINITA VIJAY"	"SAMEER KUMAR"	"ATIRANJAN PR. SRIVA."	"JAGDISH VECHAIN"	"DEEPAK KUMAR"	"REYAZ AHMAD"	"ARVIND KUMAR"	"KISHORI LAL AGRAWAL"	"GAYASUDDIN"	"BALENDRA SINGH"	"MOHAMMAD NAZEEB KADARI"	"RAM NARESH PRASAD"	"VIJENDRA CHOUDHARY"	"SIYA SHARAN PRASAD"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"	""
"261"	"205"	"11"	"144"	"144"	"7"	"1"	"0"	"1"	"10"	"2"	"2"	"3"	"1"	"10"	"242"	"15"	"593"	""	"593"	""	""
"262"	"206"	"9"	"111"	"32"	"0"	"2"	"0"	"0"	"43"	"3"	"1"	"2"	"0"	"6"	"261"	"18"	"488"	""	"488"	""	""
"263"	"207"	"19"	"154"	"27"	"0"	"4"	"6"	"2"	"59"	"3"	"5"	"2"	"7"	"8"	"245"	"38"	"579"	""	"579"	""	""
"264"	"208"	"11"	"132"	"27"	"1"	"0"	"2"	"0"	"42"	"1"	"3"	"0"	"1"	"3"	"132"	"14"	"369"	""	"369"	""	""
"265"	"209"	"32"	"113"	"40"	"0"	"5"	"1"	"1"	"2"	"3"	"2"	"0"	"3"	"8"	"226"	"58"	"494"	""	"494"	""	""
"266"	"210"	"27"	"364"	"8"	"2"	"2"	"2"	"4"	"3"	"1"	"3"	"0"	"0"	"1"	"95"	"19"	"531"	""	"531"	""	""
"267"	"211"	"12"	"127"	"15"	"1"	"0"	"1"	"0"	"2"	"0"	"1"	"0"	"2"	"1"	"173"	"25"	"360"	""	"360"	""	""
"268"	"211A"	"14"	"160"	"36"	"1"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"246"	"22"	"485"	""	"485"	""	""
"269"	"212"	"5"	"182"	"27"	"3"	"1"	"1"	"5"	"3"	"1"	"1"	"0"	"0"	"3"	"86"	"18"	"336"	""	"336"	""	""
"270"	"213"	"6"	"102"	"12"	"0"	"0"	"0"	"2"	"2"	"0"	"2"	"1"	"2"	"8"	"120"	"17"	"274"	""	"274"	""	""
"271"	"213A"	"7"	"106"	"5"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"0"	"4"	"5"	"240"	"47"	"423"	""	"423"	""	""
"272"	"214"	"17"	"206"	"10"	"0"	"1"	"2"	"3"	"4"	"3"	"3"	"1"	"0"	"9"	"285"	"60"	"604"	""	"604"	""	""
"273"	"215"	"7"	"234"	"31"	"4"	"5"	"1"	"0"	"4"	"1"	"3"	"1"	"1"	"6"	"129"	"26"	"453"	""	"453"	""	""
"274"	"216"	"7"	"236"	"9"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"2"	"34"	"7"	"299"	""	"299"	""	""
"275"	"217"	"9"	"266"	"26"	"0"	"0"	"0"	"0"	"4"	"2"	"0"	"1"	"1"	"8"	"235"	"43"	"595"	""	"595"	""	""
"276"	"218"	"2"	"107"	"21"	"1"	"1"	"1"	"1"	"20"	"3"	"1"	"4"	"1"	"8"	"396"	"41"	"608"	""	"608"	""	""
"277"	"219"	"3"	"55"	"18"	"3"	"1"	"1"	"1"	"7"	"0"	"0"	"2"	"1"	"2"	"198"	"22"	"314"	""	"314"	""	""
"278"	"220"	"24"	"21"	"150"	"11"	"2"	"0"	"2"	"35"	"2"	"8"	"0"	"1"	"11"	"236"	"30"	"533"	""	"533"	""	""
"279"	"221"	"16"	"27"	"115"	"2"	"1"	"1"	"1"	"65"	"1"	"5"	"0"	"5"	"28"	"199"	"18"	"484"	""	"484"	""	""
"280"	"222"	"17"	"232"	"62"	"4"	"7"	"3"	"3"	"4"	"2"	"2"	"3"	"3"	"12"	"257"	"57"	"668"	""	"668"	""	""
"281"	"223"	"5"	"124"	"8"	"0"	"6"	"2"	"3"	"34"	"2"	"1"	"1"	"1"	"5"	"250"	"24"	"466"	""	"466"	""	""
"282"	"224"	"9"	"23"	"66"	"4"	"3"	"0"	"10"	"207"	"11"	"2"	"4"	"0"	"6"	"391"	"46"	"782"	""	"782"	""	""
"283"	"225"	"9"	"140"	"113"	"3"	"6"	"0"	"1"	"3"	"1"	"1"	"1"	"2"	"9"	"184"	"23"	"496"	""	"496"	""	""
"284"	"225A"	"4"	"172"	"41"	"2"	"0"	"1"	"0"	"4"	"0"	"1"	"1"	"0"	"4"	"59"	"9"	"298"	""	"298"	""	""
"285"	"226"	"11"	"197"	"18"	"1"	"1"	"1"	"1"	"3"	"1"	"0"	"0"	"1"	"4"	"189"	"26"	"454"	""	"454"	""	""
"286"	"227"	"6"	"163"	"31"	"3"	"0"	"2"	"0"	"5"	"6"	"4"	"2"	"4"	"11"	"151"	"46"	"434"	""	"434"	""	""
"287"	"228"	"75"	"205"	"78"	"5"	"5"	"4"	"1"	"8"	"2"	"8"	"5"	"10"	"9"	"190"	"49"	"654"	""	"654"	""	""
"288"	"229"	"3"	"8"	"6"	"0"	"3"	"0"	"2"	"3"	"2"	"2"	"2"	"6"	"16"	"314"	"52"	"419"	""	"419"	""	""
"289"	"230"	"11"	"106"	"56"	"0"	"1"	"3"	"1"	"7"	"1"	"2"	"3"	"6"	"7"	"284"	"54"	"542"	""	"542"	""	""
"290"	"231"	"15"	"203"	"41"	"2"	"8"	"2"	"2"	"4"	"2"	"0"	"6"	"3"	"3"	"140"	"37"	"468"	""	"468"	""	""
"291"	"231A"	"17"	"91"	"18"	"0"	"6"	"2"	"1"	"3"	"1"	"1"	"1"	"2"	"7"	"201"	"21"	"372"	""	"372"	""	""
"292"	"232"	"30"	"191"	"38"	"5"	"1"	"0"	"2"	"4"	"2"	"1"	"3"	"1"	"3"	"115"	"29"	"425"	""	"425"	""	""
"293"	"233"	"32"	"271"	"65"	"9"	"5"	"15"	"4"	"7"	"3"	"9"	"6"	"11"	"25"	"341"	"85"	"888"	""	"888"	""	""
"294"	"234"	"5"	"72"	"8"	"2"	"3"	"3"	"0"	"0"	"0"	"4"	"2"	"0"	"3"	"126"	"19"	"247"	""	"247"	""	""
"295"	"235"	"15"	"218"	"67"	"5"	"3"	"3"	"2"	"2"	"2"	"4"	"2"	"9"	"26"	"281"	"67"	"706"	""	"706"	""	""
"296"	"236"	"14"	"359"	"34"	"4"	"4"	"4"	"0"	"7"	"2"	"4"	"3"	"4"	"7"	"217"	"47"	"710"	""	"710"	""	""
"297"	"PS NO."	"DEVI LAL"	"VINITA VIJAY"	"SAMEER KUMAR"	"ATIRANJAN PR. SRIVA."	"JAGDISH VECHAIN"	"DEEPAK KUMAR"	"REYAZ AHMAD"	"ARVIND KUMAR"	"KISHORI LAL AGRAWAL"	"GAYASUDDIN"	"BALENDRA SINGH"	"MOHAMMAD NAZEEB KADARI"	"RAM NARESH PRASAD"	"VIJENDRA CHOUDHARY"	"SIYA SHARAN PRASAD"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"	""
"298"	"237"	"9"	"304"	"34"	"0"	"0"	"1"	"1"	"9"	"2"	"1"	"2"	"1"	"12"	"201"	"40"	"617"	""	"617"	""	""
"299"	"238"	"9"	"90"	"11"	"2"	"0"	"1"	"2"	"1"	"1"	"5"	"2"	"1"	"12"	"90"	"26"	"253"	""	"253"	""	""
"300"	"239"	"18"	"104"	"67"	"7"	"6"	"3"	"2"	"8"	"3"	"5"	"4"	"2"	"8"	"266"	"66"	"569"	""	"569"	""	""
"301"	"TOT"	"2784"	"34570"	"4870"	"318"	"400"	"276"	"445"	"4852"	"454"	"265"	"214"	"298"	"1157"	"59404"	"5345"	"115652"	"1"	"115652"	""	""
"302"	"PB"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"5"	"0"	"5"	""	""
"303"	"G.TOT"	"2785"	"34571"	"4870"	"318"	"400"	"276"	"445"	"4852"	"454"	"265"	"214"	"298"	"1157"	"59407"	"5345"	"115657"	"1"	"115657"	""	""
"304"	"TOTAL NO OF VOTES RECORDED AT POLLING STATIONS"	""	""	""	""	""	""	""	""	"115652"	""	""	""	""	""	""	""	""	""	""	""
"305"	"NO OF VOTES RECORDED ON POSTAL BALLOT PAPERS."	""	""	""	""	""	""	""	""	"5"	""	""	""	""	""	""	""	""	""	""	""
"306"	"TOTAL VOTES POLLED"	""	""	""	""	""	""	""	""	"115657"	""	""	""	""	""	""	""	""	""	""	""
"307"	"PLACE : MUZAFFARPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"308"	"RETURNING OFFICER."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"309"	"59 - MuzaffarpurA.C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"310"	"DATE : 22.11.2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
