"171"	""	""	"102"	"316"	"11"	"18"	"28"	"76"	"36"	"3"	"2"	"5"	""	"495"	""	"0"	""	"495"	"0"	""
"172"	""	""	"103"	"201"	"18"	"18"	"12"	"147"	"6"	"9"	"4"	"11"	""	"426"	""	"0"	""	"426"	"0"	""
"173"	""	""	"104"	"28"	"88"	"31"	"133"	"68"	"23"	"8"	"7"	"5"	""	"391"	""	"0"	""	"391"	"0"	""
"174"	""	""	"105"	"34"	"50"	"26"	"160"	"136"	"7"	"7"	"5"	"8"	""	"433"	""	"0"	""	"433"	"0"	""
"175"	"TOTAL"	""	""	"872"	"1336"	"476"	"1023"	"1326"	"175"	"107"	"65"	"117"	""	"5497"	""	"0"	""	"5497"	"0"	""
"176"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""
"177"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""
"178"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 203-DUMRAON CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"179"	""	"Total No. of Electors in Assembly Constituency                              Name of the Assembly Segment"	""	""	""	""	""	"204203+756
203 DUMRAON"	""	""	""	""	""	""	""	""	""	""	""	""
"180"	""	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"181"	""	"Serial No. of Polling Station"	""	"Anuradha Devi"	"Ram Bihari Singh"	"Saroj Chaubey"	"Sunil Singh"	"Dadan Singh"	"Dhananjay Kumar"	"Sanjay Kumar Singh"	"Sidh Nath Singh"	"Baban Paswan"	""	"TOTAL VALID VOTES"	""	"REJECTED VOTES"	""	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"182"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	"CD9"	""	""	""	""	""	""	""	""
"183"	"R
o u n d
9"	""	"106"	"5"	"142"	"190"	"43"	"68"	"3"	"4"	"3"	"4"	""	"462"	""	"0"	""	"462"	"0"	""
"184"	""	""	"107"	"17"	"115"	"29"	"77"	"225"	"8"	"6"	"2"	"13"	""	"492"	""	"0"	""	"492"	"0"	""
"185"	""	""	"108"	"7"	"92"	"60"	"113"	"49"	"10"	"5"	"8"	"5"	""	"349"	""	"0"	""	"349"	"0"	""
"186"	""	""	"109"	"63"	"48"	"149"	"138"	"79"	"7"	"10"	"20"	"14"	""	"528"	""	"0"	""	"528"	"0"	""
"187"	""	""	"110"	"96"	"65"	"63"	"142"	"125"	"3"	"4"	"11"	"11"	""	"520"	""	"0"	""	"520"	"0"	""
"188"	""	""	"111"	"23"	"49"	"131"	"145"	"149"	"16"	"6"	"9"	"8"	""	"536"	""	"0"	""	"536"	"0"	""
"189"	""	""	"112"	"163"	"51"	"11"	"66"	"43"	"34"	"23"	"1"	"7"	""	"399"	""	"0"	""	"399"	"0"	""
"190"	""	""	"113"	"112"	"30"	"10"	"58"	"167"	"5"	"77"	"5"	"6"	""	"470"	""	"0"	""	"470"	"0"	""
"191"	""	""	"114"	"174"	"29"	"4"	"40"	"120"	"7"	"19"	"6"	"9"	""	"408"	""	"0"	""	"408"	"0"	""
"192"	""	""	"115"	"98"	"3"	"3"	"1"	"90"	""	"4"	""	"2"	""	"201"	""	"0"	""	"201"	"0"	""
"193"	""	""	"116"	"300"	"34"	"13"	"11"	"82"	""	"1"	"1"	"1"	""	"443"	""	"0"	""	"443"	"0"	""
"194"	""	""	"117"	"91"	"7"	"4"	"6"	"55"	""	"1"	"1"	"3"	""	"168"	""	"0"	""	"168"	"0"	""
"195"	""	""	"118"	"310"	"6"	""	"7"	"76"	""	""	""	""	""	"399"	""	"0"	""	"399"	"0"	""
"196"	""	""	"119"	"66"	"162"	"21"	"22"	"102"	"34"	"52"	"5"	"4"	""	"468"	""	"0"	""	"468"	"0"	""
"197"	"TOTAL"	""	""	"1525"	"833"	"688"	"869"	"1430"	"127"	"212"	"72"	"87"	""	"5843"	""	"0"	""	"5843"	"0"	""
"198"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""
"199"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""
"200"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 203-DUMRAON CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"201"	""	"Total No. of Electors in Assembly Constituency                              Name of the Assembly Segment"	""	""	""	""	""	"204203+756
203 DUMRAON"	""	""	""	""	""	""	""	""	""	""	""	""
"202"	""	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"203"	""	"Serial No. of Polling Station"	""	"Anuradha Devi"	"Ram Bihari Singh"	"Saroj Chaubey"	"Sunil Singh"	"Dadan Singh"	"Dhananjay Kumar"	"Sanjay Kumar Singh"	"Sidh Nath Singh"	"Baban Paswan"	""	"TOTAL VALID VOTES"	""	"REJECTED VOTES"	""	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"204"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	"CD9"	""	""	""	""	""	""	""	""
"205"	"R
o u n d
1
0"	""	"120"	"2"	"66"	"13"	"35"	"193"	"8"	"4"	"2"	"5"	""	"328"	""	"0"	""	"328"	"0"	""
"206"	""	""	"121"	"18"	"19"	"77"	"80"	"340"	"70"	"16"	"8"	"16"	""	"644"	""	"0"	""	"644"	"0"	""
"207"	""	""	"122"	""	"189"	"34"	"13"	"242"	"50"	"6"	"3"	"7"	""	"544"	""	"0"	""	"544"	"0"	""
"208"	""	""	"123"	"3"	"129"	"120"	"56"	"35"	"7"	"10"	"5"	"6"	""	"371"	""	"0"	""	"371"	"0"	""
"209"	""	""	"124"	"4"	"188"	"124"	"7"	"104"	"22"	"3"	""	"5"	""	"457"	""	"0"	""	"457"	"0"	""
"210"	""	""	"124A"	"8"	"23"	"100"	"7"	"110"	"76"	"8"	"2"	"9"	""	"343"	""	"0"	""	"343"	"0"	""
"211"	""	""	"125"	"272"	"104"	"9"	"2"	"126"	"5"	"2"	"8"	"10"	""	"538"	""	"0"	""	"538"	"0"	""
"212"	""	""	"125A"	"135"	"5"	"11"	"6"	"116"	"10"	"7"	"4"	"19"	""	"313"	""	"0"	""	"313"	"0"	""
"213"	""	""	"126"	"72"	"15"	"5"	"23"	"297"	"16"	"13"	"6"	"7"	""	"454"	""	"0"	""	"454"	"0"	""
"214"	""	""	"127"	"69"	"40"	"10"	"19"	"310"	"58"	"13"	"8"	"4"	""	"531"	""	"0"	""	"531"	"0"	""
"215"	""	""	"128"	"107"	"52"	"5"	"42"	"378"	"137"	"15"	"15"	"17"	""	"768"	""	"0"	""	"768"	"0"	""
"216"	""	""	"129"	"21"	"6"	"3"	"23"	"140"	"524"	"13"	"3"	"5"	""	"738"	""	"0"	""	"738"	"0"	""
"217"	""	""	"130"	"49"	"14"	"1"	"158"	"87"	"133"	"4"	"4"	"6"	""	"456"	""	"0"	""	"456"	"0"	""
"218"	""	""	"131"	"88"	"28"	"3"	"57"	"245"	"12"	"3"	"1"	"2"	""	"439"	""	"0"	""	"439"	"0"	""
"219"	"TOTAL"	""	""	"848"	"878"	"515"	"528"	"2723"	"1128"	"117"	"69"	"118"	""	"6924"	""	"0"	""	"6924"	"0"	""
"220"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""
"221"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""
"222"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 203-DUMRAON CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"223"	""	"Total No. of Electors in Assembly Constituency                              Name of the Assembly Segment"	""	""	""	""	""	"204203+756
203 DUMRAON"	""	""	""	""	""	""	""	""	""	""	""	""
"224"	""	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"225"	""	"Serial No. of Polling Station"	""	"Anuradha Devi"	"Ram Bihari Singh"	"Saroj Chaubey"	"Sunil Singh"	"Dadan Singh"	"Dhananjay Kumar"	"Sanjay Kumar Singh"	"Sidh Nath Singh"	"Baban Paswan"	""	"TOTAL VALID VOTES"	""	"REJECTED VOTES"	""	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"226"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	"CD9"	""	""	""	""	""	""	""	""
"227"	"R
o u n d
1
1"	""	"132"	"16"	"22"	"1"	"15"	"123"	"72"	"26"	"3"	"3"	""	"281"	""	"0"	""	"281"	"0"	""
"228"	""	""	"133"	"29"	"55"	"1"	"38"	"172"	"41"	"4"	"3"	"7"	""	"350"	""	"0"	""	"350"	"0"	""
"229"	""	""	"134"	"9"	"2"	"1"	"62"	"67"	"52"	"1"	"2"	"1"	""	"197"	""	"0"	""	"197"	"0"	""
"230"	""	""	"135"	"61"	"30"	"5"	"43"	"179"	"16"	"7"	"1"	"10"	""	"352"	""	"0"	""	"352"	"0"	""
"231"	""	""	"136"	"88"	"41"	"16"	"18"	"184"	"121"	"3"	"2"	"3"	""	"476"	""	"0"	""	"476"	"0"	""
"232"	""	""	"136A"	"41"	"57"	"36"	"15"	"142"	"52"	"7"	"3"	"3"	""	"356"	""	"0"	""	"356"	"0"	""
"233"	""	""	"137"	"86"	"56"	"62"	"22"	"218"	"110"	"23"	"9"	"19"	""	"605"	""	"0"	""	"605"	"0"	""
"234"	""	""	"138"	"125"	"59"	"5"	"6"	"124"	"8"	"2"	"3"	"7"	""	"339"	""	"0"	""	"339"	"0"	""
"235"	""	""	"139"	"47"	"36"	"37"	"5"	"82"	"6"	"3"	"25"	"10"	""	"251"	""	"0"	""	"251"	"0"	""
"236"	""	""	"140"	"15"	"2"	"3"	"16"	"326"	"3"	"9"	"6"	"1"	""	"381"	""	"0"	""	"381"	"0"	""
"237"	""	""	"141"	"179"	"261"	"15"	"23"	"174"	"35"	"17"	"6"	"13"	""	"723"	""	"0"	""	"723"	"0"	""
"238"	""	""	"142"	"157"	"99"	"10"	"37"	"159"	"104"	"17"	"6"	"13"	""	"602"	""	"0"	""	"602"	"0"	""
"239"	""	""	"143"	"68"	"131"	"7"	"30"	"99"	"12"	"5"	"4"	"5"	""	"361"	""	"0"	""	"361"	"0"	""
"240"	""	""	"143A"	"61"	"102"	"8"	"59"	"165"	"18"	"3"	"4"	"6"	""	"426"	""	"0"	""	"426"	"0"	""
"241"	"TOTAL"	""	""	"982"	"953"	"207"	"389"	"2214"	"650"	"127"	"77"	"101"	""	"5700"	""	"0"	""	"5700"	"0"	""
"242"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""
"243"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""
"244"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 203-DUMRAON CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"245"	""	"Total No. of Electors in Assembly Constituency                              Name of the Assembly Segment"	""	""	""	""	""	"204203+756
203 DUMRAON"	""	""	""	""	""	""	""	""	""	""	""	""
"246"	""	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"247"	""	"Serial No. of Polling Station"	""	"Anuradha Devi"	"Ram Bihari Singh"	"Saroj Chaubey"	"Sunil Singh"	"Dadan Singh"	"Dhananjay Kumar"	"Sanjay Kumar Singh"	"Sidh Nath Singh"	"Baban Paswan"	""	"TOTAL VALID VOTES"	""	"REJECTED VOTES"	""	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"248"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	"CD9"	""	""	""	""	""	""	""	""
"249"	"R
o u n d
1
2"	""	"144"	"105"	"27"	"2"	"29"	"166"	"9"	"1"	"2"	"12"	""	"353"	""	"0"	""	"353"	"0"	""
"250"	""	""	"145"	"36"	"26"	"1"	"102"	"297"	"9"	"1"	"3"	"2"	""	"477"	""	"0"	""	"477"	"0"	""
"251"	""	""	"146"	"128"	"68"	"8"	"16"	"351"	"70"	"11"	"10"	"25"	""	"687"	""	"0"	""	"687"	"0"	""
"252"	""	""	"147"	"277"	"45"	"3"	"19"	"31"	"47"	"2"	"3"	"8"	""	"435"	""	"0"	""	"435"	"0"	""
"253"	""	""	"148"	"2"	"20"	"4"	"135"	"282"	"65"	"20"	"9"	"9"	""	"546"	""	"0"	""	"546"	"0"	""
"254"	""	""	"149"	"2"	"5"	"1"	"111"	"201"	"1"	"6"	"2"	"1"	""	"330"	""	"0"	""	"330"	"0"	""
"255"	""	""	"150"	"203"	"42"	"73"	"21"	"41"	"28"	"1"	"2"	"17"	""	"428"	""	"0"	""	"428"	"0"	""
"256"	""	""	"151"	"54"	"460"	"8"	"5"	"28"	""	"12"	"3"	"6"	""	"576"	""	"0"	""	"576"	"0"	""
"257"	""	""	"152"	"5"	"579"	"2"	"7"	"5"	""	"5"	"1"	""	""	"604"	""	"0"	""	"604"	"0"	""
"258"	""	""	"153"	"65"	"462"	"6"	"1"	"16"	"1"	"1"	"3"	"2"	""	"557"	""	"0"	""	"557"	"0"	""
"259"	""	""	"154"	"60"	"151"	"9"	"52"	"489"	"14"	"13"	"3"	"12"	""	"803"	""	"0"	""	"803"	"0"	""
"260"	""	""	"155"	"192"	"15"	"1"	"12"	"113"	"77"	"3"	"4"	"6"	""	"423"	""	"0"	""	"423"	"0"	""
"261"	""	""	"156"	"531"	"7"	"3"	"3"	"9"	"5"	""	"3"	"5"	""	"566"	""	"0"	""	"566"	"0"	""
"262"	""	""	"157"	"182"	"36"	"4"	"5"	"172"	"7"	"52"	"5"	"14"	""	"477"	""	"0"	""	"477"	"0"	""
"263"	"TOTAL"	""	""	"1842"	"1943"	"125"	"518"	"2201"	"333"	"128"	"53"	"119"	""	"7262"	""	"0"	""	"7262"	"0"	""
"264"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""
"265"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""
"266"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 203-DUMRAON CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"267"	""	"Total No. of Electors in Assembly Constituency                              Name of the Assembly Segment"	""	""	""	""	""	"204203+756
203 DUMRAON"	""	""	""	""	""	""	""	""	""	""	""	""
"268"	""	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"269"	""	"Serial No. of Polling Station"	""	"Anuradha Devi"	"Ram Bihari Singh"	"Saroj Chaubey"	"Sunil Singh"	"Dadan Singh"	"Dhananjay Kumar"	"Sanjay Kumar Singh"	"Sidh Nath Singh"	"Baban Paswan"	""	"TOTAL VALID VOTES"	""	"REJECTED VOTES"	""	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"270"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	"CD9"	""	""	""	""	""	""	""	""
"271"	"R
o u n d
1
3"	""	"158"	"56"	"210"	"4"	"5"	"96"	"7"	"12"	"7"	"8"	""	"405"	""	"0"	""	"405"	"0"	""
"272"	""	""	"159"	"267"	"17"	""	"3"	"8"	"2"	""	""	""	""	"297"	""	"0"	""	"297"	"0"	""
"273"	""	""	"160"	"46"	"295"	"2"	"20"	"81"	"4"	"2"	"4"	"3"	""	"457"	""	"0"	""	"457"	"0"	""
"274"	""	""	"160A"	"9"	"85"	"2"	"12"	"94"	"3"	"3"	"6"	"9"	""	"223"	""	"0"	""	"223"	"0"	""
"275"	""	""	"161"	"122"	"32"	"4"	"25"	"181"	"151"	"14"	"11"	"13"	""	"553"	""	"0"	""	"553"	"0"	""
"276"	""	""	"162"	"140"	"27"	"4"	"22"	"138"	"24"	"2"	"5"	"1"	""	"363"	""	"0"	""	"363"	"0"	""
"277"	""	""	"162A"	"104"	"19"	"14"	"5"	"146"	"16"	"10"	"7"	"15"	""	"336"	""	"0"	""	"336"	"0"	""
"278"	""	""	"163"	"152"	"34"	"11"	"13"	"94"	"371"	"19"	"6"	"11"	""	"711"	""	"0"	""	"711"	"0"	""
"279"	""	""	"164"	"79"	"21"	"11"	"22"	"73"	"3"	""	"3"	"2"	""	"214"	""	"0"	""	"214"	"0"	""
"280"	""	""	"165"	"37"	"120"	"153"	"21"	"17"	"3"	"1"	"1"	"3"	""	"356"	""	"0"	""	"356"	"0"	""
"281"	""	""	"166"	"196"	"27"	"6"	"2"	"3"	"2"	"1"	"1"	"3"	""	"241"	""	"0"	""	"241"	"0"	""
"282"	""	""	"167"	"90"	"7"	"24"	"69"	"70"	""	"8"	"5"	"7"	""	"280"	""	"0"	""	"280"	"0"	""
"283"	""	""	"168"	"121"	"119"	"4"	"46"	"256"	"10"	"3"	"3"	"5"	""	"567"	""	"0"	""	"567"	"0"	""
"284"	""	""	"169"	"37"	"61"	"1"	"41"	"377"	"12"	"4"	""	"1"	""	"534"	""	"0"	""	"534"	"0"	""
"285"	"TOTAL"	""	""	"1456"	"1074"	"240"	"306"	"1634"	"608"	"79"	"59"	"81"	""	"5537"	""	"0"	""	"5537"	"0"	""
"286"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""
"287"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""
"288"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 203-DUMRAON CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"289"	""	"Total No. of Electors in Assembly Constituency                              Name of the Assembly Segment"	""	""	""	""	""	"204203+756
203 DUMRAON"	""	""	""	""	""	""	""	""	""	""	""	""
"290"	""	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	""	"Serial No. of Polling Station"	""	"Anuradha Devi"	"Ram Bihari Singh"	"Saroj Chaubey"	"Sunil Singh"	"Dadan Singh"	"Dhananjay Kumar"	"Sanjay Kumar Singh"	"Sidh Nath Singh"	"Baban Paswan"	""	"TOTAL VALID VOTES"	""	"REJECTED VOTES"	""	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"292"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	"CD9"	""	""	""	""	""	""	""	""
"293"	"R
o u n d
1
4"	""	"169A"	"66"	"187"	"3"	"1"	"22"	""	""	"2"	"2"	""	"283"	""	"0"	""	"283"	"0"	""
"294"	""	""	"170"	"72"	"353"	"17"	"6"	"71"	"3"	""	"2"	"1"	""	"525"	""	"0"	""	"525"	"0"	""
"295"	""	""	"171"	"46"	"311"	"15"	"91"	"190"	"27"	"9"	"5"	"9"	""	"703"	""	"0"	""	"703"	"0"	""
"296"	""	""	"172"	"23"	"169"	"5"	"21"	"207"	"7"	"5"	"3"	"4"	""	"444"	""	"0"	""	"444"	"0"	""
"297"	""	""	"173"	"198"	"148"	"3"	"17"	"39"	"97"	"10"	"6"	"7"	""	"525"	""	"0"	""	"525"	"0"	""
"298"	""	""	"174"	"78"	"66"	"47"	"32"	"195"	"3"	"7"	"7"	"5"	""	"440"	""	"0"	""	"440"	"0"	""
"299"	""	""	"174A"	"112"	"172"	"3"	"11"	"110"	"1"	"8"	"6"	"1"	""	"424"	""	"0"	""	"424"	"0"	""
"300"	""	""	"175"	"131"	"180"	"10"	"45"	"132"	"7"	"11"	"14"	"7"	""	"537"	""	"0"	""	"537"	"0"	""
"301"	""	""	"176"	"232"	"100"	"6"	"34"	"12"	"2"	"4"	"1"	"1"	""	"392"	""	"0"	""	"392"	"0"	""
"302"	""	""	"177"	"325"	"40"	"10"	"38"	"37"	"12"	"29"	"8"	"7"	""	"506"	""	"0"	""	"506"	"0"	""
"303"	""	""	"178"	"124"	"130"	"10"	"144"	"57"	"1"	"7"	"5"	"11"	""	"489"	""	"0"	""	"489"	"0"	""
"304"	""	""	"179"	"57"	"38"	"11"	"34"	"191"	"48"	"8"	"9"	"23"	""	"419"	""	"0"	""	"419"	"0"	""
"305"	""	""	"180"	"132"	"56"	"48"	"25"	"41"	"5"	"9"	"9"	"11"	""	"336"	""	"0"	""	"336"	"0"	""
"306"	""	""	"181"	"19"	"19"	"94"	"49"	"211"	"102"	"16"	"9"	"20"	""	"539"	""	"0"	""	"539"	"0"	""
"307"	"TOTAL"	""	""	"1615"	"1969"	"282"	"548"	"1515"	"315"	"123"	"86"	"109"	""	"6562"	""	"0"	""	"6562"	"0"	""
"308"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""
"309"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""
"310"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 203-DUMRAON CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"311"	""	"Total No. of Electors in Assembly Constituency                              Name of the Assembly Segment"	""	""	""	""	""	"204203+756
203 DUMRAON"	""	""	""	""	""	""	""	""	""	""	""	""
"312"	""	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"313"	""	"Serial No. of Polling Station"	""	"Anuradha Devi"	"Ram Bihari Singh"	"Saroj Chaubey"	"Sunil Singh"	"Dadan Singh"	"Dhananjay Kumar"	"Sanjay Kumar Singh"	"Sidh Nath Singh"	"Baban Paswan"	""	"TOTAL VALID VOTES"	""	"REJECTED VOTES"	""	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"314"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	"CD9"	""	""	""	""	""	""	""	""
"315"	"R
o u n d
1
5"	""	"182"	"28"	"7"	"16"	"166"	"200"	"80"	"8"	"5"	"4"	""	"514"	""	"0"	""	"514"	"0"	""
"316"	""	""	"183"	"81"	"97"	"16"	"47"	"139"	"7"	"5"	"6"	"9"	""	"407"	""	"0"	""	"407"	"0"	""
"317"	""	""	"184"	"135"	"84"	"9"	"26"	"210"	"7"	"2"	"5"	"2"	""	"480"	""	"0"	""	"480"	"0"	""
"318"	""	""	"185"	"45"	"222"	"32"	"46"	"87"	"4"	"24"	"6"	"11"	""	"477"	""	"0"	""	"477"	"0"	""
"319"	""	""	"186"	"22"	"314"	"76"	"16"	"17"	"8"	"1"	"2"	"8"	""	"464"	""	"0"	""	"464"	"0"	""
"320"	""	""	"187"	"36"	"112"	"13"	"65"	"73"	"62"	"6"	"6"	"13"	""	"386"	""	"0"	""	"386"	"0"	""
"321"	""	""	"187A"	"13"	"141"	"8"	"46"	"38"	"37"	"3"	"2"	"1"	""	"289"	""	"0"	""	"289"	"0"	""
"322"	""	""	"188"	"3"	"12"	"2"	"43"	"220"	"67"	"1"	"1"	"3"	""	"352"	""	"0"	""	"352"	"0"	""
"323"	""	""	"188A"	"1"	"14"	"1"	"186"	"121"	"9"	"6"	"5"	"3"	""	"346"	""	"0"	""	"346"	"0"	""
"324"	""	""	"189"	"190"	"10"	"2"	"1"	"19"	"1"	"3"	""	"4"	""	"230"	""	"0"	""	"230"	"0"	""
"325"	""	""	"190"	"131"	"51"	"26"	"3"	"11"	"189"	"11"	"6"	"4"	""	"432"	""	"0"	""	"432"	"0"	""
"326"	""	""	"191"	"5"	"86"	"14"	"17"	"79"	"174"	"4"	"5"	"7"	""	"391"	""	"0"	""	"391"	"0"	""
"327"	""	""	"192"	"9"	"252"	"52"	"28"	"76"	"4"	"1"	"2"	"1"	""	"425"	""	"0"	""	"425"	"0"	""
"328"	""	""	"193"	"4"	"9"	"153"	"33"	"226"	"29"	"2"	"2"	"1"	""	"459"	""	"0"	""	"459"	"0"	""
"329"	"TOTAL"	""	""	"703"	"1411"	"420"	"723"	"1516"	"678"	"77"	"53"	"71"	""	"5652"	""	"0"	""	"5652"	"0"	""
"330"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""
"331"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""
"332"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 203-DUMRAON CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"333"	""	"Total No. of Electors in Assembly Constituency                              Name of the Assembly Segment"	""	""	""	""	""	"204203+756
203 DUMRAON"	""	""	""	""	""	""	""	""	""	""	""	""
"334"	""	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"335"	""	"Serial No. of Polling Station"	""	"Anuradha Devi"	"Ram Bihari Singh"	"Saroj Chaubey"	"Sunil Singh"	"Dadan Singh"	"Dhananjay Kumar"	"Sanjay Kumar Singh"	"Sidh Nath Singh"	"Baban Paswan"	""	"TOTAL VALID VOTES"	""	"REJECTED VOTES"	""	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"336"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	"CD9"	""	""	""	""	""	""	""	""
"337"	"R
o u n d
1
6"	""	"194"	"35"	"53"	"106"	"44"	"173"	"27"	"5"	"4"	"10"	""	"457"	""	"0"	""	"457"	"0"	""
"338"	""	""	"195"	"2"	"24"	"31"	"97"	"127"	"8"	"10"	"1"	"3"	""	"303"	""	"0"	""	"303"	"0"	""
"339"	""	""	"196"	"12"	"30"	"51"	"125"	"221"	"1"	"4"	"13"	"2"	""	"459"	""	"0"	""	"459"	"0"	""
"340"	""	""	"197"	"80"	"101"	"6"	"38"	"135"	"6"	"7"	"5"	"10"	""	"388"	""	"0"	""	"388"	"0"	""
"341"	""	""	"198"	"111"	"27"	"3"	"114"	"17"	"65"	"4"	"6"	"9"	""	"356"	""	"0"	""	"356"	"0"	""
"342"	""	""	"199"	"54"	"97"	"12"	"62"	"66"	"175"	"8"	"5"	"5"	""	"484"	""	"0"	""	"484"	"0"	""
