"207"	"142"	"99"	""	"488"	""	"38"	""	"15"	""	"10"	""	"10"	""	""	""	""	""	""	""
"208"	"143"	"16"	""	"147"	""	"11"	""	"1"	""	"1"	""	"3"	""	""	""	""	""	""	""
"209"	"144"	"253"	""	"9"	""	"2"	""	"1"	""	"1"	""	"7"	""	""	""	""	""	""	""
"210"	"144d"	"157"	""	"25"	""	"6"	""	"10"	""	"6"	""	"21"	""	""	""	""	""	""	""
"211"	"145"	"122"	""	"200"	""	"18"	""	"6"	""	"9"	""	"21"	""	""	""	""	""	""	""
"212"	"145d"	"23"	""	"142"	""	"3"	""	"3"	""	"8"	""	"6"	""	""	""	""	""	""	""
"213"	"146"	"27"	""	"286"	""	"13"	""	"6"	""	"10"	""	"31"	""	""	""	""	""	""	""
"214"	"147"	"33"	""	"480"	""	"14"	""	"5"	""	"11"	""	"16"	""	""	""	""	""	""	""
"215"	"148"	"113"	""	"281"	""	"23"	""	"4"	""	"3"	""	"8"	""	""	""	""	""	""	""
"216"	"148d"	"45"	""	"298"	""	"29"	""	"3"	""	"8"	""	"14"	""	""	""	""	""	""	""
"217"	"ernku dsUnz dh
Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	""	"izfr{ksfir erksa dh
la[;k ;ksx"	""	"fufonu erksa dh la[;k"	""
"218"	""	"vfer jk.kk"	""	"ujsUnz dq0
uhjt"	""	"jktsUnz iz0 ’kekZ"	""	"jkefoykl
ikloku"	""	"foUns'ojh eaMy"	""	"v.ejs’k
dqekj"	""	""	""	""	""	""	""
"219"	"149"	"19"	""	"267"	""	"18"	""	"2"	""	"3"	""	"12"	""	""	""	""	""	""	""
"220"	"150"	"107"	""	"82"	""	"0"	""	"1"	""	"0"	""	"0"	""	""	""	""	""	""	""
"221"	"150d"	"188"	""	"31"	""	"5"	""	"0"	""	"0"	""	"1"	""	""	""	""	""	""	""
"222"	"151"	"520"	""	"1"	""	"9"	""	"0"	""	"0"	""	"0"	""	""	""	""	""	""	""
"223"	"152"	"530"	""	"3"	""	"17"	""	"0"	""	"0"	""	"0"	""	""	""	""	""	""	""
"224"	"153"	"54"	""	"322"	""	"20"	""	"2"	""	"7"	""	"11"	""	""	""	""	""	""	""
"225"	"153d"	"123"	""	"209"	""	"12"	""	"6"	""	"7"	""	"12"	""	""	""	""	""	""	""
"226"	"154"	"210"	""	"171"	""	"73"	""	"6"	""	"3"	""	"14"	""	""	""	""	""	""	""
"227"	"155"	"163"	""	"263"	""	"68"	""	"4"	""	"5"	""	"15"	""	""	""	""	""	""	""
"228"	"156"	"191"	""	"122"	""	"48"	""	"4"	""	"7"	""	"19"	""	""	""	""	""	""	""
"229"	"156d"	"97"	""	"262"	""	"53"	""	"3"	""	"5"	""	"9"	""	""	""	""	""	""	""
"230"	"157"	"58"	""	"308"	""	"8"	""	"1"	""	"8"	""	"12"	""	""	""	""	""	""	""
"231"	"157d"	"42"	""	"230"	""	"8"	""	"1"	""	"1"	""	"2"	""	""	""	""	""	""	""
"232"	"158"	"115"	""	"307"	""	"10"	""	"4"	""	"7"	""	"20"	""	""	""	""	""	""	""
"233"	"ernku dsUnz dh
Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	""	"izfr{ksfir erksa dh
la[;k ;ksx"	""	"fufonu erksa dh la[;k"	""
"234"	""	"vfer jk.kk"	""	"ujsUnz dq0
uhjt"	""	"jktsUnz iz0 ’kekZ"	""	"jkefoykl
ikloku"	""	"foUns'ojh eaMy"	""	"v.ejs’k
dqekj"	""	""	""	""	""	""	""
"235"	"158d"	"137"	""	"127"	""	"10"	""	"3"	""	"0"	""	"12"	""	""	""	""	""	""	""
"236"	"159"	"149"	""	"419"	""	"63"	""	"6"	""	"11"	""	"19"	""	""	""	""	""	""	""
"237"	"160"	"156"	""	"100"	""	"9"	""	"5"	""	"12"	""	"18"	""	""	""	""	""	""	""
"238"	"160d"	"134"	""	"48"	""	"3"	""	"2"	""	"4"	""	"10"	""	""	""	""	""	""	""
"239"	"161"	"213"	""	"339"	""	"47"	""	"5"	""	"20"	""	"45"	""	""	""	""	""	""	""
"240"	"162"	"82"	""	"352"	""	"57"	""	"11"	""	"7"	""	"15"	""	""	""	""	""	""	""
"241"	"163"	"245"	""	"263"	""	"68"	""	"5"	""	"8"	""	"16"	""	""	""	""	""	""	""
"242"	"164"	"174"	""	"88"	""	"18"	""	"1"	""	"0"	""	"10"	""	""	""	""	""	""	""
"243"	"165"	"115"	""	"439"	""	"39"	""	"8"	""	"13"	""	"30"	""	""	""	""	""	""	""
"244"	"166"	"222"	""	"175"	""	"13"	""	"0"	""	"1"	""	"0"	""	""	""	""	""	""	""
"245"	"167"	"394"	""	"164"	""	"14"	""	"8"	""	"5"	""	"44"	""	""	""	""	""	""	""
"246"	"168"	"163"	""	"55"	""	"3"	""	"3"	""	"2"	""	"0"	""	""	""	""	""	""	""
"247"	"169"	"89"	""	"21"	""	"209"	""	"13"	""	"5"	""	"3"	""	""	""	""	""	""	""
"248"	"170"	"170"	""	"301"	""	"12"	""	"4"	""	"7"	""	"12"	""	""	""	""	""	""	""
"249"	"ernku dsUnz dh
Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	""	"izfr{ksfir erksa dh
la[;k ;ksx"	""	"fufonu erksa dh la[;k"	""
"250"	""	"vfer jk.kk"	""	"ujsUnz dq0
uhjt"	""	"jktsUnz iz0 ’kekZ"	""	"jkefoykl
ikloku"	""	"foUns'ojh eaMy"	""	"v.ejs’k
dqekj"	""	""	""	""	""	""	""
"251"	"170d"	"79"	""	"328"	""	"14"	""	"4"	""	"2"	""	"6"	""	""	""	""	""	""	""
"252"	"171"	"102"	""	"321"	""	"37"	""	"11"	""	"4"	""	"13"	""	""	""	""	""	""	""
"253"	"172"	"76"	""	"253"	""	"88"	""	"9"	""	"7"	""	"15"	""	""	""	""	""	""	""
"254"	"172d"	"34"	""	"217"	""	"21"	""	"4"	""	"5"	""	"3"	""	""	""	""	""	""	""
"255"	"173"	"67"	""	"346"	""	"151"	""	"7"	""	"3"	""	"10"	""	""	""	""	""	""	""
"256"	"174"	"190"	""	"303"	""	"11"	""	"4"	""	"8"	""	"11"	""	""	""	""	""	""	""
"257"	"175"	"404"	""	"76"	""	"4"	""	"0"	""	"2"	""	"1"	""	""	""	""	""	""	""
"258"	"176"	"33"	""	"671"	""	"24"	""	"4"	""	"6"	""	"8"	""	""	""	""	""	""	""
"259"	"177"	"288"	""	"32"	""	"42"	""	"5"	""	"4"	""	"20"	""	""	""	""	""	""	""
"260"	"177d"	"304"	""	"16"	""	"6"	""	"1"	""	"1"	""	"7"	""	""	""	""	""	""	""
"261"	"178"	"102"	""	"6"	""	"1"	""	"1"	""	"0"	""	"3"	""	""	""	""	""	""	""
"262"	"179"	"197"	""	"202"	""	"16"	""	"2"	""	"3"	""	"10"	""	""	""	""	""	""	""
"263"	"180"	"136"	""	"124"	""	"26"	""	"6"	""	"2"	""	"2"	""	""	""	""	""	""	""
"264"	"181"	"97"	""	"228"	""	"62"	""	"3"	""	"6"	""	"12"	""	""	""	""	""	""	""
"265"	"ernku dsUnz dh
Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	""	"izfr{ksfir erksa dh
la[;k ;ksx"	""	"fufonu erksa dh la[;k"	""
"266"	""	"vfer jk.kk"	""	"ujsUnz dq0
uhjt"	""	"jktsUnz iz0 ’kekZ"	""	"jkefoykl
ikloku"	""	"foUns'ojh eaMy"	""	"v.ejs’k
dqekj"	""	""	""	""	""	""	""
"267"	"181d"	"48"	""	"171"	""	"3"	""	"1"	""	"2"	""	"3"	""	""	""	""	""	""	""
"268"	"182"	"107"	""	"284"	""	"10"	""	"2"	""	"3"	""	"5"	""	""	""	""	""	""	""
"269"	"183"	"17"	""	"240"	""	"9"	""	"2"	""	"1"	""	"6"	""	""	""	""	""	""	""
"270"	"183d"	"6+6"	""	"169"	""	"55"	""	"10"	""	"7"	""	"11"	""	""	""	""	""	""	""
"271"	"184"	"121"	""	"201"	""	"33"	""	"8"	""	"6"	""	"20"	""	""	""	""	""	""	""
"272"	"185"	"165"	""	"220"	""	"171"	""	"13"	""	"16"	""	"30"	""	""	""	""	""	""	""
"273"	"186"	"118"	""	"200"	""	"34"	""	"11"	""	"6"	""	"13"	""	""	""	""	""	""	""
"274"	"187"	"57"	""	"306"	""	"13"	""	"6"	""	"10"	""	"18"	""	""	""	""	""	""	""
"275"	"187d"	"172"	""	"129"	""	"4"	""	"2"	""	"9"	""	"19"	""	""	""	""	""	""	""
"276"	"188"	"36"	""	"179"	""	"16"	""	"1"	""	"3"	""	"5"	""	""	""	""	""	""	""
"277"	"188d"	"56"	""	"241"	""	"35"	""	"7"	""	"3"	""	"16"	""	""	""	""	""	""	""
"278"	"189"	"147"	""	"211"	""	"27"	""	"3"	""	"10"	""	"23"	""	""	""	""	""	""	""
"279"	"190"	"73"	""	"103"	""	"52"	""	"6"	""	"5"	""	"4"	""	""	""	""	""	""	""
"280"	"190d"	"96"	""	"241"	""	"35"	""	"9"	""	"1"	""	"10"	""	""	""	""	""	""	""
"281"	"ernku dsUnz dh Øe la0"	""	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	""	"izfr{ksfir erksa dh
la[;k ;ksx"	""	"fufonu erksa dh la[;k"
"282"	""	""	"vfer jk.kk"	""	"ujsUnz dq0
uhjt"	""	"jktsUnz iz0
’kekZ"	""	"jkefoykl
ikloku"	""	"foUns'ojh eaMy"	""	"v.ejs’k
dqekj"	""	""	""	""	""	""
"283"	"191"	""	"148"	""	"252"	""	"28"	""	"4"	""	"8"	""	"12"	""	""	""	""	""	""
"284"	"192"	""	"79"	""	"151"	""	"118"	""	"13"	""	"2"	""	"11"	""	""	""	""	""	""
"285"	"192d"	""	"31"	""	"226"	""	"91"	""	"9"	""	"11"	""	"21"	""	""	""	""	""	""
"286"	"193"	""	"306"	""	"9"	""	"43"	""	"4"	""	"2"	""	"11"	""	""	""	""	""	""
"287"	"193d"	""	"233"	""	"13"	""	"16"	""	"2"	""	"3"	""	"6"	""	""	""	""	""	""
"288"	"194"	""	"66"	""	"72"	""	"135"	""	"8"	""	"2"	""	"7"	""	""	""	""	""	""
"289"	"194d"	""	"43"	""	"194"	""	"32"	""	"6"	""	"8"	""	"28"	""	""	""	""	""	""
"290"	"195"	""	"44"	""	"253"	""	"45"	""	"3"	""	"5"	""	"10"	""	""	""	""	""	""
"291"	"196"	""	"96"	""	"158"	""	"86"	""	"7"	""	"10"	""	"19"	""	""	""	""	""	""
"292"	"ernku dsUnzksa ij vfHkfyf[kr erksa dh dqy la[;k"	""	"33037"	""	"48049"	""	"8493"	""	"1185"	""	"1780"	""	"3337"	""	"95881"	""	""	""	""
"293"	"Mkd eri=ksa ij vfHkfyf[kr erksa dh la[;k
¼fo/kku lHkk fuokZpu {ks= ds fuokZpu dh n’kk esa Hkjk tk,½"	""	"&&"	""	"&&"	""	"&&"	""	"&&"	""	"&&"	""	"&&"	""	"&&"	""	""	""	""
"294"	"Mkys x;s dqy
er"	""	"33037"	""	"48049"	""	"8493"	""	"1185"	""	"1780"	""	"337"	""	"95881"	""	""	""	""
"295"	"Fkku & Hkkxyiqj                                                                                                                lgk;d fuokZph inkf/kdkjh"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"296"	"Rkjh[k & 22-11-2005                                                                                                      151&xksikyijq"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"297"	"fo/kku lHkk fuokZpu {ks="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
