"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"
"146"	"97A"	"123"	""	"162"	""	""	"7"	""	"3"	""	""	"4"	""	"4"	""	""	"14"	""	""	"317"	""	""	""	""	""	""	""	""	""	""	""	""
"147"	"98"	"227"	""	"69"	""	""	"17"	""	"5"	""	""	"1"	""	"14"	""	""	"35"	""	""	"368"	""	""	""	""	""	""	""	""	""	""	""	""
"148"	"99"	"317"	""	"120"	""	""	"13"	""	"6"	""	""	"2"	""	"13"	""	""	"14"	""	""	"485"	""	""	""	""	""	""	""	""	""	""	""	""
"149"	"100"	"64"	""	"208"	""	""	"10"	""	"3"	""	""	"3"	""	"7"	""	""	"19"	""	""	"314"	""	""	""	""	""	""	""	""	""	""	""	""
"150"	"100A"	"154"	""	"109"	""	""	"9"	""	"1"	""	""	"3"	""	"6"	""	""	"13"	""	""	"295"	""	""	""	""	""	""	""	""	""	""	""	""
"151"	"TOTAL"	"2620"	""	"2426"	""	""	"196"	""	"102"	""	""	"40"	""	"103"	""	""	"222"	""	""	"5709"	""	""	""	""	""	""	""	""	""	""	""	""
"152"	"FORM-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"153"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"154"	"ELECTOTION TO THE 40 JALALPUR LEGSTATIVE ASSEMBLY CONSTITUENCY-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"155"	"Serial No.of Polling Station"	"Janardan Singh Sigriwal"	""	"Balagul Mobin"	""	""	"Manoj Kumar Tiwary"	""	"Vandana Singh"	""	""	"Rahul Kumar"	""	"Zaffarulla Khan"	""	""	"Shree Bhagwan Rai"	""	""	"Tatal of Valid Votes"	""	"No.of Rejected Votes"	""	""	"Tatal"	""	""	"No.of Tendered Votes"	""	""	""	""
"156"	"101"	"215"	""	"145"	""	""	"33"	""	"4"	""	""	"3"	""	"3"	""	""	"10"	""	""	"413"	""	""	""	""	""	""	""	""	""	""	""	""
"157"	"102"	"250"	""	"214"	""	""	"36"	""	"12"	""	""	"3"	""	"10"	""	""	"15"	""	""	"540"	""	""	""	""	""	""	""	""	""	""	""	""
"158"	"103"	"331"	""	"15"	""	""	"8"	""	"0"	""	""	"3"	""	"5"	""	""	"6"	""	""	"368"	""	""	""	""	""	""	""	""	""	""	""	""
"159"	"103A"	"173"	""	"91"	""	""	"9"	""	"14"	""	""	"3"	""	"15"	""	""	"7"	""	""	"312"	""	""	""	""	""	""	""	""	""	""	""	""
"160"	"104"	"66"	""	"278"	""	""	"5"	""	"1"	""	""	"0"	""	"7"	""	""	"9"	""	""	"366"	""	""	""	""	""	""	""	""	""	""	""	""
"161"	"105"	"187"	""	"225"	""	""	"10"	""	"3"	""	""	"7"	""	"5"	""	""	"9"	""	""	"446"	""	""	""	""	""	""	""	""	""	""	""	""
"162"	"106"	"313"	""	"33"	""	""	"5"	""	"1"	""	""	"2"	""	"3"	""	""	"5"	""	""	"362"	""	""	""	""	""	""	""	""	""	""	""	""
"163"	"107"	"355"	""	"32"	""	""	"15"	""	"3"	""	""	"0"	""	"2"	""	""	"21"	""	""	"428"	""	""	""	""	""	""	""	""	""	""	""	""
"164"	"108"	"221"	""	"161"	""	""	"19"	""	"2"	""	""	"4"	""	"6"	""	""	"15"	""	""	"428"	""	""	""	""	""	""	""	""	""	""	""	""
"165"	"109"	"326"	""	"103"	""	""	"13"	""	"2"	""	""	"1"	""	"7"	""	""	"15"	""	""	"467"	""	""	""	""	""	""	""	""	""	""	""	""
"166"	"110"	"274"	""	"66"	""	""	"33"	""	"8"	""	""	"3"	""	"4"	""	""	"5"	""	""	"393"	""	""	""	""	""	""	""	""	""	""	""	""
"167"	"110A"	"225"	""	"91"	""	""	"13"	""	"4"	""	""	"1"	""	"3"	""	""	"11"	""	""	"348"	""	""	""	""	""	""	""	""	""	""	""	""
"168"	"111"	"158"	""	"152"	""	""	"30"	""	"6"	""	""	"6"	""	"13"	""	""	"31"	""	""	"396"	""	""	""	""	""	""	""	""	""	""	""	""
"169"	"112"	"271"	""	"197"	""	""	"8"	""	"5"	""	""	"3"	""	"12"	""	""	"25"	""	""	"521"	""	""	""	""	""	""	""	""	""	""	""	""
"170"	"TOTAL"	"3365"	""	"1803"	""	""	"237"	""	"65"	""	""	"39"	""	"95"	""	""	"184"	""	""	"5788"	""	""	""	""	""	""	""	""	""	""	""	""
"171"	"FORM-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"172"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"173"	"ELECTOTION TO THE 40 JALALPUR LEGSTATIVE ASSEMBLY CONSTITUENCY-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"174"	"Serial No.of Polling Station"	"Janardan Singh Sigriwal"	""	"Balagul Mobin"	""	""	"Manoj Kumar Tiwary"	""	"Vandana Singh"	""	""	"Rahul Kumar"	""	"Zaffarulla Khan"	""	""	"Shree Bhagwan Rai"	""	""	"Tatal of Valid Votes"	""	"No.of Rejected Votes"	""	""	"Tatal"	""	""	"No.of Tendered Votes"	""	""	""	""
"175"	"113"	"211"	""	"129"	""	""	"3"	""	"1"	""	""	"2"	""	"0"	""	""	"9"	""	""	"355"	""	""	""	""	""	""	""	""	""	""	""	""
"176"	"113A"	"161"	""	"103"	""	""	"10"	""	"1"	""	""	"5"	""	"5"	""	""	"9"	""	""	"294"	""	""	""	""	""	""	""	""	""	""	""	""
"177"	"114"	"98"	""	"97"	""	""	"45"	""	"16"	""	""	"4"	""	"7"	""	""	"18"	""	""	"285"	""	""	""	""	""	""	""	""	""	""	""	""
"178"	"114A"	"195"	""	"62"	""	""	"16"	""	"7"	""	""	"7"	""	"7"	""	""	"10"	""	""	"304"	""	""	""	""	""	""	""	""	""	""	""	""
"179"	"115"	"154"	""	"120"	""	""	"60"	""	"3"	""	""	"4"	""	"2"	""	""	"11"	""	""	"354"	""	""	""	""	""	""	""	""	""	""	""	""
"180"	"116"	"187"	""	"156"	""	""	"69"	""	"23"	""	""	"9"	""	"14"	""	""	"30"	""	""	"488"	""	""	""	""	""	""	""	""	""	""	""	""
"181"	"117"	"50"	""	"210"	""	""	"16"	""	"0"	""	""	"1"	""	"15"	""	""	"14"	""	""	"306"	""	""	""	""	""	""	""	""	""	""	""	""
"182"	"118"	"186"	""	"138"	""	""	"9"	""	"30"	""	""	"3"	""	"6"	""	""	"9"	""	""	"381"	""	""	""	""	""	""	""	""	""	""	""	""
"183"	"119"	"207"	""	"148"	""	""	"5"	""	"3"	""	""	"4"	""	"4"	""	""	"10"	""	""	"381"	""	""	""	""	""	""	""	""	""	""	""	""
"184"	"119A"	"107"	""	"184"	""	""	"8"	""	"12"	""	""	"2"	""	"11"	""	""	"15"	""	""	"339"	""	""	""	""	""	""	""	""	""	""	""	""
"185"	"120"	"90"	""	"268"	""	""	"38"	""	"5"	""	""	"2"	""	"6"	""	""	"21"	""	""	"430"	""	""	""	""	""	""	""	""	""	""	""	""
"186"	"121"	"191"	""	"234"	""	""	"29"	""	"14"	""	""	"7"	""	"11"	""	""	"18"	""	""	"504"	""	""	""	""	""	""	""	""	""	""	""	""
"187"	"122"	"263"	""	"318"	""	""	"7"	""	"1"	""	""	"1"	""	"3"	""	""	"15"	""	""	"608"	""	""	""	""	""	""	""	""	""	""	""	""
"188"	"123"	"196"	""	"223"	""	""	"17"	""	"1"	""	""	"8"	""	"2"	""	""	"25"	""	""	"472"	""	""	""	""	""	""	""	""	""	""	""	""
"189"	"TOTAL"	"2296"	""	"2390"	""	""	"332"	""	"117"	""	""	"59"	""	"93"	""	""	"214"	""	""	"5501"	""	""	""	""	""	""	""	""	""	""	""	""
"190"	"FORM-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"191"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"192"	"ELECTOTION TO THE 40 JALALPUR LEGSTATIVE ASSEMBLY CONSTITUENCY-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"193"	"Serial No.of Polling Station"	"Janardan Singh Sigriwal"	""	"Balagul Mobin"	""	""	"Manoj Kumar Tiwary"	""	"Vandana Singh"	""	""	"Rahul Kumar"	""	"Zaffarulla Khan"	""	""	"Shree Bhagwan Rai"	""	""	"Tatal of Valid Votes"	""	"No.of Rejected Votes"	""	""	"Tatal"	""	""	"No.of Tendered Votes"	""	""	""	""
"194"	"124"	"185"	""	"296"	""	""	"50"	""	"11"	""	""	"8"	""	"20"	""	""	"48"	""	""	"618"	""	""	""	""	""	""	""	""	""	""	""	""
"195"	"125"	"259"	""	"232"	""	""	"79"	""	"4"	""	""	"10"	""	"12"	""	""	"27"	""	""	"623"	""	""	""	""	""	""	""	""	""	""	""	""
"196"	"126"	"62"	""	"440"	""	""	"33"	""	"9"	""	""	"5"	""	"18"	""	""	"44"	""	""	"611"	""	""	""	""	""	""	""	""	""	""	""	""
"197"	"127"	"95"	""	"145"	""	""	"15"	""	"1"	""	""	"1"	""	"9"	""	""	"6"	""	""	"272"	""	""	""	""	""	""	""	""	""	""	""	""
"198"	"128"	"140"	""	"141"	""	""	"62"	""	"8"	""	""	"4"	""	"10"	""	""	"24"	""	""	"389"	""	""	""	""	""	""	""	""	""	""	""	""
"199"	"129"	"91"	""	"304"	""	""	"14"	""	"20"	""	""	"3"	""	"7"	""	""	"3"	""	""	"442"	""	""	""	""	""	""	""	""	""	""	""	""
"200"	"130"	"194"	""	"105"	""	""	"8"	""	"5"	""	""	"6"	""	"3"	""	""	"22"	""	""	"343"	""	""	""	""	""	""	""	""	""	""	""	""
"201"	"131"	"167"	""	"67"	""	""	"6"	""	"1"	""	""	"2"	""	"3"	""	""	"6"	""	""	"252"	""	""	""	""	""	""	""	""	""	""	""	""
"202"	"132"	"213"	""	"58"	""	""	"30"	""	"3"	""	""	"1"	""	"3"	""	""	"5"	""	""	"313"	""	""	""	""	""	""	""	""	""	""	""	""
"203"	"133"	"196"	""	"59"	""	""	"6"	""	"1"	""	""	"0"	""	"3"	""	""	"16"	""	""	"281"	""	""	""	""	""	""	""	""	""	""	""	""
"204"	"134"	"212"	""	"238"	""	""	"13"	""	"11"	""	""	"13"	""	"18"	""	""	"40"	""	""	"545"	""	""	""	""	""	""	""	""	""	""	""	""
"205"	"135"	"191"	""	"63"	""	""	"10"	""	"65"	""	""	"5"	""	"2"	""	""	"17"	""	""	"353"	""	""	""	""	""	""	""	""	""	""	""	""
"206"	"136"	"96"	""	"188"	""	""	"12"	""	"25"	""	""	"6"	""	"5"	""	""	"6"	""	""	"338"	""	""	""	""	""	""	""	""	""	""	""	""
"207"	"137"	"219"	""	"176"	""	""	"23"	""	"4"	""	""	"7"	""	"9"	""	""	"10"	""	""	"448"	""	""	""	""	""	""	""	""	""	""	""	""
"208"	"TOTAL"	"2320"	""	"2512"	""	""	"361"	""	"168"	""	""	"71"	""	"122"	""	""	"274"	""	""	"5828"	""	""	""	""	""	""	""	""	""	""	""	""
"209"	"FORM-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"210"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"211"	"ELECTOTION TO THE 40 JALALPUR LEGSTATIVE ASSEMBLY CONSTITUENCY-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"212"	"Serial No.of Polling Station"	"Janardan Singh Sigriwal"	""	"Balagul Mobin"	""	""	"Manoj Kumar Tiwary"	""	"Vandana Singh"	""	""	"Rahul Kumar"	""	"Zaffarulla Khan"	""	""	"Shree Bhagwan Rai"	""	""	"Tatal of Valid Votes"	""	"No.of Rejected Votes"	""	""	"Tatal"	""	""	"No.of Tendered Votes"	""	""	""	""
"213"	"138"	"155"	""	"175"	""	""	"38"	""	"11"	""	""	"7"	""	"22"	""	""	"35"	""	""	"443"	""	""	""	""	""	""	""	""	""	""	""	""
"214"	"139"	"160"	""	"9"	""	""	"42"	""	"3"	""	""	"5"	""	"1"	""	""	"7"	""	""	"227"	""	""	""	""	""	""	""	""	""	""	""	""
"215"	"140"	"261"	""	"228"	""	""	"21"	""	"4"	""	""	"9"	""	"9"	""	""	"8"	""	""	"540"	""	""	""	""	""	""	""	""	""	""	""	""
"216"	"141"	"147"	""	"10"	""	""	"48"	""	"8"	""	""	"1"	""	"3"	""	""	"16"	""	""	"233"	""	""	""	""	""	""	""	""	""	""	""	""
"217"	"142"	"69"	""	"83"	""	""	"32"	""	"2"	""	""	"0"	""	"8"	""	""	"10"	""	""	"204"	""	""	""	""	""	""	""	""	""	""	""	""
"218"	"143"	"75"	""	"50"	""	""	"64"	""	"2"	""	""	"1"	""	"8"	""	""	"14"	""	""	"214"	""	""	""	""	""	""	""	""	""	""	""	""
"219"	"144"	"179"	""	"212"	""	""	"64"	""	"8"	""	""	"6"	""	"10"	""	""	"27"	""	""	"506"	""	""	""	""	""	""	""	""	""	""	""	""
"220"	"145"	"180"	""	"112"	""	""	"19"	""	"2"	""	""	"2"	""	"4"	""	""	"9"	""	""	"328"	""	""	""	""	""	""	""	""	""	""	""	""
"221"	"146"	"181"	""	"148"	""	""	"8"	""	"0"	""	""	"3"	""	"7"	""	""	"12"	""	""	"359"	""	""	""	""	""	""	""	""	""	""	""	""
"222"	"146A"	"238"	""	"80"	""	""	"7"	""	"7"	""	""	"3"	""	"5"	""	""	"19"	""	""	"359"	""	""	""	""	""	""	""	""	""	""	""	""
"223"	"147"	"233"	""	"84"	""	""	"14"	""	"3"	""	""	"6"	""	"7"	""	""	"8"	""	""	"355"	""	""	""	""	""	""	""	""	""	""	""	""
"224"	"148"	"203"	""	"95"	""	""	"29"	""	"6"	""	""	"1"	""	"4"	""	""	"13"	""	""	"351"	""	""	""	""	""	""	""	""	""	""	""	""
"225"	"149"	"154"	""	"147"	""	""	"19"	""	"9"	""	""	"2"	""	"5"	""	""	"10"	""	""	"346"	""	""	""	""	""	""	""	""	""	""	""	""
"226"	"150"	"45"	""	"214"	""	""	"43"	""	"5"	""	""	"2"	""	"8"	""	""	"10"	""	""	"327"	""	""	""	""	""	""	""	""	""	""	""	""
"227"	"TOTAL"	"2280"	""	"1647"	""	""	"448"	""	"70"	""	""	"48"	""	"101"	""	""	"198"	""	""	"4792"	""	""	""	""	""	""	""	""	""	""	""	""
"228"	"FORM-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"229"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"230"	"ELECTOTION TO THE 40 JALALPUR LEGSTATIVE ASSEMBLY CONSTITUENCY-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"231"	"Serial No.of Polling Station"	"Janardan Singh Sigriwal"	""	"Balagul Mobin"	""	""	"Manoj Kumar Tiwary"	""	"Vandana Singh"	""	""	"Rahul Kumar"	""	"Zaffarulla Khan"	""	""	"Shree Bhagwan Rai"	""	""	"Tatal of Valid Votes"	""	"No.of Rejected Votes"	""	""	"Tatal"	""	""	"No.of Tendered Votes"	""	""	""	""
"232"	"150A"	"148"	""	"128"	""	""	"7"	""	"4"	""	""	"4"	""	"1"	""	""	"7"	""	""	"299"	""	""	""	""	""	""	""	""	""	""	""	""
"233"	"151"	"446"	""	"26"	""	""	"6"	""	"1"	""	""	"4"	""	"3"	""	""	"9"	""	""	"495"	""	""	""	""	""	""	""	""	""	""	""	""
"234"	"152"	"302"	""	"147"	""	""	"7"	""	"6"	""	""	"3"	""	"11"	""	""	"23"	""	""	"499"	""	""	""	""	""	""	""	""	""	""	""	""
"235"	"153"	"269"	""	"89"	""	""	"7"	""	"5"	""	""	"1"	""	"1"	""	""	"5"	""	""	"377"	""	""	""	""	""	""	""	""	""	""	""	""
"236"	"154"	"222"	""	"52"	""	""	"8"	""	"22"	""	""	"7"	""	"5"	""	""	"13"	""	""	"329"	""	""	""	""	""	""	""	""	""	""	""	""
"237"	"155"	"41"	""	"106"	""	""	"36"	""	"12"	""	""	"3"	""	"7"	""	""	"10"	""	""	"215"	""	""	""	""	""	""	""	""	""	""	""	""
"238"	"156"	"126"	""	"108"	""	""	"32"	""	"24"	""	""	"3"	""	"3"	""	""	"6"	""	""	"302"	""	""	""	""	""	""	""	""	""	""	""	""
"239"	"157"	"58"	""	"140"	""	""	"17"	""	"5"	""	""	"4"	""	"11"	""	""	"8"	""	""	"243"	""	""	""	""	""	""	""	""	""	""	""	""
"240"	"158"	"265"	""	"66"	""	""	"19"	""	"4"	""	""	"2"	""	"4"	""	""	"19"	""	""	"379"	""	""	""	""	""	""	""	""	""	""	""	""
"241"	"159"	"241"	""	"14"	""	""	"46"	""	"13"	""	""	"5"	""	"2"	""	""	"24"	""	""	"345"	""	""	""	""	""	""	""	""	""	""	""	""
"242"	"160"	"186"	""	"138"	""	""	"24"	""	"5"	""	""	"1"	""	"2"	""	""	"8"	""	""	"364"	""	""	""	""	""	""	""	""	""	""	""	""
"243"	"161"	"204"	""	"104"	""	""	"36"	""	"8"	""	""	"3"	""	"7"	""	""	"15"	""	""	"377"	""	""	""	""	""	""	""	""	""	""	""	""
"244"	"162"	"238"	""	"12"	""	""	"8"	""	"1"	""	""	"2"	""	"0"	""	""	"3"	""	""	"264"	""	""	""	""	""	""	""	""	""	""	""	""
"245"	"163"	"321"	""	"56"	""	""	"16"	""	"1"	""	""	"1"	""	"2"	""	""	"9"	""	""	"406"	""	""	""	""	""	""	""	""	""	""	""	""
"246"	"TOTAL"	"3067"	""	"1186"	""	""	"269"	""	"111"	""	""	"43"	""	"59"	""	""	"159"	""	""	"4894"	""	""	""	""	""	""	""	""	""	""	""	""
"247"	"FORM-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"248"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"249"	"ELECTOTION TO THE 40 JALALPUR LEGSTATIVE ASSEMBLY CONSTITUENCY-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"250"	"Serial No.of Polling Station"	"Janardan Singh Sigriwal"	""	"Balagul Mobin"	""	""	"Manoj Kumar Tiwary"	""	"Vandana Singh"	""	""	"Rahul Kumar"	""	"Zaffarulla Khan"	""	""	"Shree Bhagwan Rai"	""	""	"Tatal of Valid Votes"	""	"No.of Rejected Votes"	""	""	"Tatal"	""	""	"No.of Tendered Votes"	""	""	""	""
"251"	"164"	"171"	""	"152"	""	""	"45"	""	"0"	""	""	"5"	""	"2"	""	""	"21"	""	""	"396"	""	""	""	""	""	""	""	""	""	""	""	""
"252"	"165"	"192"	""	"2"	""	""	"0"	""	"0"	""	""	"0"	""	"0"	""	""	"1"	""	""	"195"	""	""	""	""	""	""	""	""	""	""	""	""
"253"	"166"	"33"	""	"132"	""	""	"80"	""	"14"	""	""	"4"	""	"4"	""	""	"18"	""	""	"285"	""	""	""	""	""	""	""	""	""	""	""	""
"254"	"166A"	"66"	""	"187"	""	""	"33"	""	"5"	""	""	"2"	""	"1"	""	""	"1"	""	""	"295"	""	""	""	""	""	""	""	""	""	""	""	""
"255"	"167"	"281"	""	"103"	""	""	"7"	""	"7"	""	""	"2"	""	"6"	""	""	"6"	""	""	"412"	""	""	""	""	""	""	""	""	""	""	""	""
"256"	"168"	"145"	""	"438"	""	""	"18"	""	"11"	""	""	"9"	""	"7"	""	""	"19"	""	""	"647"	""	""	""	""	""	""	""	""	""	""	""	""
"257"	"169"	"140"	""	"108"	""	""	"7"	""	"3"	""	""	"1"	""	"5"	""	""	"8"	""	""	"272"	""	""	""	""	""	""	""	""	""	""	""	""
"258"	"170"	"226"	""	"109"	""	""	"4"	""	"6"	""	""	"5"	""	"7"	""	""	"14"	""	""	"371"	""	""	""	""	""	""	""	""	""	""	""	""
"259"	"171"	"222"	""	"87"	""	""	"5"	""	"3"	""	""	"5"	""	"4"	""	""	"7"	""	""	"333"	""	""	""	""	""	""	""	""	""	""	""	""
"260"	"172"	"86"	""	"138"	""	""	"4"	""	"3"	""	""	"3"	""	"5"	""	""	"6"	""	""	"245"	""	""	""	""	""	""	""	""	""	""	""	""
"261"	"172A"	"119"	""	"21"	""	""	"2"	""	"7"	""	""	"2"	""	"1"	""	""	"5"	""	""	"157"	""	""	""	""	""	""	""	""	""	""	""	""
"262"	"173"	"88"	""	"134"	""	""	"16"	""	"8"	""	""	"11"	""	"14"	""	""	"15"	""	""	"286"	""	""	""	""	""	""	""	""	""	""	""	""
"263"	"174"	"58"	""	"62"	""	""	"5"	""	"4"	""	""	"1"	""	"2"	""	""	"6"	""	""	"138"	""	""	""	""	""	""	""	""	""	""	""	""
"264"	"175"	"120"	""	"28"	""	""	"1"	""	"0"	""	""	"0"	""	"2"	""	""	"4"	""	""	"155"	""	""	""	""	""	""	""	""	""	""	""	""
"265"	"TOTAL"	"1947"	""	"1701"	""	""	"227"	""	"71"	""	""	"50"	""	"60"	""	""	"131"	""	""	"4187"	""	""	""	""	""	""	""	""	""	""	""	""
"266"	"FORM-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"267"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"268"	"ELECTOTION TO THE 40 JALALPUR LEGSTATIVE ASSEMBLY CONSTITUENCY-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"269"	"Serial No.of Polling Station"	"Janardan Singh Sigriwal"	""	"Balagul Mobin"	""	""	"Manoj Kumar Tiwary"	""	"Vandana Singh"	""	""	"Rahul Kumar"	""	"Zaffarulla Khan"	""	""	"Shree Bhagwan Rai"	""	""	"Tatal of Valid Votes"	""	"No.of Rejected Votes"	""	""	"Tatal"	""	""	"No.of Tendered Votes"	""	""	""	""
"270"	"176"	"126"	""	"43"	""	""	"0"	""	"1"	""	""	"1"	""	"2"	""	""	"6"	""	""	"179"	""	""	""	""	""	""	""	""	""	""	""	""
"271"	"176A"	"206"	""	"49"	""	""	"2"	""	"3"	""	""	"2"	""	"2"	""	""	"14"	""	""	"278"	""	""	""	""	""	""	""	""	""	""	""	""
"272"	"177"	"118"	""	"101"	""	""	"5"	""	"1"	""	""	"4"	""	"11"	""	""	"13"	""	""	"253"	""	""	""	""	""	""	""	""	""	""	""	""
"273"	"177A"	"120"	""	"22"	""	""	"4"	""	"1"	""	""	"1"	""	"1"	""	""	"4"	""	""	"153"	""	""	""	""	""	""	""	""	""	""	""	""
"274"	"178"	"167"	""	"47"	""	""	"2"	""	"4"	""	""	"1"	""	"2"	""	""	"6"	""	""	"229"	""	""	""	""	""	""	""	""	""	""	""	""
"275"	"178A"	"177"	""	"15"	""	""	"1"	""	"1"	""	""	"0"	""	"0"	""	""	"6"	""	""	"200"	""	""	""	""	""	""	""	""	""	""	""	""
"276"	"179"	"290"	""	"76"	""	""	"7"	""	"14"	""	""	"4"	""	"7"	""	""	"5"	""	""	"403"	""	""	""	""	""	""	""	""	""	""	""	""
"277"	"180"	"197"	""	"22"	""	""	"6"	""	"4"	""	""	"5"	""	"1"	""	""	"9"	""	""	"244"	""	""	""	""	""	""	""	""	""	""	""	""
"278"	"181"	"32"	""	"246"	""	""	"24"	""	"14"	""	""	"8"	""	"14"	""	""	"19"	""	""	"357"	""	""	""	""	""	""	""	""	""	""	""	""
"279"	"182"	"61"	""	"218"	""	""	"28"	""	"11"	""	""	"6"	""	"17"	""	""	"36"	""	""	"377"	""	""	""	""	""	""	""	""	""	""	""	""
"280"	"183"	"189"	""	"104"	""	""	"6"	""	"2"	""	""	"3"	""	"7"	""	""	"16"	""	""	"327"	""	""	""	""	""	""	""	""	""	""	""	""
"281"	"183A"	"116"	""	"184"	""	""	"15"	""	"2"	""	""	"2"	""	"4"	""	""	"6"	""	""	"329"	""	""	""	""	""	""	""	""	""	""	""	""
"282"	"184"	"190"	""	"359"	""	""	"40"	""	"13"	""	""	"8"	""	"12"	""	""	"17"	""	""	"639"	""	""	""	""	""	""	""	""	""	""	""	""
"283"	"185"	"301"	""	"1"	""	""	"6"	""	"2"	""	""	"1"	""	"0"	""	""	"3"	""	""	"314"	""	""	""	""	""	""	""	""	""	""	""	""
"284"	"TOTAL"	"2290"	""	"1487"	""	""	"146"	""	"73"	""	""	"46"	""	"80"	""	""	"160"	""	""	"4282"	""	""	""	""	""	""	""	""	""	""	""	""
"285"	"FORM-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"286"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"287"	"ELECTOTION TO THE 40 JALALPUR LEGSTATIVE ASSEMBLY CONSTITUENCY-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"288"	"Serial No.of Polling Station"	"Janardan Singh Sigriwal"	""	"Balagul Mobin"	""	""	"Manoj Kumar Tiwary"	""	"Vandana Singh"	""	""	"Rahul Kumar"	""	"Zaffarulla Khan"	""	""	"Shree Bhagwan Rai"	""	""	"Tatal of Valid Votes"	""	"No.of Rejected Votes"	""	""	"Tatal"	""	""	"No.of Tendered Votes"	""	""	""	""
"289"	"186"	"246"	""	"129"	""	""	"11"	""	"3"	""	""	"3"	""	"4"	""	""	"5"	""	""	"401"	""	""	""	""	""	""	""	""	""	""	""	""
"290"	"187"	"222"	""	"257"	""	""	"15"	""	"5"	""	""	"7"	""	"10"	""	""	"12"	""	""	"528"	""	""	""	""	""	""	""	""	""	""	""	""
"291"	"188"	"226"	""	"314"	""	""	"19"	""	"8"	""	""	"4"	""	"24"	""	""	"31"	""	""	"626"	""	""	""	""	""	""	""	""	""	""	""	""
"292"	"189"	"360"	""	"219"	""	""	"3"	""	"2"	""	""	"3"	""	"3"	""	""	"14"	""	""	"604"	""	""	""	""	""	""	""	""	""	""	""	""
"293"	"190"	"299"	""	"210"	""	""	"34"	""	"5"	""	""	"9"	""	"8"	""	""	"27"	""	""	"592"	""	""	""	""	""	""	""	""	""	""	""	""
