"Round.Total"	"X12"	"X11A"	"X."	"X11"	"X10"	"X..1"	"X9"	"X8"	"X7"	"X..2"	"X6"	"X5"	"X..3"	"X4"	"X3"	"X..4"	"X2"	"X1A"	"X..5"	"X1"	"ROUND..I"	"ernku.dsUnz.dh.la..k"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"114"	NA	NA	NA	"4991"	NA	NA	""	141	NA	NA	"218"	NA	NA	"673"	NA	NA	"46"	NA	NA	"365"	NA	"29"	""	"41"	"42"	""	""	"47"	"126"	"6719"	"0"	"0"	"6719"
"115"	NA	NA	NA	"16442"	NA	NA	""	741	NA	NA	"1782"	NA	NA	"10348"	NA	NA	"571"	NA	NA	"2873"	NA	"256"	""	"334"	"369"	""	""	"298"	"894"	"34908"	"0"	"0"	"34908"
"116"	NA	NA	NA	"fuEufyf[kr vH;fFkZ;ks ds Ik{k esa fn, x, fof/kekU; erksa dh la[;k"	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"117"	NA	NA	NA	"MkŒ  vCnqqyqqy  xQqqjqqj"	NA	NA	""	NA	NA	NA	"ekssŒssŒ  ehj  gkfle"	NA	NA	"laataatho  dqqeqqekj  >k"	NA	NA	"fcgkjh  lknk"	NA	NA	"'kaadaadj  izzlzzlkn  Vssdssdjhoky"	NA	"f'ko  dqqeqqekj  flaagaag"	""	"jÙku  ikloku"	"jktssUssUnzzzz jke"	""	""	"fojssaanssaanzzzz ;kno"	"gfjukjk;.k  flaagaag"	"dqqyqqy  fof/kekU;  er"	"fufonr  erkssss dh  laa[aa[;k"	"izzfzzfr{kssfssfir  eri=kssaassaa dh  laa-aa-"	"dqqyqqy  fof/kekU;  ,oaaaa izzfzzfr{kssfssfir  erkssss dh  laa[aa[;k"
"118"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"119"	NA	NA	NA	"16442"	NA	NA	""	741	NA	NA	"1782"	NA	NA	"10348"	NA	NA	"571"	NA	NA	"2873"	NA	"256"	""	"334"	"369"	""	""	"298"	"894"	"34908"	"0"	"0"	"34908"
"120"	76	NA	NA	"54"	NA	NA	""	6	NA	NA	"12"	NA	NA	"150"	NA	NA	"8"	NA	NA	"171"	NA	"4"	""	"2"	"3"	""	""	"3"	"5"	"418"	""	""	"418"
"121"	77	NA	NA	"66"	NA	NA	""	3	NA	NA	"5"	NA	NA	"167"	NA	NA	"1"	NA	NA	"76"	NA	"5"	""	"5"	"5"	""	""	"3"	"14"	"350"	""	""	"350"
"122"	78	NA	NA	"128"	NA	NA	""	12	NA	NA	"10"	NA	NA	"385"	NA	NA	"4"	NA	NA	"49"	NA	"2"	""	"6"	"4"	""	""	"2"	"8"	"610"	""	""	"610"
"123"	79	NA	NA	"99"	NA	NA	""	11	NA	NA	"29"	NA	NA	"256"	NA	NA	"13"	NA	NA	"193"	NA	"6"	""	"6"	"1"	""	""	"5"	"8"	"627"	""	""	"627"
"124"	80	NA	NA	"27"	NA	NA	""	3	NA	NA	"46"	NA	NA	"250"	NA	NA	"12"	NA	NA	"70"	NA	"3"	""	"7"	"4"	""	""	"5"	"13"	"440"	""	""	"440"
"125"	81	NA	NA	"49"	NA	NA	""	24	NA	NA	"33"	NA	NA	"182"	NA	NA	"15"	NA	NA	"103"	NA	"12"	""	"11"	"10"	""	""	"9"	"15"	"463"	""	""	"463"
"126"	82	NA	NA	"166"	NA	NA	""	6	NA	NA	"6"	NA	NA	"117"	NA	NA	"10"	NA	NA	"11"	NA	"5"	""	"12"	"6"	""	""	"3"	"30"	"372"	""	""	"372"
"127"	83	NA	NA	"210"	NA	NA	""	13	NA	NA	"22"	NA	NA	"67"	NA	NA	"5"	NA	NA	"39"	NA	"9"	""	"1"	"3"	""	""	"3"	"10"	"382"	""	""	"382"
"128"	NA	NA	NA	"143"	NA	NA	""	4	NA	NA	"2"	NA	NA	"76"	NA	NA	"3"	NA	NA	"131"	NA	"2"	""	"3"	"1"	""	""	"8"	"10"	"383"	""	""	"383"
"129"	84	NA	NA	"184"	NA	NA	""	7	NA	NA	"70"	NA	NA	"176"	NA	NA	"4"	NA	NA	"7"	NA	"1"	""	"1"	"2"	""	""	"1"	"3"	"456"	""	""	"456"
"130"	NA	NA	NA	"219"	NA	NA	""	13	NA	NA	"10"	NA	NA	"42"	NA	NA	"4"	NA	NA	"79"	NA	"1"	""	"1"	"0"	""	""	"1"	"4"	"374"	""	""	"374"
"131"	85	NA	NA	"106"	NA	NA	""	5	NA	NA	"7"	NA	NA	"145"	NA	NA	"3"	NA	NA	"43"	NA	"2"	""	"4"	"2"	""	""	"1"	"9"	"327"	""	""	"327"
"132"	86	NA	NA	"44"	NA	NA	""	1	NA	NA	"8"	NA	NA	"104"	NA	NA	"4"	NA	NA	"64"	NA	"0"	""	"3"	"5"	""	""	"2"	"16"	"251"	""	""	"251"
"133"	87	NA	NA	"49"	NA	NA	""	4	NA	NA	"7"	NA	NA	"79"	NA	NA	"10"	NA	NA	"167"	NA	"5"	""	"3"	"2"	""	""	"0"	"6"	"332"	""	""	"332"
"134"	NA	NA	NA	"1544"	NA	NA	""	112	NA	NA	"267"	NA	NA	"2196"	NA	NA	"96"	NA	NA	"1203"	NA	"57"	""	"65"	"48"	""	""	"46"	"151"	"5785"	"0"	"0"	"5785"
"135"	NA	NA	NA	"17986"	NA	NA	""	853	NA	NA	"2049"	NA	NA	"12544"	NA	NA	"667"	NA	NA	"4076"	NA	"313"	""	"399"	"417"	""	""	"344"	"1045"	"40693"	"0"	"0"	"40693"
"136"	NA	NA	NA	"fuEufyf[kr vH;fFkZ;ks ds Ik{k esa fn, x, fof/kekU; erksa dh la[;k"	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"137"	NA	NA	NA	"MkŒ  vCnqqyqqy  xQqqjqqj"	NA	NA	""	NA	NA	NA	"ekssŒssŒ  ehj  gkfle"	NA	NA	"laataatho  dqqeqqekj  >k"	NA	NA	"fcgkjh  lknk"	NA	NA	"'kaadaadj  izzlzzlkn  Vssdssdjhoky"	NA	"f'ko  dqqeqqekj  flaagaag"	""	"jÙku  ikloku"	"jktssUssUnzzzz jke"	""	""	"fojssaanssaanzzzz ;kno"	"gfjukjk;.k  flaagaag"	"dqqyqqy  fof/kekU;  er"	"fufonr  erkssss dh  laa[aa[;k"	"izzfzzfr{kssfssfir  eri=kssaassaa dh  laa-aa-"	"dqqyqqy  fof/kekU;  ,oaaaa izzfzzfr{kssfssfir  erkssss dh  laa[aa[;k"
"138"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"139"	NA	NA	NA	"17986"	NA	NA	""	853	NA	NA	"2049"	NA	NA	"12544"	NA	NA	"667"	NA	NA	"4076"	NA	"313"	""	"399"	"417"	""	""	"344"	"1045"	"40693"	"0"	"0"	"40693"
"140"	88	NA	NA	"248"	NA	NA	""	14	NA	NA	"3"	NA	NA	"102"	NA	NA	"5"	NA	NA	"119"	NA	"8"	""	"6"	"3"	""	""	"5"	"26"	"539"	""	""	"539"
"141"	89	NA	NA	"140"	NA	NA	""	4	NA	NA	"23"	NA	NA	"118"	NA	NA	"0"	NA	NA	"44"	NA	"5"	""	"2"	"3"	""	""	"3"	"3"	"345"	""	""	"345"
"142"	90	NA	NA	"244"	NA	NA	""	13	NA	NA	"9"	NA	NA	"18"	NA	NA	"4"	NA	NA	"9"	NA	"3"	""	"2"	"2"	""	""	"2"	"6"	"312"	""	""	"312"
"143"	91	NA	NA	"5"	NA	NA	""	4	NA	NA	"7"	NA	NA	"45"	NA	NA	"2"	NA	NA	"67"	NA	"1"	""	"3"	"0"	""	""	"3"	"3"	"140"	""	""	"140"
"144"	92	NA	NA	"208"	NA	NA	""	7	NA	NA	"6"	NA	NA	"165"	NA	NA	"5"	NA	NA	"82"	NA	"1"	""	"2"	"2"	""	""	"3"	"10"	"491"	""	""	"491"
"145"	93	NA	NA	"336"	NA	NA	""	15	NA	NA	"5"	NA	NA	"150"	NA	NA	"6"	NA	NA	"51"	NA	"1"	""	"3"	"4"	""	""	"1"	"3"	"575"	""	""	"575"
"146"	94	NA	NA	"433"	NA	NA	""	8	NA	NA	"4"	NA	NA	"15"	NA	NA	"2"	NA	NA	"9"	NA	"1"	""	"1"	"0"	""	""	"1"	"1"	"475"	""	""	"475"
"147"	95	NA	NA	"206"	NA	NA	""	11	NA	NA	"11"	NA	NA	"89"	NA	NA	"6"	NA	NA	"186"	NA	"11"	""	"3"	"5"	""	""	"1"	"5"	"534"	""	""	"534"
"148"	96	NA	NA	"97"	NA	NA	""	7	NA	NA	"5"	NA	NA	"456"	NA	NA	"3"	NA	NA	"9"	NA	"1"	""	"5"	"1"	""	""	"0"	"2"	"586"	""	""	"586"
"149"	97	NA	NA	"248"	NA	NA	""	11	NA	NA	"19"	NA	NA	"100"	NA	NA	"2"	NA	NA	"81"	NA	"2"	""	"4"	"5"	""	""	"2"	"8"	"482"	""	""	"482"
"150"	98	NA	NA	"202"	NA	NA	""	8	NA	NA	"4"	NA	NA	"13"	NA	NA	"2"	NA	NA	"10"	NA	"1"	""	"1"	"2"	""	""	"0"	"7"	"250"	""	""	"250"
"151"	99	NA	NA	"130"	NA	NA	""	11	NA	NA	"15"	NA	NA	"322"	NA	NA	"11"	NA	NA	"55"	NA	"6"	""	"2"	"10"	""	""	"7"	"8"	"577"	""	""	"577"
"152"	100	NA	NA	"4"	NA	NA	""	3	NA	NA	"2"	NA	NA	"332"	NA	NA	"4"	NA	NA	"3"	NA	"0"	""	"2"	"1"	""	""	"1"	"1"	"353"	""	""	"353"
"153"	NA	NA	NA	"3"	NA	NA	""	0	NA	NA	"3"	NA	NA	"228"	NA	NA	"1"	NA	NA	"4"	NA	"0"	""	"0"	"0"	""	""	"0"	"1"	"240"	""	""	"240"
"154"	NA	NA	NA	"2504"	NA	NA	""	116	NA	NA	"116"	NA	NA	"2153"	NA	NA	"53"	NA	NA	"729"	NA	"41"	""	"36"	"38"	""	""	"29"	"84"	"5899"	"0"	"0"	"5899"
"155"	NA	NA	NA	"20490"	NA	NA	""	969	NA	NA	"2165"	NA	NA	"14697"	NA	NA	"720"	NA	NA	"4805"	NA	"354"	""	"435"	"455"	""	""	"373"	"1129"	"46592"	"0"	"0"	"46592"
"156"	NA	NA	NA	"fuEufyf[kr vH;fFkZ;ks ds Ik{k esa fn, x, fof/kekU; erksa dh la[;k"	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"157"	NA	NA	NA	"MkŒ  vCnqqyqqy  xQqqjqqj"	NA	NA	""	NA	NA	NA	"ekssŒssŒ  ehj  gkfle"	NA	NA	"laataatho  dqqeqqekj  >k"	NA	NA	"fcgkjh  lknk"	NA	NA	"'kaadaadj  izzlzzlkn  Vssdssdjhoky"	NA	"f'ko  dqqeqqekj  flaagaag"	""	"jÙku  ikloku"	"jktssUssUnzzzz jke"	""	""	"fojssaanssaanzzzz ;kno"	"gfjukjk;.k  flaagaag"	"dqqyqqy  fof/kekU;  er"	"fufonr  erkssss dh  laa[aa[;k"	"izzfzzfr{kssfssfir  eri=kssaassaa dh  laa-aa-"	"dqqyqqy  fof/kekU;  ,oaaaa izzfzzfr{kssfssfir  erkssss dh  laa[aa[;k"
"158"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"159"	NA	NA	NA	"20490"	NA	NA	""	969	NA	NA	"2165"	NA	NA	"14697"	NA	NA	"720"	NA	NA	"4805"	NA	"354"	""	"435"	"455"	""	""	"373"	"1129"	"46592"	"0"	"0"	"46592"
"160"	101	NA	NA	"26"	NA	NA	""	5	NA	NA	"1"	NA	NA	"459"	NA	NA	"9"	NA	NA	"8"	NA	"1"	""	"9"	"5"	""	""	"1"	"10"	"534"	""	""	"534"
"161"	102	NA	NA	"11"	NA	NA	""	0	NA	NA	"1"	NA	NA	"428"	NA	NA	"11"	NA	NA	"7"	NA	"0"	""	"1"	"0"	""	""	"7"	"6"	"472"	""	""	"472"
"162"	103	NA	NA	"40"	NA	NA	""	4	NA	NA	"5"	NA	NA	"209"	NA	NA	"6"	NA	NA	"9"	NA	"5"	""	"6"	"7"	""	""	"2"	"7"	"300"	""	""	"300"
"163"	NA	NA	NA	"3"	NA	NA	""	1	NA	NA	"0"	NA	NA	"176"	NA	NA	"3"	NA	NA	"0"	NA	"0"	""	"2"	"1"	""	""	"1"	"3"	"190"	""	""	"190"
"164"	104	NA	NA	"4"	NA	NA	""	1	NA	NA	"2"	NA	NA	"157"	NA	NA	"3"	NA	NA	"14"	NA	"3"	""	"1"	"3"	""	""	"1"	"6"	"195"	""	""	"195"
"165"	NA	NA	NA	"17"	NA	NA	""	1	NA	NA	"0"	NA	NA	"229"	NA	NA	"3"	NA	NA	"7"	NA	"0"	""	"4"	"0"	""	""	"2"	"3"	"266"	""	""	"266"
"166"	105	NA	NA	"7"	NA	NA	""	1	NA	NA	"73"	NA	NA	"162"	NA	NA	"13"	NA	NA	"26"	NA	"0"	""	"3"	"5"	""	""	"1"	"4"	"295"	""	""	"295"
"167"	106	NA	NA	"15"	NA	NA	""	3	NA	NA	"5"	NA	NA	"390"	NA	NA	"9"	NA	NA	"5"	NA	"1"	""	"2"	"0"	""	""	"4"	"2"	"436"	""	""	"436"
"168"	107	NA	NA	"25"	NA	NA	""	5	NA	NA	"3"	NA	NA	"243"	NA	NA	"10"	NA	NA	"4"	NA	"1"	""	"1"	"2"	""	""	"0"	"5"	"299"	""	""	"299"
"169"	108	NA	NA	"3"	NA	NA	""	1	NA	NA	"1"	NA	NA	"244"	NA	NA	"6"	NA	NA	"3"	NA	"0"	""	"3"	"1"	""	""	"0"	"9"	"271"	""	""	"271"
"170"	109	NA	NA	"24"	NA	NA	""	4	NA	NA	"3"	NA	NA	"204"	NA	NA	"12"	NA	NA	"11"	NA	"2"	""	"6"	"1"	""	""	"0"	"5"	"272"	""	""	"272"
"171"	110	NA	NA	"152"	NA	NA	""	5	NA	NA	"5"	NA	NA	"347"	NA	NA	"5"	NA	NA	"111"	NA	"4"	""	"6"	"6"	""	""	"3"	"16"	"660"	""	""	"660"
"172"	111	NA	NA	"99"	NA	NA	""	4	NA	NA	"0"	NA	NA	"157"	NA	NA	"2"	NA	NA	"100"	NA	"7"	""	"0"	"3"	""	""	"4"	"13"	"389"	""	""	"389"
"173"	112	NA	NA	"274"	NA	NA	""	9	NA	NA	"20"	NA	NA	"49"	NA	NA	"16"	NA	NA	"108"	NA	"5"	""	"3"	"5"	""	""	"9"	"16"	"514"	""	""	"514"
"174"	NA	NA	NA	"700"	NA	NA	""	44	NA	NA	"119"	NA	NA	"3454"	NA	NA	"108"	NA	NA	"413"	NA	"29"	""	"47"	"39"	""	""	"35"	"105"	"5093"	"0"	"0"	"5093"
"175"	NA	NA	NA	"21190"	NA	NA	""	1013	NA	NA	"2284"	NA	NA	"18151"	NA	NA	"828"	NA	NA	"5218"	NA	"383"	""	"482"	"494"	""	""	"408"	"1234"	"51685"	"0"	"0"	"51685"
"176"	NA	NA	NA	"fuEufyf[kr vH;fFkZ;ks ds Ik{k esa fn, x, fof/kekU; erksa dh la[;k"	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"177"	NA	NA	NA	"MkŒ  vCnqqyqqy  xQqqjqqj"	NA	NA	""	NA	NA	NA	"ekssŒssŒ  ehj  gkfle"	NA	NA	"laataatho  dqqeqqekj  >k"	NA	NA	"fcgkjh  lknk"	NA	NA	"'kaadaadj  izzlzzlkn  Vssdssdjhoky"	NA	"f'ko  dqqeqqekj  flaagaag"	""	"jÙku  ikloku"	"jktssUssUnzzzz jke"	""	""	"fojssaanssaanzzzz ;kno"	"gfjukjk;.k  flaagaag"	"dqqyqqy  fof/kekU;  er"	"fufonr  erkssss dh  laa[aa[;k"	"izzfzzfr{kssfssfir  eri=kssaassaa dh  laa-aa-"	"dqqyqqy  fof/kekU;  ,oaaaa izzfzzfr{kssfssfir  erkssss dh  laa[aa[;k"
"178"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"179"	NA	NA	NA	"21190"	NA	NA	""	1013	NA	NA	"2284"	NA	NA	"18151"	NA	NA	"828"	NA	NA	"5218"	NA	"383"	""	"482"	"494"	""	""	"408"	"1234"	"51685"	"0"	"0"	"51685"
"180"	113	NA	NA	"100"	NA	NA	""	8	NA	NA	"5"	NA	NA	"102"	NA	NA	"2"	NA	NA	"218"	NA	"5"	""	"6"	"1"	""	""	"3"	"18"	"468"	""	""	"468"
"181"	114	NA	NA	"78"	NA	NA	""	13	NA	NA	"36"	NA	NA	"57"	NA	NA	"9"	NA	NA	"172"	NA	"10"	""	"6"	"1"	""	""	"3"	"7"	"392"	""	""	"392"
"182"	NA	NA	NA	"161"	NA	NA	""	3	NA	NA	"28"	NA	NA	"17"	NA	NA	"5"	NA	NA	"30"	NA	"1"	""	"0"	"7"	""	""	"0"	"5"	"257"	""	""	"257"
"183"	115	NA	NA	"114"	NA	NA	""	4	NA	NA	"6"	NA	NA	"177"	NA	NA	"4"	NA	NA	"18"	NA	"1"	""	"3"	"1"	""	""	"0"	"3"	"331"	""	""	"331"
"184"	116	NA	NA	"42"	NA	NA	""	10	NA	NA	"8"	NA	NA	"234"	NA	NA	"8"	NA	NA	"18"	NA	"4"	""	"4"	"1"	""	""	"3"	"9"	"341"	""	""	"341"
"185"	117	NA	NA	"40"	NA	NA	""	1	NA	NA	"1"	NA	NA	"220"	NA	NA	"2"	NA	NA	"9"	NA	"2"	""	"2"	"3"	""	""	"2"	"6"	"288"	""	""	"288"
"186"	118	NA	NA	"92"	NA	NA	""	11	NA	NA	"2"	NA	NA	"201"	NA	NA	"5"	NA	NA	"53"	NA	"5"	""	"1"	"1"	""	""	"2"	"4"	"377"	""	""	"377"
"187"	119	NA	NA	"2"	NA	NA	""	1	NA	NA	"3"	NA	NA	"283"	NA	NA	"4"	NA	NA	"1"	NA	"0"	""	"0"	"0"	""	""	"0"	"2"	"296"	""	""	"296"
"188"	120	NA	NA	"34"	NA	NA	""	0	NA	NA	"1"	NA	NA	"169"	NA	NA	"2"	NA	NA	"7"	NA	"0"	""	"4"	"3"	""	""	"4"	"4"	"228"	""	""	"228"
"189"	121	NA	NA	"91"	NA	NA	""	6	NA	NA	"6"	NA	NA	"232"	NA	NA	"8"	NA	NA	"25"	NA	"3"	""	"11"	"9"	""	""	"4"	"15"	"410"	""	""	"410"
"190"	122	NA	NA	"169"	NA	NA	""	5	NA	NA	"13"	NA	NA	"26"	NA	NA	"1"	NA	NA	"23"	NA	"3"	""	"0"	"3"	""	""	"2"	"13"	"258"	""	""	"258"
"191"	123	NA	NA	"36"	NA	NA	""	3	NA	NA	"7"	NA	NA	"212"	NA	NA	"9"	NA	NA	"9"	NA	"0"	""	"3"	"2"	""	""	"1"	"7"	"289"	""	""	"289"
"192"	124	NA	NA	"8"	NA	NA	""	1	NA	NA	"2"	NA	NA	"300"	NA	NA	"4"	NA	NA	"1"	NA	"0"	""	"1"	"3"	""	""	"1"	"2"	"323"	""	""	"323"
"193"	125	NA	NA	"24"	NA	NA	""	3	NA	NA	"4"	NA	NA	"433"	NA	NA	"4"	NA	NA	"4"	NA	"0"	""	"1"	"0"	""	""	"0"	"1"	"474"	""	""	"474"
"194"	NA	NA	NA	"991"	NA	NA	""	69	NA	NA	"122"	NA	NA	"2663"	NA	NA	"67"	NA	NA	"588"	NA	"34"	""	"42"	"35"	""	""	"25"	"96"	"4732"	"0"	"0"	"4732"
"195"	NA	NA	NA	"22181"	NA	NA	""	1082	NA	NA	"2406"	NA	NA	"20814"	NA	NA	"895"	NA	NA	"5806"	NA	"417"	""	"524"	"529"	""	""	"433"	"1330"	"56417"	"0"	"0"	"56417"
"196"	NA	NA	NA	"fuEufyf[kr vH;fFkZ;ks ds Ik{k esa fn, x, fof/kekU; erksa dh la[;k"	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"197"	NA	NA	NA	"MkŒ  vCnqqyqqy  xQqqjqqj"	NA	NA	""	NA	NA	NA	"ekssŒssŒ  ehj  gkfle"	NA	NA	"laataatho  dqqeqqekj  >k"	NA	NA	"fcgkjh  lknk"	NA	NA	"'kaadaadj  izzlzzlkn  Vssdssdjhoky"	NA	"f'ko  dqqeqqekj  flaagaag"	""	"jÙku  ikloku"	"jktssUssUnzzzz jke"	""	""	"fojssaanssaanzzzz ;kno"	"gfjukjk;.k  flaagaag"	"dqqyqqy  fof/kekU;  er"	"fufonr  erkssss dh  laa[aa[;k"	"izzfzzfr{kssfssfir  eri=kssaassaa dh  laa-aa-"	"dqqyqqy  fof/kekU;  ,oaaaa izzfzzfr{kssfssfir  erkssss dh  laa[aa[;k"
"198"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"199"	NA	NA	NA	"22181"	NA	NA	""	1082	NA	NA	"2406"	NA	NA	"20814"	NA	NA	"895"	NA	NA	"5806"	NA	"417"	""	"524"	"529"	""	""	"433"	"1330"	"56417"	"0"	"0"	"56417"
"200"	126	NA	NA	"117"	NA	NA	""	6	NA	NA	"9"	NA	NA	"324"	NA	NA	"4"	NA	NA	"11"	NA	"4"	""	"2"	"1"	""	""	"3"	"9"	"490"	""	""	"490"
"201"	127	NA	NA	"171"	NA	NA	""	2	NA	NA	"12"	NA	NA	"245"	NA	NA	"10"	NA	NA	"38"	NA	"1"	""	"2"	"4"	""	""	"5"	"6"	"496"	""	""	"496"
"202"	128	NA	NA	"349"	NA	NA	""	16	NA	NA	"39"	NA	NA	"12"	NA	NA	"4"	NA	NA	"18"	NA	"3"	""	"2"	"4"	""	""	"1"	"7"	"455"	""	""	"455"
"203"	NA	NA	NA	"287"	NA	NA	""	6	NA	NA	"20"	NA	NA	"9"	NA	NA	"4"	NA	NA	"28"	NA	"2"	""	"0"	"2"	""	""	"1"	"4"	"363"	""	""	"363"
"204"	129	NA	NA	"343"	NA	NA	""	13	NA	NA	"4"	NA	NA	"18"	NA	NA	"0"	NA	NA	"51"	NA	"3"	""	"3"	"1"	""	""	"0"	"11"	"447"	""	""	"447"
"205"	NA	NA	NA	"215"	NA	NA	""	1	NA	NA	"3"	NA	NA	"18"	NA	NA	"1"	NA	NA	"17"	NA	"1"	""	"1"	"4"	""	""	"5"	"19"	"285"	""	""	"285"
"206"	130	NA	NA	"130"	NA	NA	""	5	NA	NA	"101"	NA	NA	"54"	NA	NA	"7"	NA	NA	"108"	NA	"3"	""	"2"	"1"	""	""	"3"	"5"	"419"	""	""	"419"
"207"	131	NA	NA	"246"	NA	NA	""	9	NA	NA	"10"	NA	NA	"56"	NA	NA	"7"	NA	NA	"66"	NA	"7"	""	"1"	"5"	""	""	"3"	"13"	"423"	""	""	"423"
"208"	132	NA	NA	"24"	NA	NA	""	4	NA	NA	"10"	NA	NA	"252"	NA	NA	"7"	NA	NA	"30"	NA	"2"	""	"4"	"3"	""	""	"4"	"12"	"352"	""	""	"352"
"209"	133	NA	NA	"24"	NA	NA	""	1	NA	NA	"5"	NA	NA	"188"	NA	NA	"4"	NA	NA	"8"	NA	"3"	""	"15"	"2"	""	""	"1"	"15"	"266"	""	""	"266"
"210"	NA	NA	NA	"38"	NA	NA	""	2	NA	NA	"2"	NA	NA	"191"	NA	NA	"3"	NA	NA	"14"	NA	"1"	""	"4"	"0"	""	""	"0"	"9"	"264"	""	""	"264"
"211"	134	NA	NA	"196"	NA	NA	""	10	NA	NA	"10"	NA	NA	"15"	NA	NA	"7"	NA	NA	"44"	NA	"4"	""	"2"	"3"	""	""	"2"	"7"	"300"	""	""	"300"
"212"	135	NA	NA	"189"	NA	NA	""	9	NA	NA	"2"	NA	NA	"23"	NA	NA	"0"	NA	NA	"26"	NA	"5"	""	"0"	"1"	""	""	"4"	"17"	"276"	""	""	"276"
"213"	136	NA	NA	"120"	NA	NA	""	3	NA	NA	"13"	NA	NA	"196"	NA	NA	"5"	NA	NA	"64"	NA	"0"	""	"6"	"0"	""	""	"5"	"15"	"427"	""	""	"427"
"214"	NA	NA	NA	"2449"	NA	NA	""	87	NA	NA	"240"	NA	NA	"1601"	NA	NA	"63"	NA	NA	"523"	NA	"39"	""	"44"	"31"	""	""	"37"	"149"	"5263"	"0"	"0"	"5263"
"215"	NA	NA	NA	"24630"	NA	NA	""	1169	NA	NA	"2646"	NA	NA	"22415"	NA	NA	"958"	NA	NA	"6329"	NA	"456"	""	"568"	"560"	""	""	"470"	"1479"	"61680"	"0"	"0"	"61680"
"216"	NA	NA	NA	"fuEufyf[kr vH;fFkZ;ks ds Ik{k esa fn, x, fof/kekU; erksa dh la[;k"	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"217"	NA	NA	NA	"MkŒ  vCnqqyqqy  xQqqjqqj"	NA	NA	""	NA	NA	NA	"ekssŒssŒ  ehj  gkfle"	NA	NA	"laataatho  dqqeqqekj  >k"	NA	NA	"fcgkjh  lknk"	NA	NA	"'kaadaadj  izzlzzlkn  Vssdssdjhoky"	NA	"f'ko  dqqeqqekj  flaagaag"	""	"jÙku  ikloku"	"jktssUssUnzzzz jke"	""	""	"fojssaanssaanzzzz ;kno"	"gfjukjk;.k  flaagaag"	"dqqyqqy  fof/kekU;  er"	"fufonr  erkssss dh  laa[aa[;k"	"izzfzzfr{kssfssfir  eri=kssaassaa dh  laa-aa-"	"dqqyqqy  fof/kekU;  ,oaaaa izzfzzfr{kssfssfir  erkssss dh  laa[aa[;k"
"218"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"219"	NA	NA	NA	"24630"	NA	NA	""	1169	NA	NA	"2646"	NA	NA	"22415"	NA	NA	"958"	NA	NA	"6329"	NA	"456"	""	"568"	"560"	""	""	"470"	"1479"	"61680"	"0"	"0"	"61680"
"220"	137	NA	NA	"115"	NA	NA	""	10	NA	NA	"11"	NA	NA	"168"	NA	NA	"7"	NA	NA	"53"	NA	"12"	""	"6"	"13"	""	""	"9"	"29"	"433"	""	""	"433"
"221"	138	NA	NA	"144"	NA	NA	""	60	NA	NA	"3"	NA	NA	"151"	NA	NA	"8"	NA	NA	"24"	NA	"0"	""	"9"	"7"	""	""	"5"	"14"	"425"	""	""	"425"
"222"	139	NA	NA	"173"	NA	NA	""	5	NA	NA	"10"	NA	NA	"102"	NA	NA	"7"	NA	NA	"128"	NA	"7"	""	"6"	"6"	""	""	"7"	"24"	"475"	""	""	"475"
"223"	140	NA	NA	"29"	NA	NA	""	8	NA	NA	"71"	NA	NA	"30"	NA	NA	"9"	NA	NA	"71"	NA	"6"	""	"5"	"12"	""	""	"7"	"12"	"260"	""	""	"260"
