"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"
"232"	"PS NO."	"AWDHESH PASWAN"	"KUMAR RAVI ANAND"	"RAMAI RAM"	"RAM NANDAN PASWAN"	"SHIV NATH CHAUDHARY"	"KIRAN KUMAR CHOUDHARY"	"BINAY KUMAR CHAUDHARY"	"SAKHI CHAND PASWAN"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"	""
"233"	"205"	"27"	"8"	"144"	"14"	"92"	"7"	"6"	"15"	"-313"	""	"-313"	""	""
"234"	"206"	"13"	"4"	"109"	"9"	"236"	"8"	"7"	"17"	"-403"	""	"-403"	""	""
"235"	"207"	"29"	"9"	"205"	"26"	"90"	"8"	"11"	"15"	"-393"	""	"-393"	""	""
"236"	"208"	"17"	"16"	"143"	"13"	"144"	"11"	"2"	"16"	"-362"	""	"-362"	""	""
"237"	"209"	"60"	"21"	"213"	"18"	"114"	"11"	"9"	"32"	"-478"	""	"-478"	""	""
"238"	"210"	"23"	"11"	"193"	"8"	"19"	"8"	"6"	"15"	"-283"	""	"-283"	""	""
"239"	"TOTAL"	"-8340"	"-2317"	"-46859"	"-4600"	"-41080"	"-1885"	"-1882"	"-4391"	"-111354"	"0"	"-111354"	""	""
"240"	"PB"	""	""	"2"	""	"1"	""	""	""	"-3"	"1"	"-4"	""	""
"241"	"G.TOT"	"-8340"	"-2317"	"-46861"	"-4600"	"-41081"	"-1885"	"-1882"	"-4391"	"-111357"	"-1"	"-111358"	""	""
"242"	"TOTAL NO OF VOTES RECORDED AT POLLING STATIONS"	""	""	""	""	""	""	""	""	"111354"	""	""	""	""
"243"	"NO OF VOTES RECORDED ON POSTAL BALLOT PAPERS."	""	""	""	""	""	""	""	""	"3"	""	""	""	""
"244"	"TOTAL VOTES POLLED"	""	""	""	""	""	""	""	""	"111357"	""	""	""	""
"245"	"PLACE : MUZAFFARPUR                                                                                                             Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""
"246"	"60-Bochahan (SC)"	""	""	""	""	""	""	""	""	""	""	""	""	""
"247"	"DATE : 22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""
