"Table.No"	"Sl..No..of.Polling.Station"	"X."	"X..1"	"Number.of.Valid.votes.cast.in.favour.of"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"TOTAL.No..of.valid.votes"	"X..25"	"X..26"	"No..of.rejected.votes"	"X..27"	"X..28"	"Total.no..of.votes"	"X..29"	"X..30"	"Total.No..of.tendered.votes"	"X..31"	"X..32"	"X..33"
"1"	""	""	""	""	"KRISHNA PASWAN"	""	""	"GANESH DAS"	""	""	"JITAN  RAM MANJHI"	""	""	"PANKAJ KUMAR"	""	""	"SAMATA DEVI"	""	"RAMDEO MANJHI"	""	""	"SHIVNATH KUMAR NIRALA"	""	"SHRAVAN KUMAR"	""	""	"JAGDISH CHAUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"111"	"4"	"64"	""	""	"39"	""	""	"2"	""	""	"49"	""	""	"20"	""	""	"236"	""	"20"	""	""	"19"	""	"11"	""	""	"36"	""	"432"	""	""	"0"	""	""	"432"	""	""	""	""	""	""
"112"	"5"	"65"	""	""	"26"	""	""	"4"	""	""	"99"	""	""	"24"	""	""	"179"	""	"10"	""	""	"11"	""	"15"	""	""	"46"	""	"414"	""	""	"0"	""	""	"414"	""	""	""	""	""	""
"113"	"6"	"66"	""	""	"18"	""	""	"1"	""	""	"26"	""	""	"2"	""	""	"125"	""	"16"	""	""	"9"	""	"8"	""	""	"30"	""	"235"	""	""	"0"	""	""	"235"	""	""	""	""	""	""
"114"	"7"	"67"	""	""	"50"	""	""	"8"	""	""	"70"	""	""	"15"	""	""	"136"	""	"8"	""	""	"8"	""	"7"	""	""	"189"	""	"491"	""	""	"0"	""	""	"491"	""	""	""	""	""	""
"115"	"8"	"68"	""	""	"25"	""	""	"5"	""	""	"47"	""	""	"65"	""	""	"108"	""	"4"	""	""	"2"	""	"2"	""	""	"28"	""	"286"	""	""	"0"	""	""	"286"	""	""	""	""	""	""
"116"	"9"	"69"	""	""	"20"	""	""	"2"	""	""	"37"	""	""	"106"	""	""	"38"	""	"1"	""	""	"7"	""	"2"	""	""	"5"	""	"218"	""	""	"0"	""	""	"218"	""	""	""	""	""	""
"117"	"10"	"70"	""	""	"72"	""	""	"17"	""	""	"40"	""	""	"37"	""	""	"177"	""	"19"	""	""	"9"	""	"5"	""	""	"9"	""	"385"	""	""	"0"	""	""	"385"	""	""	""	""	""	""
"118"	"11"	"71"	""	""	"86"	""	""	"8"	""	""	"41"	""	""	"20"	""	""	"155"	""	"21"	""	""	"7"	""	"18"	""	""	"26"	""	"382"	""	""	"0"	""	""	"382"	""	""	""	""	""	""
"119"	"12"	"72"	""	""	"26"	""	""	"4"	""	""	"56"	""	""	"10"	""	""	"190"	""	"12"	""	""	"8"	""	"7"	""	""	"9"	""	"322"	""	""	"0"	""	""	"322"	""	""	""	""	""	""
"120"	"13"	"73"	""	""	"3"	""	""	"2"	""	""	"42"	""	""	"4"	""	""	"152"	""	"6"	""	""	"4"	""	"8"	""	""	"10"	""	"231"	""	""	"0"	""	""	"231"	""	""	""	""	""	""
"121"	"14"	"74"	""	""	"16"	""	""	"3"	""	""	"247"	""	""	"8"	""	""	"53"	""	"4"	""	""	"14"	""	"7"	""	""	"31"	""	"383"	""	""	"0"	""	""	"383"	""	""	""	""	""	""
"122"	"Total"	""	""	""	"473"	""	""	"67"	""	""	"1257"	""	""	"423"	""	""	"1814"	""	"154"	""	""	"132"	""	"116"	""	""	"484"	""	"4920"	""	""	"0"	""	""	"4920"	""	""	""	""	""	""
"123"	"Place   Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"124"	"Date    22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"125"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"126"	"Table No"	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""
"127"	""	""	""	""	"KRISHNA PASWAN"	""	""	"GANESH DAS"	""	""	"JITAN  RAM MANJHI"	""	""	"PANKAJ KUMAR"	""	""	"SAMATA DEVI"	""	"RAMDEO MANJHI"	""	""	"SHIVNATH KUMAR NIRALA"	""	"SHRAVAN KUMAR"	""	""	"JAGDISH CHAUDHAR Y"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"128"	"1"	"2"	""	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	"8"	""	""	"9"	""	"10"	""	""	"11"	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""
"129"	"1"	"75"	""	""	"29"	""	""	"19"	""	""	"231"	""	""	"24"	""	""	"107"	""	"11"	""	""	"9"	""	"16"	""	""	"27"	""	"473"	""	""	"0"	""	""	"473"	""	""	""	""	""	""
"130"	"2"	"76"	""	""	"36"	""	""	"5"	""	""	"133"	""	""	"22"	""	""	"132"	""	"16"	""	""	"7"	""	"10"	""	""	"40"	""	"401"	""	""	"0"	""	""	"401"	""	""	""	""	""	""
"131"	"3"	"77"	""	""	"32"	""	""	"46"	""	""	"142"	""	""	"13"	""	""	"102"	""	"5"	""	""	"11"	""	"8"	""	""	"13"	""	"372"	""	""	"0"	""	""	"372"	""	""	""	""	""	""
"132"	"4"	"78"	""	""	"45"	""	""	"30"	""	""	"94"	""	""	"16"	""	""	"35"	""	"18"	""	""	"13"	""	"75"	""	""	"24"	""	"350"	""	""	"0"	""	""	"350"	""	""	""	""	""	""
"133"	"5"	"79"	""	""	"52"	""	""	"32"	""	""	"213"	""	""	"27"	""	""	"36"	""	"18"	""	""	"13"	""	"14"	""	""	"19"	""	"424"	""	""	"0"	""	""	"424"	""	""	""	""	""	""
"134"	"6"	"80"	""	""	"65"	""	""	"41"	""	""	"169"	""	""	"17"	""	""	"128"	""	"3"	""	""	"12"	""	"4"	""	""	"9"	""	"448"	""	""	"0"	""	""	"448"	""	""	""	""	""	""
"135"	"7"	"81"	""	""	"75"	""	""	"32"	""	""	"296"	""	""	"26"	""	""	"115"	""	"14"	""	""	"3"	""	"5"	""	""	"18"	""	"584"	""	""	"0"	""	""	"584"	""	""	""	""	""	""
"136"	"8"	"82"	""	""	"39"	""	""	"4"	""	""	"75"	""	""	"61"	""	""	"122"	""	"19"	""	""	"3"	""	"3"	""	""	"22"	""	"348"	""	""	"0"	""	""	"348"	""	""	""	""	""	""
"137"	"9"	"83"	""	""	"43"	""	""	"5"	""	""	"264"	""	""	"10"	""	""	"120"	""	"3"	""	""	"15"	""	"3"	""	""	"15"	""	"478"	""	""	"0"	""	""	"478"	""	""	""	""	""	""
"138"	"10"	"84"	""	""	"56"	""	""	"7"	""	""	"238"	""	""	"25"	""	""	"139"	""	"18"	""	""	"14"	""	"8"	""	""	"50"	""	"555"	""	""	"0"	""	""	"555"	""	""	""	""	""	""
"139"	"11"	"85"	""	""	"36"	""	""	"5"	""	""	"86"	""	""	"31"	""	""	"197"	""	"9"	""	""	"3"	""	"5"	""	""	"15"	""	"387"	""	""	"0"	""	""	"387"	""	""	""	""	""	""
"140"	"12"	"86"	""	""	"20"	""	""	"14"	""	""	"326"	""	""	"34"	""	""	"109"	""	"11"	""	""	"23"	""	"14"	""	""	"36"	""	"587"	""	""	"0"	""	""	"587"	""	""	""	""	""	""
"141"	"13"	"87"	""	""	"79"	""	""	"7"	""	""	"79"	""	""	"46"	""	""	"43"	""	"7"	""	""	"4"	""	"9"	""	""	"8"	""	"282"	""	""	"0"	""	""	"282"	""	""	""	""	""	""
"142"	"14"	"88"	""	""	"20"	""	""	"4"	""	""	"52"	""	""	"11"	""	""	"84"	""	"6"	""	""	"2"	""	"17"	""	""	"7"	""	"203"	""	""	"0"	""	""	"203"	""	""	""	""	""	""
"143"	"Total"	""	""	""	"627"	""	""	"251"	""	""	"2398"	""	""	"363"	""	""	"1469"	""	"158"	""	""	"132"	""	"191"	""	""	"303"	""	"5892"	""	""	"0"	""	""	"5892"	""	""	""	""	""	""
"144"	"Place   Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"145"	"Date    22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"146"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"147"	"Table No"	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""
"148"	""	""	""	""	"KRISHNA PASWAN"	""	""	"GANESH DAS"	""	""	"JITAN  RAM MANJHI"	""	""	"PANKAJ KUMAR"	""	""	"SAMATA DEVI"	""	"RAMDEO MANJHI"	""	""	"SHIVNATH KUMAR NIRALA"	""	"SHRAVAN KUMAR"	""	""	"JAGDISH CHAUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"149"	"1"	"2"	""	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	"8"	""	""	"9"	""	"10"	""	""	"11"	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""
"150"	"1"	"89"	""	""	"45"	""	""	"8"	""	""	"359"	""	""	"21"	""	""	"112"	""	"9"	""	""	"8"	""	"9"	""	""	"34"	""	"605"	""	""	"0"	""	""	"605"	""	""	""	""	""	""
"151"	"2"	"90"	""	""	"29"	""	""	"4"	""	""	"202"	""	""	"26"	""	""	"132"	""	"11"	""	""	"4"	""	"8"	""	""	"17"	""	"433"	""	""	"0"	""	""	"433"	""	""	""	""	""	""
"152"	"3"	"91"	""	""	"50"	""	""	"13"	""	""	"328"	""	""	"32"	""	""	"148"	""	"15"	""	""	"4"	""	"8"	""	""	"29"	""	"627"	""	""	"0"	""	""	"627"	""	""	""	""	""	""
"153"	"4"	"92"	""	""	"55"	""	""	"10"	""	""	"57"	""	""	"41"	""	""	"136"	""	"13"	""	""	"21"	""	"8"	""	""	"38"	""	"379"	""	""	"0"	""	""	"379"	""	""	""	""	""	""
"154"	"5"	"93"	""	""	"65"	""	""	"11"	""	""	"130"	""	""	"23"	""	""	"79"	""	"5"	""	""	"5"	""	"5"	""	""	"25"	""	"348"	""	""	"0"	""	""	"348"	""	""	""	""	""	""
"155"	"6"	"94"	""	""	"8"	""	""	"2"	""	""	"79"	""	""	"19"	""	""	"106"	""	"10"	""	""	"6"	""	"4"	""	""	"10"	""	"244"	""	""	"0"	""	""	"244"	""	""	""	""	""	""
"156"	"7"	"95"	""	""	"66"	""	""	"6"	""	""	"121"	""	""	"10"	""	""	"65"	""	"9"	""	""	"10"	""	"9"	""	""	"22"	""	"318"	""	""	"0"	""	""	"318"	""	""	""	""	""	""
"157"	"8"	"95A"	""	""	"38"	""	""	"1"	""	""	"106"	""	""	"8"	""	""	"28"	""	"5"	""	""	"3"	""	"3"	""	""	"9"	""	"201"	""	""	"0"	""	""	"201"	""	""	""	""	""	""
"158"	"9"	"96"	""	""	"13"	""	""	"4"	""	""	"212"	""	""	"18"	""	""	"91"	""	"3"	""	""	"3"	""	"3"	""	""	"10"	""	"357"	""	""	"0"	""	""	"357"	""	""	""	""	""	""
"159"	"10"	"97"	""	""	"36"	""	""	"3"	""	""	"166"	""	""	"8"	""	""	"27"	""	"9"	""	""	"15"	""	"15"	""	""	"40"	""	"319"	""	""	"0"	""	""	"319"	""	""	""	""	""	""
"160"	"11"	"98"	""	""	"31"	""	""	"4"	""	""	"50"	""	""	"49"	""	""	"147"	""	"14"	""	""	"11"	""	"5"	""	""	"25"	""	"336"	""	""	"0"	""	""	"336"	""	""	""	""	""	""
"161"	"12"	"98A"	""	""	"36"	""	""	"3"	""	""	"62"	""	""	"6"	""	""	"73"	""	"12"	""	""	"4"	""	"6"	""	""	"15"	""	"217"	""	""	"0"	""	""	"217"	""	""	""	""	""	""
"162"	"13"	"99"	""	""	"23"	""	""	"8"	""	""	"96"	""	""	"12"	""	""	"125"	""	"26"	""	""	"17"	""	"8"	""	""	"24"	""	"339"	""	""	"0"	""	""	"339"	""	""	""	""	""	""
"163"	"14"	"100"	""	""	"80"	""	""	"7"	""	""	"60"	""	""	"46"	""	""	"132"	""	"18"	""	""	"13"	""	"22"	""	""	"41"	""	"419"	""	""	"0"	""	""	"419"	""	""	""	""	""	""
"164"	"Total"	""	""	""	"575"	""	""	"84"	""	""	"2028"	""	""	"319"	""	""	"1401"	""	"159"	""	""	"124"	""	"113"	""	""	"339"	""	"5142"	""	""	"0"	""	""	"5142"	""	""	""	""	""	""
"165"	"Place   Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"166"	"Date    22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"167"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"168"	"Table No"	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""
"169"	""	""	""	""	"KRISHNA PASWAN"	""	""	"GANESH DAS"	""	""	"JITAN  RAM MANJHI"	""	""	"PANKAJ KUMAR"	""	""	"SAMATA DEVI"	""	"RAMDEO MANJHI"	""	""	"SHIVNATH KUMAR NIRALA"	""	"SHRAVAN KUMAR"	""	""	"JAGDISH CHAUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"170"	"1"	"2"	""	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	"8"	""	""	"9"	""	"10"	""	""	"11"	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""
"171"	"1"	"101"	""	""	"71"	""	""	"7"	""	""	"131"	""	""	"7"	""	""	"25"	""	"4"	""	""	"6"	""	"5"	""	""	"25"	""	"281"	""	""	"0"	""	""	"281"	""	""	""	""	""	""
"172"	"2"	"102"	""	""	"27"	""	""	"7"	""	""	"163"	""	""	"5"	""	""	"69"	""	"12"	""	""	"5"	""	"9"	""	""	"12"	""	"309"	""	""	"0"	""	""	"309"	""	""	""	""	""	""
"173"	"3"	"103"	""	""	"17"	""	""	"6"	""	""	"95"	""	""	"7"	""	""	"62"	""	"9"	""	""	"8"	""	"10"	""	""	"17"	""	"231"	""	""	"0"	""	""	"231"	""	""	""	""	""	""
"174"	"4"	"104"	""	""	"119"	""	""	"7"	""	""	"95"	""	""	"11"	""	""	"143"	""	"15"	""	""	"17"	""	"15"	""	""	"60"	""	"482"	""	""	"0"	""	""	"482"	""	""	""	""	""	""
"175"	"5"	"105"	""	""	"87"	""	""	"5"	""	""	"67"	""	""	"22"	""	""	"76"	""	"11"	""	""	"4"	""	"10"	""	""	"35"	""	"317"	""	""	"0"	""	""	"317"	""	""	""	""	""	""
"176"	"6"	"106"	""	""	"57"	""	""	"6"	""	""	"101"	""	""	"32"	""	""	"147"	""	"17"	""	""	"9"	""	"17"	""	""	"41"	""	"427"	""	""	"0"	""	""	"427"	""	""	""	""	""	""
"177"	"7"	"107"	""	""	"23"	""	""	"5"	""	""	"170"	""	""	"8"	""	""	"140"	""	"6"	""	""	"16"	""	"6"	""	""	"18"	""	"392"	""	""	"0"	""	""	"392"	""	""	""	""	""	""
"178"	"8"	"108"	""	""	"62"	""	""	"22"	""	""	"74"	""	""	"31"	""	""	"109"	""	"16"	""	""	"9"	""	"13"	""	""	"27"	""	"363"	""	""	"0"	""	""	"363"	""	""	""	""	""	""
"179"	"9"	"109"	""	""	"8"	""	""	"4"	""	""	"253"	""	""	"9"	""	""	"26"	""	"2"	""	""	"5"	""	"3"	""	""	"7"	""	"317"	""	""	"0"	""	""	"317"	""	""	""	""	""	""
"180"	"10"	"110"	""	""	"14"	""	""	"4"	""	""	"242"	""	""	"9"	""	""	"46"	""	"1"	""	""	"2"	""	"2"	""	""	"8"	""	"328"	""	""	"0"	""	""	"328"	""	""	""	""	""	""
"181"	"11"	"111"	""	""	"55"	""	""	"8"	""	""	"239"	""	""	"6"	""	""	"121"	""	"17"	""	""	"18"	""	"2"	""	""	"20"	""	"486"	""	""	"0"	""	""	"486"	""	""	""	""	""	""
"182"	"12"	"112"	""	""	"53"	""	""	"5"	""	""	"190"	""	""	"83"	""	""	"60"	""	"8"	""	""	"7"	""	"5"	""	""	"31"	""	"442"	""	""	"0"	""	""	"442"	""	""	""	""	""	""
"183"	"13"	"113"	""	""	"83"	""	""	"7"	""	""	"305"	""	""	"11"	""	""	"15"	""	"3"	""	""	"3"	""	"3"	""	""	"11"	""	"441"	""	""	"0"	""	""	"441"	""	""	""	""	""	""
"184"	"14"	"114"	""	""	"12"	""	""	"1"	""	""	"130"	""	""	"10"	""	""	"98"	""	"14"	""	""	"6"	""	"4"	""	""	"10"	""	"285"	""	""	"0"	""	""	"285"	""	""	""	""	""	""
"185"	"Total"	""	""	""	"688"	""	""	"94"	""	""	"2255"	""	""	"251"	""	""	"1137"	""	"135"	""	""	"115"	""	"104"	""	""	"322"	""	"5101"	""	""	"0"	""	""	"5101"	""	""	""	""	""	""
"186"	"Place   Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"187"	"Date    22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"188"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"189"	"Table No"	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""
"190"	""	""	""	""	"KRISHNA PASWAN"	""	""	"GANESH DAS"	""	""	"JITAN  RAM MANJHI"	""	""	"PANKAJ KUMAR"	""	""	"SAMATA DEVI"	""	"RAMDEO MANJHI"	""	""	"SHIVNATH KUMAR NIRALA"	""	"SHRAVAN KUMAR"	""	""	"JAGDISH CHAUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"191"	"1"	"2"	""	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	"8"	""	""	"9"	""	"10"	""	""	"11"	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""
"192"	"1"	"115"	""	""	"38"	""	""	"13"	""	""	"137"	""	""	"18"	""	""	"65"	""	"8"	""	""	"7"	""	"7"	""	""	"13"	""	"306"	""	""	"0"	""	""	"306"	""	""	""	""	""	""
"193"	"2"	"116"	""	""	"17"	""	""	"4"	""	""	"112"	""	""	"10"	""	""	"79"	""	"11"	""	""	"6"	""	"7"	""	""	"33"	""	"279"	""	""	"0"	""	""	"279"	""	""	""	""	""	""
"194"	"3"	"117"	""	""	"44"	""	""	"3"	""	""	"235"	""	""	"8"	""	""	"70"	""	"16"	""	""	"5"	""	"10"	""	""	"24"	""	"415"	""	""	"0"	""	""	"415"	""	""	""	""	""	""
"195"	"4"	"118"	""	""	"27"	""	""	"4"	""	""	"81"	""	""	"5"	""	""	"60"	""	"7"	""	""	"3"	""	"5"	""	""	"11"	""	"203"	""	""	"0"	""	""	"203"	""	""	""	""	""	""
"196"	"5"	"119"	""	""	"25"	""	""	"2"	""	""	"101"	""	""	"3"	""	""	"49"	""	"4"	""	""	"3"	""	"4"	""	""	"15"	""	"206"	""	""	"0"	""	""	"206"	""	""	""	""	""	""
"197"	"6"	"120"	""	""	"17"	""	""	"2"	""	""	"260"	""	""	"7"	""	""	"46"	""	"4"	""	""	"8"	""	"3"	""	""	"22"	""	"369"	""	""	"0"	""	""	"369"	""	""	""	""	""	""
"198"	"7"	"121"	""	""	"12"	""	""	"6"	""	""	"279"	""	""	"7"	""	""	"75"	""	"17"	""	""	"11"	""	"12"	""	""	"22"	""	"441"	""	""	"0"	""	""	"441"	""	""	""	""	""	""
"199"	"8"	"122"	""	""	"74"	""	""	"10"	""	""	"138"	""	""	"30"	""	""	"59"	""	"11"	""	""	"8"	""	"1"	""	""	"12"	""	"343"	""	""	"0"	""	""	"343"	""	""	""	""	""	""
"200"	"9"	"123"	""	""	"7"	""	""	"3"	""	""	"238"	""	""	"6"	""	""	"11"	""	"3"	""	""	"9"	""	"4"	""	""	"7"	""	"288"	""	""	"0"	""	""	"288"	""	""	""	""	""	""
"201"	"10"	"124"	""	""	"11"	""	""	"3"	""	""	"156"	""	""	"12"	""	""	"81"	""	"10"	""	""	"18"	""	"18"	""	""	"38"	""	"347"	""	""	"0"	""	""	"347"	""	""	""	""	""	""
"202"	"11"	"125"	""	""	"77"	""	""	"5"	""	""	"98"	""	""	"24"	""	""	"188"	""	"29"	""	""	"16"	""	"21"	""	""	"47"	""	"505"	""	""	"0"	""	""	"505"	""	""	""	""	""	""
"203"	"12"	"126"	""	""	"33"	""	""	"4"	""	""	"144"	""	""	"45"	""	""	"32"	""	"8"	""	""	"10"	""	"6"	""	""	"25"	""	"307"	""	""	"0"	""	""	"307"	""	""	""	""	""	""
"204"	"13"	"127"	""	""	"90"	""	""	"18"	""	""	"75"	""	""	"15"	""	""	"155"	""	"14"	""	""	"7"	""	"11"	""	""	"29"	""	"414"	""	""	"0"	""	""	"414"	""	""	""	""	""	""
"205"	"14"	"128"	""	""	"29"	""	""	"3"	""	""	"62"	""	""	"5"	""	""	"87"	""	"9"	""	""	"6"	""	"10"	""	""	"10"	""	"221"	""	""	"0"	""	""	"221"	""	""	""	""	""	""
"206"	"Total"	""	""	""	"501"	""	""	"80"	""	""	"2116"	""	""	"195"	""	""	"1057"	""	"151"	""	""	"117"	""	"119"	""	""	"308"	""	"4644"	""	""	"0"	""	""	"4644"	""	""	""	""	""	""
"207"	"Place   Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"208"	"Date    22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"209"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"210"	"Table No"	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""
"211"	""	""	""	""	"KRISHNA PASWAN"	""	""	"GANESH DAS"	""	""	"JITAN  RAM MANJHI"	""	""	"PANKAJ KUMAR"	""	""	"SAMATA DEVI"	""	"RAMDEO MANJHI"	""	""	"SHIVNATH KUMAR NIRALA"	""	"SHRAVAN KUMAR"	""	""	"JAGDISH CHAUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"212"	"1"	"2"	""	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	"8"	""	""	"9"	""	"10"	""	""	"11"	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""
"213"	"1"	"129"	""	""	"24"	""	""	"13"	""	""	"222"	""	""	"12"	""	""	"90"	""	"13"	""	""	"6"	""	"6"	""	""	"25"	""	"411"	""	""	"0"	""	""	"411"	""	""	""	""	""	""
"214"	"2"	"130"	""	""	"22"	""	""	"5"	""	""	"23"	""	""	"38"	""	""	"155"	""	"13"	""	""	"5"	""	"6"	""	""	"6"	""	"273"	""	""	"0"	""	""	"273"	""	""	""	""	""	""
"215"	"3"	"131"	""	""	"51"	""	""	"7"	""	""	"24"	""	""	"7"	""	""	"57"	""	"9"	""	""	"5"	""	"5"	""	""	"9"	""	"174"	""	""	"0"	""	""	"174"	""	""	""	""	""	""
"216"	"4"	"132"	""	""	"9"	""	""	"5"	""	""	"96"	""	""	"19"	""	""	"81"	""	"6"	""	""	"3"	""	"1"	""	""	"17"	""	"237"	""	""	"0"	""	""	"237"	""	""	""	""	""	""
"217"	"5"	"133"	""	""	"52"	""	""	"3"	""	""	"86"	""	""	"7"	""	""	"81"	""	"7"	""	""	"4"	""	"4"	""	""	"10"	""	"254"	""	""	"0"	""	""	"254"	""	""	""	""	""	""
"218"	"6"	"134"	""	""	"84"	""	""	"30"	""	""	"217"	""	""	"47"	""	""	"90"	""	"16"	""	""	"9"	""	"7"	""	""	"26"	""	"526"	""	""	"0"	""	""	"526"	""	""	""	""	""	""
"219"	"7"	"135"	""	""	"16"	""	""	"6"	""	""	"108"	""	""	"14"	""	""	"34"	""	"12"	""	""	"9"	""	"9"	""	""	"33"	""	"241"	""	""	"0"	""	""	"241"	""	""	""	""	""	""
"220"	"8"	"136"	""	""	"4"	""	""	"5"	""	""	"321"	""	""	"4"	""	""	"20"	""	"2"	""	""	"3"	""	"2"	""	""	"3"	""	"364"	""	""	"0"	""	""	"364"	""	""	""	""	""	""
"221"	"9"	"137"	""	""	"0"	""	""	"1"	""	""	"177"	""	""	"1"	""	""	"3"	""	"0"	""	""	"0"	""	"0"	""	""	"0"	""	"182"	""	""	"0"	""	""	"182"	""	""	""	""	""	""
"222"	"10"	"138"	""	""	"43"	""	""	"12"	""	""	"264"	""	""	"18"	""	""	"87"	""	"9"	""	""	"12"	""	"6"	""	""	"31"	""	"482"	""	""	"0"	""	""	"482"	""	""	""	""	""	""
"223"	"11"	"139"	""	""	"43"	""	""	"11"	""	""	"158"	""	""	"16"	""	""	"94"	""	"17"	""	""	"7"	""	"3"	""	""	"17"	""	"366"	""	""	"0"	""	""	"366"	""	""	""	""	""	""
"224"	"12"	"140"	""	""	"34"	""	""	"21"	""	""	"161"	""	""	"27"	""	""	"166"	""	"21"	""	""	"28"	""	"9"	""	""	"26"	""	"493"	""	""	"0"	""	""	"493"	""	""	""	""	""	""
