"176"	"117"	"11"	"1"	"312"	"76"	"2"	"1"	"3"	"1"	"0"	"2"	"0"	"2"	"0"	"3"	"414"
"177"	"117A"	"95"	"14"	"208"	"55"	"2"	"0"	"1"	"2"	"0"	"1"	"1"	"3"	"10"	"6"	"398"
"178"	"118"	"95"	"6"	"299"	"145"	"2"	"3"	"10"	"1"	"2"	"2"	"6"	"1"	"24"	"2"	"598"
"179"	"119"	"89"	"10"	"285"	"49"	"7"	"4"	"0"	"0"	"1"	"6"	"6"	"4"	"5"	"12"	"478"
"180"	"120"	"119"	"4"	"331"	"63"	"5"	"1"	"3"	"2"	"1"	"3"	"3"	"4"	"4"	"23"	"566"
"181"	"121"	"149"	"3"	"106"	"191"	"9"	"1"	"3"	"5"	"1"	"10"	"6"	"7"	"7"	"9"	"507"
"182"	"122"	"147"	"15"	"272"	"152"	"27"	"6"	"10"	"2"	"9"	"10"	"16"	"23"	"42"	"28"	"759"
"183"	"123"	"289"	"13"	"20"	"103"	"5"	"3"	"4"	"5"	"4"	"6"	"11"	"8"	"6"	"15"	"492"
"184"	"124"	"235"	"3"	"156"	"60"	"3"	"1"	"9"	"2"	"5"	"4"	"8"	"6"	"9"	"12"	"513"
"185"	"124A"	"68"	"0"	"67"	"52"	"0"	"1"	"1"	"1"	"5"	"6"	"8"	"7"	"8"	"2"	"226"
"186"	"125"	"60"	"93"	"307"	"250"	"13"	"6"	"8"	"5"	"7"	"12"	"13"	"10"	"11"	"11"	"806"
"187"	"126"	"57"	"49"	"70"	"224"	"6"	"4"	"8"	"4"	"1"	"3"	"13"	"11"	"6"	"3"	"459"
"188"	"126A"	"74"	"4"	"8"	"169"	"6"	"1"	"4"	"2"	"6"	"6"	"3"	"8"	"20"	"19"	"330"
"189"	"127"	"92"	"5"	"113"	"141"	"2"	"1"	"12"	"8"	"5"	"6"	"6"	"10"	"16"	"12"	"429"
"190"	"127A"	"16"	"0"	"126"	"113"	"4"	"1"	"3"	"0"	"3"	"2"	"2"	"0"	"9"	"8"	"287"
"191"	"128"	"188"	"14"	"506"	"75"	"10"	"3"	"3"	"4"	"5"	"9"	"1"	"3"	"12"	"16"	"849"
"192"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"Total Votes"
"193"	""	"DR. IRSHAD AHMAD KHAN"	"KUMAR URAON"	"RAJ KISHORE KESHRI"	"RAM CHARITRA YADAV"	"SUNIL KUMAR SINGH"	"BINDU PRAKASH JHA"	"SHAH JIYAUL HAQUE"	"AMJAD ALI"	"ISHRAR ALAM"	"JAGAT MANGAL KURI"	"JYOTI KUMAR"	"NAZRUL ISLAM"	"SHANKAR JHA"	"SURESH RISHI"	""
"194"	""	"Lok Jan Shakti Party"	"Bahujan Samaj Party"	"Bharatiya Janata Party"	"Rashtriya Janata Dal"	"Communist Party Of India (Marxist)"	"Shivsena"	"Samajwadi Party"	"Independent"	"Independ ent"	"Independent"	"Independent"	"Independen t"	"Independent"	"Independent"	""
"195"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"196"	"129"	"27"	"4"	"319"	"60"	"4"	"2"	"3"	"2"	"1"	"2"	"5"	"0"	"2"	"7"	"438"
"197"	"129A"	"148"	"4"	"111"	"96"	"0"	"0"	"2"	"0"	"2"	"3"	"8"	"3"	"7"	"14"	"398"
"198"	"130"	"117"	"10"	"145"	"207"	"8"	"2"	"1"	"3"	"6"	"7"	"9"	"9"	"5"	"7"	"536"
"199"	"130A"	"27"	"5"	"233"	"189"	"8"	"1"	"0"	"1"	"2"	"6"	"0"	"5"	"2"	"6"	"485"
"200"	"131"	"38"	"6"	"361"	"154"	"9"	"5"	"4"	"1"	"3"	"4"	"7"	"11"	"10"	"23"	"636"
"201"	"132"	"65"	"8"	"395"	"170"	"7"	"2"	"9"	"2"	"3"	"9"	"4"	"6"	"14"	"23"	"717"
"202"	"133"	"4"	"7"	"347"	"235"	"10"	"3"	"6"	"3"	"3"	"8"	"7"	"18"	"67"	"33"	"751"
"203"	"134"	"11"	"5"	"105"	"393"	"6"	"0"	"10"	"1"	"1"	"4"	"6"	"8"	"7"	"1"	"558"
"204"	"134A"	"9"	"2"	"116"	"343"	"5"	"2"	"4"	"0"	"3"	"3"	"5"	"12"	"4"	"7"	"515"
"205"	"135"	"8"	"5"	"100"	"440"	"5"	"1"	"3"	"0"	"6"	"4"	"5"	"12"	"8"	"8"	"605"
"206"	"135A"	"11"	"9"	"144"	"219"	"5"	"1"	"3"	"1"	"1"	"3"	"4"	"4"	"15"	"6"	"426"
"207"	"136"	"7"	"6"	"372"	"441"	"11"	"3"	"11"	"4"	"2"	"9"	"6"	"7"	"8"	"20"	"907"
"208"	"137"	"135"	"32"	"97"	"262"	"8"	"2"	"3"	"3"	"4"	"4"	"6"	"10"	"17"	"4"	"587"
"209"	"138"	"38"	"22"	"484"	"158"	"32"	"10"	"7"	"2"	"9"	"17"	"3"	"6"	"67"	"12"	"867"
"210"	"139"	"340"	"9"	"89"	"37"	"16"	"3"	"10"	"0"	"12"	"4"	"9"	"12"	"90"	"33"	"664"
"211"	"140"	"408"	"10"	"99"	"76"	"7"	"6"	"8"	"1"	"4"	"2"	"2"	"5"	"19"	"17"	"664"
"212"	"141"	"11"	"3"	"142"	"417"	"7"	"1"	"15"	"2"	"5"	"6"	"3"	"8"	"12"	"6"	"638"
"213"	"142"	"52"	"4"	"188"	"305"	"5"	"1"	"12"	"1"	"1"	"4"	"7"	"4"	"4"	"16"	"604"
"214"	"143"	"11"	"29"	"155"	"227"	"111"	"16"	"7"	"10"	"8"	"13"	"11"	"14"	"16"	"18"	"646"
"215"	"144"	"5"	"1"	"78"	"211"	"8"	"0"	"2"	"0"	"1"	"2"	"0"	"8"	"4"	"10"	"330"
"216"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"Total Votes"
"217"	""	"DR. IRSHAD AHMAD KHAN"	"KUMAR URAON"	"RAJ KISHORE KESHRI"	"RAM CHARITRA YADAV"	"SUNIL KUMAR SINGH"	"BINDU PRAKASH JHA"	"SHAH JIYAUL HAQUE"	"AMJAD ALI"	"ISHRAR ALAM"	"JAGAT MANGAL KURI"	"JYOTI KUMAR"	"NAZRUL ISLAM"	"SHANKAR JHA"	"SURESH RISHI"	""
"218"	""	"Lok Jan Shakti Party"	"Bahujan Samaj Party"	"Bharatiya Janata Party"	"Rashtriya Janata Dal"	"Communist Party Of India (Marxist)"	"Shivsena"	"Samajwadi Party"	"Independent"	"Independ ent"	"Independent"	"Independent"	"Independen t"	"Independent"	"Independent"	""
"219"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"220"	"144A"	"11"	"19"	"199"	"83"	"8"	"1"	"3"	"3"	"0"	"2"	"1"	"3"	"4"	"0"	"337"
"221"	"145"	"12"	"2"	"183"	"60"	"10"	"1"	"2"	"3"	"1"	"2"	"1"	"1"	"19"	"3"	"300"
"222"	"145A"	"8"	"3"	"209"	"116"	"27"	"1"	"2"	"1"	"2"	"3"	"1"	"1"	"11"	"2"	"387"
"223"	"146"	"7"	"7"	"203"	"48"	"2"	"3"	"6"	"5"	"1"	"3"	"2"	"7"	"10"	"8"	"312"
"224"	"146A"	"10"	"6"	"235"	"104"	"7"	"2"	"3"	"3"	"0"	"5"	"0"	"4"	"13"	"1"	"393"
"225"	"147"	"5"	"3"	"184"	"38"	"3"	"0"	"2"	"0"	"0"	"2"	"0"	"1"	"25"	"9"	"272"
"226"	"147A"	"9"	"5"	"222"	"79"	"10"	"1"	"9"	"0"	"3"	"1"	"0"	"8"	"24"	"3"	"374"
"227"	"148"	"12"	"5"	"242"	"52"	"17"	"0"	"5"	"1"	"0"	"0"	"0"	"1"	"21"	"3"	"359"
"228"	"148A"	"5"	"6"	"305"	"62"	"23"	"1"	"2"	"3"	"0"	"6"	"4"	"2"	"2"	"2"	"423"
"229"	"149"	"238"	"11"	"211"	"80"	"8"	"4"	"3"	"1"	"1"	"4"	"9"	"5"	"24"	"9"	"608"
"230"	"150"	"323"	"5"	"106"	"71"	"4"	"0"	"8"	"2"	"7"	"3"	"9"	"5"	"14"	"34"	"591"
"231"	"151"	"8"	"7"	"365"	"107"	"5"	"3"	"4"	"1"	"2"	"3"	"1"	"2"	"9"	"6"	"523"
"232"	"152"	"43"	"8"	"413"	"169"	"20"	"3"	"7"	"1"	"3"	"11"	"10"	"6"	"26"	"25"	"745"
"233"	"153"	"197"	"7"	"194"	"81"	"2"	"1"	"11"	"2"	"5"	"10"	"10"	"7"	"57"	"29"	"613"
"234"	"154"	"54"	"8"	"341"	"56"	"99"	"6"	"4"	"2"	"4"	"9"	"7"	"6"	"17"	"24"	"637"
"235"	"155"	"42"	"7"	"490"	"26"	"4"	"0"	"2"	"1"	"0"	"1"	"5"	"5"	"3"	"10"	"596"
"236"	"156"	"6"	"5"	"72"	"275"	"4"	"1"	"6"	"3"	"5"	"6"	"4"	"8"	"13"	"12"	"420"
"237"	"156A"	"17"	"1"	"35"	"286"	"3"	"5"	"8"	"3"	"2"	"5"	"1"	"12"	"9"	"3"	"390"
"238"	"157"	"211"	"3"	"3"	"64"	"1"	"1"	"21"	"1"	"3"	"5"	"7"	"5"	"35"	"32"	"392"
"239"	"157A"	"138"	"11"	"10"	"112"	"2"	"1"	"11"	"0"	"4"	"2"	"8"	"5"	"37"	"16"	"357"
"240"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"Total Votes"
"241"	""	"DR. IRSHAD AHMAD KHAN"	"KUMAR URAON"	"RAJ KISHORE KESHRI"	"RAM CHARITRA YADAV"	"SUNIL KUMAR SINGH"	"BINDU PRAKASH JHA"	"SHAH JIYAUL HAQUE"	"AMJAD ALI"	"ISHRAR ALAM"	"JAGAT MANGAL KURI"	"JYOTI KUMAR"	"NAZRUL ISLAM"	"SHANKAR JHA"	"SURESH RISHI"	""
"242"	""	"Lok Jan Shakti Party"	"Bahujan Samaj Party"	"Bharatiya Janata Party"	"Rashtriya Janata Dal"	"Communist Party Of India (Marxist)"	"Shivsena"	"Samajwadi Party"	"Independent"	"Independ ent"	"Independent"	"Independent"	"Independen t"	"Independent"	"Independent"	""
"243"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"244"	"158"	"21"	"8"	"56"	"267"	"11"	"4"	"3"	"2"	"3"	"5"	"4"	"4"	"7"	"5"	"400"
"245"	"159"	"22"	"2"	"393"	"286"	"11"	"1"	"9"	"2"	"5"	"13"	"11"	"6"	"48"	"7"	"816"
"246"	"160"	"11"	"13"	"455"	"294"	"11"	"4"	"15"	"2"	"3"	"12"	"14"	"13"	"10"	"17"	"874"
"247"	"161"	"22"	"14"	"317"	"455"	"11"	"4"	"5"	"0"	"1"	"2"	"2"	"7"	"5"	"4"	"849"
"248"	"162"	"126"	"3"	"43"	"232"	"4"	"1"	"9"	"3"	"4"	"6"	"8"	"10"	"18"	"11"	"478"
"249"	"163"	"122"	"45"	"124"	"186"	"4"	"3"	"3"	"4"	"6"	"7"	"9"	"9"	"28"	"16"	"566"
"250"	"164"	"85"	"7"	"88"	"468"	"20"	"4"	"6"	"2"	"6"	"10"	"9"	"13"	"10"	"3"	"731"
"251"	"165"	"312"	"12"	"69"	"187"	"92"	"6"	"4"	"2"	"0"	"3"	"6"	"6"	"24"	"12"	"735"
"252"	"166"	"308"	"16"	"239"	"175"	"13"	"6"	"3"	"8"	"8"	"5"	"5"	"4"	"11"	"16"	"817"
"253"	"167"	"160"	"8"	"506"	"103"	"12"	"5"	"6"	"2"	"2"	"3"	"4"	"5"	"18"	"17"	"851"
"254"	"168"	"97"	"10"	"282"	"163"	"20"	"6"	"7"	"4"	"3"	"10"	"7"	"7"	"30"	"15"	"661"
"255"	"169"	"183"	"3"	"85"	"136"	"5"	"1"	"8"	"5"	"7"	"4"	"3"	"10"	"9"	"20"	"479"
"256"	"169A"	"74"	"5"	"266"	"69"	"32"	"2"	"2"	"1"	"1"	"2"	"1"	"9"	"8"	"13"	"485"
"257"	"170"	"15"	"4"	"190"	"211"	"7"	"1"	"3"	"1"	"0"	"2"	"5"	"5"	"27"	"9"	"480"
"258"	"170A"	"182"	"7"	"58"	"121"	"3"	"3"	"2"	"2"	"3"	"0"	"9"	"3"	"9"	"6"	"408"
"259"	"171"	"91"	"4"	"243"	"200"	"7"	"3"	"9"	"5"	"3"	"6"	"23"	"14"	"17"	"33"	"658"
"260"	"172"	"226"	"94"	"63"	"67"	"10"	"2"	"6"	"3"	"3"	"0"	"4"	"8"	"8"	"19"	"513"
"261"	"173"	"126"	"99"	"129"	"156"	"4"	"3"	"1"	"6"	"3"	"8"	"7"	"4"	"3"	"22"	"571"
"262"	"174"	"134"	"84"	"263"	"114"	"12"	"7"	"5"	"1"	"7"	"5"	"8"	"8"	"31"	"25"	"704"
"263"	"175"	"469"	"9"	"7"	"32"	"2"	"1"	"2"	"5"	"6"	"1"	"6"	"4"	"7"	"19"	"570"
"264"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"Total Votes"
"265"	""	"DR. IRSHAD AHMAD KHAN"	"KUMAR URAON"	"RAJ KISHORE KESHRI"	"RAM CHARITRA YADAV"	"SUNIL KUMAR SINGH"	"BINDU PRAKASH JHA"	"SHAH JIYAUL HAQUE"	"AMJAD ALI"	"ISHRAR ALAM"	"JAGAT MANGAL KURI"	"JYOTI KUMAR"	"NAZRUL ISLAM"	"SHANKAR JHA"	"SURESH RISHI"	""
"266"	""	"Lok Jan Shakti Party"	"Bahujan Samaj Party"	"Bharatiya Janata Party"	"Rashtriya Janata Dal"	"Communist Party Of India (Marxist)"	"Shivsena"	"Samajwadi Party"	"Independent"	"Independ ent"	"Independent"	"Independent"	"Independen t"	"Independent"	"Independent"	""
"267"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"268"	"176"	"60"	"40"	"137"	"200"	"118"	"11"	"15"	"4"	"16"	"11"	"18"	"16"	"33"	"37"	"716"
"269"	"177"	"271"	"4"	"28"	"62"	"6"	"1"	"6"	"1"	"3"	"1"	"1"	"2"	"2"	"8"	"396"
"270"	"177A"	"36"	"15"	"209"	"141"	"22"	"4"	"7"	"2"	"7"	"3"	"6"	"5"	"13"	"14"	"484"
"271"	"178"	"197"	"2"	"13"	"286"	"72"	"3"	"10"	"4"	"2"	"8"	"22"	"10"	"11"	"39"	"679"
"272"	"179"	"64"	"5"	"184"	"234"	"7"	"4"	"5"	"5"	"2"	"1"	"6"	"8"	"10"	"4"	"539"
"273"	"180"	"76"	"8"	"222"	"346"	"13"	"3"	"9"	"3"	"2"	"14"	"17"	"15"	"12"	"9"	"749"
"274"	"181"	"10"	"5"	"141"	"227"	"2"	"1"	"16"	"3"	"0"	"3"	"3"	"8"	"10"	"4"	"433"
"275"	"181A"	"157"	"3"	"54"	"145"	"6"	"3"	"7"	"4"	"4"	"2"	"6"	"8"	"5"	"17"	"421"
"276"	"182"	"119"	"3"	"66"	"351"	"5"	"0"	"16"	"4"	"7"	"1"	"10"	"15"	"13"	"18"	"628"
"277"	"183"	"30"	"11"	"216"	"184"	"2"	"1"	"5"	"0"	"2"	"4"	"2"	"7"	"20"	"9"	"493"
"278"	"184"	"109"	"10"	"216"	"290"	"3"	"3"	"6"	"1"	"2"	"3"	"4"	"6"	"9"	"5"	"667"
"279"	"185"	"177"	"20"	"205"	"181"	"6"	"3"	"3"	"1"	"4"	"6"	"16"	"9"	"12"	"28"	"671"
"280"	"186"	"21"	"29"	"280"	"304"	"10"	"7"	"9"	"4"	"8"	"15"	"4"	"19"	"17"	"19"	"746"
"281"	"187"	"142"	"7"	"113"	"384"	"30"	"5"	"6"	"3"	"3"	"9"	"10"	"9"	"20"	"15"	"756"
"282"	"188"	"89"	"6"	"50"	"422"	"22"	"1"	"13"	"6"	"7"	"13"	"14"	"22"	"54"	"19"	"738"
"283"	"189"	"164"	"8"	"103"	"188"	"30"	"1"	"2"	"11"	"4"	"7"	"4"	"8"	"5"	"13"	"548"
"284"	"190"	"372"	"9"	"45"	"159"	"2"	"1"	"4"	"3"	"2"	"3"	"7"	"8"	"12"	"15"	"642"
"285"	"191"	"22"	"2"	"62"	"374"	"10"	"3"	"1"	"0"	"2"	"1"	"3"	"7"	"3"	"5"	"495"
"286"	"191A"	"190"	"1"	"93"	"211"	"9"	"2"	"1"	"2"	"3"	"2"	"6"	"8"	"9"	"36"	"573"
"287"	"192"	"39"	"3"	"141"	"277"	"3"	"3"	"5"	"1"	"4"	"9"	"14"	"10"	"18"	"13"	"540"
"288"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"Total Votes"
"289"	""	"DR. IRSHAD AHMAD KHAN"	"KUMAR URAON"	"RAJ KISHORE KESHRI"	"RAM CHARITRA YADAV"	"SUNIL KUMAR SINGH"	"BINDU PRAKASH JHA"	"SHAH JIYAUL HAQUE"	"AMJAD ALI"	"ISHRAR ALAM"	"JAGAT MANGAL KURI"	"JYOTI KUMAR"	"NAZRUL ISLAM"	"SHANKAR JHA"	"SURESH RISHI"	""
"290"	""	"Lok Jan Shakti Party"	"Bahujan Samaj Party"	"Bharatiya Janata Party"	"Rashtriya Janata Dal"	"Communist Party Of India (Marxist)"	"Shivsena"	"Samajwadi Party"	"Independent"	"Independ ent"	"Independent"	"Independent"	"Independen t"	"Independent"	"Independent"	""
"291"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"
"292"	"192A"	"20"	"4"	"174"	"285"	"3"	"2"	"3"	"3"	"1"	"4"	"6"	"6"	"13"	"15"	"539"
"293"	"TOTAL GENERAL VOTES"	"21577"	"2513"	"46841"	"30262"	"3156"	"569"	"1571"	"436"	"716"	"891"	"1134"	"1279"	"5145"	"2714"	"118804"
"294"	""	"DR. IRSHAD AHMAD KHAN"	"KUMAR URAON"	"RAJ KISHORE KESHRI"	"RAM CHARITRA YADAV"	"SUNIL KUMAR SINGH"	"BINDU PRAKASH JHA"	"SHAH JIYAUL HAQUE"	"AMJAD ALI"	"ISHRAR ALAM"	"JAGAT MANGAL KURI"	"JYOTI KUMAR"	"NAZRUL ISLAM"	"SHANKAR JHA"	"SURESH RISHI"	""
"295"	""	"Lok Jan Shakti Party"	"Bahujan Samaj Party"	"Bharatiya Janata Party"	"Rashtriya Janata Dal"	"Communist Party Of India (Marxist)"	"Shivsena"	"Samajwadi Party"	"Independent"	"Independ ent"	"Independent"	"Independent"	"Independen t"	"Independent"	"Independent"	""
