"fo.kku.lHkk.fuokZpu..ks..esa.fuokZpdksa.dh.dqy.la..k......................................."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"
"1"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""
"291"	"194"	"362"	"6"	"100"	"6"	"3"	""	""	""
"292"	"195"	"283"	"23"	"188"	"83"	"21"	""	""	""
"293"	"196"	"158"	"10"	"194"	"14"	"25"	""	""	""
"294"	"197"	"292"	"10"	"97"	"18"	"14"	""	""	""
"295"	"198"	"266"	"16"	"154"	"43"	"16"	""	""	""
"296"	"199"	"71"	"18"	"111"	"119"	"21"	""	""	""
"297"	"199d"	"141"	"5"	"16"	"13"	"7"	""	""	""
"298"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""
"299"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""
"300"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	"dqy fof/kekU;
er"	"izfr{ksfir erksa
dh la[;k ;ksx"	"fufonu erksa
dh la[;k"
"301"	""	"vt; dqekj eaMy"	"fodkl dqekj eaMy"	"LknkUkUn flag"	"fldUnj   teky"	"ftrsUnz Ikzlkn ;kno"	""	""	""
"302"	"200"	"148"	"13"	"78"	"98"	"6"	""	""	""
"303"	"200d"	"145"	"7"	"19"	"59"	"20"	""	""	""
"304"	"201"	"147"	"6"	"107"	"11"	"4"	""	""	""
"305"	"201d"	"127"	"11"	"109"	"40"	"33"	""	""	""
"306"	"202"	"318"	"12"	"230"	"26"	"12"	""	""	""
"307"	"203"	"178"	"13"	"147"	"69"	"9"	""	""	""
"308"	"204"	"128"	"8"	"117"	"23"	"13"	""	""	""
"309"	"205"	"386"	"14"	"143"	"16"	"14"	""	""	""
"310"	"206"	"149"	"16"	"233"	"68"	"29"	""	""	""
"311"	"207"	"31"	"15"	"313"	"135"	"30"	""	""	""
"312"	"208"	"39"	"5"	"229"	"44"	"6"	""	""	""
"313"	"209"	"55"	"11"	"435"	"29"	"27"	""	""	""
"314"	"210"	"73"	"8"	"251"	"79"	"5"	""	""	""
"315"	"211"	"7"	"4"	"408"	"46"	"5"	""	""	""
"316"	"212"	"134"	"21"	"320"	"57"	"16"	""	""	""
"317"	"212d"	"52"	"2"	"104"	"25"	"5"	""	""	""
"318"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""
"319"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""
"320"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	"dqy fof/kekU;
er"	"izfr{ksfir erksa
dh la[;k ;ksx"	"fufonu erksa
dh la[;k"
"321"	""	"vt; dqekj eaMy"	"fodkl dqekj eaMy"	"LknkUkUn flag"	"fldUnj   teky"	"ftrsUnz Ikzlkn ;kno"	""	""	""
"322"	"213"	"62"	"6"	"92"	"110"	"8"	""	""	""
"323"	"214"	"91"	"14"	"233"	"160"	"10"	""	""	""
"324"	"215"	"39"	"8"	"123"	"53"	"4"	""	""	""
"325"	"216"	"176"	"12"	"110"	"25"	"17"	""	""	""
"326"	"217"	"13"	"5"	"228"	"41"	"10"	""	""	""
"327"	"218"	"210"	"19"	"35"	"78"	"14"	""	""	""
"328"	"218d"	"183"	"9"	"89"	"8"	"6"	""	""	""
"329"	"219"	"132"	"23"	"286"	"78"	"13"	""	""	""
"330"	"220"	"98"	"8"	"221"	"12"	"10"	""	""	""
"331"	"220d"	"63"	"7"	"210"	"74"	"21"	""	""	""
"332"	"221"	"85"	"1"	"131"	"9"	"4"	""	""	""
"333"	"222"	"193"	"20"	"334"	"81"	"19"	""	""	""
"334"	"223"	"106"	"9"	"198"	"23"	"7"	""	""	""
"335"	"224"	"389"	"9"	"190"	"38"	"9"	""	""	""
"336"	"225"	"67"	"27"	"143"	"267"	"29"	""	""	""
"337"	"226"	"161"	"8"	"188"	"57"	"6"	""	""	""
"338"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""
"339"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""
"340"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	"dqy fof/kekU;
er"	"izfr{ksfir erksa
dh la[;k ;ksx"	"fufonu erksa
dh la[;k"
"341"	""	"vt; dqekj eaMy"	"fodkl dqekj eaMy"	"LknkUkUn flag"	"fldUnj   teky"	"ftrsUnz Ikzlkn ;kno"	""	""	""
"342"	"227"	"31"	"11"	"242"	"166"	"19"	""	""	""
"343"	"227d"	"73"	"5"	"80"	"58"	"13"	""	""	""
"344"	"228"	"61"	"9"	"368"	"194"	"16"	""	""	""
"345"	"229"	"47"	"7"	"337"	"185"	"25"	""	""	""
"346"	"230"	"69"	"10"	"151"	"174"	"26"	""	""	""
"347"	"230d"	"97"	"10"	"97"	"113"	"24"	""	""	""
"348"	"231"	"140"	"3"	"172"	"106"	"14"	""	""	""
"349"	"232"	"125"	"25"	"140"	"264"	"17"	""	""	""
"350"	"233"	"160"	"37"	"93"	"307"	"20"	""	""	""
"351"	"234"	"19"	"18"	"55"	"236"	"21"	""	""	""
"352"	"235"	"230"	"9"	"177"	"42"	"15"	""	""	""
"353"	"236"	"256"	"14"	"160"	"38"	"10"	""	""	""
"354"	"237"	"288"	"8"	"127"	"119"	"16"	""	""	""
"355"	"238"	"326"	"10"	"97"	"26"	"14"	""	""	""
"356"	"239"	"86"	"4"	"190"	"22"	"16"	""	""	""
"357"	"240"	"304"	"12"	"251"	"52"	"16"	""	""	""
"358"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""
"359"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""
"360"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	"dqy fof/kekU;
er"	"izfr{ksfir erksa
dh la[;k ;ksx"	"fufonu erksa
dh la[;k"
"361"	""	"vt; dqekj eaMy"	"fodkl dqekj eaMy"	"LknkUkUn flag"	"fldUnj   teky"	"ftrsUnz Ikzlkn ;kno"	""	""	""
"362"	"IkksL Vy er"	""	""	"1"	""	""	""	""	""
"363"	""	"58640"	"2702"	"45068"	"12779"	"3760"	""	""	""
