"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"
"221"	"PS NO."	"RAJU KUMAR SINGH"	"RAM VICHAR RAI"	"HARI KISHORE SINGH"	"BADRI NARAYAN"	"YADAV LAL PATEL"	"RAJ KISHOR RAM"	"SHASHI BHUSHAN KASHYAP"	"SHASHI BHUSHAN TIWARI"	"SHIV CHARAN RAM"	"TOTAL OF VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"TOTAL NO OF TENDERED VOTES"	""
"222"	"206"	"242"	"233"	"24"	"13"	"4"	"5"	"3"	"19"	"66"	"609"	""	"609"	""	""
"223"	"207"	"170"	"323"	"45"	"9"	"5"	"6"	"4"	"13"	"18"	"593"	""	"593"	""	""
"224"	"208"	"102"	"321"	"16"	"2"	"1"	"3"	"4"	"6"	"16"	"471"	""	"471"	""	""
"225"	"209"	"203"	"54"	"7"	"2"	"3"	"2"	"2"	"5"	"16"	"294"	""	"294"	""	""
"226"	"210"	"135"	"149"	"8"	"4"	"3"	"1"	"4"	"7"	"18"	"329"	""	"329"	""	""
"227"	"211"	"201"	"238"	"24"	"16"	"11"	"5"	"3"	"8"	"34"	"540"	""	"540"	""	""
"228"	"212"	"53"	"187"	"24"	"8"	"3"	"5"	"5"	"11"	"18"	"314"	""	"314"	""	""
"229"	"213"	"110"	"135"	"8"	"0"	"2"	"2"	"1"	"0"	"1"	"259"	""	"259"	""	""
"230"	"214"	"282"	"176"	"14"	"2"	"1"	"1"	"3"	"4"	"5"	"488"	""	"488"	""	""
"231"	"215"	"248"	"288"	"5"	"4"	"3"	"0"	"1"	"1"	"5"	"555"	""	"555"	""	""
"232"	"216"	"293"	"9"	"4"	"3"	"0"	"0"	"1"	"3"	"9"	"322"	""	"322"	""	""
"233"	"216A"	"167"	"114"	"16"	"5"	"2"	"6"	"5"	"13"	"27"	"355"	""	"355"	""	""
"234"	"217"	"29"	"156"	"21"	"3"	"0"	"1"	"2"	"2"	"1"	"215"	""	"215"	""	""
"235"	"TOTAL"	"47582"	"42323"	"3358"	"988"	"824"	"496"	"722"	"1472"	"3972"	"101737"	"0"	"101737"	""	""
"236"	"P.B."	"9"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"10"	""	""	""	""
"237"	"G.TOT"	"47591"	"42323"	"3359"	"988"	"824"	"496"	"722"	"1472"	"3972"	"101747"	""	""	""	""
"238"	"TOTAL NO OF VOTES RECORDED AT POLLING STATIONS"	""	""	""	""	""	""	""	""	"101737"	""	""	""	""	""
"239"	"NO OF VOTES RECORDED ON POSTAL BALLOT PAPERS."	""	""	""	""	""	""	""	""	"10"	""	""	""	""	""
"240"	"TOTAL VOTES POLLED"	""	""	""	""	""	""	""	""	"101747"	""	""	""	""	""
"241"	"PLACE : MUZAFFARPUR                                                                                                                                                                                                                ASSISTANT RETURNING OFFICER"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"242"	"54- SAHEBGANJ A.C."	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"243"	"DATE : 22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
